acceptance
0.1100
0.1200
0.1500
0.0500
0.1000
0.1400
0.0700
0.1500
0.1800
0.0900
0.1600
0.1400
0.2200
0.1200
0.1200
0.0600
0.1100
0.1000
0.1500
0.0900
0.1500
0.1100
0.1000
0.0700
0.1400
0.0700
0.1000
0.2000
0.0800
0.1800
0.0700
0.1800
