logz,logdust,logNpix,logage,lnprob,N_walkers
-1.1882,-4.0516,1.2731,7.3963,-130604.5453,32
-1.4514,-4.6834,0.5361,6.9436,-93334.1018,32
-1.5141,-4.8338,0.3605,6.8358,-85893.4762,32
-1.5141,-4.8338,0.3605,6.8358,-85893.4762,32
-1.5141,-4.8338,0.3605,6.8358,-85893.4762,32
-1.5141,-4.8338,0.3605,6.8358,-85893.4762,32
-1.5141,-4.8338,0.3605,6.8358,-85893.4762,32
-1.5543,-4.9304,0.2478,6.7665,-84246.2423,32
-1.5543,-4.9304,0.2478,6.7665,-84246.2423,32
-1.5543,-4.9304,0.2478,6.7665,-84246.2423,32
-1.8766,-5.7039,-0.6545,6.2122,-40517.9398,32
-1.8811,-5.7147,-0.6672,6.2045,-39454.7925,32
-1.8811,-5.7147,-0.6672,6.2045,-39454.7925,32
-1.8811,-5.7147,-0.6672,6.2045,-39454.7925,32
-1.8811,-5.7147,-0.6672,6.2045,-39454.7925,32
-1.8811,-5.7147,-0.6672,6.2045,-39454.7925,32
-1.8811,-5.7147,-0.6672,6.2045,-39454.7925,32
-1.8811,-5.7147,-0.6672,6.2045,-39454.7925,32
-1.8811,-5.7147,-0.6672,6.2045,-39454.7925,32
-1.8811,-5.7147,-0.6672,6.2045,-39454.7925,32
-1.8831,-5.7195,-0.6727,6.2011,-38673.8775,32
-1.8831,-5.7195,-0.6727,6.2011,-38673.8775,32
-1.8831,-5.7195,-0.6727,6.2011,-38673.8775,32
-1.8831,-5.7195,-0.6727,6.2011,-38673.8775,32
-1.9156,-5.7974,-0.7636,6.1452,-38578.1497,32
-1.9156,-5.7974,-0.7636,6.1452,-38578.1497,32
-1.9156,-5.7974,-0.7636,6.1452,-38578.1497,32
-1.9156,-5.7974,-0.7636,6.1452,-38578.1497,32
-1.9156,-5.7974,-0.7636,6.1452,-38578.1497,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9410,-5.8583,-0.8347,6.1015,-36581.3487,32
-1.9496,-5.8790,-0.8588,6.0867,-36373.8179,32
-1.9496,-5.8790,-0.8588,6.0867,-36373.8179,32
-1.9520,-5.8847,-0.8655,6.0826,-36271.1660,32
-1.9520,-5.8847,-0.8655,6.0826,-36271.1660,32
-1.9520,-5.8847,-0.8655,6.0826,-36271.1660,32
-1.9520,-5.8847,-0.8655,6.0826,-36271.1660,32
-1.9520,-5.8847,-0.8655,6.0826,-36271.1660,32
-1.9520,-5.8847,-0.8655,6.0826,-36271.1660,32
-1.9520,-5.8847,-0.8655,6.0826,-36271.1660,32
-1.9520,-5.8847,-0.8655,6.0826,-36271.1660,32
-1.9520,-5.8847,-0.8655,6.0826,-36271.1660,32
-1.9520,-5.8847,-0.8655,6.0826,-36271.1660,32
-1.9520,-5.8847,-0.8655,6.0826,-36271.1660,32
-1.9520,-5.8847,-0.8655,6.0826,-36271.1660,32
-1.9520,-5.8847,-0.8655,6.0826,-36271.1660,32
-1.9520,-5.8847,-0.8655,6.0826,-36271.1660,32
-1.9520,-5.8847,-0.8655,6.0826,-36271.1660,32
-1.9731,-5.9354,-0.9247,6.0463,-36038.7575,32
-1.9731,-5.9354,-0.9247,6.0463,-36038.7575,32
-1.9731,-5.9354,-0.9247,6.0463,-36038.7575,32
-1.9731,-5.9354,-0.9247,6.0463,-36038.7575,32
-1.9731,-5.9354,-0.9247,6.0463,-36038.7575,32
-1.9731,-5.9354,-0.9247,6.0463,-36038.7575,32
-1.9731,-5.9354,-0.9247,6.0463,-36038.7575,32
-1.9731,-5.9354,-0.9247,6.0463,-36038.7575,32
-1.9731,-5.9354,-0.9247,6.0463,-36038.7575,32
-1.9901,-5.9763,-0.9723,6.0170,-35674.2610,32
-1.9901,-5.9763,-0.9723,6.0170,-35674.2610,32
-1.9901,-5.9763,-0.9723,6.0170,-35674.2610,32
-1.9959,-5.9903,-0.9886,6.0070,-35371.1517,32
-1.9952,-5.9886,-0.9867,6.0082,-34983.8925,32
-1.9952,-5.9886,-0.9867,6.0082,-34983.8925,32
-1.9952,-5.9886,-0.9867,6.0082,-34983.8925,32
-1.9952,-5.9886,-0.9867,6.0082,-34983.8925,32
-1.9952,-5.9886,-0.9867,6.0082,-34983.8925,32
-1.9952,-5.9886,-0.9867,6.0082,-34983.8925,32
-1.9952,-5.9886,-0.9867,6.0082,-34983.8925,32
-1.9950,-5.9880,-0.9861,6.0086,-34790.4718,32
-1.9950,-5.9880,-0.9861,6.0086,-34790.4718,32
-1.9950,-5.9880,-0.9861,6.0086,-34790.4718,32
-1.9950,-5.9880,-0.9861,6.0086,-34790.4718,32
-1.9950,-5.9880,-0.9861,6.0086,-34790.4718,32
-1.9950,-5.9880,-0.9861,6.0086,-34790.4718,32
-1.9950,-5.9880,-0.9861,6.0086,-34790.4718,32
-1.9950,-5.9880,-0.9861,6.0086,-34790.4718,32
-1.9950,-5.9880,-0.9861,6.0086,-34790.4718,32
-1.9950,-5.9880,-0.9861,6.0086,-34790.4718,32
-1.9950,-5.9880,-0.9861,6.0086,-34790.4718,32
-1.9950,-5.9880,-0.9861,6.0086,-34790.4718,32
-1.9950,-5.9880,-0.9861,6.0086,-34790.4718,32
-0.7255,-2.9412,2.5686,8.1921,-242353.9192,32
-0.7255,-2.9412,2.5686,8.1921,-242353.9192,32
-0.8046,-3.1310,2.3472,8.0561,-145325.1669,32
-1.1966,-4.0719,1.2495,7.3818,-130117.5070,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-0.8606,-3.2654,2.1903,7.9598,-127503.7267,32
-1.3382,-4.4116,0.8531,7.1384,-124131.1700,32
-1.3382,-4.4116,0.8531,7.1384,-124131.1700,32
-1.3382,-4.4116,0.8531,7.1384,-124131.1700,32
-1.3382,-4.4116,0.8531,7.1384,-124131.1700,32
-1.4472,-4.6732,0.5479,6.9509,-97928.7382,32
-1.4472,-4.6732,0.5479,6.9509,-97928.7382,32
-1.4472,-4.6732,0.5479,6.9509,-97928.7382,32
-1.4346,-4.6430,0.5832,6.9725,-95875.5261,32
-1.5490,-4.9175,0.2629,6.7758,-86330.9667,32
-1.5933,-5.0240,0.1386,6.6994,-76716.6346,32
-1.5933,-5.0240,0.1386,6.6994,-76716.6346,32
-1.5933,-5.0240,0.1386,6.6994,-76716.6346,32
-1.5933,-5.0240,0.1386,6.6994,-76716.6346,32
-1.5933,-5.0240,0.1386,6.6994,-76716.6346,32
-1.5933,-5.0240,0.1386,6.6994,-76716.6346,32
-1.5933,-5.0240,0.1386,6.6994,-76716.6346,32
-1.5952,-5.0286,0.1333,6.6962,-76462.8989,32
