"N_scale: 1024, log_Npix: 0","N_scale: 1024, log_Npix: 2","N_scale: 1024, log_Npix: 4","N_scale: 128, log_Npix: 0","N_scale: 128, log_Npix: 2","N_scale: 128, log_Npix: 4","N_scale: 2048, log_Npix: 0","N_scale: 2048, log_Npix: 2","N_scale: 2048, log_Npix: 4","N_scale: 256, log_Npix: 0","N_scale: 256, log_Npix: 2","N_scale: 256, log_Npix: 4","N_scale: 512, log_Npix: 0","N_scale: 512, log_Npix: 2","N_scale: 512, log_Npix: 4"
-10039.899275957567,-2644.858877005575,-298.15397562474703,-2263.10692816089,-1196.443878136772,-116.15856441659595,-9589.328366980342,-3231.493443073238,-198.27069910595455,-4858.539047134915,-2343.7293854058044,-96.71659271664504,-8394.851239272746,-2163.5557984382876,-216.8239686154714
-10596.041278382057,-2744.1160988188494,-369.38801072301874,-1984.9170744814517,-978.9417642021581,-172.450759897013,-10019.756773637087,-3397.9805801199564,-280.4363177285587,-3311.37286339861,-2150.2602590147703,-210.711902861335,-7940.0315433592605,-2175.585246888681,-245.39112518849868
-8642.786530527088,-2639.0822239864697,-181.02594686269723,-2162.7473974055006,-850.0800489392727,-169.7116427735574,-9841.287680085263,-3297.0168422283296,-172.85061530136463,-3476.1296839651045,-2000.4064344761598,-267.13607882820776,-8015.530984658653,-2311.3927169599983,-160.10178770971956
-9105.19378571365,-2581.5683510236254,-179.41708394865685,-1847.441394053583,-893.2553361811376,-308.29652212013553,-10394.275733602251,-3383.8479958609746,-211.25015959086312,-4471.9145196140025,-1440.2376488169186,-179.69183951459698,-6445.139539627717,-2283.4430543716935,-212.465703650963
-9862.014672354306,-2545.917205816058,-167.09177165135966,-1976.3833914456338,-912.019567825453,-224.3500786817584,-9373.264868822938,-3164.311003756041,-213.18179680118948,-2816.42144292997,-2249.5947642878627,-154.76311910033058,-6053.412335646876,-2365.324803134587,-208.0591257823719
-8853.07485145711,-2549.8115599695057,-187.96275533245407,-1698.6215443012375,-847.2183020738262,-209.9863140618884,-9802.375783582629,-3229.7033871612985,-194.68762067289285,-3508.7720329679787,-1640.1861808531175,-212.00492773262445,-6539.998581035055,-2084.423603477401,-148.48080387739822
-9874.074130539768,-2649.337482593668,-206.5517158902485,-2685.930802746594,-1226.5804261627482,-128.79702935000037,-10625.24397013913,-3113.8315509479203,-160.51546483118014,-2499.6287818688065,-1782.1035160149718,-210.7201623801064,-6252.959945455793,-2410.9841430892407,-143.1449827199489
-11783.027598521656,-2811.8492531196434,-154.05656286378704,-1877.5169079423647,-1111.9103773963736,-313.56250769308446,-10515.359890917092,-3106.3826595651144,-187.48187008932575,-3204.2363877651956,-1692.2098229918643,-131.12932476501743,-8583.692082203172,-2215.5515728505857,-267.0193931495804
-8844.557356036556,-2748.2949207769557,-334.1131274462476,-1757.3696845924321,-941.3076960691513,-190.32780459636626,-10925.716769263512,-3129.9275559565745,-209.08959907338533,-4194.455159881281,-1338.208530998354,-162.64038526185314,-5523.052386393688,-2471.7050407079178,-239.3942279638797
-7904.493484659887,-2643.14326817108,-187.67012928240922,-1672.2493529422347,-903.6875204695137,-116.094926362086,-11027.835261331298,-3146.4715563224386,-249.37373624752487,-2731.151226600101,-2222.1806824751,-193.87080280752014,-7581.1146874685965,-2176.795165504118,-236.52129492060635
-8693.85189849773,-2682.3093865743667,-268.02217638391664,-1735.9937578386919,-1012.6294350266334,-201.37049204831843,-10811.01325304304,-3435.994297119765,-264.73825686144147,-4939.499535225175,-1673.2497507892278,-142.19727182831645,-7419.843695071914,-2173.6435580241236,-252.25240793209585
-8684.455457518628,-2927.6431139683846,-285.4808082676565,-2538.1348747518837,-1247.9694444841246,-106.85709983289311,-9357.282811120047,-3009.0213330830347,-150.29483897460796,-3709.2334531994284,-2227.741185144325,-131.54176164542926,-9532.721147100186,-1964.6629562793364,-174.58754608048628
-7004.87106264144,-2614.0517561574666,-134.2714423754429,-2202.4692801617975,-806.3760893408597,-106.27065304285128,-9236.99845257893,-3131.610357485331,-198.1563541401566,-5320.080964634166,-1788.4019782481278,-257.0035504655965,-7470.641396855404,-2300.4541769313864,-136.86207240385667
-8184.471701211811,-2710.7186931425713,-223.78916945530923,-2009.7173464383027,-842.6843556254574,-115.402007002219,-11346.111838165867,-3497.5484396658917,-196.49982766575417,-2977.6329767786365,-2309.7929929951606,-163.63662166784968,-13306.16848928889,-2039.1702816829954,-284.7047840762296
-11720.35659920495,-2780.2139543769845,-184.90305678642716,-1633.2605985010198,-1034.6236191512794,-127.78742172123724,-10132.080936960881,-3249.841952504922,-213.52570115265797,-2970.8796124792684,-1424.339455633792,-113.63499467668777,-7208.887674268044,-2959.4511233452013,-213.91233102503074
-9209.90438703812,-2611.2452643233687,-231.3857046267128,-1792.1380811182264,-899.6991742553538,-156.8752150113532,-9082.877735538337,-3334.843569122944,-166.39759298666294,-3746.2889071285804,-1723.1442714619573,-164.08057975980233,-9964.248253189553,-1997.7245507439045,-163.39205008643472
-7211.749864342017,-2800.2630443043686,-240.3254795831443,-2184.4367253788623,-983.6271438300415,-128.87146786847805,-11337.968647498636,-3122.232096035425,-266.77843975961105,-2642.014361088524,-2520.5801058992215,-138.52245188545436,-7978.473188829349,-2160.018894198314,-178.2686989806596
-10488.963113137363,-2655.5775520677603,-289.22258366973364,-1992.2637418738072,-910.5045925283943,-214.93165747496735,-10104.22839794443,-3282.4757953364538,-192.8937837999976,-3057.99171106459,-1934.3165482867962,-156.13664281108365,-12110.566771203203,-2077.2351477166158,-186.01098559511232
-12252.168775990554,-2733.4265513278524,-258.6890713523083,-3397.910189153182,-921.1596579574831,-151.15807880932044,-10116.00915388393,-3289.561334580906,-204.76654825985045,-5453.411092774643,-1664.3161518485167,-207.89848424012385,-8792.466678730561,-1988.691528689418,-127.97633264220605
-8909.750273953625,-2629.8990173933,-191.19441397709164,-1647.2179125799266,-817.814402942388,-128.01438959106008,-11307.675947736574,-3420.680553539898,-188.37772992088892,-2952.289676010927,-1635.9852136363954,-189.14373557195316,-10369.442561745078,-2674.4821066749128,-218.62577406823598
-9558.247034788476,-2699.793245519709,-132.71483111836966,-2645.6877895577095,-859.9582095450768,-160.08950856689324,-12177.303421921364,-3263.386853234038,-178.9523282270625,-3753.276387263849,-1663.9174818728252,-185.10844344300878,-9980.936545098559,-2167.4646962330203,-281.25882630118997
-8985.935038114669,-2665.5427568981154,-297.0400480265954,-2596.5064135841776,-820.466812217847,-204.87858406753324,-10086.39604267509,-3242.48944757247,-372.6313065216558,-4181.419518178517,-1569.2597658968198,-128.45455929123358,-8543.947062036417,-2143.7866623690325,-215.65352661998736
-9312.558622793795,-2802.9860506183572,-300.2020433854258,-3929.155760219913,-1070.6670221814588,-145.8379858964717,-9714.938984617655,-3184.1571040134722,-179.2871810998075,-2975.281248059591,-2117.214465695682,-135.67408257090102,-8588.64342222418,-3282.237882985353,-210.44635550829332
-7574.510251730255,-2770.936117957782,-183.87936311467502,-1640.3955848760493,-841.030079187105,-98.18306225078787,-9416.509750663323,-3290.675152442647,-171.54175338366386,-5532.430821542539,-1671.613423091076,-190.6089246587306,-9060.002644235432,-2873.744270623355,-179.83333996993133
-9173.579364684561,-2712.6758490911448,-215.57906914569088,-1544.622892673687,-1057.6415038320865,-109.76297950188595,-9977.64967727583,-3090.5506711970397,-179.75366378676677,-4324.863508162295,-2240.332593194507,-189.7829992389695,-8148.047434119591,-2090.113893096749,-185.9828463745112
-7743.114394547519,-2702.7525791137577,-163.49971191568096,-1788.828161330314,-1140.5781329537615,-95.94031353185626,-9581.495568395281,-3235.0518875166817,-171.61530114969082,-2834.7491721054657,-2163.0628672461667,-128.70870350097732,-5316.490802824345,-2055.330524182687,-259.84933701867493
-9716.35262198092,-2589.73689356214,-176.51300151716535,-1807.6683122273619,-1112.268403384221,-276.1109897138252,-11086.207782027113,-3449.4555624711893,-248.96863398425677,-2565.811764011331,-3147.0651209136786,-206.04263165240292,-9622.898559375883,-2175.3207357982233,-191.49844854941654
-7843.478734009586,-2657.815323986536,-176.39801866273874,-2311.658584878432,-810.7909760717217,-170.89029753434303,-10433.937881476168,-3164.420676830953,-291.89352885613937,-3676.771928271361,-1416.3043524886584,-161.31047710620228,-9302.184017949043,-2119.157730126728,-241.97978178522902
-14613.518540236146,-3784.481424460951,-300.667724738843,-1616.5499906045966,-1174.9498294936436,-192.74708257221428,-11955.402125936107,-3186.2698490727525,-172.5358886017284,-3405.4505796181757,-1715.548855639018,-117.35478288157833,-8157.396741432732,-2285.0335461240225,-179.95161393780083
-8134.256262770171,-2773.1313403255213,-206.7207976668688,-3811.0519734925647,-1175.0724272631633,-232.31331750121788,-9952.428522081458,-3740.4952940100434,-221.6957342813264,-3903.3435512404753,-1709.1974700933224,-157.09173643529408,-9868.019669249581,-2249.218054577375,-239.12986780931632
-9716.047325063297,-2563.0524181666638,-165.43343894024923,-1777.0917633976983,-911.1700441238701,-95.51843809123316,-11364.879755246704,-3901.916020592953,-189.59301088990213,-5771.182880780659,-2197.245055264981,-185.5838416736076,-10575.248809127068,-1995.9173746459285,-220.40820419853702
-11335.160877293321,-2704.783823702748,-202.20880340036166,-2079.6997390722495,-903.6003823787865,-175.2014722117654,-10885.667641435464,-3300.207096433746,-265.3018530474124,-2398.4722641055046,-1683.6849447500408,-119.09101598352835,-8096.888063594563,-2275.8917693039257,-387.3307899728858
-9604.625107939346,-2866.228080123954,-294.7878211801809,-1792.5095836273572,-908.0406482738208,-193.41920244589534,-10206.668411571569,-3124.020047839226,-185.12971840347097,-2734.234588532062,-1821.4289717309714,-197.30407953907107,-10797.29193762316,-2047.2635311528222,-252.02444240953312
-9026.62038537619,-3049.564132447744,-143.99828357161803,-1664.7243673639223,-913.6569484995101,-101.57762954497923,-9313.457408180619,-3227.8684453157166,-212.92376762599787,-3501.995950285782,-1543.566658884727,-167.79876645460627,-6189.299645568909,-2510.006538120896,-215.18019086607237
-8512.472306957325,-2728.737235374301,-182.67645013026709,-1939.1181217120798,-1017.8834836466284,-141.9818409390955,-9977.156048077028,-3377.2920891548943,-280.73930969855013,-4087.8390623794635,-1411.3486007955298,-118.96120718065049,-6458.683578865255,-2074.591707187617,-269.22470033846105
-7583.403701099548,-2779.079820443098,-171.97701835690364,-1926.9006082970386,-1126.587726786116,-145.0996718147265,-10329.270250157735,-3495.154829914724,-202.67886171975007,-3211.6757491669564,-1579.7281207618282,-202.24722107581582,-8643.98629239722,-2058.039085348627,-189.4339041474959
-8484.353695211099,-2971.7810314476674,-282.1365438978537,-1786.0036116463193,-1205.869656214929,-117.49207595185501,-10977.90446191477,-3158.9053640405177,-152.35825731846077,-5452.667553626736,-2097.7913339706083,-248.86360317806995,-9154.0083360891,-2403.907418816054,-197.2612319545762
-12202.58840142362,-2641.4207331435696,-240.3522911178805,-1889.1459072771177,-1032.0427613102404,-109.36087049306515,-10898.46908445513,-3163.478590589193,-292.9114109265775,-3269.5988059531514,-1586.4294228069302,-181.6775718808197,-8101.845883326754,-2220.775546288784,-341.23217198722864
-10731.744009503629,-2662.582756447101,-239.59928523008773,-2402.1062544671718,-1180.9499636684013,-107.69460633100582,-9335.855387720583,-3202.7789678239096,-254.94598178190262,-4462.953808010647,-1577.9874719645886,-179.84616546455538,-9680.177810898034,-2218.7330244874884,-322.601972402159
-8374.744206685553,-2812.9766235902334,-222.60136738364204,-1501.7114080442796,-785.7225614500849,-98.48073676060933,-10546.894286608562,-3094.5990887980456,-204.13101041801008,-2593.15668475943,-1665.0921458214787,-191.85158114750607,-6600.776269496792,-2142.4754391431634,-193.39766941212287
-12000.207181107398,-2708.963668915452,-254.01744373682791,-1428.7579009851293,-851.5256615478869,-103.74611130039742,-10610.228329383846,-3164.821580233387,-219.31767379186044,-3194.5321413713386,-1669.2836737923324,-150.3406441263855,-7358.630808586026,-2104.133012595867,-195.8188171609305
-11648.123749981678,-2562.5863574671152,-162.1953482654184,-1582.7104305151693,-815.4385986817927,-141.55622187661092,-9943.507778706442,-3391.2736207735893,-131.4867242798314,-2816.8685487841626,-1683.3312573880035,-154.41378903542767,-8464.009015757358,-2073.599180433217,-250.45021362467398
-7666.441745224648,-2791.458558463034,-227.3159630542619,-2327.7252953347925,-1033.0448948876506,-201.4362248426589,-10360.621622914317,-3812.3348145039063,-161.33834977812893,-2877.465009910384,-1735.9146095686865,-210.87338497768766,-10022.46831152226,-2440.090031617143,-215.3196641687228
-12385.839358682464,-2623.112133003586,-207.5816794296221,-4323.131257281864,-775.1341865095287,-100.52843936292419,-10628.563731259323,-3164.9739825755873,-171.80768390460497,-3198.4000280156565,-2471.939979603553,-209.0514644510346,-10644.19542236021,-2081.79808817886,-226.13374308133814
-8820.759333561771,-2699.7619002600654,-181.17760623012182,-2083.1412623426186,-986.718341719301,-285.8290137049268,-10187.144101758468,-3298.037831129443,-208.26403742370343,-4485.464941354896,-2150.8627011162434,-227.6295042190652,-9692.74836349586,-2346.476637308036,-278.244996713617
-7781.611376590612,-2752.1670428430334,-348.74114342263954,-1637.4721294167987,-913.6813966109866,-119.73430160637714,-10877.953334564341,-3520.5695171975,-271.8621722243187,-3209.219646554275,-2037.7787430102267,-152.81141128295087,-9173.746308786196,-2206.966086867677,-182.74430464513276
-9678.599329897841,-2612.7427390714724,-222.80690176743332,-1582.0638104925624,-881.7160427157309,-243.23426858102985,-9641.222139775655,-3323.458165219745,-269.9528136934211,-3036.0243189646862,-1721.461813378569,-212.45090763924298,-7733.478193786576,-2861.6239335255796,-147.9426147338815
-9508.227068037995,-2584.2263682394428,-271.9659976699751,-2071.068858160774,-934.0307779067716,-208.18440851434875,-9902.786467396614,-3230.8377519174023,-161.8192095885273,-7838.94476990623,-1512.9903194002482,-139.8013248570862,-7587.179094526943,-2281.6138952843207,-225.58714058852388
-10795.222399000462,-2900.601194085668,-201.43161663936127,-1653.3044035931755,-823.471030676881,-79.18764347063063,-13084.298568754048,-3251.240550270772,-148.71024919554495,-3658.51155486766,-1983.5533285466631,-192.3450211086303,-6158.824731329372,-2187.3003087929565,-177.25378773083554
-10427.07956925825,-2759.769138844226,-184.35547328869126,-2161.0950868033506,-1331.8189689060107,-152.49152034724736,-10676.788275422927,-3390.4465449804393,-217.3417660975241,-3302.197387003405,-1772.3297352895402,-146.05578627764194,-7406.204271835021,-2085.916167939652,-164.2006590878402
-11965.978607395247,-2740.894934556383,-324.2847198011501,-2233.5341477732773,-913.7832325662911,-117.75711043134609,-10188.19924735034,-3251.0985341117544,-176.98905481022683,-3522.1464408986,-2438.4441020368754,-167.82211147463488,-8744.835337921875,-2271.3450201034707,-239.48477480405398
-7502.912068388327,-2612.7245628930123,-302.8755803944132,-2030.0164090893306,-1673.3435086466604,-139.3404489707347,-9497.536541273494,-3204.3622350683095,-262.5700951875049,-2537.2603700888903,-1709.9767787958917,-129.8409622931382,-6319.019070664081,-2092.698912473598,-326.62663334945
-10300.819693007865,-2666.9099398033313,-222.95836914143266,-1699.6024808931736,-1151.8580512163983,-181.405097154358,-11193.89915870458,-3187.8710798802226,-196.90048524919354,-5455.891493377011,-2645.7623501386106,-112.16712221431726,-9157.934013825461,-2212.3664357780167,-211.38772599918042
-8274.097422748877,-2829.8149446415428,-264.6583432110763,-1888.1268737649746,-1130.0133821728398,-213.79244376972218,-10968.048148560736,-3115.7153922286357,-197.36890512936802,-4825.4619479890935,-1437.0704038598883,-191.9013078334971,-7648.865568072,-2081.6392629451925,-244.31743123800547
-7451.043872973968,-2551.833588261698,-237.02813989286673,-1803.333790133128,-853.7584510328174,-186.2915425116345,-10644.782652762578,-3122.4617743354024,-261.08717246017966,-2779.5943296156656,-1581.0170856176765,-170.03093924557191,-5716.690459221924,-2474.599637427195,-152.9548146291239
-10299.891430460339,-2851.2066342159915,-155.53500755082092,-2630.0609075630887,-856.379521261073,-176.92628843463757,-9217.196884030378,-3092.540318013278,-197.81706048404263,-2463.9186786363393,-1991.6798786252552,-206.44319867232198,-11276.98174974162,-2204.5748819973514,-276.25508611032404
-11097.4271343972,-2897.041237695448,-205.03974094904225,-3912.661214340643,-896.5304125348065,-146.45819493795494,-11085.494046628739,-3204.303559297033,-231.03778593526252,-3321.8195166515807,-1835.5998375163354,-165.68408194558864,-10281.747859154375,-2060.182586484231,-218.49447663138997
-10789.620501235868,-2571.7507633051723,-210.40769827251233,-1621.7911040304898,-937.5773321985235,-303.91667027999813,-11416.147130655252,-3152.456150008415,-202.69425689831115,-3701.1958993028734,-1727.0082373687624,-166.38294948916007,-7696.716625506697,-2190.2397078030162,-159.80392150563998
-7920.794162341663,-2800.4804743048658,-274.78997914761925,-1807.6239195062324,-1026.6145215409806,-193.51587406992817,-12255.10192750586,-3235.801882767152,-206.20413693290288,-2697.9718693990376,-2552.0692038900247,-308.12472645504533,-6773.020822670402,-2049.656776307356,-156.40422350868351
-10024.341801789094,-2862.471443540829,-289.93944930638247,-1638.0111054788829,-936.3614460094194,-196.4032187289238,-9909.984577029118,-3259.8921506572133,-222.35182934442358,-3343.7516542490935,-2138.7546794346117,-136.49731364586594,-10146.845410750037,-2178.6274218834947,-167.5318936708829
-7459.209243096161,-2667.500668635489,-258.8732516932128,-2353.7753390303346,-1020.3179991699839,-196.31135086193248,-9928.479936672156,-3402.1063533486054,-232.56447161499327,-3055.1429249520115,-2020.4232416215177,-153.6671795244734,-11113.256736528747,-2530.7894209370784,-195.85732806234105
-9073.380584721246,-2850.67992618238,-269.09161119252735,-1622.9846523688436,-1125.0266654689387,-143.93291234327305,-10216.860963365349,-3116.7102353963264,-242.45608464748608,-3197.602872669497,-2025.656413435487,-159.3531133058013,-7419.722562603235,-2113.5382622158945,-143.85549216784526
-8980.013510266132,-2696.178852334457,-255.2767927595866,-1825.1503414194308,-1018.8853259725279,-132.19129285750606,-10208.055685353005,-3717.457141545063,-222.29483563715883,-3702.4767028733268,-2034.9714064044354,-148.44090338940669,-7229.433539487481,-1956.9969378756434,-271.6603241079997
-9099.956172810615,-2535.771223224334,-193.23779792020545,-1498.5776520837228,-1033.6439431997921,-303.9333324622871,-11106.397211885202,-3604.0253527131786,-160.29197459950706,-2482.441640926907,-1725.316459181887,-154.38146530968453,-7447.406072019058,-2943.743245080839,-180.07390931850068
-7882.164412863966,-2789.139662858225,-201.9829326849625,-2332.0850658927466,-836.1183643779157,-156.11752435146087,-11135.663558177344,-3210.7324567124438,-209.52761204549034,-3659.1213061429485,-1589.7225713682963,-199.1704123784198,-8047.617784376342,-2235.12164353967,-183.0932686526384
-8105.398756704792,-2700.2762546229437,-324.48955113073714,-1892.7689704476497,-929.7605256719155,-105.91853706994462,-12191.335933244847,-3033.883485029457,-165.90527220296633,-3698.5147075630334,-1413.8854667756245,-135.92567477387072,-7976.589959017509,-2512.887525337568,-185.48318209215336
-7113.552423154289,-3198.4826390864464,-176.0196573813335,-1568.873232847019,-851.814206053849,-214.0635244863753,-10064.62011769942,-3155.4762436716283,-196.5432195666823,-3653.5929649921836,-1631.4470628069432,-141.28370814041452,-7900.530691161675,-2085.6772424991686,-140.46937411763966
-11113.018560352248,-2602.608509010046,-209.22470450041368,-1777.3262836749998,-835.3529633005918,-194.33747255071384,-9555.06861649441,-3092.8919368652187,-225.32374938393977,-3891.4463517489157,-1473.9289742180167,-234.00734229377352,-11042.45094540852,-2338.3378083219013,-224.47477851059523
-7721.181725523304,-2760.675145310835,-228.17044861644126,-1698.5553774117284,-844.5249862454724,-137.25002574738886,-9786.713110634106,-3203.6004748215873,-201.24907767166988,-3708.463112444818,-1873.9684102284702,-141.14956725657322,-7215.879979068951,-2905.5810072359736,-180.75283798924562
-7631.966756568973,-2668.920685769852,-285.9660942883428,-3624.674224571286,-938.4546128138664,-244.73964980426956,-10092.497435653278,-3149.6799616490125,-170.09770731194567,-4381.393265085053,-1760.5606128935892,-143.55993152251216,-10226.663119848537,-2502.427945179785,-215.86587101493498
-7545.802592177549,-2693.377739787389,-358.2868437946664,-1511.1532396997152,-950.0209785424661,-121.02589498314673,-10123.389234543603,-3296.2215262088325,-210.94905777209362,-4315.883999199969,-1767.7267153888654,-130.3585751529461,-6763.554055072806,-2443.537057182682,-247.98979988295582
-10149.335952223066,-2744.451956805114,-241.56882669832038,-1870.7818223281183,-934.0355353879247,-92.35176728635342,-10935.08465538393,-3159.5038622859865,-168.4079563636283,-2959.8881439928728,-1834.2513472996186,-175.82795469861068,-7599.248860757373,-2707.0912773354544,-247.90691105558534
-9412.738812363928,-2542.305983620398,-180.21194394208501,-2173.09954019725,-940.7296000782814,-158.07182706960182,-10321.29807937412,-3185.0466106769163,-251.30256744544653,-4217.6900992056935,-2076.403822381336,-120.91791501795247,-7091.2168891104275,-2014.7508195449268,-200.6092879367818
-8866.420239729603,-2526.1775405498097,-239.5561284879076,-2906.250095196597,-938.451216814468,-181.74596063701756,-10781.456413600277,-3133.43517042289,-189.21241684295995,-3465.7049957214504,-2209.152170745112,-230.65040600892323,-7065.279814486104,-2518.9387743163174,-255.06252748376792
-7532.373278888636,-2685.4313824971364,-231.84142736131835,-3358.8660084390513,-814.1343648090806,-141.62931366158278,-9618.201321130602,-3131.2048566977733,-235.52139561665848,-3390.496357877968,-1307.590316629468,-166.22063564481363,-8102.630627995206,-2288.5159877633896,-290.79712368110887
-7852.076632328681,-2735.1665556392195,-203.74088708701984,-2134.2083676744073,-829.29003978658,-97.33819516420166,-10561.338323924138,-3225.5842992567623,-194.41107475799294,-3198.587708067963,-1763.1417042545884,-160.29245448224634,-8531.13799444999,-2477.644588833166,-259.71578900283293
-9445.149246202822,-2725.7276574188227,-232.05590448393338,-1778.4830387976485,-880.8649682363441,-96.44116899381245,-9687.034383936767,-3371.200987327956,-215.737541131685,-2877.186854227806,-1868.6969095149261,-128.40241524669318,-6162.99882762911,-2103.8212320460457,-296.27696921220087
-10461.18041132824,-2575.7441818332054,-183.25015072492383,-2092.9295313235993,-915.8012743400943,-151.4996903960086,-9781.630942190239,-3163.7783995065834,-256.63161627522754,-2765.1632590558584,-1991.559254549079,-130.12294418693287,-9331.60492786481,-2134.2402151213014,-312.3059082128462
-13334.468311178229,-2968.9832007931473,-375.48927100481427,-1725.3512587223156,-864.9682998043155,-266.5597237692251,-9949.492052006124,-3210.228507995249,-168.49053332203442,-4729.29683573291,-1696.6156287198685,-280.7572060154189,-8141.478044427651,-2038.0904593887644,-325.19713670586395
-8309.055156966597,-2644.106802038618,-222.63315592849176,-2594.401500432133,-818.5510980338156,-137.1737606158592,-9122.80467647346,-3269.9698446478033,-177.16123573376993,-3494.7985611356953,-1642.1321091246207,-232.5924126053822,-7752.1580620185205,-2174.637082784723,-202.54185289703827
-7884.925810478497,-2642.802178505234,-154.12575162019644,-3210.3537170333925,-1410.3581145090488,-350.16296499892854,-9644.69429604172,-3234.4904591947115,-191.90252552023685,-2539.5595083966605,-2150.33897357919,-127.20378032660105,-8847.016176908113,-2275.7118513568817,-297.65286484427156
-10036.744561263557,-2488.147056090568,-174.46709596384605,-2022.1274155305082,-791.5488144536013,-91.91738948795599,-10242.336430516028,-3114.9520115637165,-216.09108282873976,-3960.205652612853,-2466.6689541798373,-158.96789017917146,-6832.134734836274,-2196.0234000733612,-147.84827352817294
-9342.913175101192,-2809.0533118611543,-251.31241529472095,-1940.0567723186596,-964.6478977021028,-85.18754728089161,-12852.078493886418,-3238.886548571007,-201.0091091181793,-2655.7921092490774,-1521.597944290224,-161.24001137368043,-8316.367606235253,-2185.5683525142513,-213.9444499930792
-9590.162146741817,-2788.2950515236325,-297.3456590950485,-3323.991310109912,-884.2048670999527,-130.67337889830262,-11420.571357122271,-3143.567571733567,-189.6490463868071,-5040.75962199782,-1572.9580147478434,-148.2666574509835,-10100.93131372444,-2328.1017226962535,-169.36311289746993
-7289.874945210594,-2755.989894766602,-136.1631034614519,-1626.9048220283814,-1425.8789628497275,-141.37206708349296,-10191.946229696674,-3451.537112859162,-283.56464255748693,-4099.843809583227,-2133.845777204999,-239.9338962237827,-6084.020923575734,-2069.6019809775908,-227.92119653651454
-10813.804442373355,-2718.2208445079723,-214.27279211129473,-1964.276367680393,-921.3978336715753,-168.66458733342174,-9733.357365370435,-3498.3177336518083,-239.8066831748907,-7514.333515870716,-1830.693262769944,-214.1504831439057,-6837.891788923669,-2558.582886861341,-184.86892607927948
-9560.571090424797,-2472.425605790623,-218.12190800561524,-1635.1017412395472,-886.4658946721611,-153.85214447984788,-10960.835896000335,-3233.352359964951,-229.2879513567416,-5210.211882914059,-1729.7808504608533,-261.56593818835995,-6178.609409600168,-2272.962064990174,-161.12635962556854
-8786.845288875531,-2604.5669708742794,-272.40933804325454,-1530.9930819108679,-964.2619608021364,-199.07450377071336,-12248.289656242443,-3298.884487879676,-219.2859983018058,-3682.677369877007,-1329.238990295408,-218.33039109734437,-9230.783428538245,-2564.4131822092613,-214.7042757346327
-7350.688941559837,-2756.5761082772647,-224.7963716495725,-1963.0604214856387,-902.4659695249042,-158.4920457507573,-8903.637331787462,-3493.5800862303636,-211.09187242065275,-3656.742841180096,-1722.8828512937666,-115.14849828001519,-6659.220575726969,-2777.3350653368775,-160.10096093191177
-8357.950047328715,-2658.434891546136,-178.4186445343515,-3757.6887685386096,-1268.1380154787767,-223.941307737704,-10733.073236874756,-3062.4167291820213,-205.65526376143129,-2380.5053772065785,-2097.1278379171013,-202.089530069607,-9828.26126730635,-2077.1446829658394,-192.00005106086786
-8630.641242807233,-2903.323784190671,-223.2914934792402,-1633.356338753031,-841.1909795245907,-82.42412969346206,-11145.090003757508,-3284.5968842195934,-235.31333941988692,-3344.041801672266,-2125.6569312779166,-135.5403176589059,-8851.318950782103,-2400.1994096340163,-244.5685546357402
-8923.78458314341,-2653.7799402476794,-147.3479501406137,-1831.2593875373786,-1059.95695195004,-203.88034263133304,-9861.538174251973,-3299.643287014829,-285.6817415337864,-2565.9335464047026,-1627.0562452591068,-149.15124500122985,-8243.32032042972,-2157.7803434042935,-199.47563583809824
-11342.714901012921,-2962.1157416678093,-174.85980941515126,-3181.05457276891,-848.5700604640048,-237.91534623624065,-12054.392250426916,-3107.2627383497056,-154.04973289543221,-2941.0813533608166,-1637.781551028264,-312.10385028260345,-9369.241023780625,-2128.6781716265255,-231.05374773592615
-7012.916667650075,-2854.565259261059,-213.00308224102537,-1676.3216848665948,-764.6681134183699,-160.05666527544992,-13674.024597591027,-3087.760773288756,-274.3556096692566,-2543.6472958343475,-1890.0898345594946,-154.45982943344902,-6136.697911797719,-2017.8732928231545,-209.27208715873945
-10440.51248444717,-2692.2560511052397,-345.08132146415494,-1957.234994832248,-802.0129202205878,-133.45654098344048,-9257.768294678435,-3526.873991452111,-205.52410100101423,-3869.9672039657935,-1760.3279339768305,-252.2017392020555,-8580.798143485106,-2222.7027751377013,-131.94067488405875
-11570.793086848096,-2734.0486206337673,-204.9581181010192,-1855.8110756141725,-834.3242476288347,-289.3638585914479,-11533.743583971234,-3270.370634910962,-175.9118916696656,-2901.633622322359,-1886.1883411721199,-204.96186507804657,-6088.185832899688,-2008.4830799194965,-133.2343884991734
-9006.769921332161,-2669.298239674147,-202.8498897389174,-1961.5919919961493,-1164.7791031383458,-204.55127755789948,-11418.886745376809,-3175.3136421815116,-217.1944524672544,-5292.137990455084,-1859.7348117631843,-298.6182921426519,-7871.691612244359,-2020.4823946726128,-196.7342416459884
-7567.638487273708,-2986.3737632405646,-196.20334031036992,-2464.59178559999,-853.1022081318494,-176.18040278402515,-9726.043506778227,-3166.228475154729,-201.5150120012534,-5288.415031795028,-2644.5465657090103,-98.62566830541684,-8150.079785660086,-2078.6060133043316,-197.14110802777188
