# Vega Mags
# bulge region extracted from square X=[3922,4178), Y=[4832, 5088) from M51 image
# Imag Vmag-Imag Bmag-Vmag
# F814W F555W-F814W F435W-F555W
24.443066 1.177646 0.616091
24.493901 1.123033 0.605340
24.442042 1.101340 0.678312
24.405767 1.133785 0.628664
24.343097 1.201625 0.650157
24.326545 1.335232 0.653961
24.469849 1.272005 0.672976
24.483879 1.243047 0.750358
24.484542 1.214026 0.771184
24.507542 1.162862 0.727992
24.490794 0.990188 0.720000
24.402064 1.024036 0.655423
24.308913 1.091702 0.697872
24.222877 1.174009 0.681284
24.201796 1.113684 0.650729
24.125347 1.116086 0.563497
24.082986 1.120210 0.542050
24.033461 1.082173 0.466021
24.019751 1.106733 0.407901
24.057786 1.189581 0.501263
24.105572 1.177660 0.566031
24.119961 1.096313 0.556590
24.093528 1.045614 0.536303
24.113080 0.967135 0.539178
24.119639 1.050211 0.517770
24.076917 1.091836 0.585320
24.014385 1.078359 0.646344
23.956581 1.122479 0.573202
23.955678 1.090833 0.597582
23.982011 1.060115 0.624554
24.007649 1.067361 0.602753
23.938699 1.031389 0.559698
23.905040 1.038446 0.422172
23.930824 1.048050 0.491984
23.928793 1.063810 0.596635
23.900596 1.080204 0.622549
23.925143 1.075851 0.611317
23.897665 1.090178 0.673780
23.853953 1.093066 0.632655
23.781282 1.166718 0.523174
23.850391 1.236589 0.509260
23.956844 1.185965 0.579702
23.985114 1.129484 0.612868
23.998736 1.032228 0.696938
23.995847 1.063360 0.711318
24.029258 1.106033 0.719212
24.080174 1.092859 0.750455
24.146105 1.139611 0.721579
24.200209 1.156525 0.711316
24.197224 1.191918 0.676565
24.216718 1.244082 0.660494
24.233864 1.277297 0.723111
24.287560 1.290936 0.756152
24.402499 1.263963 0.679089
24.387395 1.241841 0.760859
24.346066 1.260390 0.797870
24.286483 1.237555 0.899166
24.167784 1.284184 0.851655
24.124128 1.258253 0.844795
24.090515 1.250324 0.841230
24.057115 1.266110 0.812054
23.993772 1.275692 0.787878
23.960241 1.277992 0.772688
23.981180 1.277408 0.730795
23.963546 1.262972 0.776699
23.977126 1.261638 0.738464
23.951671 1.296793 0.748993
23.975475 1.303974 0.756756
24.035729 1.252128 0.845453
24.085143 1.306117 0.811275
24.053693 1.287943 0.864145
24.055698 1.286636 0.835950
24.069825 1.318089 0.824007
24.098523 1.301185 0.846632
24.110463 1.325475 0.851768
24.138467 1.351502 0.842735
24.129054 1.368861 0.825547
24.102223 1.339965 0.849544
24.078435 1.313145 0.850795
24.044067 1.273794 0.842458
23.969394 1.295506 0.823827
23.954266 1.226211 0.836983
23.908011 1.169698 0.874624
23.903905 1.166163 0.825921
23.909713 1.145313 0.830213
23.908354 1.184829 0.837986
23.891379 1.263047 0.788442
23.885755 1.225386 0.829796
23.850024 1.242846 0.845939
23.861674 1.236598 0.833977
23.839874 1.217940 0.845871
23.890782 1.169610 0.869892
23.886497 1.227306 0.782091
23.890827 1.221888 0.777137
23.884919 1.285346 0.783618
23.933476 1.216091 0.869240
23.934067 1.212720 0.865282
23.899136 1.269244 0.810748
23.896380 1.261984 0.832059
23.879071 1.243501 0.859780
23.860277 1.201222 0.865467
23.842320 1.199133 0.876981
23.859525 1.193409 0.814606
23.825430 1.183884 0.763684
23.804743 1.110201 0.719796
23.756898 1.118261 0.659503
23.733037 1.189721 0.704772
23.756590 1.133750 0.775857
23.726195 1.194168 0.733432
23.734325 1.190281 0.734544
23.718202 1.176117 0.812760
23.698133 1.201001 0.813345
23.720282 1.151817 0.785605
23.680154 1.201152 0.710727
23.709046 1.150202 0.683249
23.729188 1.109375 0.735241
23.682516 1.173019 0.700815
23.623245 1.161302 0.624616
23.575812 1.123232 0.607569
23.578148 1.042654 0.660187
23.589140 0.983712 0.643722
23.612653 1.031725 0.603887
23.643561 1.105448 0.640359
23.657011 1.163715 0.704764
23.781738 1.188300 0.724438
23.886980 1.288638 0.816145
23.881182 1.392449 0.831719
23.857467 1.390878 0.846387
23.828809 1.339145 0.876140
23.779766 1.331328 0.883554
23.754642 1.318490 0.860343
23.722103 1.320059 0.845783
23.729799 1.294511 0.811291
23.760137 1.298577 0.818551
23.790144 1.305662 0.835381
23.722619 1.284923 0.847452
23.645472 1.194189 0.805964
23.579434 1.175764 0.750763
23.505056 1.222610 0.726466
23.493307 1.218811 0.740463
23.471073 1.187707 0.750786
23.474198 1.183629 0.773519
23.472007 1.170589 0.799106
23.436062 1.200132 0.796233
23.415877 1.180002 0.746401
23.410727 1.182031 0.673487
23.454439 1.142916 0.659117
23.470875 1.140420 0.670988
23.411905 1.213826 0.679833
23.454431 1.174932 0.707173
23.479933 1.197163 0.676478
23.515234 1.204720 0.741040
23.564586 1.143831 0.837411
23.542169 1.187891 0.821523
23.529875 1.202172 0.822457
23.553043 1.170722 0.837992
23.547435 1.141036 0.851503
23.509867 1.166810 0.841379
23.489903 1.192243 0.856849
23.524332 1.209439 0.828863
23.606683 1.284467 0.796953
23.659414 1.298827 0.869839
23.689477 1.354169 0.857038
23.683218 1.428244 0.820699
23.736523 1.401405 0.799929
23.722186 1.366859 0.818516
23.664720 1.352095 0.814738
23.558374 1.346025 0.818774
23.472594 1.278808 0.799030
23.449667 1.248866 0.793282
23.420992 1.228059 0.804389
23.389209 1.194969 0.848590
23.368788 1.210891 0.820500
23.348638 1.198259 0.846086
23.356766 1.183004 0.821542
23.359975 1.201033 0.792725
23.340430 1.212134 0.781634
23.312615 1.221553 0.776103
