# Vega Mags
# arm region extracted from square X=[2732,2988), Y=[3822, 4078) from M51 image
# Imag Vmag-Imag Bmag-Vmag
# F814W F555W-F814W F435W-F555W
26.047487 0.889325 0.715912
25.974202 1.000315 0.625484
25.980690 0.970997 0.642490
26.072072 0.895755 0.546803
26.131159 0.907408 0.507542
26.117800 0.931906 0.539981
26.083962 0.796187 0.822232
25.948359 0.962545 0.634540
25.951131 1.082894 0.554934
26.023125 0.967055 0.683102
26.065243 0.976892 0.549662
26.138516 0.899420 0.576898
26.131596 0.970530 0.523185
26.160070 0.852094 0.734427
26.094728 0.983083 0.542854
26.003809 1.021445 0.548618
26.040303 0.964288 0.600906
26.048651 0.885037 0.548776
26.000635 1.110568 0.478954
25.961874 1.069444 0.535817
26.024737 1.083803 0.587423
26.051551 0.887290 0.687392
26.028782 0.895762 0.569442
26.067269 0.964514 0.476318
26.118676 0.893550 0.515763
26.069417 0.953203 0.625508
25.949779 1.104034 0.603230
25.961450 1.144265 0.624405
25.963919 1.047711 0.645134
25.970966 1.060034 0.578286
25.995550 1.013297 0.610492
26.072832 1.019598 0.585247
26.065153 1.036602 0.600973
26.134825 0.926154 0.570660
26.141315 0.878242 0.696162
26.105232 0.887319 0.570910
26.032840 0.937797 0.628735
25.919858 1.000301 0.643937
25.901711 1.059966 0.623045
25.949642 0.957269 0.622726
26.070180 0.783227 0.534307
25.965970 0.778161 0.484507
25.869422 0.868934 0.431841
25.859562 0.859377 0.574888
25.799845 0.752042 0.593731
25.591801 0.783840 0.568541
25.547419 0.690238 0.561985
25.763099 0.682062 0.490363
25.890338 0.761855 0.456344
25.864637 0.925241 0.501865
25.796551 0.973596 0.533421
25.860617 0.949841 0.542023
25.911228 0.862797 0.701128
25.956919 0.851724 0.625482
26.039603 0.897971 0.443540
26.077223 0.851122 0.546268
25.921165 0.943882 0.687521
25.901879 0.899351 0.702072
25.934967 0.884650 0.545580
25.955440 0.916975 0.582588
26.087342 0.950412 0.444196
26.080303 0.906935 0.557839
26.053650 0.970018 0.534285
25.885131 1.028375 0.568940
25.891040 1.019398 0.582153
25.983691 1.023895 0.495575
26.013485 0.945937 0.456215
25.930855 0.966920 0.489359
25.971800 0.997300 0.505280
26.039953 0.960947 0.566964
25.980917 0.978837 0.605243
26.045231 0.850086 0.583442
26.015462 0.858313 0.629402
25.959179 0.878660 0.741345
25.888610 0.969277 0.789397
25.829953 0.800430 0.689500
25.805955 0.796300 0.540945
25.884109 0.880994 0.539499
25.894246 1.116363 0.463549
25.987545 0.934118 0.651256
25.910831 0.939689 0.609396
25.928432 0.855867 0.666325
26.021022 0.835395 0.638256
25.979530 0.846229 0.513303
25.991210 0.896801 0.496949
26.023190 0.873528 0.521814
25.875548 0.925332 0.609409
25.784109 1.135121 0.496759
25.827384 1.074514 0.516934
25.899848 0.972065 0.499080
25.864852 0.907388 0.586216
25.806596 0.944274 0.557992
25.770803 0.914890 0.608884
25.866076 0.971880 0.507213
25.811107 1.050118 0.426282
25.674921 0.926419 0.682817
25.637966 0.714755 0.527749
25.678941 0.571498 0.339441
25.847279 0.717419 0.208294
25.902679 0.825846 0.398598
25.895194 0.861696 0.509723
25.884719 0.897845 0.488673
25.911524 0.849255 0.544486
25.863364 0.864166 0.567788
25.783047 0.902012 0.677108
25.730929 0.956017 0.564703
25.725762 0.949358 0.521772
25.790061 0.889754 0.505519
25.804703 0.904914 0.485078
25.818728 0.909637 0.545470
25.821353 0.920293 0.533535
25.782566 0.926836 0.535972
25.949076 0.838243 0.553653
25.929101 0.801598 0.629472
25.957282 0.825834 0.514477
25.907209 0.786140 0.498702
