logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.1844e-01,-5.7524e-01,2.0208e+00,2.8123e+00,2.6071e+01,-2.8689e+03
-2.9776e-01,-4.7354e-01,2.0100e+00,2.8341e+00,2.6039e+01,-2.8687e+03
-3.1078e-01,-4.4793e-01,2.0080e+00,2.6525e+00,2.6016e+01,-2.8738e+03
-2.8621e-01,-4.7536e-01,2.0417e+00,2.9610e+00,2.6139e+01,-2.8655e+03
-1.9756e-01,-5.7774e-01,1.9715e+00,2.9130e+00,2.5937e+01,-2.8716e+03
-3.1993e-01,-4.8859e-01,2.0395e+00,2.6012e+00,2.6128e+01,-2.8653e+03
-2.5768e-01,-5.1126e-01,1.9978e+00,2.7710e+00,2.5989e+01,-2.8687e+03
-2.9854e-01,-4.7865e-01,1.9969e+00,2.6627e+00,2.5986e+01,-2.8671e+03
-2.4571e-01,-5.5282e-01,2.0084e+00,2.9122e+00,2.6050e+01,-2.8471e+03
-2.1378e-01,-5.4051e-01,1.9898e+00,2.9666e+00,2.5983e+01,-2.8731e+03
-3.2776e-01,-4.5132e-01,2.0675e+00,2.7155e+00,2.6195e+01,-2.8639e+03
-2.9620e-01,-4.9880e-01,2.0004e+00,2.7302e+00,2.6009e+01,-2.8498e+03
-3.3341e-01,-4.7631e-01,2.0135e+00,2.4283e+00,2.6024e+01,-2.8707e+03
-3.0986e-01,-4.9691e-01,2.0473e+00,2.6310e+00,2.6154e+01,-2.8721e+03
-3.0406e-01,-5.0973e-01,2.0262e+00,2.5095e+00,2.6076e+01,-2.8652e+03
-2.1848e-01,-5.5912e-01,2.0103e+00,3.0202e+00,2.6053e+01,-2.8694e+03
-2.0460e-01,-5.5487e-01,1.9687e+00,2.9912e+00,2.5921e+01,-2.8471e+03
-2.2133e-01,-5.6696e-01,2.0167e+00,2.8108e+00,2.6065e+01,-2.8686e+03
-2.9817e-01,-5.2523e-01,1.9984e+00,2.5591e+00,2.6009e+01,-2.8684e+03
-3.1635e-01,-4.9162e-01,1.9842e+00,2.5526e+00,2.5967e+01,-2.8635e+03
-2.8627e-01,-5.2735e-01,1.9912e+00,2.6207e+00,2.5978e+01,-2.8717e+03
-2.9830e-01,-4.8237e-01,2.0490e+00,2.7939e+00,2.6145e+01,-2.8662e+03
-3.0500e-01,-4.7357e-01,2.0498e+00,2.7853e+00,2.6136e+01,-2.8475e+03
-2.0996e-01,-5.7531e-01,1.9499e+00,2.7691e+00,2.5862e+01,-2.8727e+03
-2.8499e-01,-4.8623e-01,1.9854e+00,2.8638e+00,2.5959e+01,-2.8748e+03
-3.1461e-01,-4.6269e-01,2.0089e+00,2.5630e+00,2.6017e+01,-2.8681e+03
-2.5940e-01,-5.1673e-01,1.9812e+00,2.8535e+00,2.5945e+01,-2.8742e+03
-2.8778e-01,-5.1232e-01,2.0484e+00,2.7362e+00,2.6155e+01,-2.8675e+03
-2.4085e-01,-5.2827e-01,2.0097e+00,2.9873e+00,2.6051e+01,-2.8681e+03
-2.3847e-01,-5.1865e-01,2.0194e+00,2.9743e+00,2.6072e+01,-2.8344e+03
-2.8616e-01,-4.8013e-01,1.9875e+00,2.7970e+00,2.5965e+01,-2.8729e+03
-3.1553e-01,-4.7514e-01,2.0213e+00,2.5706e+00,2.6056e+01,-2.8644e+03
-2.9333e-01,-5.0988e-01,1.9897e+00,2.6444e+00,2.5972e+01,-2.8551e+03
-3.4180e-01,-4.3501e-01,2.0169e+00,2.6251e+00,2.6035e+01,-2.8725e+03
-2.6737e-01,-5.1416e-01,1.9915e+00,2.8048e+00,2.5985e+01,-2.8386e+03
-2.8846e-01,-5.2508e-01,1.9898e+00,2.6220e+00,2.5990e+01,-2.8706e+03
-2.8822e-01,-5.0191e-01,2.0569e+00,2.8311e+00,2.6180e+01,-2.8647e+03
-3.0228e-01,-4.6752e-01,2.0682e+00,2.8388e+00,2.6207e+01,-2.8659e+03
-2.8719e-01,-5.0525e-01,1.9844e+00,2.7480e+00,2.5966e+01,-2.8728e+03
-2.7460e-01,-5.1439e-01,2.0331e+00,2.8453e+00,2.6111e+01,-2.8607e+03
-2.5001e-01,-5.3556e-01,1.9925e+00,2.8335e+00,2.5991e+01,-2.8506e+03
-2.7426e-01,-4.9681e-01,2.0590e+00,2.9155e+00,2.6179e+01,-2.8693e+03
-2.9350e-01,-4.6764e-01,2.0363e+00,2.8302e+00,2.6109e+01,-2.8478e+03
-3.1416e-01,-4.8309e-01,2.0128e+00,2.6734e+00,2.6052e+01,-2.8701e+03
