logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.1270e-01,-5.4479e-01,2.0082e+00,2.9887e+00,2.6039e+01,-9.2438e+02
-2.5161e-01,-5.3460e-01,2.0097e+00,2.8648e+00,2.6045e+01,-9.1870e+02
-2.1837e-01,-5.2711e-01,1.9998e+00,3.0983e+00,2.6014e+01,-9.3054e+02
-2.7765e-01,-5.0146e-01,2.0251e+00,2.8918e+00,2.6093e+01,-9.3203e+02
-2.2235e-01,-5.3316e-01,1.9994e+00,3.0218e+00,2.6015e+01,-9.2426e+02
-2.5787e-01,-5.1595e-01,2.0036e+00,2.8405e+00,2.6012e+01,-9.3445e+02
-3.1868e-01,-4.8706e-01,2.0592e+00,2.7320e+00,2.6189e+01,-9.3149e+02
-2.2793e-01,-5.3055e-01,1.9844e+00,3.0452e+00,2.5971e+01,-9.3338e+02
-2.5237e-01,-5.1602e-01,2.0143e+00,2.9498e+00,2.6051e+01,-9.3233e+02
-2.6951e-01,-5.1615e-01,2.0264e+00,2.8805e+00,2.6100e+01,-9.3451e+02
-2.4962e-01,-5.3513e-01,1.9998e+00,2.8795e+00,2.6017e+01,-9.3139e+02
-2.5366e-01,-5.2336e-01,2.0145e+00,2.9789e+00,2.6064e+01,-9.3259e+02
-2.5473e-01,-5.0462e-01,2.0192e+00,3.0025e+00,2.6067e+01,-9.2961e+02
-2.3538e-01,-5.6733e-01,2.0051e+00,2.7939e+00,2.6030e+01,-9.2869e+02
-2.4768e-01,-5.2341e-01,2.0210e+00,2.8668e+00,2.6067e+01,-9.3173e+02
-2.2509e-01,-5.1463e-01,1.9926e+00,3.0732e+00,2.5982e+01,-9.3504e+02
-2.8455e-01,-4.8608e-01,2.0409e+00,2.9563e+00,2.6139e+01,-9.3040e+02
-2.2927e-01,-5.2415e-01,2.0042e+00,2.9288e+00,2.6014e+01,-9.3218e+02
-2.2163e-01,-5.4230e-01,1.9945e+00,2.9799e+00,2.6008e+01,-9.3351e+02
-2.2631e-01,-5.4832e-01,2.0066e+00,2.9580e+00,2.6035e+01,-9.2961e+02
-2.5546e-01,-4.8697e-01,2.0174e+00,3.0335e+00,2.6059e+01,-9.2342e+02
-2.5742e-01,-5.2769e-01,2.0174e+00,2.9166e+00,2.6071e+01,-9.3522e+02
-3.1616e-01,-4.6528e-01,2.0536e+00,2.8185e+00,2.6169e+01,-9.3063e+02
-2.5606e-01,-5.0819e-01,2.0209e+00,2.9961e+00,2.6077e+01,-9.2155e+02
-2.7344e-01,-5.0440e-01,2.0228e+00,2.9628e+00,2.6087e+01,-9.2676e+02
-2.9190e-01,-4.5959e-01,2.0191e+00,2.9528e+00,2.6064e+01,-9.3099e+02
-2.5210e-01,-5.2117e-01,2.0097e+00,2.9303e+00,2.6037e+01,-9.2662e+02
-2.7018e-01,-5.1249e-01,2.0083e+00,2.8400e+00,2.6038e+01,-9.2227e+02
-2.7653e-01,-5.1858e-01,2.0280e+00,2.7133e+00,2.6087e+01,-9.2426e+02
-2.3839e-01,-5.3425e-01,1.9769e+00,2.8471e+00,2.5932e+01,-9.3360e+02
-2.9436e-01,-4.8781e-01,2.0373e+00,2.7689e+00,2.6115e+01,-9.3478e+02
-2.3193e-01,-5.3493e-01,2.0105e+00,2.9758e+00,2.6049e+01,-9.3289e+02
-2.8243e-01,-4.9604e-01,2.0068e+00,2.7732e+00,2.6025e+01,-9.2748e+02
-3.2151e-01,-4.7465e-01,2.0735e+00,2.8248e+00,2.6227e+01,-9.2429e+02
-2.9268e-01,-4.6620e-01,2.0494e+00,2.8601e+00,2.6145e+01,-9.3245e+02
-2.9865e-01,-4.7230e-01,2.0515e+00,2.8856e+00,2.6155e+01,-9.3046e+02
-2.0950e-01,-5.7570e-01,2.0056e+00,2.9399e+00,2.6035e+01,-9.3413e+02
