acceptance
0.0840
0.0940
0.0520
0.0740
0.0840
0.0860
0.0560
0.0760
0.0580
0.0720
0.1060
0.0200
0.0740
0.0940
0.0620
0.0560
0.0860
0.0700
0.0680
0.0780
0.0860
0.0700
0.0620
0.0620
0.0480
0.0620
0.0720
0.0580
0.0780
0.0640
0.1140
0.0620
0.0880
0.0840
0.0960
0.0520
0.0820
0.0660
0.1000
0.0480
0.0760
0.0660
0.0820
0.0740
0.0860
0.0840
0.0760
0.0980
0.0720
0.0580
0.0920
0.0620
0.0660
0.0800
0.0840
0.0300
0.0620
0.0880
0.0460
0.0960
0.0760
0.0680
0.0600
0.0580
0.0900
0.0780
0.0760
0.0780
0.0760
0.0420
0.0980
0.0560
0.0740
0.0720
0.0720
0.0560
0.0940
0.0500
0.1060
0.0820
0.1060
0.0700
0.0580
0.1100
0.0840
0.0800
0.0940
0.0680
0.0980
0.0720
0.0520
0.0360
0.0640
0.0940
0.0800
0.0620
0.0640
0.0960
0.0520
0.0780
0.0820
0.0720
0.0720
0.1080
0.0720
0.0740
0.0620
0.0760
0.1000
0.0600
0.0600
0.0660
0.0980
0.0700
0.0700
0.0740
0.0440
0.0880
0.0800
0.0920
0.0640
0.0200
0.0740
0.0700
0.0520
0.0640
0.0900
0.0360
