nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logSFH5,logSFH6
2.0000e+03,5.8000e+02,1.4910e+03,3.4299e+01,-8.5000e+05,-8.5000e+05,-2.8928e+00,-8.5000e+05,2.1050e-01,8.8842e+00,1.7103e+05,6.0404e+03,-1.0706e+00,-8.2416e-01,-4.2461e+00,-1.4609e+00,-2.5223e+00,-2.2252e+00,-1.2516e-01,1.2438e-02,4.0578e-01
2.0000e+03,5.8100e+02,1.4920e+03,3.4338e+01,-8.4939e+05,-8.4940e+05,-2.8978e+00,-8.4940e+05,2.1056e-01,8.8892e+00,1.7071e+05,6.0440e+03,-8.2892e-01,-1.1221e+00,-3.7733e+00,-1.8446e+00,-1.9554e+00,-2.4931e+00,-6.6106e-01,3.5890e-01,1.7471e-01
2.0000e+03,5.8200e+02,1.4970e+03,3.4296e+01,-8.4911e+05,-8.4911e+05,-2.9027e+00,-8.4911e+05,2.1062e-01,8.8943e+00,1.7011e+05,6.0621e+03,-1.0841e+00,-2.5616e+00,-2.5711e+00,-1.6338e+00,-2.1154e+00,-1.4079e+00,-8.9027e-01,3.0231e-01,1.6252e-02
2.0000e+03,5.8300e+02,1.4980e+03,3.4335e+01,-8.4852e+05,-8.4853e+05,-2.9077e+00,-8.4853e+05,2.1068e-01,8.8992e+00,1.6982e+05,6.0657e+03,-1.7987e+00,-2.1038e+00,-3.8970e+00,-1.6052e+00,-1.2384e+00,-1.0540e+00,-8.9717e-01,3.3509e-01,-1.2251e+00
2.0000e+03,5.8400e+02,1.4990e+03,3.4373e+01,-8.4771e+05,-8.4772e+05,-2.9127e+00,-8.4772e+05,2.1074e-01,8.9042e+00,1.6924e+05,6.0693e+03,-1.6086e+00,-2.9919e+00,-3.2566e+00,-1.7829e+00,-2.1177e+00,-7.2288e-01,-9.4137e-01,2.6998e-01,-5.9465e-01
2.0000e+03,5.8500e+02,1.5000e+03,3.4412e+01,-8.4749e+05,-8.4749e+05,-2.9177e+00,-8.4749e+05,2.1080e-01,8.9092e+00,1.6843e+05,6.0729e+03,2.9378e-01,-2.4064e+00,-2.5436e+00,-3.2947e+00,-2.3364e+00,-6.1709e-01,-1.0216e+00,3.3118e-01,2.2607e-01
2.0000e+03,5.8600e+02,1.5010e+03,3.4450e+01,-8.4745e+05,-8.4746e+05,-2.9227e+00,-8.4746e+05,2.1085e-01,8.9141e+00,1.6820e+05,6.0765e+03,-1.0838e+00,-2.7347e+00,-2.4079e+00,-1.4845e+00,-2.9180e+00,-9.4950e-01,-1.9347e+00,3.6793e-01,-1.4855e+00
2.0000e+03,5.8700e+02,1.5060e+03,3.4408e+01,-8.4729e+05,-8.4730e+05,-2.9277e+00,-8.4730e+05,2.1091e-01,8.9192e+00,1.6817e+05,6.0945e+03,-1.7241e+00,-2.8323e+00,-2.5068e+00,-2.8765e+00,-1.6292e+00,-9.0819e-01,-3.0473e-01,-6.7978e-01,4.5716e-01
2.0000e+03,5.8800e+02,1.5070e+03,3.4446e+01,-8.4674e+05,-8.4675e+05,-2.9327e+00,-8.4675e+05,2.1097e-01,8.9241e+00,1.6801e+05,6.0981e+03,-1.5387e+00,-2.4245e+00,-3.4895e+00,-2.6182e+00,-2.1853e+00,-1.8280e+00,-1.6361e-01,2.6617e-01,-6.9888e-01
2.0000e+03,5.8900e+02,1.5110e+03,3.4424e+01,-8.4638e+05,-8.4639e+05,-2.9377e+00,-8.4639e+05,2.1103e-01,8.9291e+00,1.6746e+05,6.1126e+03,-1.0939e+00,-1.6942e+00,-3.9088e+00,-1.5273e+00,-1.1655e+00,-5.2979e-01,-1.5913e-01,-3.7748e-01,-3.3873e-01
2.0000e+03,5.9000e+02,1.5140e+03,3.4422e+01,-8.4604e+05,-8.4605e+05,-2.9426e+00,-8.4605e+05,2.1109e-01,8.9341e+00,1.6710e+05,6.1234e+03,-1.3369e+00,-2.5750e+00,-3.9573e+00,-2.3134e+00,-2.0490e+00,-9.7360e-01,-1.5389e+00,3.7719e-01,-4.4649e-01
2.0000e+03,5.9100e+02,1.5160e+03,3.4441e+01,-8.4535e+05,-8.4535e+05,-2.9476e+00,-8.4535e+05,2.1115e-01,8.9391e+00,1.6676e+05,6.1306e+03,-1.0243e+00,-2.8544e+00,-4.1825e+00,-1.4868e+00,-2.4335e+00,-1.8036e+00,-6.3970e-01,1.4384e-01,3.0886e-01
2.0000e+03,5.9200e+02,1.5170e+03,3.4479e+01,-8.4513e+05,-8.4514e+05,-2.9526e+00,-8.4514e+05,2.1121e-01,8.9441e+00,1.6606e+05,6.1342e+03,4.3447e-01,-1.1258e+00,-3.4104e+00,-3.2558e+00,-1.7880e+00,-5.7041e-01,-6.4817e-02,3.6006e-01,-1.1306e+00
2.0000e+03,5.9300e+02,1.5220e+03,3.4437e+01,-8.4511e+05,-8.4512e+05,-2.9576e+00,-8.4512e+05,2.1127e-01,8.9491e+00,1.6585e+05,6.1522e+03,-9.0321e-01,-1.9209e+00,-4.0017e+00,-1.7020e+00,-1.6853e+00,-1.2392e+00,-3.3557e-01,2.5238e-01,-2.8650e-01
2.0000e+03,5.9400e+02,1.5230e+03,3.4475e+01,-8.4503e+05,-8.4504e+05,-2.9626e+00,-8.4504e+05,2.1133e-01,8.9540e+00,1.6583e+05,6.1559e+03,-4.8165e-01,-1.6668e+00,-2.7110e+00,-1.4972e+00,-2.3792e+00,-1.5252e+00,-7.9556e-01,2.8542e-01,2.3772e-01
2.0000e+03,5.9500e+02,1.5240e+03,3.4513e+01,-8.4477e+05,-8.4478e+05,-2.9676e+00,-8.4478e+05,2.1139e-01,8.9591e+00,1.6575e+05,6.1595e+03,-1.3275e+00,-1.3228e+00,-3.6728e+00,-1.5554e+00,-2.1860e+00,-2.2827e+00,-1.0460e+00,4.6449e-01,-1.3662e+00
2.0000e+03,5.9600e+02,1.5250e+03,3.4551e+01,-8.4445e+05,-8.4446e+05,-2.9726e+00,-8.4446e+05,2.1144e-01,8.9641e+00,1.6549e+05,6.1631e+03,-9.6948e-01,-2.7487e+00,-4.0110e+00,-1.4538e+00,-2.6856e+00,-5.3371e-01,-4.4277e-01,-3.5170e-01,1.4801e-01
2.0000e+03,5.9700e+02,1.5290e+03,3.4529e+01,-8.4401e+05,-8.4402e+05,-2.9776e+00,-8.4402e+05,2.1150e-01,8.9690e+00,1.6517e+05,6.1776e+03,2.1792e-01,-2.6491e+00,-2.3921e+00,-2.7692e+00,-1.2320e+00,-5.8406e-01,-2.6719e-01,2.1514e-01,-8.9547e-01
2.0000e+03,5.9800e+02,1.5320e+03,3.4527e+01,-8.4394e+05,-8.4395e+05,-2.9825e+00,-8.4395e+05,2.1156e-01,8.9740e+00,1.6473e+05,6.1884e+03,-1.9267e+00,-2.0875e+00,-3.1826e+00,-2.8643e+00,-1.4681e+00,-6.6935e-01,-1.6048e+00,3.2724e-01,-1.0761e+00
2.0000e+03,5.9900e+02,1.5450e+03,3.4327e+01,-8.4369e+05,-8.4370e+05,-2.9875e+00,-8.4370e+05,2.1162e-01,8.9790e+00,1.6465e+05,6.2354e+03,-1.9307e+00,-2.3886e+00,-2.7043e+00,-3.0120e+00,-1.9843e+00,-7.9816e-01,-1.5760e-01,1.7362e-01,-1.3560e+00
