nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logSFH5,logSFH6
2.0000e+03,5.0300e+02,1.3340e+03,3.2790e+01,-8.9011e+05,-8.9012e+05,-2.5087e+00,-8.9012e+05,2.0590e-01,8.5002e+00,2.1090e+05,5.4740e+03,-1.9071e+00,-1.6899e+00,-2.8050e+00,-1.7131e+00,-2.6517e+00,-1.4828e+00,-5.6600e-01,2.6240e-01,-2.4359e-01
2.0000e+03,5.0400e+02,1.3350e+03,3.2834e+01,-8.8969e+05,-8.8970e+05,-2.5137e+00,-8.8970e+05,2.0596e-01,8.5052e+00,2.1083e+05,5.4776e+03,-1.2233e+00,-1.7480e+00,-4.1722e+00,-1.3416e+00,-2.2582e+00,-8.3579e-01,-9.7636e-01,-9.5723e-01,4.7240e-01
2.0000e+03,5.0500e+02,1.3370e+03,3.2856e+01,-8.8846e+05,-8.8847e+05,-2.5187e+00,-8.8847e+05,2.0602e-01,8.5102e+00,2.1040e+05,5.4848e+03,-1.0999e+00,-1.1611e+00,-3.4240e+00,-2.2313e+00,-1.9568e+00,-8.8482e-01,-1.3650e+00,-6.0547e-03,4.2186e-01
2.0000e+03,5.0600e+02,1.3380e+03,3.2900e+01,-8.8811e+05,-8.8812e+05,-2.5237e+00,-8.8812e+05,2.0608e-01,8.5152e+00,2.0918e+05,5.4884e+03,-1.5736e+00,-1.3238e+00,-3.2475e+00,-2.7834e+00,-1.9002e+00,-1.8776e+00,-1.5744e+00,4.3237e-01,-1.2986e+00
2.0000e+03,5.0700e+02,1.3410e+03,3.2901e+01,-8.8790e+05,-8.8791e+05,-2.5287e+00,-8.8791e+05,2.0614e-01,8.5201e+00,2.0883e+05,5.4993e+03,-4.2038e-01,-7.5475e-01,-2.7736e+00,-1.9291e+00,-1.8173e+00,-2.1636e+00,-4.6244e-02,5.2824e-02,2.4845e-01
2.0000e+03,5.0800e+02,1.3420e+03,3.2944e+01,-8.8785e+05,-8.8785e+05,-2.5337e+00,-8.8785e+05,2.0620e-01,8.5251e+00,2.0861e+05,5.5029e+03,-7.9227e-01,-2.1786e+00,-4.1105e+00,-3.0729e+00,-1.7132e+00,-1.5322e+00,-1.4871e+00,3.9943e-01,-6.2596e-01
2.0000e+03,5.0900e+02,1.3440e+03,3.2966e+01,-8.8652e+05,-8.8653e+05,-2.5387e+00,-8.8653e+05,2.0626e-01,8.5302e+00,2.0856e+05,5.5101e+03,-3.1455e-02,-2.6709e+00,-3.7126e+00,-2.1131e+00,-1.9601e+00,-1.6467e+00,-1.5315e-01,3.7445e-02,2.5761e-01
2.0000e+03,5.1000e+02,1.3450e+03,3.3010e+01,-8.8640e+05,-8.8641e+05,-2.5436e+00,-8.8641e+05,2.0632e-01,8.5351e+00,2.0724e+05,5.5138e+03,-1.8304e+00,-2.6441e+00,-3.0666e+00,-2.8959e+00,-1.2403e+00,-5.0598e-01,-4.3256e-01,-4.9611e-02,-9.2557e-01
2.0000e+03,5.1100e+02,1.3460e+03,3.3053e+01,-8.8628e+05,-8.8629e+05,-2.5486e+00,-8.8629e+05,2.0638e-01,8.5401e+00,2.0712e+05,5.5174e+03,-3.0270e-01,-2.9351e+00,-2.5202e+00,-1.8195e+00,-2.3197e+00,-1.1798e+00,-6.5157e-01,-1.6623e-01,4.6663e-01
2.0000e+03,5.1200e+02,1.3470e+03,3.3096e+01,-8.8597e+05,-8.8598e+05,-2.5536e+00,-8.8598e+05,2.0644e-01,8.5450e+00,2.0700e+05,5.5210e+03,-8.2360e-01,-1.2153e+00,-4.0893e+00,-2.0189e+00,-1.7705e+00,-5.9710e-01,-1.6472e-01,-3.6633e-02,-1.1632e+00
2.0000e+03,5.1300e+02,1.3480e+03,3.3140e+01,-8.8588e+05,-8.8589e+05,-2.5586e+00,-8.8589e+05,2.0650e-01,8.5501e+00,2.0669e+05,5.5246e+03,-8.5100e-01,-2.9904e+00,-4.0593e+00,-1.3091e+00,-1.2210e+00,-1.6846e+00,-5.0265e-01,-2.6097e-01,3.1292e-01
2.0000e+03,5.1400e+02,1.3490e+03,3.3183e+01,-8.8384e+05,-8.8384e+05,-2.5636e+00,-8.8384e+05,2.0656e-01,8.5551e+00,2.0660e+05,5.5282e+03,-9.7301e-02,-1.2902e+00,-3.3549e+00,-2.1226e+00,-2.5433e+00,-1.0364e+00,-3.5044e-01,3.4182e-01,-6.0027e-01
2.0000e+03,5.1500e+02,1.3510e+03,3.3204e+01,-8.8347e+05,-8.8348e+05,-2.5686e+00,-8.8348e+05,2.0662e-01,8.5600e+00,2.0455e+05,5.5354e+03,2.2626e-01,-2.0729e+00,-2.4255e+00,-1.4367e+00,-2.5474e+00,-7.2523e-01,-1.9266e+00,3.8322e-01,-1.2442e+00
2.0000e+03,5.1600e+02,1.3520e+03,3.3247e+01,-8.8315e+05,-8.8316e+05,-2.5736e+00,-8.8316e+05,2.0668e-01,8.5650e+00,2.0419e+05,5.5391e+03,3.2402e-01,-8.5696e-01,-4.2039e+00,-1.6216e+00,-1.1580e+00,-1.4150e+00,-1.8797e-01,4.7610e-01,-8.7712e-01
2.0000e+03,5.1700e+02,1.3530e+03,3.3290e+01,-8.8308e+05,-8.8309e+05,-2.5786e+00,-8.8309e+05,2.0675e-01,8.5701e+00,2.0387e+05,5.5427e+03,-1.6690e+00,-1.5217e+00,-4.2788e+00,-2.9700e+00,-2.9777e+00,-9.1365e-01,-2.3803e-01,1.7946e-01,-1.0647e+00
2.0000e+03,5.1800e+02,1.3570e+03,3.3269e+01,-8.8241e+05,-8.8242e+05,-2.5835e+00,-8.8242e+05,2.0680e-01,8.5750e+00,2.0380e+05,5.5571e+03,-1.6866e+00,-2.6504e+00,-4.0697e+00,-2.8553e+00,-2.7897e+00,-1.1995e+00,-1.7964e+00,3.6781e-01,-6.4925e-01
2.0000e+03,5.1900e+02,1.3580e+03,3.3312e+01,-8.8209e+05,-8.8210e+05,-2.5885e+00,-8.8210e+05,2.0686e-01,8.5800e+00,2.0313e+05,5.5607e+03,-9.7072e-01,-1.8740e+00,-2.6686e+00,-3.1958e+00,-1.4474e+00,-1.2794e+00,-5.4211e-02,-6.5495e-01,2.8054e-01
2.0000e+03,5.2000e+02,1.3610e+03,3.3312e+01,-8.8142e+05,-8.8143e+05,-2.5935e+00,-8.8143e+05,2.0693e-01,8.5850e+00,2.0281e+05,5.5715e+03,-8.7728e-01,-2.9013e+00,-4.1578e+00,-2.1830e+00,-1.3298e+00,-1.2138e+00,-7.2947e-01,9.4092e-02,1.9026e-01
2.0000e+03,5.2100e+02,1.3620e+03,3.3355e+01,-8.8091e+05,-8.8092e+05,-2.5985e+00,-8.8092e+05,2.0698e-01,8.5899e+00,2.0214e+05,5.5752e+03,-9.5025e-01,-1.4603e+00,-2.9891e+00,-2.5034e+00,-1.1985e+00,-1.3768e+00,-1.3613e+00,1.9406e-01,2.4446e-01
2.0000e+03,5.2200e+02,1.3630e+03,3.3397e+01,-8.8089e+05,-8.8090e+05,-2.6035e+00,-8.8090e+05,2.0705e-01,8.5950e+00,2.0162e+05,5.5788e+03,-1.8770e-01,-7.9912e-01,-4.1384e+00,-2.7019e+00,-2.6139e+00,-9.4728e-01,-6.5966e-01,4.0886e-01,1.0147e-01
2.0000e+03,5.2300e+02,1.3650e+03,3.3419e+01,-8.8079e+05,-8.8080e+05,-2.6085e+00,-8.8080e+05,2.0711e-01,8.6000e+00,2.0161e+05,5.5860e+03,-5.3592e-02,-1.0805e+00,-3.0731e+00,-1.8315e+00,-1.8673e+00,-9.4958e-01,-2.6909e-02,7.8411e-02,-2.7133e-01
2.0000e+03,5.2400e+02,1.3680e+03,3.3418e+01,-8.8061e+05,-8.8062e+05,-2.6135e+00,-8.8062e+05,2.0717e-01,8.6049e+00,2.0151e+05,5.5968e+03,-3.9506e-02,-2.3339e+00,-4.1095e+00,-1.4933e+00,-2.6081e+00,-2.4134e+00,-1.0962e+00,3.8129e-01,1.2709e-01
2.0000e+03,5.2500e+02,1.3690e+03,3.3461e+01,-8.7954e+05,-8.7954e+05,-2.6185e+00,-8.7954e+05,2.0723e-01,8.6099e+00,2.0133e+05,5.6004e+03,-9.4963e-01,-2.6476e+00,-3.2692e+00,-3.2595e+00,-1.0806e+00,-5.5372e-01,-6.0029e-01,-3.3455e-01,5.3377e-02
2.0000e+03,5.2600e+02,1.3750e+03,3.3397e+01,-8.7935e+05,-8.7936e+05,-2.6234e+00,-8.7936e+05,2.0728e-01,8.6149e+00,2.0025e+05,5.6221e+03,-1.3211e+00,-1.5484e+00,-2.3719e+00,-2.3738e+00,-1.6887e+00,-1.8187e+00,-1.5496e+00,4.0810e-01,-4.7348e-01
2.0000e+03,5.2700e+02,1.3760e+03,3.3439e+01,-8.7838e+05,-8.7839e+05,-2.6284e+00,-8.7839e+05,2.0735e-01,8.6199e+00,2.0007e+05,5.6257e+03,-3.7273e-01,-1.9565e+00,-3.6200e+00,-1.9888e+00,-1.9559e+00,-1.3555e+00,-1.1915e+00,4.2851e-01,-4.8775e-01
2.0000e+03,5.2800e+02,1.3770e+03,3.3481e+01,-8.7785e+05,-8.7786e+05,-2.6334e+00,-8.7786e+05,2.0741e-01,8.6249e+00,1.9910e+05,5.6293e+03,-1.7628e+00,-1.9829e+00,-2.6716e+00,-1.4674e+00,-2.6628e+00,-7.5756e-01,-1.7637e+00,-2.2310e-01,4.0476e-01
2.0000e+03,5.2900e+02,1.3790e+03,3.3502e+01,-8.7734e+05,-8.7735e+05,-2.6384e+00,-8.7735e+05,2.0746e-01,8.6298e+00,1.9857e+05,5.6365e+03,2.7835e-03,-1.6939e+00,-3.5131e+00,-2.6696e+00,-1.3949e+00,-2.2212e+00,-4.7290e-01,4.4189e-01,-3.0291e-01
2.0000e+03,5.3000e+02,1.3800e+03,3.3544e+01,-8.7681e+05,-8.7682e+05,-2.6434e+00,-8.7682e+05,2.0753e-01,8.6349e+00,1.9806e+05,5.6401e+03,-1.0118e+00,-1.9518e+00,-3.8516e+00,-1.4072e+00,-1.9738e+00,-2.4274e+00,-4.1884e-01,2.8232e-01,-9.6140e-01
2.0000e+03,5.3100e+02,1.3810e+03,3.3586e+01,-8.7541e+05,-8.7542e+05,-2.6484e+00,-8.7542e+05,2.0759e-01,8.6399e+00,1.9753e+05,5.6438e+03,-1.6586e+00,-2.6171e+00,-2.8950e+00,-2.1597e+00,-2.8647e+00,-2.2029e+00,-8.4994e-01,1.7637e-01,3.0748e-01
2.0000e+03,5.3200e+02,1.3850e+03,3.3565e+01,-8.7487e+05,-8.7488e+05,-2.6534e+00,-8.7488e+05,2.0764e-01,8.6448e+00,1.9613e+05,5.6582e+03,4.8622e-01,-2.9736e+00,-3.3399e+00,-1.3360e+00,-2.7181e+00,-7.6604e-01,-2.5641e-01,2.1618e-01,-1.3285e-01
2.0000e+03,5.3300e+02,1.3880e+03,3.3564e+01,-8.7391e+05,-8.7392e+05,-2.6584e+00,-8.7392e+05,2.0770e-01,8.6498e+00,1.9559e+05,5.6689e+03,-6.2113e-02,-1.4211e+00,-3.7583e+00,-2.3790e+00,-2.2447e+00,-1.6364e+00,-1.2108e+00,3.8577e-01,3.9110e-01
2.0000e+03,5.3400e+02,1.3910e+03,3.3564e+01,-8.7363e+05,-8.7364e+05,-2.6633e+00,-8.7364e+05,2.0777e-01,8.6548e+00,1.9463e+05,5.6798e+03,1.9566e-01,-1.5025e+00,-2.6451e+00,-1.7115e+00,-1.5826e+00,-6.0543e-01,-1.6251e+00,3.7610e-01,-8.9653e-01
2.0000e+03,5.3500e+02,1.3960e+03,3.3521e+01,-8.7354e+05,-8.7355e+05,-2.6683e+00,-8.7355e+05,2.0782e-01,8.6598e+00,1.9435e+05,5.6978e+03,-1.7902e+00,-2.3149e+00,-2.4050e+00,-1.3605e+00,-2.9922e+00,-2.1314e+00,-1.4407e-01,-1.2700e-01,1.2959e-01
2.0000e+03,5.3600e+02,1.3990e+03,3.3521e+01,-8.7274e+05,-8.7275e+05,-2.6733e+00,-8.7275e+05,2.0788e-01,8.6648e+00,1.9426e+05,5.7086e+03,-4.4151e-01,-2.6601e+00,-2.7017e+00,-1.5576e+00,-1.9428e+00,-1.6278e+00,-1.0752e+00,3.3533e-01,-5.9582e-02
2.0000e+03,5.3700e+02,1.4000e+03,3.3562e+01,-8.7173e+05,-8.7174e+05,-2.6783e+00,-8.7174e+05,2.0794e-01,8.6698e+00,1.9346e+05,5.7122e+03,-1.5159e+00,-2.9410e+00,-2.6680e+00,-3.2916e+00,-1.3358e+00,-1.4057e+00,-1.9871e-03,2.6791e-02,-1.2972e+00
2.0000e+03,5.3800e+02,1.4010e+03,3.3604e+01,-8.7170e+05,-8.7170e+05,-2.6833e+00,-8.7170e+05,2.0800e-01,8.6747e+00,1.9244e+05,5.7158e+03,-3.7555e-01,-1.8225e+00,-3.2035e+00,-3.1880e+00,-2.3641e+00,-1.1418e+00,-1.4216e+00,4.7146e-01,-1.4597e+00
2.0000e+03,5.3900e+02,1.4030e+03,3.3624e+01,-8.7150e+05,-8.7151e+05,-2.6883e+00,-8.7151e+05,2.0806e-01,8.6798e+00,1.9241e+05,5.7230e+03,-1.0730e+00,-9.1473e-01,-3.8731e+00,-2.8573e+00,-2.9296e+00,-7.2586e-01,-8.1274e-01,3.7369e-01,-7.6888e-01
2.0000e+03,5.4000e+02,1.4080e+03,3.3582e+01,-8.7132e+05,-8.7133e+05,-2.6933e+00,-8.7133e+05,2.0812e-01,8.6848e+00,1.9222e+05,5.7411e+03,-6.1894e-01,-2.9031e+00,-2.7180e+00,-1.3849e+00,-2.4805e+00,-1.1630e+00,-6.4156e-01,8.1241e-02,2.0638e-01
2.0000e+03,5.4100e+02,1.4090e+03,3.3623e+01,-8.7033e+05,-8.7034e+05,-2.6983e+00,-8.7034e+05,2.0818e-01,8.6897e+00,1.9204e+05,5.7447e+03,-3.5563e-01,-1.4849e+00,-2.8069e+00,-1.3958e+00,-1.3656e+00,-6.6368e-01,-4.5505e-01,4.2471e-03,-6.9030e-01
2.0000e+03,5.4200e+02,1.4100e+03,3.3665e+01,-8.6967e+05,-8.6968e+05,-2.7032e+00,-8.6968e+05,2.0824e-01,8.6947e+00,1.9105e+05,5.7483e+03,-1.7306e+00,-8.2952e-01,-4.2443e+00,-2.9040e+00,-1.0274e+00,-9.4306e-01,-4.2634e-01,2.8704e-01,-3.0040e-01
2.0000e+03,5.4300e+02,1.4110e+03,3.3706e+01,-8.6834e+05,-8.6835e+05,-2.7082e+00,-8.6835e+05,2.0830e-01,8.6997e+00,1.9039e+05,5.7519e+03,-6.9853e-01,-2.0624e+00,-2.9082e+00,-3.1624e+00,-1.9858e+00,-9.3313e-01,-1.1036e+00,3.4943e-01,-4.8808e-01
2.0000e+03,5.4400e+02,1.4150e+03,3.3684e+01,-8.6809e+05,-8.6809e+05,-2.7132e+00,-8.6809e+05,2.0836e-01,8.7047e+00,1.8906e+05,5.7663e+03,-1.5022e+00,-2.9306e+00,-2.9828e+00,-2.4820e+00,-1.0126e+00,-5.6163e-01,-1.0632e+00,1.1603e-02,-1.7867e-01
2.0000e+03,5.4500e+02,1.4170e+03,3.3704e+01,-8.6790e+05,-8.6790e+05,-2.7182e+00,-8.6790e+05,2.0842e-01,8.7097e+00,1.8880e+05,5.7736e+03,-6.4154e-01,-1.4794e+00,-2.8086e+00,-1.7260e+00,-2.8107e+00,-8.8611e-01,-1.4210e+00,2.4573e-01,8.5741e-02
2.0000e+03,5.4600e+02,1.4210e+03,3.3683e+01,-8.6694e+05,-8.6695e+05,-2.7232e+00,-8.6695e+05,2.0848e-01,8.7146e+00,1.8861e+05,5.7880e+03,-7.7762e-01,-1.4097e+00,-3.3138e+00,-1.9399e+00,-1.1695e+00,-1.4682e+00,-1.5034e+00,3.9038e-01,-5.4719e-01
2.0000e+03,5.4700e+02,1.4240e+03,3.3682e+01,-8.6546e+05,-8.6547e+05,-2.7282e+00,-8.6547e+05,2.0854e-01,8.7196e+00,1.8766e+05,5.7988e+03,-5.2752e-01,-1.3101e+00,-2.9454e+00,-2.5542e+00,-2.0719e+00,-1.9550e+00,-1.7799e+00,4.6119e-01,2.6679e-02
2.0000e+03,5.4800e+02,1.4250e+03,3.3723e+01,-8.6513e+05,-8.6513e+05,-2.7332e+00,-8.6513e+05,2.0860e-01,8.7247e+00,1.8618e+05,5.8024e+03,1.7739e-01,-8.8747e-01,-2.4698e+00,-1.8545e+00,-2.7460e+00,-7.2064e-01,-1.0669e-01,3.3549e-01,-4.0529e-01
2.0000e+03,5.4900e+02,1.4290e+03,3.3702e+01,-8.6511e+05,-8.6512e+05,-2.7382e+00,-8.6512e+05,2.0866e-01,8.7296e+00,1.8584e+05,5.8168e+03,-1.6341e+00,-2.8372e+00,-3.4469e+00,-1.8607e+00,-1.8992e+00,-6.8270e-01,-1.4752e+00,-1.7420e-01,3.7207e-01
2.0000e+03,5.5000e+02,1.4310e+03,3.3722e+01,-8.6401e+05,-8.6402e+05,-2.7431e+00,-8.6402e+05,2.0872e-01,8.7346e+00,1.8583e+05,5.8241e+03,-1.2919e+00,-1.7873e+00,-3.8376e+00,-1.7468e+00,-2.1479e+00,-1.5020e+00,-9.0737e-01,3.9765e-01,-7.5044e-01
2.0000e+03,5.5100e+02,1.4340e+03,3.3721e+01,-8.6374e+05,-8.6375e+05,-2.7481e+00,-8.6375e+05,2.0878e-01,8.7396e+00,1.8473e+05,5.8349e+03,-1.9391e+00,-1.6100e+00,-2.5727e+00,-2.6933e+00,-1.0892e+00,-9.9057e-01,-1.7698e-02,5.6426e-03,-9.0791e-01
2.0000e+03,5.5200e+02,1.4380e+03,3.3700e+01,-8.6267e+05,-8.6267e+05,-2.7531e+00,-8.6267e+05,2.0884e-01,8.7446e+00,1.8446e+05,5.8492e+03,-1.1271e+00,-6.5893e-01,-4.1030e+00,-2.6416e+00,-1.3625e+00,-9.2296e-01,-1.0311e-01,3.4712e-01,-1.3243e+00
2.0000e+03,5.5300e+02,1.4390e+03,3.3740e+01,-8.6256e+05,-8.6257e+05,-2.7581e+00,-8.6257e+05,2.0890e-01,8.7496e+00,1.8338e+05,5.8528e+03,-7.1227e-01,-1.9875e+00,-2.8452e+00,-1.6901e+00,-2.1716e+00,-6.9090e-01,-3.7662e-02,-1.1742e+00,8.9761e-02
2.0000e+03,5.5400e+02,1.4400e+03,3.3780e+01,-8.6223e+05,-8.6223e+05,-2.7631e+00,-8.6223e+05,2.0896e-01,8.7546e+00,1.8328e+05,5.8564e+03,-3.9230e-01,-1.0936e+00,-3.6635e+00,-1.7236e+00,-1.8711e+00,-1.6688e+00,-1.3441e+00,3.4130e-01,3.6094e-01
2.0000e+03,5.5500e+02,1.4440e+03,3.3759e+01,-8.6148e+05,-8.6149e+05,-2.7681e+00,-8.6149e+05,2.0902e-01,8.7595e+00,1.8294e+05,5.8709e+03,-1.3064e+00,-1.7218e+00,-2.6716e+00,-1.9907e+00,-2.5083e+00,-1.8821e+00,-1.6696e+00,3.7758e-01,-3.9235e-02
2.0000e+03,5.5600e+02,1.4450e+03,3.3799e+01,-8.6112e+05,-8.6113e+05,-2.7731e+00,-8.6113e+05,2.0908e-01,8.7646e+00,1.8220e+05,5.8745e+03,-5.1697e-01,-2.6297e+00,-2.3626e+00,-2.5627e+00,-1.8415e+00,-5.3605e-01,-1.2699e+00,2.2515e-01,-7.1485e-01
2.0000e+03,5.5700e+02,1.4480e+03,3.3799e+01,-8.6103e+05,-8.6103e+05,-2.7781e+00,-8.6103e+05,2.0914e-01,8.7695e+00,1.8184e+05,5.8853e+03,-1.8791e+00,-1.7621e+00,-2.5022e+00,-2.5215e+00,-2.4184e+00,-2.2810e+00,-9.8799e-01,3.9807e-01,-2.6223e-01
2.0000e+03,5.5800e+02,1.4500e+03,3.3818e+01,-8.6067e+05,-8.6068e+05,-2.7830e+00,-8.6068e+05,2.0920e-01,8.7745e+00,1.8174e+05,5.8925e+03,-1.7938e+00,-2.7893e+00,-3.8139e+00,-2.8214e+00,-2.1131e+00,-2.1856e+00,-2.7915e-01,2.2490e-01,-7.1333e-02
2.0000e+03,5.5900e+02,1.4550e+03,3.3776e+01,-8.5986e+05,-8.5987e+05,-2.7880e+00,-8.5987e+05,2.0926e-01,8.7795e+00,1.8139e+05,5.9105e+03,1.6529e-01,-2.5411e+00,-3.9136e+00,-2.4250e+00,-1.0581e+00,-9.5228e-01,-1.7364e+00,3.5436e-01,1.5559e-01
2.0000e+03,5.6000e+02,1.4560e+03,3.3816e+01,-8.5967e+05,-8.5968e+05,-2.7930e+00,-8.5968e+05,2.0932e-01,8.7844e+00,1.8058e+05,5.9141e+03,-3.5188e-01,-2.6903e+00,-3.7110e+00,-1.5687e+00,-1.1586e+00,-8.0327e-01,-3.5161e-02,-8.9275e-01,-7.0833e-01
2.0000e+03,5.6100e+02,1.4570e+03,3.3856e+01,-8.5906e+05,-8.5907e+05,-2.7980e+00,-8.5907e+05,2.0937e-01,8.7895e+00,1.8039e+05,5.9177e+03,-1.3983e+00,-2.3631e+00,-2.6865e+00,-2.8193e+00,-2.7581e+00,-1.9543e+00,-1.0527e-01,2.3208e-01,-7.1424e-01
2.0000e+03,5.6200e+02,1.4580e+03,3.3896e+01,-8.5851e+05,-8.5852e+05,-2.8030e+00,-8.5852e+05,2.0943e-01,8.7945e+00,1.7978e+05,5.9213e+03,-1.6725e+00,-1.6634e+00,-3.2160e+00,-1.4113e+00,-2.3535e+00,-2.3051e+00,-1.0523e-01,2.1407e-01,-1.4479e+00
2.0000e+03,5.6300e+02,1.4590e+03,3.3936e+01,-8.5800e+05,-8.5801e+05,-2.8080e+00,-8.5801e+05,2.0949e-01,8.7994e+00,1.7923e+05,5.9249e+03,-1.2724e+00,-2.4340e+00,-2.3941e+00,-1.4489e+00,-1.1226e+00,-1.8269e+00,-1.3031e-01,1.1209e-01,-1.2919e+00
2.0000e+03,5.6400e+02,1.4600e+03,3.3976e+01,-8.5783e+05,-8.5783e+05,-2.8130e+00,-8.5783e+05,2.0955e-01,8.8044e+00,1.7872e+05,5.9285e+03,-1.1313e+00,-2.0516e+00,-4.1570e+00,-2.7183e+00,-2.5541e+00,-1.8442e+00,-1.1375e+00,4.3357e-01,-4.7815e-01
2.0000e+03,5.6500e+02,1.4630e+03,3.3975e+01,-8.5711e+05,-8.5712e+05,-2.8180e+00,-8.5712e+05,2.0961e-01,8.8095e+00,1.7854e+05,5.9394e+03,-1.1920e+00,-1.7468e+00,-3.1890e+00,-2.5538e+00,-1.7631e+00,-5.3608e-01,-6.6679e-01,1.7358e-01,-9.1239e-01
2.0000e+03,5.6600e+02,1.4640e+03,3.4014e+01,-8.5703e+05,-8.5704e+05,-2.8229e+00,-8.5704e+05,2.0967e-01,8.8144e+00,1.7783e+05,5.9430e+03,-1.8509e+00,-1.3359e+00,-3.1390e+00,-2.1808e+00,-1.5610e+00,-1.1523e+00,-4.5067e-01,3.1494e-01,-5.0777e-01
2.0000e+03,5.6700e+02,1.4670e+03,3.4013e+01,-8.5628e+05,-8.5629e+05,-2.8279e+00,-8.5629e+05,2.0973e-01,8.8194e+00,1.7775e+05,5.9538e+03,-3.4058e-01,-2.6226e+00,-2.7859e+00,-2.3915e+00,-1.6117e+00,-1.7865e+00,-4.6396e-01,1.3466e-01,3.5349e-01
2.0000e+03,5.6800e+02,1.4680e+03,3.4053e+01,-8.5606e+05,-8.5607e+05,-2.8329e+00,-8.5607e+05,2.0979e-01,8.8244e+00,1.7700e+05,5.9574e+03,-1.4537e+00,-1.5603e+00,-4.1630e+00,-2.3625e+00,-2.2911e+00,-2.3346e+00,-1.7283e+00,3.2541e-01,2.4386e-01
2.0000e+03,5.6900e+02,1.4700e+03,3.4072e+01,-8.5558e+05,-8.5558e+05,-2.8379e+00,-8.5558e+05,2.0985e-01,8.8294e+00,1.7678e+05,5.9646e+03,-1.4152e+00,-2.6030e+00,-3.9457e+00,-3.0289e+00,-1.1878e+00,-2.3856e+00,-1.6794e+00,3.0715e-01,9.6118e-02
2.0000e+03,5.7000e+02,1.4730e+03,3.4071e+01,-8.5399e+05,-8.5400e+05,-2.8429e+00,-8.5400e+05,2.0991e-01,8.8344e+00,1.7629e+05,5.9754e+03,-1.7601e+00,-2.0450e+00,-3.4181e+00,-2.2595e+00,-1.9084e+00,-8.9997e-01,-1.3926e+00,2.9848e-01,-9.0411e-02
2.0000e+03,5.7100e+02,1.4760e+03,3.4069e+01,-8.5370e+05,-8.5371e+05,-2.8479e+00,-8.5371e+05,2.0997e-01,8.8394e+00,1.7471e+05,5.9862e+03,-1.4555e+00,-2.3120e+00,-2.6841e+00,-2.8450e+00,-1.5037e+00,-1.5934e+00,-1.6976e+00,3.4907e-01,-8.8321e-04
2.0000e+03,5.7200e+02,1.4770e+03,3.4109e+01,-8.5336e+05,-8.5337e+05,-2.8529e+00,-8.5337e+05,2.1003e-01,8.8443e+00,1.7441e+05,5.9899e+03,-8.7041e-01,-2.5223e+00,-3.3782e+00,-2.2173e+00,-2.6202e+00,-2.3742e+00,-1.0228e+00,4.6882e-01,-9.3909e-01
2.0000e+03,5.7300e+02,1.4780e+03,3.4148e+01,-8.5155e+05,-8.5156e+05,-2.8579e+00,-8.5156e+05,2.1009e-01,8.8493e+00,1.7407e+05,5.9935e+03,-7.1239e-01,-2.6583e+00,-3.2781e+00,-1.6002e+00,-1.9655e+00,-1.5941e+00,-4.1632e-01,2.0156e-01,1.0352e-01
2.0000e+03,5.7400e+02,1.4810e+03,3.4146e+01,-8.5154e+05,-8.5155e+05,-2.8628e+00,-8.5155e+05,2.1014e-01,8.8542e+00,1.7227e+05,6.0043e+03,-9.3148e-01,-2.8926e+00,-3.6487e+00,-3.0133e+00,-2.2144e+00,-1.6989e+00,-9.5119e-01,3.8568e-01,-7.9385e-02
2.0000e+03,5.7500e+02,1.4820e+03,3.4185e+01,-8.5125e+05,-8.5126e+05,-2.8678e+00,-8.5126e+05,2.1020e-01,8.8593e+00,1.7225e+05,6.0080e+03,-9.8378e-01,-1.2036e+00,-3.0894e+00,-1.7047e+00,-2.5985e+00,-1.9246e+00,-3.4316e-01,3.1007e-01,-3.7117e-02
2.0000e+03,5.7600e+02,1.4830e+03,3.4225e+01,-8.5113e+05,-8.5114e+05,-2.8728e+00,-8.5114e+05,2.1026e-01,8.8643e+00,1.7197e+05,6.0116e+03,-5.0894e-01,-9.7982e-01,-3.6430e+00,-3.0965e+00,-1.4257e+00,-5.7113e-01,-5.9007e-02,-1.2216e+00,3.2507e-01
2.0000e+03,5.7700e+02,1.4840e+03,3.4264e+01,-8.5107e+05,-8.5108e+05,-2.8778e+00,-8.5108e+05,2.1032e-01,8.8692e+00,1.7185e+05,6.0152e+03,-1.8235e+00,-2.2112e+00,-4.0426e+00,-1.3288e+00,-1.5320e+00,-1.5323e+00,-3.5015e-01,2.5624e-01,-6.5436e-01
2.0000e+03,5.7800e+02,1.4850e+03,3.4303e+01,-8.5095e+05,-8.5096e+05,-2.8828e+00,-8.5096e+05,2.1038e-01,8.8743e+00,1.7179e+05,6.0188e+03,-1.4636e+00,-8.5048e-01,-3.6894e+00,-1.9682e+00,-1.0832e+00,-8.1028e-01,-1.3989e+00,3.5618e-01,-1.7822e-01
2.0000e+03,5.7900e+02,1.4860e+03,3.4342e+01,-8.5031e+05,-8.5032e+05,-2.8878e+00,-8.5032e+05,2.1044e-01,8.8793e+00,1.7166e+05,6.0224e+03,-1.8107e+00,-1.8779e+00,-2.4930e+00,-2.5581e+00,-2.1359e+00,-1.7647e+00,-1.4747e+00,4.0489e-01,-1.7181e-01
