niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau
1.0000e+00,1.0000e+00,9.9900e-02,-2.0610e+05,-2.0611e+05,-9.9950e-04,-2.0611e+05,8.7167e-02,7.6019e+00,inf,2.7854e+00,-4.0102e-01,-1.8223e+00,3.9511e+00,8.0765e-01
2.0000e+00,1.0000e+00,1.9960e-01,-2.0603e+05,-2.0604e+05,-1.9990e-03,-2.0604e+05,8.7173e-02,7.6029e+00,1.8933e+05,5.9202e+00,-3.9133e-01,-1.2845e+00,3.9556e+00,4.2772e-01
3.0000e+00,1.0000e+00,2.9910e-01,-2.0597e+05,-2.0598e+05,-2.9985e-03,-2.0598e+05,8.7179e-02,7.6039e+00,1.8926e+05,8.1783e+00,-4.2384e-01,-1.2176e+00,3.9602e+00,2.1788e+00
4.0000e+00,1.0000e+00,3.9841e-01,-2.0584e+05,-2.0585e+05,-3.9980e-03,-2.0585e+05,8.7184e-02,7.6049e+00,1.8920e+05,1.0850e+01,8.7972e-02,-1.9623e+00,3.9728e+00,4.4679e-01
5.0000e+00,1.0000e+00,4.9751e-01,-2.0579e+05,-2.0580e+05,-4.9975e-03,-2.0580e+05,8.7190e-02,7.6059e+00,1.8907e+05,1.3614e+01,1.2998e-01,-1.3370e+00,3.9905e+00,4.8650e-01
6.0000e+00,1.0000e+00,5.9642e-01,-2.0574e+05,-2.0574e+05,-5.9970e-03,-2.0574e+05,8.7196e-02,7.6069e+00,1.8902e+05,1.5929e+01,5.2327e-02,-1.7214e+00,3.9524e+00,5.7009e-01
7.0000e+00,1.0000e+00,6.9513e-01,-2.0568e+05,-2.0568e+05,-6.9965e-03,-2.0568e+05,8.7201e-02,7.6079e+00,1.8897e+05,1.9109e+01,-3.3109e-01,-1.5041e+00,3.8868e+00,6.0812e-01
8.0000e+00,1.0000e+00,7.9365e-01,-2.0559e+05,-2.0560e+05,-7.9960e-03,-2.0560e+05,8.7207e-02,7.6089e+00,1.8891e+05,2.1754e+01,1.4357e-01,-1.6103e+00,3.9455e+00,1.6441e-01
9.0000e+00,1.0000e+00,8.9197e-01,-2.0556e+05,-2.0557e+05,-8.9955e-03,-2.0557e+05,8.7213e-02,7.6099e+00,1.8882e+05,2.4600e+01,3.8404e-01,-1.1494e+00,3.9862e+00,9.7582e-01
1.0000e+01,1.0000e+00,9.9010e-01,-2.0551e+05,-2.0552e+05,-9.9950e-03,-2.0552e+05,8.7219e-02,7.6109e+00,1.8879e+05,2.7076e+01,-2.0285e-01,-9.2302e-01,3.9945e+00,2.8043e+00
1.1000e+01,1.0000e+00,1.0880e+00,-2.0545e+05,-2.0546e+05,-1.0995e-02,-2.0546e+05,8.7224e-02,7.6119e+00,1.8874e+05,2.9824e+01,3.8860e-01,-1.7496e+00,3.9506e+00,1.7082e+00
1.2000e+01,1.0000e+00,1.1858e+00,-2.0542e+05,-2.0543e+05,-1.1994e-02,-2.0543e+05,8.7230e-02,7.6129e+00,1.8868e+05,3.2507e+01,-4.2782e-01,-1.2021e+00,3.9385e+00,3.3378e+00
1.3000e+01,1.0000e+00,1.2833e+00,-2.0538e+05,-2.0538e+05,-1.2994e-02,-2.0538e+05,8.7236e-02,7.6139e+00,1.8865e+05,3.5176e+01,-4.9065e-01,-6.4903e-01,3.9431e+00,2.8288e+00
1.4000e+01,1.0000e+00,1.3807e+00,-2.0533e+05,-2.0534e+05,-1.3993e-02,-2.0534e+05,8.7242e-02,7.6149e+00,1.8861e+05,3.7890e+01,-2.9966e-01,-1.0144e+00,3.8580e+00,1.8482e+00
1.5000e+01,1.0000e+00,1.4778e+00,-2.0532e+05,-2.0532e+05,-1.4993e-02,-2.0532e+05,8.7247e-02,7.6159e+00,1.8856e+05,4.0228e+01,8.4091e-02,-1.7118e+00,3.9014e+00,2.1005e+00
1.6000e+01,1.0000e+00,1.5748e+00,-2.0531e+05,-2.0532e+05,-1.5992e-02,-2.0532e+05,8.6929e-02,7.5604e+00,1.8855e+05,4.3380e+01,1.4266e-01,-1.0233e+00,3.9184e+00,1.7258e+00
1.7000e+01,1.0000e+00,1.6716e+00,-2.0529e+05,-2.0530e+05,-1.6992e-02,-2.0530e+05,8.7259e-02,7.6179e+00,1.8854e+05,4.5624e+01,-3.4469e-01,-1.0257e+00,3.9541e+00,3.5046e+00
