logfeh_mean,logdust_med,logNpix,tau,logl
-3.1068e-01,-4.4258e-01,2.0051e+00,2.8198e+00,-1.0156e+03
-2.3605e-01,-5.4707e-01,2.0006e+00,2.8693e+00,-1.0310e+03
-2.7923e-01,-5.3606e-01,1.9938e+00,2.7905e+00,-1.0194e+03
-2.7320e-01,-5.0417e-01,1.9966e+00,2.8535e+00,-9.7186e+02
-2.9579e-01,-4.4482e-01,2.0039e+00,2.8212e+00,-1.0013e+03
-2.4060e-01,-5.2915e-01,1.9953e+00,2.9051e+00,-9.8262e+02
-2.8909e-01,-5.0049e-01,1.9979e+00,2.7404e+00,-9.8722e+02
-2.1086e-01,-5.8397e-01,1.9922e+00,2.9427e+00,-9.9174e+02
-2.6831e-01,-5.3805e-01,1.9934e+00,2.8849e+00,-9.9401e+02
-3.2770e-01,-4.7566e-01,2.0039e+00,2.4795e+00,-1.0208e+03
-3.4558e-01,-4.4467e-01,2.0034e+00,2.5336e+00,-1.0242e+03
-1.9667e-01,-5.7468e-01,1.9996e+00,2.7990e+00,-1.0201e+03
-2.7630e-01,-5.0063e-01,2.0032e+00,2.7217e+00,-1.0310e+03
-2.9798e-01,-5.3394e-01,1.9896e+00,2.6498e+00,-1.0301e+03
-2.7821e-01,-5.1022e-01,1.9957e+00,2.8245e+00,-9.5929e+02
-2.0291e-01,-5.5768e-01,1.9909e+00,3.0781e+00,-9.9581e+02
-2.2472e-01,-6.0373e-01,1.9925e+00,2.7972e+00,-1.0194e+03
-2.2345e-01,-5.2719e-01,1.9949e+00,3.0278e+00,-9.7163e+02
-3.0741e-01,-4.7529e-01,1.9989e+00,2.8692e+00,-1.0302e+03
-2.2636e-01,-5.3180e-01,1.9965e+00,2.9143e+00,-9.7568e+02
-2.3223e-01,-5.9253e-01,1.9950e+00,2.6074e+00,-1.0314e+03
-2.4588e-01,-4.7735e-01,2.0053e+00,2.9964e+00,-1.0319e+03
-2.0775e-01,-6.0416e-01,1.9911e+00,2.8642e+00,-1.0227e+03
-3.5830e-01,-4.2729e-01,1.9984e+00,2.7207e+00,-1.0291e+03
-2.8719e-01,-4.8894e-01,2.0028e+00,2.8359e+00,-1.0233e+03
-1.9554e-01,-5.9897e-01,1.9919e+00,2.8133e+00,-1.0016e+03
-2.4183e-01,-5.7202e-01,1.9987e+00,2.6960e+00,-1.0036e+03
-2.8456e-01,-4.7370e-01,2.0014e+00,2.7096e+00,-1.0112e+03
-2.0348e-01,-5.2388e-01,2.0003e+00,2.9995e+00,-1.0315e+03
-2.2281e-01,-5.4446e-01,1.9919e+00,2.9368e+00,-9.7856e+02
-2.7538e-01,-5.7538e-01,1.9876e+00,2.6554e+00,-1.0309e+03
-2.3022e-01,-4.9538e-01,1.9975e+00,3.1289e+00,-9.8663e+02
-2.8644e-01,-4.5588e-01,1.9992e+00,2.8744e+00,-1.0279e+03
-3.1335e-01,-4.8596e-01,1.9953e+00,2.5865e+00,-9.9700e+02
-3.3906e-01,-4.5306e-01,2.0051e+00,2.5678e+00,-1.0126e+03
-2.7175e-01,-5.2053e-01,2.0005e+00,2.5781e+00,-1.0153e+03
-3.3143e-01,-4.8422e-01,1.9971e+00,2.5255e+00,-1.0256e+03
-2.4040e-01,-5.1743e-01,1.9982e+00,2.8979e+00,-9.5581e+02
-2.4494e-01,-5.3228e-01,1.9941e+00,2.8253e+00,-1.0079e+03
-2.5020e-01,-5.0831e-01,2.0042e+00,2.8634e+00,-1.0276e+03
-1.9998e-01,-5.5108e-01,1.9940e+00,2.9921e+00,-1.0200e+03
-2.5378e-01,-5.2804e-01,2.0038e+00,2.7320e+00,-9.8343e+02
-3.0346e-01,-4.2721e-01,2.0002e+00,3.0043e+00,-1.0265e+03
-2.1280e-01,-5.7017e-01,2.0026e+00,2.7351e+00,-1.0196e+03
-2.4654e-01,-5.3297e-01,2.0007e+00,2.6591e+00,-1.0115e+03
-2.7233e-01,-4.9017e-01,2.0013e+00,2.9073e+00,-9.8595e+02
-2.2414e-01,-5.6677e-01,1.9990e+00,2.6755e+00,-1.0219e+03
-2.5033e-01,-5.1278e-01,2.0018e+00,2.9464e+00,-1.0105e+03
-1.9294e-01,-5.8421e-01,1.9999e+00,2.8280e+00,-1.0226e+03
-2.9474e-01,-4.5322e-01,1.9991e+00,2.9177e+00,-1.0292e+03
-3.1240e-01,-4.4479e-01,1.9997e+00,2.8255e+00,-9.9537e+02
-1.9168e-01,-5.8389e-01,1.9949e+00,2.9589e+00,-9.7717e+02
-3.0944e-01,-4.5463e-01,2.0004e+00,2.6672e+00,-1.0053e+03
-2.4175e-01,-5.3305e-01,1.9931e+00,3.0215e+00,-9.4598e+02
-2.4751e-01,-5.0803e-01,2.0035e+00,2.8877e+00,-9.7835e+02
-1.9255e-01,-5.4051e-01,1.9946e+00,3.2895e+00,-1.0128e+03
-2.1835e-01,-5.9496e-01,1.9898e+00,2.8250e+00,-9.9756e+02
-3.0213e-01,-4.7955e-01,2.0011e+00,2.8252e+00,-1.0070e+03
-2.0807e-01,-5.8982e-01,1.9929e+00,2.9195e+00,-9.6805e+02
-2.8982e-01,-4.9292e-01,1.9949e+00,2.8321e+00,-9.5830e+02
-2.2638e-01,-5.2198e-01,1.9911e+00,3.0983e+00,-1.0313e+03
-2.3953e-01,-5.2793e-01,1.9919e+00,2.9519e+00,-9.8221e+02
-2.3004e-01,-5.5235e-01,1.9963e+00,2.9218e+00,-9.5678e+02
-2.5136e-01,-5.3712e-01,1.9950e+00,2.9365e+00,-9.9305e+02
-1.9704e-01,-5.7991e-01,1.9917e+00,3.0699e+00,-1.0214e+03
-2.4772e-01,-4.9819e-01,2.0023e+00,2.9190e+00,-9.7603e+02
-2.5114e-01,-5.1835e-01,1.9987e+00,2.7280e+00,-1.0218e+03
-2.0588e-01,-5.6854e-01,1.9911e+00,2.9546e+00,-1.0073e+03
-2.8718e-01,-4.8729e-01,2.0009e+00,2.7448e+00,-9.9208e+02
-1.9772e-01,-5.6065e-01,1.9993e+00,2.9789e+00,-9.6223e+02
-2.0421e-01,-5.1568e-01,2.0046e+00,3.1250e+00,-1.0318e+03
-2.1219e-01,-6.0810e-01,1.9934e+00,2.7675e+00,-1.0283e+03
-2.7125e-01,-5.1864e-01,1.9976e+00,2.8490e+00,-9.4826e+02
-2.6101e-01,-4.8336e-01,1.9952e+00,3.1406e+00,-1.0262e+03
-3.3923e-01,-4.5886e-01,2.0061e+00,2.4086e+00,-1.0209e+03
-2.8073e-01,-5.2406e-01,1.9914e+00,2.7876e+00,-1.0151e+03
-2.1330e-01,-5.2230e-01,1.9908e+00,3.0820e+00,-1.0277e+03
-2.0765e-01,-4.8853e-01,1.9997e+00,3.2848e+00,-1.0192e+03
-1.9643e-01,-5.8194e-01,1.9980e+00,2.8562e+00,-1.0039e+03
-2.5615e-01,-5.7030e-01,1.9973e+00,2.6221e+00,-1.0018e+03
-1.9331e-01,-5.5353e-01,1.9950e+00,3.1619e+00,-9.6870e+02
-3.4082e-01,-4.3821e-01,2.0106e+00,2.5635e+00,-1.0239e+03
-3.1023e-01,-4.4268e-01,2.0054e+00,2.6937e+00,-1.0282e+03
-2.3242e-01,-5.3738e-01,1.9964e+00,2.8906e+00,-9.8202e+02
-2.5929e-01,-4.8818e-01,2.0017e+00,3.0322e+00,-1.0023e+03
-2.9926e-01,-4.5890e-01,2.0008e+00,2.8498e+00,-9.9318e+02
-2.7154e-01,-5.4653e-01,1.9892e+00,2.7394e+00,-1.0193e+03
-2.0632e-01,-5.2814e-01,1.9968e+00,3.1714e+00,-9.7713e+02
-3.2924e-01,-4.6722e-01,1.9964e+00,2.7150e+00,-1.0293e+03
-2.6460e-01,-5.0387e-01,1.9996e+00,2.9628e+00,-9.7958e+02
-2.9197e-01,-4.2410e-01,2.0030e+00,3.0910e+00,-1.0302e+03
-3.0643e-01,-4.6895e-01,2.0020e+00,2.8876e+00,-1.0236e+03
-2.1997e-01,-5.7986e-01,1.9900e+00,2.9154e+00,-1.0117e+03
-2.7091e-01,-5.5060e-01,1.9973e+00,2.5315e+00,-1.0201e+03
-2.2362e-01,-5.6946e-01,1.9999e+00,2.7177e+00,-1.0180e+03
-2.0592e-01,-5.8500e-01,1.9953e+00,2.7877e+00,-1.0204e+03
-2.0941e-01,-5.7325e-01,1.9921e+00,2.8255e+00,-1.0117e+03
-2.5369e-01,-5.4330e-01,1.9942e+00,2.8820e+00,-9.9355e+02
-2.0794e-01,-6.2673e-01,1.9902e+00,2.7768e+00,-1.0311e+03
-2.4311e-01,-5.5050e-01,1.9937e+00,2.7859e+00,-9.8614e+02
-2.4837e-01,-5.5512e-01,1.9956e+00,2.7183e+00,-9.9560e+02
-2.7940e-01,-5.0689e-01,1.9985e+00,2.7922e+00,-9.6625e+02
-1.7576e-01,-6.2051e-01,1.9888e+00,2.9637e+00,-1.0154e+03
-3.1871e-01,-4.3341e-01,1.9994e+00,2.7902e+00,-1.0289e+03
-2.2404e-01,-5.3982e-01,1.9935e+00,2.9902e+00,-9.6172e+02
-2.4615e-01,-5.7165e-01,1.9932e+00,2.7358e+00,-9.9041e+02
-3.1579e-01,-4.8551e-01,1.9966e+00,2.4990e+00,-1.0283e+03
-2.8097e-01,-4.9519e-01,1.9952e+00,2.8747e+00,-9.8807e+02
-1.9590e-01,-5.9302e-01,1.9902e+00,3.0388e+00,-9.8686e+02
-2.5852e-01,-5.5330e-01,1.9942e+00,2.7374e+00,-1.0140e+03
-2.2826e-01,-5.5698e-01,1.9940e+00,2.9661e+00,-9.8639e+02
-2.2497e-01,-5.1008e-01,1.9898e+00,3.2428e+00,-1.0178e+03
-2.1468e-01,-5.4781e-01,1.9924e+00,3.0221e+00,-1.0212e+03
-2.7016e-01,-4.9425e-01,1.9930e+00,2.9904e+00,-9.7714e+02
-2.7915e-01,-5.4306e-01,1.9999e+00,2.4474e+00,-1.0198e+03
-2.9330e-01,-5.0801e-01,2.0025e+00,2.5639e+00,-1.0097e+03
-2.6461e-01,-5.1299e-01,1.9923e+00,2.9270e+00,-9.9541e+02
-2.1201e-01,-5.5138e-01,1.9967e+00,2.9345e+00,-9.6721e+02
-2.5485e-01,-4.9876e-01,1.9911e+00,3.0221e+00,-1.0258e+03
-2.4909e-01,-5.2979e-01,2.0007e+00,2.8453e+00,-9.7881e+02
-2.5534e-01,-5.1046e-01,2.0030e+00,2.8475e+00,-9.7204e+02
-2.5824e-01,-5.7091e-01,1.9922e+00,2.6607e+00,-1.0293e+03
-2.3008e-01,-5.7400e-01,1.9995e+00,2.7296e+00,-1.0185e+03
-3.3428e-01,-4.8898e-01,2.0024e+00,2.2704e+00,-1.0308e+03
-2.6992e-01,-5.0475e-01,1.9963e+00,2.8637e+00,-9.6246e+02
-2.6300e-01,-4.6954e-01,2.0008e+00,3.0815e+00,-9.9461e+02
-2.3782e-01,-5.6352e-01,1.9918e+00,2.9702e+00,-9.9410e+02
-2.5554e-01,-5.0468e-01,2.0042e+00,2.8355e+00,-1.0171e+03
-2.8578e-01,-5.2376e-01,1.9901e+00,2.7479e+00,-1.0312e+03
-1.9533e-01,-5.5813e-01,2.0043e+00,2.9167e+00,-1.0142e+03
-2.3480e-01,-5.5990e-01,1.9847e+00,3.0353e+00,-1.0296e+03
-2.4118e-01,-5.1438e-01,2.0002e+00,2.8333e+00,-1.0178e+03
-2.0122e-01,-5.5101e-01,1.9965e+00,3.1022e+00,-1.0001e+03
-2.5894e-01,-5.2749e-01,2.0021e+00,2.8249e+00,-1.0287e+03
-2.0254e-01,-5.9464e-01,1.9927e+00,2.9474e+00,-9.7166e+02
-2.7456e-01,-5.2434e-01,1.9977e+00,2.6260e+00,-1.0010e+03
-3.0039e-01,-5.3244e-01,1.9960e+00,2.5345e+00,-9.8601e+02
-2.8581e-01,-5.0811e-01,1.9953e+00,2.7135e+00,-9.9300e+02
-2.3712e-01,-5.5624e-01,1.9869e+00,2.9564e+00,-1.0151e+03
-3.4251e-01,-4.2128e-01,2.0078e+00,2.5646e+00,-1.0183e+03
-2.3519e-01,-5.1665e-01,1.9955e+00,3.0640e+00,-9.4658e+02
-2.0824e-01,-5.8822e-01,1.9973e+00,2.8418e+00,-1.0209e+03
-1.9359e-01,-6.0128e-01,1.9969e+00,2.7658e+00,-1.0195e+03
-2.0848e-01,-5.7806e-01,1.9943e+00,2.9006e+00,-9.7011e+02
-1.8733e-01,-5.6129e-01,1.9891e+00,3.1788e+00,-1.0215e+03
-2.2797e-01,-5.5572e-01,1.9946e+00,2.7831e+00,-9.9252e+02
-2.5825e-01,-5.3736e-01,2.0020e+00,2.6929e+00,-9.8889e+02
-2.1764e-01,-5.5601e-01,2.0018e+00,2.7896e+00,-1.0057e+03
-3.3139e-01,-4.3886e-01,2.0090e+00,2.5669e+00,-1.0237e+03
-3.2497e-01,-4.5581e-01,1.9949e+00,2.7819e+00,-1.0248e+03
-2.0155e-01,-5.0040e-01,2.0039e+00,3.2183e+00,-1.0041e+03
-3.0289e-01,-4.7283e-01,2.0020e+00,2.8382e+00,-1.0092e+03
-2.3517e-01,-5.5068e-01,1.9913e+00,3.0654e+00,-1.0216e+03
-1.5831e-01,-6.4663e-01,1.9902e+00,2.9629e+00,-1.0273e+03
-2.4568e-01,-4.9526e-01,1.9961e+00,3.0259e+00,-1.0015e+03
-2.5191e-01,-5.8211e-01,1.9935e+00,2.5660e+00,-1.0257e+03
-2.6493e-01,-4.7467e-01,1.9966e+00,3.1522e+00,-1.0253e+03
-2.1515e-01,-5.3601e-01,1.9976e+00,3.0242e+00,-9.7477e+02
-3.1403e-01,-4.5404e-01,2.0083e+00,2.5550e+00,-1.0265e+03
-2.6806e-01,-5.5322e-01,2.0000e+00,2.5031e+00,-1.0152e+03
-3.2425e-01,-4.5335e-01,1.9996e+00,2.6241e+00,-1.0044e+03
-3.0978e-01,-4.3382e-01,2.0062e+00,2.6709e+00,-1.0190e+03
-2.7541e-01,-5.2256e-01,1.9932e+00,2.6661e+00,-1.0061e+03
-1.9933e-01,-5.3468e-01,1.9880e+00,3.2682e+00,-1.0228e+03
-2.4534e-01,-5.3545e-01,1.9936e+00,2.9390e+00,-9.8425e+02
-2.2635e-01,-5.9101e-01,1.9911e+00,2.7670e+00,-9.7247e+02
-2.8572e-01,-5.1703e-01,1.9903e+00,2.7431e+00,-1.0256e+03
-2.5371e-01,-4.8904e-01,2.0067e+00,2.7923e+00,-1.0312e+03
-2.3281e-01,-5.3532e-01,2.0028e+00,2.8552e+00,-9.9130e+02
-2.9317e-01,-5.1653e-01,1.9963e+00,2.6255e+00,-9.7002e+02
-3.0516e-01,-4.5816e-01,2.0002e+00,2.9778e+00,-1.0203e+03
-1.9244e-01,-5.4209e-01,1.9952e+00,3.1883e+00,-9.6543e+02
-2.7404e-01,-4.8504e-01,2.0028e+00,2.7915e+00,-1.0060e+03
-2.2518e-01,-4.9939e-01,1.9935e+00,3.1878e+00,-1.0025e+03
-2.5318e-01,-4.6513e-01,2.0064e+00,3.0060e+00,-1.0316e+03
-2.8813e-01,-5.3185e-01,1.9914e+00,2.6686e+00,-1.0047e+03
-2.7219e-01,-4.9605e-01,2.0000e+00,2.9655e+00,-1.0309e+03
