nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logzh,logdust,logNpix,tau
2.0000e+03,0.0000e+00,1.0000e+00,1.9608e+00,-1.2900e+06,-1.2900e+06,-1.9803e-02,-1.2900e+06,3.0263e-01,4.6250e+00,inf,2.3846e+00,-3.9506e-01,-1.4539e+00,2.4490e+00,5.0067e+00
2.0000e+03,1.0000e+00,2.0000e+00,3.8462e+00,-1.2857e+06,-1.2857e+06,-3.9605e-02,-1.2857e+06,3.0328e-01,4.6446e+00,8.5091e+05,4.7658e+00,-8.0398e-01,-1.6348e+00,2.3036e+00,5.2392e+00
2.0000e+03,2.0000e+00,3.0000e+00,5.6604e+00,-1.2828e+06,-1.2828e+06,-5.9408e-02,-1.2828e+06,3.0393e-01,4.6646e+00,8.4660e+05,7.1353e+00,-1.0965e+00,-6.0341e-01,2.4044e+00,6.3398e+00
2.0000e+03,3.0000e+00,4.0000e+00,7.4074e+00,-1.2748e+06,-1.2749e+06,-7.9211e-02,-1.2749e+06,3.0457e-01,4.6843e+00,8.4365e+05,9.5121e+00,-6.2621e-01,-7.7570e-01,2.3364e+00,4.7544e+00
2.0000e+03,4.0000e+00,5.0000e+00,9.0909e+00,-1.2723e+06,-1.2723e+06,-9.9013e-02,-1.2723e+06,3.0522e-01,4.7043e+00,8.3574e+05,1.1891e+01,-8.6633e-01,-8.6380e-01,2.2383e+00,3.6170e+00
2.0000e+03,5.0000e+00,7.0000e+00,1.0526e+01,-1.2717e+06,-1.2717e+06,-1.1882e-01,-1.2717e+06,3.0586e-01,4.7240e+00,inf,1.6643e+01,-1.2719e+00,-9.8380e-02,1.1514e+00,2.1617e+00
2.0000e+03,6.0000e+00,8.0000e+00,1.2069e+01,-1.2716e+06,-1.2716e+06,-1.3862e-01,-1.2716e+06,3.0649e-01,4.7437e+00,inf,1.9016e+01,2.8111e-01,-5.3470e-02,1.6868e+00,3.1964e+00
2.0000e+03,7.0000e+00,1.0000e+01,1.3333e+01,-1.2657e+06,-1.2657e+06,-1.5842e-01,-1.2657e+06,3.0714e-01,4.7637e+00,inf,2.3770e+01,-9.8869e-01,-1.7834e+00,2.0524e+00,5.6949e+00
2.0000e+03,8.0000e+00,1.1000e+01,1.4754e+01,-1.2573e+06,-1.2573e+06,-1.7822e-01,-1.2573e+06,3.0777e-01,4.7833e+00,inf,2.6142e+01,-1.2521e+00,-1.7612e+00,1.9770e+00,4.5238e+00
2.0000e+03,9.0000e+00,1.2000e+01,1.6129e+01,-1.2546e+06,-1.2546e+06,-1.9803e-01,-1.2546e+06,3.0841e-01,4.8033e+00,inf,2.8511e+01,-2.9133e-01,-1.7938e+00,2.1047e+00,6.6733e+00
2.0000e+03,1.0000e+01,1.3000e+01,1.7460e+01,-1.2533e+06,-1.2533e+06,-2.1783e-01,-1.2533e+06,3.0904e-01,4.8230e+00,inf,3.0892e+01,-4.9383e-01,-1.9725e+00,2.0457e+00,6.2958e+00
2.0000e+03,1.1000e+01,1.4000e+01,1.8750e+01,-1.2496e+06,-1.2496e+06,-2.3763e-01,-1.2496e+06,3.0967e-01,4.8427e+00,inf,3.3271e+01,-4.4355e-01,-9.7142e-02,1.4607e+00,4.0154e+00
2.0000e+03,1.2000e+01,1.5000e+01,2.0000e+01,-1.2488e+06,-1.2488e+06,-2.5743e-01,-1.2488e+06,3.1031e-01,4.8627e+00,inf,3.5653e+01,4.1628e-01,-2.4813e-01,1.2156e+00,4.0060e+00
2.0000e+03,1.3000e+01,1.6000e+01,2.1212e+01,-1.2480e+06,-1.2480e+06,-2.7724e-01,-1.2480e+06,3.1094e-01,4.8824e+00,inf,3.8034e+01,-2.5445e-01,-1.0126e+00,2.1811e+00,5.2726e+00
2.0000e+03,1.4000e+01,1.7000e+01,2.2388e+01,-1.2459e+06,-1.2459e+06,-2.9704e-01,-1.2459e+06,3.1157e-01,4.9021e+00,inf,4.0416e+01,-5.0420e-02,-5.6664e-01,5.8216e-01,3.6369e+00
2.0000e+03,1.5000e+01,1.8000e+01,2.3529e+01,-1.2413e+06,-1.2413e+06,-3.1684e-01,-1.2413e+06,3.1220e-01,4.9220e+00,inf,4.2807e+01,8.1048e-02,-1.5837e-02,2.4176e+00,5.7518e+00
2.0000e+03,1.6000e+01,1.9000e+01,2.4638e+01,-1.2408e+06,-1.2408e+06,-3.3664e-01,-1.2408e+06,3.1282e-01,4.9417e+00,inf,4.5193e+01,-5.8438e-01,-1.5919e-01,2.2581e+00,2.5157e+00
2.0000e+03,1.7000e+01,2.1000e+01,2.5352e+01,-1.2397e+06,-1.2397e+06,-3.5645e-01,-1.2397e+06,3.1346e-01,4.9617e+00,inf,4.9974e+01,2.0780e-01,-1.4259e+00,8.4613e-01,1.8041e+00
2.0000e+03,1.8000e+01,2.3000e+01,2.6027e+01,-1.2363e+06,-1.2363e+06,-3.7625e-01,-1.2363e+06,3.1408e-01,4.9814e+00,inf,5.4773e+01,-4.2624e-01,-3.6160e-01,6.1423e-01,5.0165e+00
2.0000e+03,1.9000e+01,2.5000e+01,2.6667e+01,-1.2333e+06,-1.2333e+06,-3.9605e-01,-1.2333e+06,3.1470e-01,5.0011e+00,inf,5.9547e+01,4.8713e-01,-3.6259e-01,1.5902e+00,3.7075e+00
2.0000e+03,2.0000e+01,2.7000e+01,2.7273e+01,-1.2329e+06,-1.2330e+06,-4.1586e-01,-1.2330e+06,3.1533e-01,5.0211e+00,inf,6.4316e+01,-2.8665e-01,-3.5568e-01,1.7559e+00,1.7075e+00
2.0000e+03,2.1000e+01,2.8000e+01,2.8205e+01,-1.2319e+06,-1.2319e+06,-4.3566e-01,-1.2319e+06,3.1594e-01,5.0408e+00,9.9979e+05,6.6711e+01,2.3208e-02,-1.7119e-01,1.8172e+00,4.4102e+00
2.0000e+03,2.2000e+01,2.9000e+01,2.9114e+01,-1.2308e+06,-1.2308e+06,-4.5546e-01,-1.2308e+06,3.1657e-01,5.0607e+00,9.9872e+05,6.9093e+01,-8.5381e-01,-2.5715e-01,9.3127e-01,5.4097e+00
2.0000e+03,2.3000e+01,3.0000e+01,3.0000e+01,-1.2238e+06,-1.2238e+06,-4.7526e-01,-1.2238e+06,3.1718e-01,5.0804e+00,9.9761e+05,7.1540e+01,-1.4813e+00,-1.9870e-01,2.4545e+00,4.3414e+00
2.0000e+03,2.4000e+01,3.1000e+01,3.0864e+01,-1.2223e+06,-1.2223e+06,-4.9507e-01,-1.2223e+06,3.1780e-01,5.1001e+00,9.9067e+05,7.3945e+01,-1.0624e+00,-1.5026e-01,1.3843e+00,6.4559e+00
2.0000e+03,2.5000e+01,3.2000e+01,3.1707e+01,-1.2204e+06,-1.2204e+06,-5.1487e-01,-1.2204e+06,3.1842e-01,5.1201e+00,9.8910e+05,7.6340e+01,-6.6649e-01,-9.2830e-01,5.1242e-01,2.8039e+00
2.0000e+03,2.6000e+01,3.3000e+01,3.2530e+01,-1.2198e+06,-1.2198e+06,-5.3467e-01,-1.2198e+06,3.1903e-01,5.1398e+00,9.8720e+05,7.8718e+01,-1.3305e+00,-1.3340e+00,1.9569e+00,1.8546e+00
2.0000e+03,2.7000e+01,3.5000e+01,3.2941e+01,-1.2167e+06,-1.2167e+06,-5.5447e-01,-1.2167e+06,3.1965e-01,5.1598e+00,9.8663e+05,8.3480e+01,4.3167e-01,-1.7057e+00,5.5929e-01,4.5634e+00
