niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau
2.3000e+01,1.0000e+00,4.3893e+00,-1.6927e+05,-1.6928e+05,-4.5954e-02,-1.6928e+05,1.1787e-01,6.9537e+00,1.6031e+05,7.6335e+02,-2.1993e-01,-9.8759e-01,4.6876e+00,6.9989e+00
2.4000e+01,1.0000e+00,4.5714e+00,-1.6924e+05,-1.6925e+05,-4.7952e-02,-1.6925e+05,1.1789e-01,6.9557e+00,1.6015e+05,7.6481e+02,2.2683e-01,-2.5070e-01,4.7309e+00,7.9845e-01
2.5000e+01,1.0000e+00,4.7529e+00,-1.6924e+05,-1.6924e+05,-4.9950e-02,-1.6924e+05,1.1735e-01,6.8922e+00,1.6012e+05,7.6626e+02,-1.7202e-01,-4.0690e-01,4.8058e+00,4.4697e+00
2.6000e+01,1.0000e+00,4.9336e+00,-1.6922e+05,-1.6922e+05,-5.1948e-02,-1.6922e+05,1.1792e-01,6.9597e+00,1.6012e+05,7.6774e+02,-4.9085e-01,-5.4300e-01,4.7270e+00,6.7836e+00
2.7000e+01,1.0000e+00,5.1136e+00,-1.6918e+05,-1.6919e+05,-5.3946e-02,-1.6919e+05,1.1794e-01,6.9617e+00,1.6010e+05,7.6923e+02,-3.9651e-01,-5.9719e-01,4.7252e+00,5.4180e+00
2.8000e+01,1.0000e+00,5.2930e+00,-1.6913e+05,-1.6914e+05,-5.5944e-02,-1.6914e+05,1.1796e-01,6.9637e+00,1.6007e+05,7.7068e+02,-3.5492e-01,-2.5995e-01,4.8269e+00,4.1756e+00
2.9000e+01,1.0000e+00,5.4717e+00,-1.6909e+05,-1.6910e+05,-5.7942e-02,-1.6910e+05,1.1797e-01,6.9657e+00,1.6002e+05,7.7214e+02,7.6023e-02,-8.0563e-01,4.4515e+00,3.2690e-01
3.0000e+01,1.0000e+00,5.6497e+00,-1.6904e+05,-1.6904e+05,-5.9940e-02,-1.6904e+05,1.1799e-01,6.9677e+00,1.5997e+05,7.7361e+02,-4.9299e-01,-9.9351e-02,4.9090e+00,4.4995e+00
3.1000e+01,1.0000e+00,5.8271e+00,-1.6900e+05,-1.6900e+05,-6.1938e-02,-1.6900e+05,1.1801e-01,6.9697e+00,1.5992e+05,7.7508e+02,7.6013e-02,-1.8267e-01,4.7070e+00,1.7356e+00
3.2000e+01,1.0000e+00,6.0038e+00,-1.6895e+05,-1.6896e+05,-6.3936e-02,-1.6896e+05,1.1802e-01,6.9717e+00,1.5988e+05,7.7670e+02,-2.9966e-01,-1.9783e-01,4.5985e+00,9.0254e-01
3.3000e+01,1.0000e+00,6.1798e+00,-1.6890e+05,-1.6891e+05,-6.5934e-02,-1.6891e+05,1.1804e-01,6.9737e+00,1.5983e+05,7.7816e+02,1.0429e-01,-5.1573e-01,4.5067e+00,1.3026e+00
3.4000e+01,1.0000e+00,6.3551e+00,-1.6889e+05,-1.6890e+05,-6.7932e-02,-1.6890e+05,1.1777e-01,6.9413e+00,1.5978e+05,7.7964e+02,2.3054e-01,-2.4578e-01,4.6667e+00,3.9785e-01
3.5000e+01,1.0000e+00,6.5299e+00,-1.6887e+05,-1.6887e+05,-6.9930e-02,-1.6887e+05,1.1807e-01,6.9777e+00,1.5977e+05,7.8113e+02,1.7618e-01,-6.7149e-01,4.4962e+00,1.9686e+00
3.6000e+01,3.0000e+00,6.6790e+00,-1.6879e+05,-1.6880e+05,-7.1928e-02,-1.6880e+05,1.1809e-01,6.9797e+00,1.5975e+05,7.8548e+02,-3.5747e-02,-2.2053e-01,4.7254e+00,2.7988e+00
3.7000e+01,1.0000e+00,6.8519e+00,-1.6879e+05,-1.6879e+05,-7.3926e-02,-1.6879e+05,1.1793e-01,6.9604e+00,1.5968e+05,7.8697e+02,9.3307e-02,-2.1271e-01,4.7911e+00,3.2616e+00
3.8000e+01,1.0000e+00,7.0240e+00,-1.6877e+05,-1.6878e+05,-7.5924e-02,-1.6878e+05,1.1812e-01,6.9837e+00,1.5967e+05,7.8842e+02,-2.8789e-01,-7.5820e-01,4.4854e+00,3.0000e+00
3.9000e+01,1.0000e+00,7.1956e+00,-1.6870e+05,-1.6871e+05,-7.7922e-02,-1.6871e+05,1.1814e-01,6.9857e+00,1.5965e+05,7.8988e+02,-4.9216e-01,-8.2647e-01,4.3566e+00,2.5510e+00
4.0000e+01,1.0000e+00,7.3665e+00,-1.6868e+05,-1.6869e+05,-7.9920e-02,-1.6869e+05,1.1816e-01,6.9877e+00,1.5958e+05,7.9136e+02,2.0398e-01,-2.5496e-01,4.6429e+00,1.9741e+00
4.1000e+01,1.0000e+00,7.5368e+00,-1.6865e+05,-1.6866e+05,-8.1918e-02,-1.6866e+05,1.1818e-01,6.9897e+00,1.5956e+05,7.9283e+02,-3.7241e-01,-2.8162e-01,4.4792e+00,1.1215e+00
4.2000e+01,1.0000e+00,7.7064e+00,-1.6865e+05,-1.6866e+05,-8.3916e-02,-1.6866e+05,1.1770e-01,6.9338e+00,1.5954e+05,7.9433e+02,1.5964e-01,-5.0008e-01,4.6570e+00,3.3581e+00
4.3000e+01,1.0000e+00,7.8755e+00,-1.6863e+05,-1.6864e+05,-8.5914e-02,-1.6864e+05,1.1821e-01,6.9936e+00,1.5953e+05,7.9578e+02,-1.4525e-01,-7.6581e-01,4.3353e+00,8.7828e-01
4.4000e+01,1.0000e+00,8.0439e+00,-1.6862e+05,-1.6863e+05,-8.7912e-02,-1.6863e+05,1.1822e-01,6.9952e+00,1.5952e+05,7.9724e+02,-3.4868e-01,-3.0170e-01,4.8088e+00,7.1307e+00
4.5000e+01,1.0000e+00,8.2117e+00,-1.6862e+05,-1.6862e+05,-8.9910e-02,-1.6862e+05,1.1821e-01,6.9937e+00,1.5951e+05,7.9870e+02,-2.3899e-01,-8.1741e-01,4.6072e+00,5.6816e+00
4.6000e+01,1.0000e+00,8.3789e+00,-1.6853e+05,-1.6853e+05,-9.1908e-02,-1.6853e+05,1.1826e-01,6.9997e+00,1.5950e+05,8.0015e+02,8.7792e-02,-3.9400e-01,4.4870e+00,7.7891e-01
4.7000e+01,1.0000e+00,8.5455e+00,-1.6851e+05,-1.6851e+05,-9.3906e-02,-1.6851e+05,1.1828e-01,7.0017e+00,1.5941e+05,8.0161e+02,-4.3735e-01,-4.0141e-01,4.3843e+00,1.5477e+00
4.8000e+01,1.0000e+00,8.7114e+00,-1.6830e+05,-1.6830e+05,-9.5904e-02,-1.6830e+05,1.1829e-01,7.0037e+00,1.5939e+05,8.0306e+02,2.2360e-01,-3.2409e-02,4.7201e+00,1.5590e+00
4.9000e+01,1.0000e+00,8.8768e+00,-1.6827e+05,-1.6828e+05,-9.7902e-02,-1.6828e+05,1.1831e-01,7.0057e+00,1.5918e+05,8.0451e+02,-3.5870e-01,-9.9239e-01,4.5854e+00,7.9807e+00
5.0000e+01,1.0000e+00,9.0416e+00,-1.6823e+05,-1.6824e+05,-9.9900e-02,-1.6824e+05,1.1833e-01,7.0077e+00,1.5915e+05,8.0603e+02,2.4579e-01,-4.3294e-01,4.4462e+00,8.2025e-01
5.1000e+01,1.0000e+00,9.2058e+00,-1.6810e+05,-1.6810e+05,-1.0190e-01,-1.6810e+05,1.1834e-01,7.0097e+00,1.5911e+05,8.0749e+02,-1.2877e-01,-1.9012e-01,4.8183e+00,5.1361e+00
5.2000e+01,1.0000e+00,9.3694e+00,-1.6806e+05,-1.6807e+05,-1.0390e-01,-1.6807e+05,1.1836e-01,7.0117e+00,1.5898e+05,8.0896e+02,-1.7233e-01,-3.8785e-01,4.6728e+00,5.0433e+00
5.3000e+01,1.0000e+00,9.5324e+00,-1.6804e+05,-1.6804e+05,-1.0589e-01,-1.6804e+05,1.1838e-01,7.0136e+00,1.5894e+05,8.1047e+02,1.6892e-01,-1.8965e-01,4.8564e+00,7.6659e+00
5.4000e+01,1.0000e+00,9.6948e+00,-1.6802e+05,-1.6803e+05,-1.0789e-01,-1.6803e+05,1.1839e-01,7.0156e+00,1.5892e+05,8.1194e+02,-5.1776e-02,-5.7713e-01,4.7339e+00,7.9524e+00
5.5000e+01,1.0000e+00,9.8566e+00,-1.6779e+05,-1.6779e+05,-1.0989e-01,-1.6779e+05,1.1841e-01,7.0176e+00,1.5890e+05,8.1342e+02,1.3399e-01,-4.6545e-01,4.3303e+00,1.5697e+00
5.6000e+01,1.0000e+00,1.0018e+01,-1.6772e+05,-1.6773e+05,-1.1189e-01,-1.6773e+05,1.1843e-01,7.0196e+00,1.5867e+05,8.1486e+02,-1.9419e-02,-6.1226e-01,4.2661e+00,1.9116e+00
5.7000e+01,1.0000e+00,1.0179e+01,-1.6768e+05,-1.6768e+05,-1.1389e-01,-1.6768e+05,1.1845e-01,7.0216e+00,1.5860e+05,8.1634e+02,-2.6237e-01,-4.3190e-01,4.4765e+00,3.5458e+00
5.8000e+01,1.0000e+00,1.0339e+01,-1.6766e+05,-1.6767e+05,-1.1588e-01,-1.6767e+05,1.1846e-01,7.0236e+00,1.5856e+05,8.1779e+02,1.6742e-01,-8.3153e-01,4.5343e+00,5.6519e+00
5.9000e+01,1.0000e+00,1.0498e+01,-1.6762e+05,-1.6763e+05,-1.1788e-01,-1.6763e+05,1.1848e-01,7.0256e+00,1.5854e+05,8.1926e+02,-8.3160e-02,-8.0241e-01,4.1624e+00,7.9220e-01
6.0000e+01,1.0000e+00,1.0657e+01,-1.6762e+05,-1.6762e+05,-1.1988e-01,-1.6762e+05,1.1295e-01,6.3851e+00,1.5850e+05,8.2076e+02,1.6642e-01,-4.7068e-01,4.5400e+00,3.6761e+00
6.1000e+01,1.0000e+00,1.0816e+01,-1.6761e+05,-1.6762e+05,-1.2188e-01,-1.6762e+05,1.1749e-01,6.9093e+00,1.5850e+05,8.2222e+02,-1.5664e-01,-7.9597e-02,4.5163e+00,2.0957e+00
6.2000e+01,2.0000e+00,1.0954e+01,-1.6757e+05,-1.6758e+05,-1.2388e-01,-1.6758e+05,1.1853e-01,7.0316e+00,1.5849e+05,8.2514e+02,-2.9915e-01,-9.6327e-01,4.2162e+00,2.7370e+00
6.3000e+01,1.0000e+00,1.1111e+01,-1.6755e+05,-1.6756e+05,-1.2587e-01,-1.6756e+05,1.1855e-01,7.0336e+00,1.5845e+05,8.2660e+02,2.3699e-01,-8.2368e-01,4.1999e+00,1.3266e+00
6.4000e+01,1.0000e+00,1.1268e+01,-1.6754e+05,-1.6755e+05,-1.2787e-01,-1.6755e+05,1.1744e-01,6.9033e+00,1.5843e+05,8.2806e+02,6.3356e-02,-1.3433e-01,4.8169e+00,7.0486e+00
6.5000e+01,3.0000e+00,1.1384e+01,-1.6751e+05,-1.6751e+05,-1.2987e-01,-1.6751e+05,1.1858e-01,7.0376e+00,1.5843e+05,8.3243e+02,-2.2104e-01,-1.7230e-01,4.6046e+00,3.4757e+00
6.6000e+01,1.0000e+00,1.1538e+01,-1.6749e+05,-1.6750e+05,-1.3187e-01,-1.6750e+05,1.1860e-01,7.0396e+00,1.5839e+05,8.3389e+02,-4.3183e-01,-4.7635e-01,4.5784e+00,7.7133e+00
6.7000e+01,1.0000e+00,1.1693e+01,-1.6745e+05,-1.6745e+05,-1.3387e-01,-1.6745e+05,1.1861e-01,7.0416e+00,1.5837e+05,8.3535e+02,-1.1568e-01,-8.5524e-01,4.5072e+00,5.9321e+00
6.8000e+01,2.0000e+00,1.1826e+01,-1.6743e+05,-1.6744e+05,-1.3586e-01,-1.6744e+05,1.1863e-01,7.0436e+00,1.5833e+05,8.3843e+02,-4.8460e-01,-3.8245e-01,4.2182e+00,1.9500e+00
6.9000e+01,1.0000e+00,1.1979e+01,-1.6734e+05,-1.6735e+05,-1.3786e-01,-1.6735e+05,1.1865e-01,7.0456e+00,1.5831e+05,8.3988e+02,1.6692e-01,-9.4773e-01,4.1327e+00,1.2469e+00
7.0000e+01,3.0000e+00,1.2090e+01,-1.6730e+05,-1.6730e+05,-1.3986e-01,-1.6730e+05,1.1866e-01,7.0476e+00,1.5823e+05,8.4431e+02,-2.1276e-01,-3.4191e-01,4.5249e+00,4.6241e+00
7.1000e+01,2.0000e+00,1.2220e+01,-1.6727e+05,-1.6728e+05,-1.4186e-01,-1.6728e+05,1.1868e-01,7.0496e+00,1.5818e+05,8.4719e+02,2.4837e-01,-5.9889e-01,4.5333e+00,4.5962e+00
7.2000e+01,1.0000e+00,1.2371e+01,-1.6727e+05,-1.6728e+05,-1.4386e-01,-1.6728e+05,1.0914e-01,5.9619e+00,1.5815e+05,8.4866e+02,-4.2533e-02,-7.0992e-01,4.3072e+00,3.0705e+00
7.3000e+01,1.0000e+00,1.2521e+01,-1.6723e+05,-1.6723e+05,-1.4585e-01,-1.6723e+05,1.1871e-01,7.0536e+00,1.5815e+05,8.5010e+02,-3.7896e-02,-7.8071e-01,4.4901e+00,5.2181e+00
7.4000e+01,1.0000e+00,1.2671e+01,-1.6711e+05,-1.6712e+05,-1.4785e-01,-1.6712e+05,1.1873e-01,7.0556e+00,1.5811e+05,8.5155e+02,-1.4899e-01,-2.0977e-01,4.6918e+00,5.7899e+00
7.5000e+01,2.0000e+00,1.2799e+01,-1.6709e+05,-1.6710e+05,-1.4985e-01,-1.6710e+05,1.1875e-01,7.0576e+00,1.5799e+05,8.5443e+02,1.4358e-01,-1.8117e-01,4.3542e+00,1.5882e+00
7.6000e+01,1.0000e+00,1.2947e+01,-1.6709e+05,-1.6709e+05,-1.5185e-01,-1.6709e+05,1.0984e-01,6.0389e+00,1.5797e+05,8.5590e+02,-3.8904e-01,-9.8351e-01,4.1297e+00,2.8581e+00
7.7000e+01,1.0000e+00,1.3095e+01,-1.6706e+05,-1.6707e+05,-1.5385e-01,-1.6707e+05,1.1878e-01,7.0616e+00,1.5797e+05,8.5736e+02,-4.5696e-01,-8.5255e-02,4.3227e+00,1.3561e+00
7.8000e+01,2.0000e+00,1.3220e+01,-1.6691e+05,-1.6691e+05,-1.5584e-01,-1.6691e+05,1.1880e-01,7.0636e+00,1.5794e+05,8.6027e+02,-2.6836e-01,-6.3232e-01,4.0532e+00,1.5255e+00
7.9000e+01,2.0000e+00,1.3345e+01,-1.6690e+05,-1.6690e+05,-1.5784e-01,-1.6690e+05,1.1881e-01,7.0649e+00,1.5779e+05,8.6320e+02,9.2893e-02,-7.9185e-03,4.8352e+00,6.3565e+00
8.0000e+01,1.0000e+00,1.3491e+01,-1.6688e+05,-1.6689e+05,-1.5984e-01,-1.6689e+05,1.1883e-01,7.0676e+00,1.5778e+05,8.6468e+02,-1.6155e-01,-3.4913e-01,4.2372e+00,2.3354e+00
8.1000e+01,1.0000e+00,1.3636e+01,-1.6685e+05,-1.6685e+05,-1.6184e-01,-1.6685e+05,1.1885e-01,7.0696e+00,1.5776e+05,8.6614e+02,-3.3141e-01,-7.1015e-01,4.3959e+00,5.9789e+00
8.2000e+01,1.0000e+00,1.3782e+01,-1.6678e+05,-1.6679e+05,-1.6384e-01,-1.6679e+05,1.1887e-01,7.0716e+00,1.5773e+05,8.6758e+02,-2.1145e-03,-9.5404e-01,4.5022e+00,7.5493e+00
8.3000e+01,1.0000e+00,1.3926e+01,-1.6676e+05,-1.6676e+05,-1.6583e-01,-1.6676e+05,1.1888e-01,7.0736e+00,1.5767e+05,8.6908e+02,2.0134e-02,-5.7879e-01,4.4334e+00,4.6431e+00
8.4000e+01,1.0000e+00,1.4070e+01,-1.6673e+05,-1.6674e+05,-1.6783e-01,-1.6674e+05,1.1890e-01,7.0756e+00,1.5764e+05,8.7054e+02,-9.2907e-02,-5.0507e-01,4.2051e+00,2.5329e+00
8.5000e+01,1.0000e+00,1.4214e+01,-1.6665e+05,-1.6666e+05,-1.6983e-01,-1.6666e+05,1.1892e-01,7.0776e+00,1.5762e+05,8.7199e+02,-1.6917e-01,-4.7280e-01,4.1193e+00,2.0857e+00
8.6000e+01,1.0000e+00,1.4357e+01,-1.6662e+05,-1.6663e+05,-1.7183e-01,-1.6663e+05,1.1893e-01,7.0796e+00,1.5753e+05,8.7343e+02,-3.0143e-01,-8.0500e-01,4.2821e+00,4.2102e+00
8.7000e+01,1.0000e+00,1.4500e+01,-1.6660e+05,-1.6661e+05,-1.7383e-01,-1.6661e+05,1.1895e-01,7.0816e+00,1.5750e+05,8.7488e+02,-4.9370e-01,-5.2845e-01,4.4097e+00,7.3931e+00
8.8000e+01,2.0000e+00,1.4618e+01,-1.6659e+05,-1.6659e+05,-1.7582e-01,-1.6659e+05,1.1897e-01,7.0836e+00,1.5749e+05,8.7776e+02,-7.5042e-02,-4.8600e-01,4.4755e+00,5.7907e+00
8.9000e+01,1.0000e+00,1.4760e+01,-1.6654e+05,-1.6655e+05,-1.7782e-01,-1.6655e+05,1.1898e-01,7.0856e+00,1.5747e+05,8.7922e+02,1.2832e-01,-7.4636e-01,4.3720e+00,4.9793e+00
9.0000e+01,1.0000e+00,1.4901e+01,-1.6654e+05,-1.6655e+05,-1.7982e-01,-1.6655e+05,1.0977e-01,6.0307e+00,1.5742e+05,8.8075e+02,-2.8006e-01,-4.6988e-01,4.4653e+00,6.9634e+00
9.1000e+01,1.0000e+00,1.5041e+01,-1.6648e+05,-1.6649e+05,-1.8182e-01,-1.6649e+05,1.1902e-01,7.0896e+00,1.5742e+05,8.8219e+02,-4.7908e-01,-4.2670e-01,4.2226e+00,3.4220e+00
9.2000e+01,1.0000e+00,1.5182e+01,-1.6645e+05,-1.6645e+05,-1.8382e-01,-1.6645e+05,1.1903e-01,7.0916e+00,1.5736e+05,8.8365e+02,-4.0436e-01,-8.8714e-01,3.9217e+00,1.9911e+00
9.3000e+01,1.0000e+00,1.5321e+01,-1.6644e+05,-1.6645e+05,-1.8581e-01,-1.6645e+05,1.1729e-01,6.8854e+00,1.5733e+05,8.8511e+02,-3.6745e-01,-6.2936e-01,4.0383e+00,2.5189e+00
9.4000e+01,1.0000e+00,1.5461e+01,-1.6637e+05,-1.6637e+05,-1.8781e-01,-1.6637e+05,1.1907e-01,7.0956e+00,1.5732e+05,8.8659e+02,6.9783e-02,-7.9434e-01,4.3624e+00,6.2213e+00
9.5000e+01,1.0000e+00,1.5599e+01,-1.6637e+05,-1.6637e+05,-1.8981e-01,-1.6637e+05,1.0955e-01,6.0068e+00,1.5725e+05,8.8803e+02,7.5390e-02,-2.0157e-01,4.1857e+00,8.1566e-01
9.6000e+01,1.0000e+00,1.5738e+01,-1.6636e+05,-1.6637e+05,-1.9181e-01,-1.6637e+05,1.1251e-01,6.3356e+00,1.5725e+05,8.8950e+02,3.0865e-02,-7.6521e-01,4.1411e+00,2.9436e+00
9.7000e+01,2.0000e+00,1.5850e+01,-1.6632e+05,-1.6632e+05,-1.9381e-01,-1.6632e+05,1.1912e-01,7.1016e+00,1.5725e+05,8.9239e+02,3.7980e-02,-1.2605e-01,4.2213e+00,8.8110e-01
9.8000e+01,1.0000e+00,1.5987e+01,-1.6629e+05,-1.6630e+05,-1.9580e-01,-1.6630e+05,1.1913e-01,7.1036e+00,1.5720e+05,8.9384e+02,-3.1095e-01,-7.5304e-03,4.3115e+00,2.0359e+00
9.9000e+01,1.0000e+00,1.6124e+01,-1.6627e+05,-1.6627e+05,-1.9780e-01,-1.6627e+05,1.1915e-01,7.1056e+00,1.5718e+05,8.9529e+02,-4.3642e-01,-6.6700e-01,3.9137e+00,1.2252e+00
1.0000e+02,1.0000e+00,1.6260e+01,-1.6626e+05,-1.6627e+05,-1.9980e-01,-1.6627e+05,1.1167e-01,6.2410e+00,1.5715e+05,8.9680e+02,1.6603e-01,-5.0121e-02,4.4910e+00,3.0392e+00
1.0100e+02,1.0000e+00,1.6396e+01,-1.6626e+05,-1.6626e+05,-2.0180e-01,-1.6626e+05,1.1908e-01,7.0968e+00,1.5715e+05,8.9846e+02,2.4897e-01,-6.7469e-01,4.4010e+00,4.9308e+00
1.0200e+02,1.0000e+00,1.6532e+01,-1.6625e+05,-1.6626e+05,-2.0380e-01,-1.6626e+05,1.1868e-01,7.0494e+00,1.5714e+05,8.9994e+02,-3.6552e-01,-2.5547e-01,4.0681e+00,1.3367e+00
1.0300e+02,1.0000e+00,1.6667e+01,-1.6625e+05,-1.6626e+05,-2.0579e-01,-1.6626e+05,1.1540e-01,6.6655e+00,1.5713e+05,9.0140e+02,-2.6385e-02,-2.0547e-01,4.1429e+00,1.2453e+00
1.0400e+02,1.0000e+00,1.6801e+01,-1.6622e+05,-1.6622e+05,-2.0779e-01,-1.6622e+05,1.1923e-01,7.1155e+00,1.5713e+05,9.0288e+02,-9.7470e-02,-2.2676e-01,4.5214e+00,5.1354e+00
1.0500e+02,1.0000e+00,1.6935e+01,-1.6618e+05,-1.6618e+05,-2.0979e-01,-1.6618e+05,1.1925e-01,7.1175e+00,1.5710e+05,9.0433e+02,8.6848e-02,-6.8270e-01,4.2733e+00,4.1097e+00
1.0600e+02,1.0000e+00,1.7069e+01,-1.6615e+05,-1.6616e+05,-2.1179e-01,-1.6616e+05,1.1927e-01,7.1195e+00,1.5706e+05,9.0578e+02,-4.7396e-01,-8.4474e-01,4.0277e+00,3.0134e+00
1.0700e+02,2.0000e+00,1.7175e+01,-1.6606e+05,-1.6607e+05,-2.1379e-01,-1.6607e+05,1.1928e-01,7.1215e+00,1.5703e+05,9.0871e+02,-4.1290e-01,-8.0270e-01,4.1171e+00,3.7014e+00
1.0800e+02,1.0000e+00,1.7308e+01,-1.6599e+05,-1.6599e+05,-2.1578e-01,-1.6599e+05,1.1930e-01,7.1235e+00,1.5694e+05,9.1015e+02,-4.2799e-01,-4.8828e-01,4.3745e+00,7.9490e+00
1.0900e+02,1.0000e+00,1.7440e+01,-1.6587e+05,-1.6588e+05,-2.1778e-01,-1.6588e+05,1.1932e-01,7.1255e+00,1.5687e+05,9.1161e+02,2.1921e-01,-6.1412e-01,3.9300e+00,1.1153e+00
1.1000e+02,1.0000e+00,1.7572e+01,-1.6586e+05,-1.6587e+05,-2.1978e-01,-1.6587e+05,1.1933e-01,7.1272e+00,1.5675e+05,9.1309e+02,-3.5281e-01,-7.6176e-01,4.2980e+00,7.1822e+00
