nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,3.3223e-01,-8.3208e+05,-8.3209e+05,-3.3278e-03,-8.3209e+05,1.4594e-01,6.4003e+00,inf,2.3710e+03,-6.8079e-01,-1.9886e+00,6.7701e+00,1.2145e+01,2.9033e+01
2.0000e+03,2.0000e+00,1.0000e+00,6.6225e-01,-8.2010e+05,-8.2011e+05,-6.6556e-03,-8.2011e+05,1.4598e-01,6.4036e+00,2.4987e+05,2.3805e+03,4.8896e-01,-1.6425e+00,2.0610e+00,9.1943e+00,3.3659e+01
2.0000e+03,3.0000e+00,1.0000e+00,9.9010e-01,-8.1786e+05,-8.1787e+05,-9.9834e-03,-8.1787e+05,1.4602e-01,6.4069e+00,2.3789e+05,2.3892e+03,3.4996e-01,-9.4174e-01,6.8559e+00,1.0990e+01,2.9032e+01
2.0000e+03,4.0000e+00,1.0000e+00,1.3158e+00,-8.0984e+05,-8.0985e+05,-1.3311e-02,-8.0985e+05,1.4605e-01,6.4102e+00,2.3565e+05,2.3971e+03,-1.3159e+00,-2.2442e-01,2.0822e+00,1.7292e+01,3.3494e+01
2.0000e+03,5.0000e+00,1.0000e+00,1.6393e+00,-8.0819e+05,-8.0820e+05,-1.6639e-02,-8.0820e+05,1.4609e-01,6.4136e+00,2.2763e+05,2.4047e+03,-1.4668e+00,-9.2897e-01,2.2285e+00,3.1642e+00,3.3215e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.9608e+00,-8.0784e+05,-8.0785e+05,-1.9967e-02,-8.0785e+05,1.4613e-01,6.4169e+00,2.2598e+05,2.4132e+03,-1.4813e+00,-1.9870e-01,6.8862e+00,1.1182e+01,2.9424e+01
2.0000e+03,7.0000e+00,1.0000e+00,2.2801e+00,-8.0707e+05,-8.0708e+05,-2.3295e-02,-8.0708e+05,1.4617e-01,6.4202e+00,2.2563e+05,2.4214e+03,-7.7023e-01,-7.6921e-01,2.3769e+00,7.4396e+00,3.3666e+01
2.0000e+03,8.0000e+00,1.0000e+00,2.5974e+00,-8.0592e+05,-8.0593e+05,-2.6622e-02,-8.0593e+05,1.4621e-01,6.4235e+00,2.2486e+05,2.4292e+03,-3.7761e-01,-9.9383e-01,2.0688e+00,1.5479e+01,3.3413e+01
2.0000e+03,9.0000e+00,1.0000e+00,2.9126e+00,-7.9979e+05,-7.9979e+05,-2.9950e-02,-7.9979e+05,1.4624e-01,6.4269e+00,2.2371e+05,2.4379e+03,-5.4445e-01,-1.3866e+00,2.2830e+00,1.8743e+01,3.3520e+01
2.0000e+03,1.0000e+01,1.0000e+00,3.2258e+00,-7.9338e+05,-7.9338e+05,-3.3278e-02,-7.9338e+05,1.4628e-01,6.4302e+00,2.1758e+05,2.4458e+03,-7.6070e-01,-7.9133e-01,2.5155e+00,1.6067e+01,3.3728e+01
