nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logzh,logdust,logNpix,tau
2.0000e+03,0.0000e+00,1.0000e+00,1.9608e+00,-1.0000e+300,-1.0000e+300,-1.9803e-02,-1.0000e+300,,-1.9608e+298,inf,2.6053e+00,2.0780e-01,-1.4259e+00,2.3461e+00,7.2170e-02
2.0000e+03,1.0000e+00,2.0000e+00,3.8462e+00,-1.0000e+300,-1.0000e+300,-3.9605e-02,-1.0000e+300,,-3.8831e+298,inf,5.1236e+00,-5.4887e-01,-1.3112e+00,3.2818e+00,9.6426e-03
2.0000e+03,2.0000e+00,3.0000e+00,5.6604e+00,-6.9525e+07,-6.9525e+07,-5.9408e-02,-6.9525e+07,0.0000e+00,4.8454e+00,inf,7.6340e+00,2.8111e-01,-5.3470e-02,3.1868e+00,1.9286e+00
2.0000e+03,3.0000e+00,4.0000e+00,7.4074e+00,-2.4419e+07,-2.4419e+07,-7.9211e-02,-2.4419e+07,,4.6831e+00,inf,1.0194e+01,-8.6633e-01,-8.6380e-01,3.7383e+00,2.4894e+00
2.0000e+03,4.0000e+00,5.0000e+00,9.0909e+00,-2.1499e+07,-2.1499e+07,-9.9013e-02,-2.1499e+07,,4.7262e+00,inf,1.2756e+01,-1.3305e+00,-1.3340e+00,3.4569e+00,1.3948e-01
2.0000e+03,5.0000e+00,6.0000e+00,1.0714e+01,-2.0999e+07,-2.0999e+07,-1.1882e-01,-2.0999e+07,,4.6898e+00,inf,1.5409e+01,-1.2719e+00,-9.8380e-02,2.6514e+00,5.4895e-01
2.0000e+03,6.0000e+00,7.0000e+00,1.2281e+01,-1.9060e+07,-1.9060e+07,-1.3862e-01,-1.9060e+07,,4.7332e+00,inf,1.7949e+01,-5.8438e-01,-1.5919e-01,3.7581e+00,1.0209e+00
2.0000e+03,7.0000e+00,8.0000e+00,1.3793e+01,-1.7802e+07,-1.7802e+07,-1.5842e-01,-1.7802e+07,,4.7728e+00,inf,2.0466e+01,-1.0965e+00,-6.0341e-01,3.9044e+00,6.1197e+00
2.0000e+03,8.0000e+00,1.0000e+01,1.5000e+01,-1.7505e+07,-1.7505e+07,-1.7822e-01,-1.7505e+07,,4.8113e+00,inf,2.5618e+01,-3.9506e-01,-1.4539e+00,3.9490e+00,4.3423e+00
2.0000e+03,9.0000e+00,1.1000e+01,1.6393e+01,-1.4659e+07,-1.4659e+07,-1.9803e-01,-1.4659e+07,,4.8150e+00,inf,2.8135e+01,-4.4355e-01,-9.7142e-02,2.9607e+00,3.0205e+00
2.0000e+03,1.0000e+01,1.2000e+01,1.7742e+01,-1.4460e+07,-1.4460e+07,-2.1783e-01,-1.4460e+07,,4.8232e+00,inf,3.0647e+01,-1.4813e+00,-1.9870e-01,3.9545e+00,3.4552e+00
2.0000e+03,1.1000e+01,1.3000e+01,1.9048e+01,-1.3977e+07,-1.3977e+07,-2.3763e-01,-1.3977e+07,,4.8320e+00,inf,3.3215e+01,-7.5315e-01,-1.9752e+00,3.8438e+00,5.9862e+00
