logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
-3.3459e-01,-1.8335e+00,-7.8844e-01,-1.8997e+00,-8.2553e-01,1.4333e+00,1.4833e+00,-2.1762e+04
-3.4303e-01,-1.8703e+00,-1.0350e+00,-9.9896e-01,-1.0171e+00,1.4058e+00,1.5079e+00,-2.1812e+04
-3.4007e-01,-1.9657e+00,-9.4426e-01,-1.7691e+00,-1.1126e+00,1.4040e+00,1.5096e+00,-2.1780e+04
-3.4319e-01,-1.8638e+00,-8.8267e-01,-8.3195e-01,-9.2385e-01,1.4080e+00,1.5098e+00,-2.1839e+04
-3.4333e-01,-1.9343e+00,-1.1454e+00,-9.5146e-01,-9.5830e-01,1.4067e+00,1.5088e+00,-2.1857e+04
-3.4424e-01,-1.9624e+00,-1.1775e+00,-7.8551e-01,-1.3062e+00,1.4096e+00,1.5040e+00,-2.1822e+04
-3.4152e-01,-1.9931e+00,-9.0516e-01,-1.1497e+00,-1.2432e+00,1.4043e+00,1.5155e+00,-2.1713e+04
-3.4259e-01,-1.8540e+00,-1.1316e+00,-9.4372e-01,-9.6611e-01,1.4170e+00,1.5027e+00,-2.1832e+04
-3.4637e-01,-1.9656e+00,-8.6103e-01,-1.1770e+00,-1.2941e+00,1.4016e+00,1.5116e+00,-2.1748e+04
-3.3672e-01,-1.9479e+00,-8.1966e-01,-1.7372e+00,-1.1930e+00,1.4095e+00,1.5110e+00,-2.1796e+04
-3.4044e-01,-1.9505e+00,-8.2865e-01,-2.0469e+00,-8.3584e-01,1.4051e+00,1.5183e+00,-2.1802e+04
-3.3951e-01,-1.8694e+00,-9.2069e-01,-1.4011e+00,-7.6055e-01,1.4132e+00,1.4961e+00,-2.1756e+04
-3.4328e-01,-1.9636e+00,-9.1233e-01,-1.3440e+00,-1.3957e+00,1.4137e+00,1.5008e+00,-2.1792e+04
-3.2940e-01,-1.8734e+00,-9.6434e-01,-7.9166e-01,-1.4014e+00,1.4244e+00,1.4843e+00,-2.1847e+04
-3.4220e-01,-1.9475e+00,-8.9849e-01,-1.3655e+00,-1.4084e+00,1.4156e+00,1.5010e+00,-2.1760e+04
-3.4549e-01,-1.8871e+00,-7.8789e-01,-1.3821e+00,-1.3627e+00,1.4082e+00,1.5129e+00,-2.1737e+04
-3.4711e-01,-1.8569e+00,-8.8455e-01,-2.0197e+00,-1.2581e+00,1.4422e+00,1.4783e+00,-2.1805e+04
-3.3842e-01,-1.9351e+00,-9.4454e-01,-1.6237e+00,-8.9940e-01,1.4001e+00,1.5149e+00,-2.1851e+04
-3.4408e-01,-1.8792e+00,-9.9586e-01,-1.8417e+00,-1.0076e+00,1.4440e+00,1.4802e+00,-2.1813e+04
-3.3968e-01,-1.9330e+00,-8.6288e-01,-1.6943e+00,-7.0046e-01,1.4044e+00,1.5097e+00,-2.1813e+04
-3.4205e-01,-1.8563e+00,-8.8738e-01,-1.7429e+00,-8.8319e-01,1.4066e+00,1.5206e+00,-2.1842e+04
-3.4261e-01,-1.9242e+00,-9.5001e-01,-1.2521e+00,-8.9838e-01,1.4190e+00,1.5002e+00,-2.1727e+04
-3.3857e-01,-1.9457e+00,-9.0021e-01,-1.4270e+00,-1.2081e+00,1.4067e+00,1.5166e+00,-2.1793e+04
-3.3766e-01,-1.9414e+00,-9.1040e-01,-1.8080e+00,-8.9500e-01,1.4174e+00,1.4965e+00,-2.1743e+04
-3.4056e-01,-1.9975e+00,-1.1415e+00,-8.1863e-01,-1.0753e+00,1.4030e+00,1.5077e+00,-2.1837e+04
-3.4593e-01,-1.9459e+00,-9.8165e-01,-2.0489e+00,-1.0875e+00,1.4109e+00,1.5026e+00,-2.1804e+04
-3.3199e-01,-1.9794e+00,-9.8922e-01,-1.2684e+00,-1.4223e+00,1.4337e+00,1.4858e+00,-2.1851e+04
-3.3625e-01,-1.9808e+00,-8.6206e-01,-2.0220e+00,-1.2495e+00,1.4177e+00,1.5013e+00,-2.1822e+04
-3.4124e-01,-1.9991e+00,-7.9623e-01,-1.8136e+00,-1.2943e+00,1.4066e+00,1.5171e+00,-2.1680e+04
-3.5612e-01,-1.8824e+00,-8.3096e-01,-1.6980e+00,-8.8407e-01,1.4174e+00,1.4975e+00,-2.1852e+04
-3.4318e-01,-1.8838e+00,-8.6781e-01,-2.0483e+00,-8.4282e-01,1.4091e+00,1.5083e+00,-2.1815e+04
-3.3936e-01,-1.9417e+00,-8.7408e-01,-2.0747e+00,-1.1182e+00,1.4097e+00,1.5150e+00,-2.1682e+04
-3.4136e-01,-1.9894e+00,-8.8679e-01,-1.2819e+00,-1.1295e+00,1.4041e+00,1.5144e+00,-2.1812e+04
-3.4802e-01,-1.9148e+00,-8.5943e-01,-1.4834e+00,-1.4178e+00,1.3925e+00,1.5223e+00,-2.1800e+04
-3.4015e-01,-1.9209e+00,-1.1706e+00,-7.1744e-01,-1.2649e+00,1.4090e+00,1.5052e+00,-2.1832e+04
-3.3574e-01,-1.9670e+00,-9.3129e-01,-1.9179e+00,-7.7243e-01,1.4102e+00,1.5118e+00,-2.1814e+04
-3.3257e-01,-1.8157e+00,-8.5842e-01,-1.7791e+00,-8.3831e-01,1.4302e+00,1.4902e+00,-2.1702e+04
-3.4024e-01,-1.9638e+00,-1.0012e+00,-1.9430e+00,-9.6868e-01,1.4029e+00,1.5134e+00,-2.1634e+04
-3.4814e-01,-1.9806e+00,-9.6118e-01,-1.5864e+00,-1.1925e+00,1.4077e+00,1.5087e+00,-2.1829e+04
-3.4311e-01,-1.9545e+00,-1.2321e+00,-6.9347e-01,-1.3911e+00,1.4080e+00,1.5063e+00,-2.1777e+04
-3.4581e-01,-1.9518e+00,-1.0079e+00,-1.0439e+00,-9.0688e-01,1.4066e+00,1.5041e+00,-2.1802e+04
-3.3567e-01,-1.8004e+00,-8.6926e-01,-1.2157e+00,-1.0887e+00,1.4305e+00,1.4892e+00,-2.1773e+04
-3.4305e-01,-1.9088e+00,-9.4830e-01,-1.1437e+00,-1.2500e+00,1.4004e+00,1.5163e+00,-2.1832e+04
-3.3989e-01,-1.9489e+00,-8.4287e-01,-1.9725e+00,-9.1693e-01,1.4015e+00,1.5165e+00,-2.1767e+04
-3.3942e-01,-1.9410e+00,-8.3558e-01,-1.1849e+00,-1.4053e+00,1.4029e+00,1.5137e+00,-2.1792e+04
-3.3802e-01,-1.9122e+00,-1.0183e+00,-1.0287e+00,-1.0781e+00,1.4177e+00,1.4920e+00,-2.1838e+04
-3.4899e-01,-1.8861e+00,-8.4509e-01,-1.5457e+00,-1.4206e+00,1.3999e+00,1.5150e+00,-2.1851e+04
-3.3730e-01,-1.9945e+00,-8.2899e-01,-1.4562e+00,-1.3810e+00,1.4100e+00,1.5189e+00,-2.1859e+04
-3.3898e-01,-1.8341e+00,-7.8207e-01,-1.6748e+00,-1.0002e+00,1.4039e+00,1.5135e+00,-2.1858e+04
-3.4700e-01,-1.9729e+00,-8.7718e-01,-1.6862e+00,-1.0123e+00,1.4033e+00,1.5101e+00,-2.1629e+04
-3.3921e-01,-1.9226e+00,-9.1731e-01,-1.7408e+00,-1.2793e+00,1.4228e+00,1.4928e+00,-2.1742e+04
-3.4215e-01,-1.9498e+00,-9.1823e-01,-1.8672e+00,-1.2549e+00,1.4158e+00,1.5057e+00,-2.1826e+04
-3.4936e-01,-1.9107e+00,-9.5785e-01,-8.8640e-01,-1.3322e+00,1.3912e+00,1.5229e+00,-2.1846e+04
-3.4114e-01,-1.8910e+00,-8.9667e-01,-1.5935e+00,-6.8365e-01,1.4024e+00,1.5120e+00,-2.1783e+04
-3.3135e-01,-1.8802e+00,-9.0137e-01,-1.4957e+00,-6.8972e-01,1.4292e+00,1.4845e+00,-2.1804e+04
-3.4716e-01,-1.9515e+00,-8.9497e-01,-1.7177e+00,-1.0422e+00,1.4028e+00,1.5140e+00,-2.1471e+04
-3.4655e-01,-1.9903e+00,-9.9624e-01,-1.4631e+00,-1.0840e+00,1.4023e+00,1.5130e+00,-2.1632e+04
-3.3708e-01,-1.9099e+00,-9.3563e-01,-1.6957e+00,-1.3796e+00,1.4265e+00,1.4908e+00,-2.1633e+04
-3.3898e-01,-1.9848e+00,-8.3634e-01,-1.8495e+00,-1.0776e+00,1.4066e+00,1.5184e+00,-2.1754e+04
-3.4452e-01,-1.9639e+00,-1.0282e+00,-9.1690e-01,-1.1008e+00,1.4092e+00,1.5059e+00,-2.1817e+04
-3.4028e-01,-1.9777e+00,-8.9903e-01,-1.6811e+00,-9.7236e-01,1.4064e+00,1.5127e+00,-2.1616e+04
-3.3649e-01,-1.9511e+00,-7.9230e-01,-1.9080e+00,-1.4261e+00,1.4244e+00,1.4871e+00,-2.1835e+04
-3.3889e-01,-1.9406e+00,-9.0882e-01,-1.3879e+00,-1.2014e+00,1.4091e+00,1.4928e+00,-2.1849e+04
-3.3996e-01,-1.9808e+00,-8.2993e-01,-1.8222e+00,-1.3331e+00,1.4001e+00,1.5164e+00,-2.1746e+04
-3.3445e-01,-1.8634e+00,-9.3491e-01,-1.8943e+00,-1.0441e+00,1.4328e+00,1.4824e+00,-2.1809e+04
-3.4666e-01,-1.9560e+00,-9.0281e-01,-1.6789e+00,-9.3874e-01,1.4026e+00,1.5040e+00,-2.1827e+04
-3.3656e-01,-1.9815e+00,-8.6894e-01,-1.9294e+00,-1.1197e+00,1.4032e+00,1.5201e+00,-2.1784e+04
-3.4190e-01,-1.9517e+00,-8.7604e-01,-1.4463e+00,-1.3014e+00,1.4114e+00,1.5105e+00,-2.1680e+04
-3.3576e-01,-1.9729e+00,-8.6386e-01,-1.9263e+00,-1.2773e+00,1.4182e+00,1.4947e+00,-2.1680e+04
-3.4247e-01,-1.9916e+00,-9.0447e-01,-1.3129e+00,-1.2184e+00,1.4087e+00,1.5078e+00,-2.1840e+04
-3.4327e-01,-1.8411e+00,-1.0148e+00,-6.6980e-01,-1.0733e+00,1.4156e+00,1.5052e+00,-2.1852e+04
-3.4806e-01,-1.9623e+00,-1.0420e+00,-1.0918e+00,-1.2894e+00,1.4080e+00,1.5028e+00,-2.1793e+04
-3.4157e-01,-1.9767e+00,-8.7432e-01,-1.7595e+00,-1.3445e+00,1.4186e+00,1.4974e+00,-2.1801e+04
-3.4863e-01,-1.9368e+00,-8.2335e-01,-1.5213e+00,-1.3710e+00,1.4004e+00,1.5152e+00,-2.1787e+04
-3.4715e-01,-1.8996e+00,-1.1248e+00,-8.7890e-01,-1.3366e+00,1.4032e+00,1.5127e+00,-2.1714e+04
-3.4482e-01,-1.9333e+00,-9.2937e-01,-1.8640e+00,-1.4133e+00,1.4122e+00,1.5059e+00,-2.1793e+04
-3.3685e-01,-1.9892e+00,-9.2750e-01,-1.4183e+00,-1.1313e+00,1.4108e+00,1.4907e+00,-2.1678e+04
-3.4049e-01,-1.9883e+00,-9.3452e-01,-1.8510e+00,-1.2028e+00,1.4075e+00,1.5156e+00,-2.1655e+04
-3.3685e-01,-1.9663e+00,-8.3049e-01,-1.4995e+00,-9.8598e-01,1.4037e+00,1.5227e+00,-2.1825e+04
-3.4387e-01,-1.9060e+00,-1.2058e+00,-8.0519e-01,-1.2996e+00,1.4159e+00,1.4982e+00,-2.1855e+04
-3.4094e-01,-1.8062e+00,-8.2097e-01,-1.8162e+00,-9.1886e-01,1.4060e+00,1.5080e+00,-2.1751e+04
-3.4006e-01,-1.9807e+00,-7.6440e-01,-1.6513e+00,-1.0347e+00,1.4028e+00,1.5134e+00,-2.1796e+04
-3.4309e-01,-1.9416e+00,-8.8757e-01,-1.5894e+00,-1.3947e+00,1.4167e+00,1.5061e+00,-2.1638e+04
-3.4664e-01,-1.9624e+00,-1.1157e+00,-8.7384e-01,-1.2269e+00,1.4089e+00,1.5123e+00,-2.1806e+04
-3.4170e-01,-1.7602e+00,-8.3283e-01,-1.0805e+00,-8.9941e-01,1.4052e+00,1.5126e+00,-2.1839e+04
-3.3253e-01,-1.8818e+00,-8.6173e-01,-2.1609e+00,-5.5259e-01,1.4296e+00,1.4847e+00,-2.1798e+04
-3.4031e-01,-1.9682e+00,-9.2501e-01,-2.1449e+00,-1.2019e+00,1.4034e+00,1.5084e+00,-2.1806e+04
-3.4280e-01,-1.7775e+00,-8.6977e-01,-1.4168e+00,-6.6483e-01,1.4159e+00,1.5076e+00,-2.1844e+04
-3.4124e-01,-1.8488e+00,-1.0532e+00,-8.3804e-01,-4.6147e-01,1.4060e+00,1.5081e+00,-2.1854e+04
-3.3837e-01,-1.9926e+00,-8.1189e-01,-1.5935e+00,-1.2788e+00,1.3987e+00,1.5223e+00,-2.1729e+04
-3.3296e-01,-1.9497e+00,-1.0339e+00,-1.7718e+00,-1.0018e+00,1.4309e+00,1.4858e+00,-2.1859e+04
-3.4537e-01,-1.9329e+00,-7.9785e-01,-1.6774e+00,-1.3463e+00,1.4074e+00,1.5119e+00,-2.1807e+04
-3.3624e-01,-1.9576e+00,-8.8628e-01,-1.2042e+00,-1.3212e+00,1.4184e+00,1.4905e+00,-2.1679e+04
-3.3259e-01,-1.9327e+00,-8.6932e-01,-1.7984e+00,-1.1287e+00,1.4302e+00,1.4838e+00,-2.1787e+04
-3.4213e-01,-1.8561e+00,-9.6173e-01,-9.9784e-01,-9.7421e-01,1.4068e+00,1.5086e+00,-2.1817e+04
-3.4495e-01,-1.9105e+00,-7.9982e-01,-1.8334e+00,-1.2149e+00,1.4082e+00,1.5120e+00,-2.1773e+04
-3.3571e-01,-1.9743e+00,-9.6583e-01,-9.5463e-01,-1.2242e+00,1.4211e+00,1.4906e+00,-2.1843e+04
-3.4722e-01,-1.9822e+00,-1.0185e+00,-1.3697e+00,-1.3528e+00,1.4112e+00,1.5033e+00,-2.1699e+04
-3.3896e-01,-1.9718e+00,-1.0116e+00,-9.8051e-01,-1.1042e+00,1.4111e+00,1.4952e+00,-2.1825e+04
-3.4330e-01,-1.9306e+00,-9.0895e-01,-1.4227e+00,-1.1013e+00,1.4174e+00,1.5087e+00,-2.1757e+04
-3.4418e-01,-1.9266e+00,-8.0976e-01,-2.0983e+00,-1.3845e+00,1.4154e+00,1.5047e+00,-2.1806e+04
-3.5574e-01,-1.9830e+00,-9.6821e-01,-1.5436e+00,-8.9864e-01,1.4205e+00,1.4970e+00,-2.1855e+04
-3.3930e-01,-1.9924e+00,-8.5328e-01,-1.3223e+00,-1.1600e+00,1.4154e+00,1.4943e+00,-2.1859e+04
-3.3571e-01,-1.9357e+00,-1.0260e+00,-1.5412e+00,-8.2538e-01,1.4179e+00,1.4935e+00,-2.1855e+04
-3.4831e-01,-1.9115e+00,-8.4923e-01,-1.8648e+00,-1.1602e+00,1.3987e+00,1.5195e+00,-2.1797e+04
-3.4293e-01,-1.9624e+00,-1.1866e+00,-6.3805e-01,-1.1898e+00,1.4159e+00,1.4999e+00,-2.1777e+04
-3.4488e-01,-1.9771e+00,-8.5455e-01,-1.9453e+00,-1.2500e+00,1.4066e+00,1.5106e+00,-2.1739e+04
-3.4502e-01,-1.8627e+00,-8.7800e-01,-1.7843e+00,-1.4281e+00,1.4225e+00,1.5016e+00,-2.1851e+04
-3.4310e-01,-1.9550e+00,-8.0317e-01,-1.8148e+00,-9.0464e-01,1.4081e+00,1.5065e+00,-2.1640e+04
-3.4618e-01,-1.9965e+00,-1.0899e+00,-9.1296e-01,-1.2147e+00,1.4055e+00,1.5105e+00,-2.1832e+04
-3.3781e-01,-1.9535e+00,-8.6855e-01,-1.5617e+00,-1.3751e+00,1.4234e+00,1.4922e+00,-2.1741e+04
-3.4502e-01,-1.8212e+00,-8.5047e-01,-1.3580e+00,-9.8987e-01,1.4142e+00,1.5024e+00,-2.1698e+04
-3.4484e-01,-1.9041e+00,-9.5341e-01,-1.6283e+00,-1.0215e+00,1.4151e+00,1.5005e+00,-2.1839e+04
-3.4276e-01,-1.9593e+00,-9.5879e-01,-1.8169e+00,-9.9060e-01,1.4163e+00,1.5077e+00,-2.1758e+04
-3.4235e-01,-1.9700e+00,-9.8119e-01,-1.8069e+00,-9.2430e-01,1.4076e+00,1.5074e+00,-2.1847e+04
-3.4591e-01,-1.8966e+00,-9.4193e-01,-1.9320e+00,-1.3085e+00,1.4093e+00,1.5033e+00,-2.1725e+04
-3.3817e-01,-1.9398e+00,-7.9978e-01,-2.0501e+00,-9.7394e-01,1.4202e+00,1.4933e+00,-2.1711e+04
-3.3464e-01,-1.9402e+00,-8.4271e-01,-1.2756e+00,-1.3255e+00,1.4029e+00,1.5148e+00,-2.1817e+04
-3.4438e-01,-1.8451e+00,-1.0545e+00,-1.0315e+00,-9.2677e-01,1.4138e+00,1.5003e+00,-2.1798e+04
-3.3538e-01,-1.9373e+00,-9.1002e-01,-1.9412e+00,-1.2975e+00,1.4192e+00,1.4948e+00,-2.1827e+04
-3.4621e-01,-1.8722e+00,-1.0981e+00,-8.9848e-01,-1.0856e+00,1.4036e+00,1.5125e+00,-2.1754e+04
-3.3739e-01,-1.9677e+00,-1.0417e+00,-1.3126e+00,-1.3772e+00,1.4059e+00,1.5207e+00,-2.1759e+04
-3.3121e-01,-1.9163e+00,-9.5560e-01,-1.9303e+00,-5.9777e-01,1.4278e+00,1.4867e+00,-2.1730e+04
-3.4103e-01,-1.9315e+00,-9.1757e-01,-2.1311e+00,-7.6693e-01,1.4101e+00,1.5122e+00,-2.1768e+04
-3.4349e-01,-1.9662e+00,-9.1962e-01,-1.4626e+00,-1.2522e+00,1.4127e+00,1.5052e+00,-2.1635e+04
-3.4360e-01,-1.8908e+00,-1.0515e+00,-9.5993e-01,-9.6006e-01,1.4154e+00,1.5037e+00,-2.1847e+04
-3.3645e-01,-1.9135e+00,-9.5402e-01,-2.0298e+00,-4.6492e-01,1.4170e+00,1.4861e+00,-2.1851e+04
-3.3961e-01,-1.9380e+00,-9.4347e-01,-9.9175e-01,-1.3914e+00,1.4211e+00,1.4925e+00,-2.1806e+04
-3.4991e-01,-1.9643e+00,-9.4327e-01,-1.9738e+00,-1.0420e+00,1.4063e+00,1.5109e+00,-2.1858e+04
-3.4117e-01,-1.9010e+00,-9.1678e-01,-1.9251e+00,-7.8419e-01,1.4031e+00,1.5098e+00,-2.1799e+04
-3.3659e-01,-1.9941e+00,-9.5262e-01,-1.2586e+00,-1.3531e+00,1.4190e+00,1.4936e+00,-2.1597e+04
-3.4143e-01,-1.9568e+00,-7.9295e-01,-1.6077e+00,-1.3363e+00,1.4059e+00,1.5081e+00,-2.1765e+04
-3.4593e-01,-1.9517e+00,-9.5747e-01,-1.0737e+00,-1.2759e+00,1.4020e+00,1.5105e+00,-2.1809e+04
-3.4398e-01,-1.8783e+00,-7.7873e-01,-2.1372e+00,-1.4327e+00,1.4050e+00,1.5179e+00,-2.1817e+04
-3.3409e-01,-1.8869e+00,-9.0581e-01,-1.4705e+00,-1.0338e+00,1.4366e+00,1.4840e+00,-2.1831e+04
-3.3729e-01,-1.9909e+00,-8.5101e-01,-1.4855e+00,-1.1591e+00,1.4141e+00,1.4908e+00,-2.1798e+04
-3.4290e-01,-1.8050e+00,-9.4447e-01,-1.2729e+00,-9.4030e-01,1.4164e+00,1.5061e+00,-2.1803e+04
-3.4385e-01,-1.9290e+00,-9.8744e-01,-1.3488e+00,-1.4115e+00,1.4142e+00,1.4987e+00,-2.1811e+04
-3.4307e-01,-1.9889e+00,-9.9878e-01,-1.1283e+00,-8.3284e-01,1.4074e+00,1.5068e+00,-2.1780e+04
-3.3963e-01,-1.8304e+00,-8.4967e-01,-2.0951e+00,-8.0385e-01,1.4029e+00,1.5127e+00,-2.1803e+04
-3.3880e-01,-1.9891e+00,-9.2596e-01,-1.9178e+00,-1.1651e+00,1.4145e+00,1.4969e+00,-2.1753e+04
-3.4209e-01,-1.9803e+00,-1.2582e+00,-7.4550e-01,-1.1551e+00,1.4114e+00,1.5011e+00,-2.1712e+04
-3.3937e-01,-1.8611e+00,-8.0964e-01,-1.9619e+00,-8.4142e-01,1.4073e+00,1.5112e+00,-2.1839e+04
-3.3560e-01,-1.9006e+00,-9.1185e-01,-2.1329e+00,-9.8329e-01,1.4265e+00,1.4896e+00,-2.1850e+04
-3.3935e-01,-1.9466e+00,-9.7279e-01,-2.0596e+00,-8.8500e-01,1.4158e+00,1.4952e+00,-2.1775e+04
-3.4350e-01,-1.9392e+00,-8.3693e-01,-1.1689e+00,-1.0417e+00,1.4140e+00,1.5071e+00,-2.1823e+04
-3.4328e-01,-1.9860e+00,-8.9640e-01,-1.9829e+00,-1.0304e+00,1.4073e+00,1.5098e+00,-2.1660e+04
-3.3889e-01,-1.9540e+00,-9.4030e-01,-1.2725e+00,-6.6038e-01,1.3994e+00,1.5153e+00,-2.1630e+04
-3.4796e-01,-1.9585e+00,-8.6308e-01,-1.4471e+00,-1.1116e+00,1.3952e+00,1.5185e+00,-2.1784e+04
-3.3797e-01,-1.9787e+00,-1.2063e+00,-6.8672e-01,-1.0993e+00,1.4125e+00,1.4960e+00,-2.1846e+04
-3.4820e-01,-1.9699e+00,-8.8890e-01,-1.1514e+00,-1.0468e+00,1.3918e+00,1.5261e+00,-2.1800e+04
-3.3941e-01,-1.9759e+00,-8.1374e-01,-1.5809e+00,-1.0254e+00,1.4064e+00,1.5144e+00,-2.1728e+04
-3.3522e-01,-1.9674e+00,-9.2326e-01,-1.6635e+00,-9.0652e-01,1.4126e+00,1.5087e+00,-2.1781e+04
-3.3444e-01,-1.9142e+00,-9.5841e-01,-1.8546e+00,-5.6671e-01,1.4324e+00,1.4854e+00,-2.1758e+04
-3.4360e-01,-1.9661e+00,-8.4193e-01,-1.6390e+00,-1.1183e+00,1.4158e+00,1.4984e+00,-2.1615e+04
-3.4299e-01,-1.8912e+00,-9.4929e-01,-9.5095e-01,-9.8309e-01,1.4163e+00,1.5029e+00,-2.1674e+04
-3.4431e-01,-1.9976e+00,-1.0498e+00,-1.1344e+00,-1.0406e+00,1.4112e+00,1.5027e+00,-2.1813e+04
-3.4572e-01,-1.9945e+00,-9.8333e-01,-1.1573e+00,-9.0335e-01,1.4022e+00,1.5124e+00,-2.1824e+04
-3.3860e-01,-1.9183e+00,-7.9457e-01,-1.6784e+00,-1.3082e+00,1.4089e+00,1.5171e+00,-2.1761e+04
-3.3430e-01,-1.8222e+00,-9.0553e-01,-1.5914e+00,-1.0028e+00,1.4349e+00,1.4818e+00,-2.1795e+04
-3.4870e-01,-1.9819e+00,-1.0284e+00,-1.6831e+00,-1.3168e+00,1.4116e+00,1.5058e+00,-2.1840e+04
-3.4375e-01,-1.9560e+00,-9.5443e-01,-1.0713e+00,-1.1961e+00,1.4123e+00,1.4979e+00,-2.1813e+04
-3.4930e-01,-1.8751e+00,-8.7268e-01,-1.2437e+00,-1.3485e+00,1.4111e+00,1.5070e+00,-2.1851e+04
-3.3758e-01,-1.9383e+00,-9.1208e-01,-1.6754e+00,-1.0621e+00,1.4267e+00,1.4884e+00,-2.1834e+04
-3.4668e-01,-1.9804e+00,-9.7278e-01,-1.8097e+00,-1.0430e+00,1.4039e+00,1.5161e+00,-2.1738e+04
-3.3913e-01,-1.9841e+00,-9.1735e-01,-1.2219e+00,-1.4312e+00,1.4172e+00,1.4910e+00,-2.1731e+04
-3.4812e-01,-1.9875e+00,-1.0828e+00,-1.0257e+00,-1.0160e+00,1.4085e+00,1.5009e+00,-2.1832e+04
-3.4279e-01,-1.9651e+00,-9.1953e-01,-1.6473e+00,-1.2264e+00,1.4089e+00,1.5137e+00,-2.1747e+04
-3.4686e-01,-1.8331e+00,-9.4280e-01,-1.1320e+00,-8.9905e-01,1.4099e+00,1.5040e+00,-2.1801e+04
-3.4174e-01,-1.9274e+00,-9.0861e-01,-1.5089e+00,-8.3774e-01,1.4085e+00,1.5094e+00,-2.1764e+04
-3.4126e-01,-1.9813e+00,-9.8908e-01,-1.6923e+00,-4.7026e-01,1.4067e+00,1.5110e+00,-2.1784e+04
-3.3511e-01,-1.9793e+00,-9.7636e-01,-2.1290e+00,-7.0028e-01,1.4193e+00,1.4915e+00,-2.1808e+04
