logfeh_mean,logdust,logNpix,tau,dmod,logl
-2.8096e-01,-1.9758e+00,2.4560e+00,3.6161e+00,2.5880e+01,-9.7388e+03
-2.3436e-01,-1.9546e+00,2.4000e+00,3.8129e+00,2.5706e+01,-9.7306e+03
-2.9544e-01,-1.9264e+00,2.4876e+00,3.6384e+00,2.5969e+01,-9.6865e+03
-2.6174e-01,-1.7646e+00,2.5346e+00,4.0337e+00,2.6128e+01,-9.6902e+03
-2.0900e-01,-1.9577e+00,2.4702e+00,3.9194e+00,2.5910e+01,-9.5951e+03
-2.6460e-01,-1.9400e+00,2.4711e+00,3.7093e+00,2.5920e+01,-9.7033e+03
-2.3268e-01,-1.9580e+00,2.4039e+00,3.6898e+00,2.5712e+01,-9.6896e+03
-2.6177e-01,-1.7602e+00,2.4406e+00,3.9540e+00,2.5846e+01,-9.6593e+03
-2.7865e-01,-1.7596e+00,2.4192e+00,3.7094e+00,2.5762e+01,-9.6424e+03
-2.2727e-01,-1.9383e+00,2.4766e+00,3.9738e+00,2.5956e+01,-9.7065e+03
-2.1179e-01,-1.9184e+00,2.3945e+00,3.8689e+00,2.5685e+01,-9.6700e+03
-2.8723e-01,-1.9277e+00,2.5012e+00,3.7873e+00,2.6034e+01,-9.6964e+03
-2.4385e-01,-1.9437e+00,2.5112e+00,3.9864e+00,2.6064e+01,-9.7231e+03
-2.3366e-01,-1.8678e+00,2.4329e+00,3.8354e+00,2.5804e+01,-9.6597e+03
-2.3118e-01,-1.9853e+00,2.4739e+00,3.9275e+00,2.5927e+01,-9.6801e+03
-2.2811e-01,-1.9978e+00,2.3998e+00,3.7558e+00,2.5700e+01,-9.7293e+03
-2.7947e-01,-1.9422e+00,2.4789e+00,3.6662e+00,2.5948e+01,-9.6829e+03
-2.4737e-01,-1.8576e+00,2.4810e+00,3.9491e+00,2.5959e+01,-9.6355e+03
-2.2987e-01,-1.8556e+00,2.4626e+00,4.0550e+00,2.5897e+01,-9.7057e+03
-2.6608e-01,-1.8742e+00,2.5235e+00,3.7784e+00,2.6065e+01,-9.6641e+03
-3.0972e-01,-1.7001e+00,2.4979e+00,3.6557e+00,2.6003e+01,-9.6005e+03
