niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau
4.3000e+01,1.0000e+00,4.1109e+00,-1.7689e+05,-1.7690e+05,-4.2979e-02,-1.7690e+05,8.7407e-02,7.6439e+00,1.7382e+05,1.2093e+02,2.3646e-01,-1.2879e+00,3.9353e+00,2.6758e+00
4.4000e+01,1.0000e+00,4.2025e+00,-1.7688e+05,-1.7688e+05,-4.3978e-02,-1.7688e+05,8.7413e-02,7.6449e+00,1.7380e+05,1.2316e+02,3.1570e-01,-1.8619e+00,3.7195e+00,1.8055e-01
4.5000e+01,1.0000e+00,4.2939e+00,-1.7687e+05,-1.7688e+05,-4.4978e-02,-1.7688e+05,8.7347e-02,7.6334e+00,1.7378e+05,1.2584e+02,-1.2796e-01,-1.9710e+00,3.8722e+00,2.7315e+00
4.6000e+01,1.0000e+00,4.3851e+00,-1.7683e+05,-1.7684e+05,-4.5977e-02,-1.7684e+05,8.7425e-02,7.6469e+00,1.7378e+05,1.2854e+02,-4.4786e-01,-1.8609e+00,3.7175e+00,9.2394e-01
4.7000e+01,1.0000e+00,4.4762e+00,-1.7681e+05,-1.7682e+05,-4.6977e-02,-1.7682e+05,8.7430e-02,7.6479e+00,1.7374e+05,1.3162e+02,2.1230e-01,-1.6155e+00,3.7591e+00,1.9051e+00
4.8000e+01,1.0000e+00,4.5671e+00,-1.7677e+05,-1.7678e+05,-4.7976e-02,-1.7678e+05,8.7436e-02,7.6489e+00,1.7371e+05,1.3430e+02,4.0575e-01,-1.6160e+00,3.7451e+00,1.8757e+00
4.9000e+01,1.0000e+00,4.6578e+00,-1.7676e+05,-1.7677e+05,-4.8976e-02,-1.7677e+05,8.7441e-02,7.6498e+00,1.7368e+05,1.3707e+02,4.0157e-01,-1.5072e+00,3.6851e+00,1.2590e+00
5.0000e+01,1.0000e+00,4.7483e+00,-1.7676e+05,-1.7677e+05,-4.9975e-02,-1.7677e+05,8.0988e-02,6.5624e+00,1.7367e+05,1.3979e+02,-1.9096e-03,-1.3356e+00,3.7493e+00,1.8067e+00
5.1000e+01,1.0000e+00,4.8387e+00,-1.7671e+05,-1.7672e+05,-5.0975e-02,-1.7672e+05,8.7453e-02,7.6519e+00,1.7366e+05,1.4245e+02,3.7953e-01,-1.2501e+00,3.7856e+00,2.1208e+00
5.2000e+01,1.0000e+00,4.9289e+00,-1.7671e+05,-1.7672e+05,-5.1974e-02,-1.7672e+05,8.6766e-02,7.5321e+00,1.7362e+05,1.4509e+02,-2.3288e-01,-7.9675e-01,3.7491e+00,5.9778e-01
5.3000e+01,1.0000e+00,5.0189e+00,-1.7671e+05,-1.7671e+05,-5.2974e-02,-1.7671e+05,8.5025e-02,7.2329e+00,1.7362e+05,1.4774e+02,-3.4469e-01,-1.0257e+00,3.9541e+00,3.5046e+00
5.4000e+01,2.0000e+00,5.1040e+00,-1.7669e+05,-1.7670e+05,-5.3973e-02,-1.7670e+05,8.7470e-02,7.6549e+00,1.7361e+05,1.5267e+02,-3.2347e-02,-1.5449e+00,3.7866e+00,2.2607e+00
5.5000e+01,1.0000e+00,5.1936e+00,-1.7668e+05,-1.7669e+05,-5.4973e-02,-1.7669e+05,8.7476e-02,7.6559e+00,1.7360e+05,1.5574e+02,3.0572e-01,-1.2736e+00,3.6917e+00,8.4589e-01
5.6000e+01,1.0000e+00,5.2830e+00,-1.7666e+05,-1.7667e+05,-5.5972e-02,-1.7667e+05,8.7482e-02,7.6569e+00,1.7358e+05,1.5840e+02,-2.2298e-01,-1.9843e+00,3.7195e+00,1.9321e+00
5.7000e+01,1.0000e+00,5.3723e+00,-1.7666e+05,-1.7666e+05,-5.6972e-02,-1.7666e+05,8.7395e-02,7.6417e+00,1.7357e+05,1.6068e+02,1.3720e-01,-1.7511e+00,3.6853e+00,5.6828e-01
5.8000e+01,1.0000e+00,5.4614e+00,-1.7665e+05,-1.7666e+05,-5.7971e-02,-1.7666e+05,8.4511e-02,7.1457e+00,1.7356e+05,1.6332e+02,-6.2689e-02,-1.1103e+00,3.8786e+00,2.8103e+00
5.9000e+01,1.0000e+00,5.5503e+00,-1.7663e+05,-1.7664e+05,-5.8971e-02,-1.7664e+05,8.7499e-02,7.6599e+00,1.7356e+05,1.6595e+02,-2.6146e-01,-1.8195e+00,3.6948e+00,8.2551e-01
6.0000e+01,1.0000e+00,5.6391e+00,-1.7661e+05,-1.7662e+05,-5.9970e-02,-1.7662e+05,8.7505e-02,7.6609e+00,1.7353e+05,1.6867e+02,-4.9997e-01,-1.7768e+00,3.8718e+00,3.4596e+00
6.1000e+01,2.0000e+00,5.7223e+00,-1.7660e+05,-1.7661e+05,-6.0970e-02,-1.7661e+05,8.7467e-02,7.6543e+00,1.7351e+05,1.7356e+02,4.9438e-01,-1.1494e+00,3.6539e+00,5.4674e-01
6.2000e+01,1.0000e+00,5.8107e+00,-1.7659e+05,-1.7660e+05,-6.1969e-02,-1.7660e+05,8.7513e-02,7.6623e+00,1.7351e+05,1.7664e+02,2.0771e-01,-6.1074e-01,3.7476e+00,1.6964e+00
6.3000e+01,1.0000e+00,5.8989e+00,-1.7656e+05,-1.7656e+05,-6.2969e-02,-1.7656e+05,8.7522e-02,7.6639e+00,1.7350e+05,1.7929e+02,2.8372e-01,-1.0910e+00,3.6794e+00,5.2110e-01
6.4000e+01,1.0000e+00,5.9869e+00,-1.7655e+05,-1.7656e+05,-6.3968e-02,-1.7656e+05,8.7425e-02,7.6470e+00,1.7346e+05,1.8195e+02,-8.6398e-02,-1.1300e+00,3.9724e+00,3.6093e+00
6.5000e+01,1.0000e+00,6.0748e+00,-1.7652e+05,-1.7653e+05,-6.4968e-02,-1.7653e+05,8.7533e-02,7.6659e+00,1.7346e+05,1.8419e+02,2.6803e-01,-1.7084e+00,3.6572e+00,2.4074e-01
6.6000e+01,1.0000e+00,6.1625e+00,-1.7652e+05,-1.7653e+05,-6.5967e-02,-1.7653e+05,8.4063e-02,7.0701e+00,1.7343e+05,1.8688e+02,5.2469e-02,-1.5904e+00,3.9362e+00,3.3722e+00
6.7000e+01,1.0000e+00,6.2500e+00,-1.7650e+05,-1.7651e+05,-6.6967e-02,-1.7651e+05,8.7544e-02,7.6679e+00,1.7343e+05,1.8951e+02,-1.2806e-01,-7.5845e-01,3.7528e+00,2.1938e+00
6.8000e+01,1.0000e+00,6.3374e+00,-1.7646e+05,-1.7647e+05,-6.7966e-02,-1.7647e+05,8.7550e-02,7.6689e+00,1.7341e+05,1.9215e+02,-7.1960e-02,-1.6124e+00,3.6632e+00,9.4906e-01
6.9000e+01,1.0000e+00,6.4246e+00,-1.7646e+05,-1.7647e+05,-6.8966e-02,-1.7647e+05,8.6550e-02,7.4946e+00,1.7337e+05,1.9480e+02,-2.8477e-01,-1.9724e+00,3.6575e+00,6.4490e-01
7.0000e+01,1.0000e+00,6.5116e+00,-1.7645e+05,-1.7646e+05,-6.9965e-02,-1.7646e+05,8.7492e-02,7.6587e+00,1.7336e+05,1.9710e+02,-3.1373e-01,-1.2948e+00,3.8084e+00,3.0032e+00
7.1000e+01,1.0000e+00,6.5985e+00,-1.7645e+05,-1.7646e+05,-7.0965e-02,-1.7646e+05,8.2007e-02,6.7285e+00,1.7336e+05,2.0024e+02,-2.1719e-01,-1.6373e+00,3.6784e+00,1.8988e+00
7.2000e+01,1.0000e+00,6.6852e+00,-1.7645e+05,-1.7646e+05,-7.1964e-02,-1.7646e+05,8.0452e-02,6.4758e+00,1.7336e+05,2.0291e+02,3.2864e-01,-1.0036e+00,3.9392e+00,3.0958e+00
7.3000e+01,1.0000e+00,6.7718e+00,-1.7643e+05,-1.7644e+05,-7.2964e-02,-1.7644e+05,8.7578e-02,7.6738e+00,1.7335e+05,2.0557e+02,1.5763e-01,-1.0280e+00,3.6647e+00,7.1886e-01
7.4000e+01,1.0000e+00,6.8582e+00,-1.7643e+05,-1.7643e+05,-7.3963e-02,-1.7643e+05,8.7566e-02,7.6717e+00,1.7334e+05,2.0781e+02,9.5847e-02,-1.4504e+00,3.6490e+00,2.6012e-01
7.5000e+01,1.0000e+00,6.9444e+00,-1.7641e+05,-1.7641e+05,-7.4963e-02,-1.7641e+05,8.7590e-02,7.6759e+00,1.7333e+05,2.1045e+02,-3.2988e-01,-9.2243e-01,3.6745e+00,7.3362e-01
7.6000e+01,1.0000e+00,7.0305e+00,-1.7639e+05,-1.7640e+05,-7.5962e-02,-1.7640e+05,8.7596e-02,7.6768e+00,1.7331e+05,2.1308e+02,1.5328e-01,-1.7612e+00,3.7232e+00,2.2061e+00
7.7000e+01,1.0000e+00,7.1165e+00,-1.7639e+05,-1.7640e+05,-7.6962e-02,-1.7640e+05,8.1123e-02,6.5842e+00,1.7330e+05,2.1573e+02,-4.2188e-02,-6.1940e-01,3.6977e+00,1.3378e+00
7.8000e+01,1.0000e+00,7.2022e+00,-1.7637e+05,-1.7638e+05,-7.7961e-02,-1.7638e+05,8.7607e-02,7.6789e+00,1.7330e+05,2.1840e+02,3.3387e-01,-1.3255e+00,3.6160e+00,6.4075e-01
7.9000e+01,1.0000e+00,7.2878e+00,-1.7635e+05,-1.7636e+05,-7.8961e-02,-1.7636e+05,8.7613e-02,7.6799e+00,1.7328e+05,2.2067e+02,-2.7313e-01,-1.7693e+00,3.9788e+00,4.5524e+00
8.0000e+01,1.0000e+00,7.3733e+00,-1.7635e+05,-1.7635e+05,-7.9960e-02,-1.7635e+05,8.7316e-02,7.6279e+00,1.7326e+05,2.2337e+02,-4.9610e-01,-1.7236e+00,3.8199e+00,3.4639e+00
8.1000e+01,1.0000e+00,7.4586e+00,-1.7630e+05,-1.7631e+05,-8.0960e-02,-1.7631e+05,8.7624e-02,7.6819e+00,1.7325e+05,2.2558e+02,-2.0790e-02,-1.5296e+00,3.6807e+00,2.0944e+00
8.2000e+01,1.0000e+00,7.5437e+00,-1.7625e+05,-1.7625e+05,-8.1959e-02,-1.7625e+05,8.7630e-02,7.6829e+00,1.7321e+05,2.2825e+02,-3.6202e-01,-1.3958e+00,3.8282e+00,3.3985e+00
8.3000e+01,1.0000e+00,7.6287e+00,-1.7624e+05,-1.7625e+05,-8.2959e-02,-1.7625e+05,8.6899e-02,7.5552e+00,1.7315e+05,2.3052e+02,2.2148e-01,-1.9860e+00,3.8832e+00,3.1041e+00
8.4000e+01,1.0000e+00,7.7135e+00,-1.7623e+05,-1.7623e+05,-8.3958e-02,-1.7623e+05,8.7641e-02,7.6849e+00,1.7315e+05,2.3357e+02,3.4531e-01,-1.1982e+00,3.5814e+00,1.0116e+00
8.5000e+01,1.0000e+00,7.7982e+00,-1.7622e+05,-1.7623e+05,-8.4958e-02,-1.7623e+05,8.3646e-02,7.0001e+00,1.7313e+05,2.3673e+02,-3.6224e-01,-1.0565e+00,3.6293e+00,7.9690e-01
8.6000e+01,1.0000e+00,7.8827e+00,-1.7620e+05,-1.7621e+05,-8.5957e-02,-1.7621e+05,8.7653e-02,7.6869e+00,1.7313e+05,2.3939e+02,-4.7241e-01,-6.4645e-01,3.6635e+00,7.4402e-01
8.7000e+01,1.0000e+00,7.9670e+00,-1.7617e+05,-1.7617e+05,-8.6957e-02,-1.7617e+05,8.7659e-02,7.6879e+00,1.7311e+05,2.4247e+02,4.6667e-01,-8.2467e-01,3.7389e+00,2.3581e+00
8.8000e+01,1.0000e+00,8.0512e+00,-1.7616e+05,-1.7617e+05,-8.7956e-02,-1.7617e+05,8.3977e-02,7.0557e+00,1.7307e+05,2.4480e+02,-1.7682e-01,-1.3408e+00,3.9378e+00,3.9533e+00
8.9000e+01,1.0000e+00,8.1353e+00,-1.7616e+05,-1.7617e+05,-8.8956e-02,-1.7617e+05,8.7132e-02,7.5958e+00,1.7307e+05,2.4744e+02,3.8856e-01,-1.2060e+00,3.7125e+00,2.3181e+00
9.0000e+01,1.0000e+00,8.2192e+00,-1.7616e+05,-1.7616e+05,-8.9955e-02,-1.7616e+05,8.5339e-02,7.2865e+00,1.7307e+05,2.5068e+02,-4.8955e-01,-1.7397e+00,3.5978e+00,1.6202e+00
9.1000e+01,1.0000e+00,8.3029e+00,-1.7615e+05,-1.7616e+05,-9.0955e-02,-1.7616e+05,8.2679e-02,6.8393e+00,1.7306e+05,2.5335e+02,-4.1647e-01,-1.1021e+00,3.6152e+00,9.9795e-01
9.2000e+01,1.0000e+00,8.3865e+00,-1.7615e+05,-1.7616e+05,-9.1954e-02,-1.7616e+05,7.9975e-02,6.3991e+00,1.7306e+05,2.5644e+02,-5.0326e-03,-7.8518e-01,3.8864e+00,3.2237e+00
9.3000e+01,1.0000e+00,8.4699e+00,-1.7615e+05,-1.7616e+05,-9.2954e-02,-1.7616e+05,8.2239e-02,6.7667e+00,1.7306e+05,2.5952e+02,-1.0398e-01,-1.8772e+00,3.6042e+00,1.0434e+00
9.4000e+01,1.0000e+00,8.5532e+00,-1.7614e+05,-1.7615e+05,-9.3953e-02,-1.7615e+05,8.7695e-02,7.6943e+00,1.7306e+05,2.6258e+02,-1.8316e-01,-1.1479e+00,3.6728e+00,2.2372e+00
9.5000e+01,1.0000e+00,8.6364e+00,-1.7613e+05,-1.7614e+05,-9.4953e-02,-1.7614e+05,8.7697e-02,7.6947e+00,1.7305e+05,2.6564e+02,3.5811e-01,-7.7175e-01,3.5964e+00,1.0231e+00
9.6000e+01,1.0000e+00,8.7193e+00,-1.7611e+05,-1.7612e+05,-9.5952e-02,-1.7612e+05,8.7710e-02,7.6969e+00,1.7304e+05,2.6786e+02,-3.5470e-01,-1.7148e+00,3.5954e+00,1.1934e+00
9.7000e+01,2.0000e+00,8.7942e+00,-1.7610e+05,-1.7611e+05,-9.6952e-02,-1.7611e+05,8.7714e-02,7.6976e+00,1.7302e+05,2.7315e+02,3.8804e-01,-5.7518e-01,3.6819e+00,1.9230e+00
9.8000e+01,1.0000e+00,8.8768e+00,-1.7607e+05,-1.7608e+05,-9.7951e-02,-1.7608e+05,8.7721e-02,7.6989e+00,1.7301e+05,2.7580e+02,-3.3677e-01,-1.4398e+00,3.6749e+00,2.5477e+00
9.9000e+01,1.0000e+00,8.9593e+00,-1.7607e+05,-1.7608e+05,-9.8951e-02,-1.7608e+05,8.4616e-02,7.1634e+00,1.7298e+05,2.7881e+02,4.9588e-01,-1.0052e+00,3.5448e+00,1.4300e+00
1.0000e+02,2.0000e+00,9.0334e+00,-1.7605e+05,-1.7606e+05,-9.9950e-02,-1.7606e+05,8.7733e-02,7.7008e+00,1.7298e+05,2.8410e+02,1.6000e-01,-1.7446e+00,3.9980e+00,4.2480e+00
1.0100e+02,1.0000e+00,9.1155e+00,-1.7603e+05,-1.7603e+05,-1.0095e-01,-1.7603e+05,8.7738e-02,7.7018e+00,1.7296e+05,2.8718e+02,-5.5667e-02,-1.8506e+00,3.7091e+00,2.6968e+00
1.0200e+02,1.0000e+00,9.1975e+00,-1.7601e+05,-1.7602e+05,-1.0195e-01,-1.7602e+05,8.7744e-02,7.7028e+00,1.7293e+05,2.9025e+02,-2.6997e-02,-1.6487e+00,3.5846e+00,5.8273e-01
1.0300e+02,1.0000e+00,9.2793e+00,-1.7601e+05,-1.7602e+05,-1.0295e-01,-1.7602e+05,8.7567e-02,7.6718e+00,1.7292e+05,2.9290e+02,-3.6899e-01,-5.1617e-01,3.7166e+00,2.6463e+00
1.0400e+02,1.0000e+00,9.3609e+00,-1.7597e+05,-1.7598e+05,-1.0395e-01,-1.7598e+05,8.7755e-02,7.7048e+00,1.7291e+05,2.9597e+02,-4.4379e-01,-1.5827e+00,3.8418e+00,4.2082e+00
1.0500e+02,1.0000e+00,9.4424e+00,-1.7596e+05,-1.7597e+05,-1.0495e-01,-1.7597e+05,8.7717e-02,7.6981e+00,1.7288e+05,2.9863e+02,4.8265e-01,-1.7355e+00,3.4999e+00,8.6079e-01
1.0600e+02,1.0000e+00,9.5238e+00,-1.7594e+05,-1.7594e+05,-1.0595e-01,-1.7594e+05,8.7767e-02,7.7068e+00,1.7287e+05,3.0091e+02,7.2659e-02,-1.8190e+00,3.9999e+00,4.9872e+00
1.0700e+02,1.0000e+00,9.6050e+00,-1.7590e+05,-1.7590e+05,-1.0695e-01,-1.7590e+05,8.7772e-02,7.7078e+00,1.7284e+05,3.0311e+02,1.4077e-01,-1.4184e+00,3.5413e+00,1.2237e+00
1.0800e+02,2.0000e+00,9.6774e+00,-1.7589e+05,-1.7590e+05,-1.0795e-01,-1.7590e+05,8.4077e-02,7.0725e+00,1.7280e+05,3.0882e+02,-4.2293e-01,-1.4239e+00,3.7595e+00,3.5324e+00
1.0900e+02,1.0000e+00,9.7583e+00,-1.7588e+05,-1.7589e+05,-1.0895e-01,-1.7589e+05,8.7782e-02,7.7095e+00,1.7280e+05,3.1147e+02,-6.3107e-02,-1.0818e+00,3.7955e+00,3.1661e+00
1.1000e+02,1.0000e+00,9.8390e+00,-1.7588e+05,-1.7588e+05,-1.0995e-01,-1.7588e+05,8.7745e-02,7.7031e+00,1.7279e+05,3.1419e+02,-2.2965e-01,-8.2610e-01,3.7750e+00,3.0359e+00
