nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau
2.0000e+03,5.1000e+01,1.0000e+00,1.4246e+01,-1.0655e+06,-1.0655e+06,-1.6972e-01,-inf,1.4783e-01,6.5667e+00,9.3839e+05,2.3569e+02,-6.1777e-01,-9.4559e-01,3.3395e+00,3.2622e+00
2.0000e+03,5.2000e+01,1.0000e+00,1.4485e+01,-1.0634e+06,-1.0634e+06,-1.7305e-01,-inf,1.4786e-01,6.5700e+00,9.3780e+05,2.3974e+02,-2.8009e-01,-1.4198e+00,3.4804e+00,4.3842e+00
2.0000e+03,5.3000e+01,2.0000e+00,1.4681e+01,-1.0625e+06,-1.0625e+06,-1.7637e-01,-inf,1.4790e-01,6.5732e+00,9.3566e+05,2.4792e+02,-3.6678e-01,-9.7199e-01,3.6066e+00,7.4831e+00
2.0000e+03,5.4000e+01,1.0000e+00,1.4917e+01,-1.0625e+06,-1.0625e+06,-1.7970e-01,-inf,1.4794e-01,6.5767e+00,9.3481e+05,2.5196e+02,4.9566e-01,-1.1978e+00,3.6500e+00,6.1222e+00
2.0000e+03,5.5000e+01,1.0000e+00,1.5152e+01,-1.0612e+06,-1.0612e+06,-1.8303e-01,-inf,1.4797e-01,6.5799e+00,9.3477e+05,2.5596e+02,-1.1465e+00,-1.2587e+00,3.2788e+00,3.7557e+00
2.0000e+03,5.6000e+01,2.0000e+00,1.5342e+01,-1.0593e+06,-1.0593e+06,-1.8636e-01,-inf,1.4801e-01,6.5834e+00,9.3348e+05,2.6418e+02,-1.2782e+00,-2.0926e-01,3.6763e+00,9.2364e+00
2.0000e+03,5.7000e+01,1.0000e+00,1.5574e+01,-1.0588e+06,-1.0588e+06,-1.8968e-01,-inf,1.4805e-01,6.5866e+00,9.3156e+05,2.6826e+02,-1.2450e+00,-1.7743e+00,3.1912e+00,3.1544e+00
2.0000e+03,5.8000e+01,1.0000e+00,1.5804e+01,-1.0587e+06,-1.0587e+06,-1.9301e-01,-inf,1.4809e-01,6.5899e+00,9.3109e+05,2.7227e+02,-1.1297e-01,-1.1576e+00,3.5750e+00,6.1757e+00
2.0000e+03,5.9000e+01,1.0000e+00,1.6033e+01,-1.0557e+06,-1.0557e+06,-1.9634e-01,-inf,1.4813e-01,6.5933e+00,9.3097e+05,2.7634e+02,-6.0939e-01,-5.2781e-02,3.3933e+00,3.5571e+00
2.0000e+03,6.0000e+01,1.0000e+00,1.6260e+01,-1.0551e+06,-1.0551e+06,-1.9967e-01,-inf,1.4816e-01,6.5966e+00,9.2797e+05,2.8039e+02,-4.2659e-01,-4.5352e-01,3.6410e+00,6.7365e+00
