nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,3.3223e-01,-4.6635e+05,-4.6635e+05,-3.3278e-03,-4.6635e+05,1.4594e-01,6.4003e+00,inf,1.9789e+03,4.8896e-01,-1.5532e+00,1.0366e+00,5.1130e+00,2.9727e+01
2.0000e+03,2.0000e+00,1.0000e+00,6.6225e-01,-4.1390e+05,-4.1391e+05,-6.6556e-03,-4.1391e+05,1.4598e-01,6.4036e+00,3.4771e+05,1.9857e+03,-1.3159e+00,2.1947e-01,1.0493e+00,8.7754e+00,2.9595e+01
2.0000e+03,3.0000e+00,1.0000e+00,9.9010e-01,-4.0706e+05,-4.0707e+05,-9.9834e-03,-4.0707e+05,1.4602e-01,6.4069e+00,2.9527e+05,1.9924e+03,-7.7023e-01,-4.6151e-01,1.2261e+00,4.3194e+00,2.9733e+01
2.0000e+03,4.0000e+00,1.0000e+00,1.3158e+00,-4.0490e+05,-4.0490e+05,-1.3311e-02,-4.0490e+05,1.4605e-01,6.4102e+00,2.8843e+05,1.9990e+03,-3.7761e-01,-7.4229e-01,1.0413e+00,7.9554e+00,2.9531e+01
2.0000e+03,5.0000e+00,1.0000e+00,1.6393e+00,-3.8948e+05,-3.8949e+05,-1.6639e-02,-3.8949e+05,1.4609e-01,6.4136e+00,2.8626e+05,2.0056e+03,3.7053e-01,2.6067e-02,1.5650e+00,6.2859e+00,2.9614e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.9608e+00,-3.8919e+05,-3.8920e+05,-1.9967e-02,-3.8920e+05,1.4613e-01,6.4169e+00,2.7085e+05,2.0123e+03,-1.4668e+00,-6.6121e-01,1.1371e+00,2.3858e+00,2.9372e+01
2.0000e+03,7.0000e+00,1.0000e+00,2.2801e+00,-3.8747e+05,-3.8748e+05,-2.3295e-02,-3.8748e+05,1.4617e-01,6.4202e+00,2.7056e+05,2.0189e+03,-7.0012e-02,-1.8977e-01,1.0560e+00,3.5723e+00,2.8322e+01
2.0000e+03,8.0000e+00,1.0000e+00,2.5974e+00,-3.8714e+05,-3.8714e+05,-2.6622e-02,-3.8714e+05,1.4621e-01,6.4235e+00,2.6884e+05,2.0254e+03,-6.1281e-01,2.5036e-02,1.3116e+00,3.0699e+00,2.9167e+01
2.0000e+03,9.0000e+00,1.0000e+00,2.9126e+00,-3.8077e+05,-3.8078e+05,-2.9950e-02,-3.8078e+05,1.4624e-01,6.4269e+00,2.6850e+05,2.0321e+03,3.6158e-02,-1.2428e+00,1.0455e+00,5.1703e+00,2.8813e+01
2.0000e+03,1.0000e+01,1.0000e+00,3.2258e+00,-3.7610e+05,-3.7610e+05,-3.3278e-02,-3.7610e+05,1.4628e-01,6.4302e+00,2.6214e+05,2.0388e+03,3.8924e-01,-5.5154e-01,1.5603e+00,6.3684e+00,2.9735e+01
2.0000e+03,1.1000e+01,1.0000e+00,3.5370e+00,-3.7517e+05,-3.7518e+05,-3.6606e-02,-3.7518e+05,1.4632e-01,6.4335e+00,2.5746e+05,2.0456e+03,2.9380e-02,-1.1017e+00,1.2640e+00,7.5661e+00,2.9524e+01
2.0000e+03,1.2000e+01,1.0000e+00,3.8462e+00,-3.7104e+05,-3.7105e+05,-3.9933e-02,-3.7105e+05,1.4636e-01,6.4369e+00,2.5654e+05,2.0607e+03,-7.6070e-01,-4.8916e-01,1.3093e+00,8.2214e+00,2.9782e+01
2.0000e+03,1.3000e+01,1.0000e+00,4.1534e+00,-3.6867e+05,-3.6868e+05,-4.3261e-02,-3.6868e+05,1.4640e-01,6.4402e+00,2.5241e+05,2.0673e+03,3.8874e-01,-1.1919e+00,1.2923e+00,9.5265e+00,2.9428e+01
2.0000e+03,1.4000e+01,2.0000e+00,4.4444e+00,-3.6686e+05,-3.6687e+05,-4.6589e-02,-3.6687e+05,1.4643e-01,6.4435e+00,2.5004e+05,2.0795e+03,-5.4445e-01,-1.2333e+00,1.1698e+00,9.4315e+00,2.9616e+01
2.0000e+03,1.5000e+01,1.0000e+00,4.7468e+00,-3.6590e+05,-3.6590e+05,-4.9917e-02,-3.6590e+05,1.4647e-01,6.4468e+00,2.4823e+05,2.0861e+03,-1.1924e+00,-5.6949e-02,1.1769e+00,1.7121e+00,2.8657e+01
