logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-1.8841e-01,-6.0862e-01,-7.6055e-01,1.0296e-01,6.9588e-01,1.7026e+00,2.9157e+00,2.5825e+01,-4.3882e+02
-3.6236e-01,-4.8182e-01,-5.6220e-01,1.3299e-01,9.2993e-01,1.1471e+00,3.0858e+00,2.6241e+01,-4.0820e+02
-2.0828e-01,-5.1979e-01,-1.3777e+00,2.3238e-01,9.0321e-01,2.0636e+00,2.9053e+00,2.5935e+01,-4.1143e+02
-3.5027e-01,-4.8174e-01,-1.3895e+00,4.3900e-01,6.3563e-01,1.3191e+00,3.0564e+00,2.6165e+01,-3.9853e+02
-3.8246e-01,-4.5160e-01,-4.9338e-01,-1.0434e-01,8.2796e-01,1.5411e+00,3.0644e+00,2.6213e+01,-4.2991e+02
-2.8536e-01,-4.6721e-01,-7.5365e-01,-3.9038e-02,6.1080e-01,2.0486e+00,2.9443e+00,2.6002e+01,-4.1659e+02
-2.5364e-01,-5.6094e-01,-1.3616e+00,2.6895e-01,9.4262e-01,1.6583e+00,2.9703e+00,2.6001e+01,-4.4209e+02
-2.2410e-01,-5.9881e-01,-1.3800e+00,4.4436e-01,1.4926e-01,1.4130e+00,3.0018e+00,2.6009e+01,-3.8200e+02
-2.7215e-01,-5.0664e-01,-3.9184e-01,-6.0126e-02,8.5208e-01,1.9086e+00,2.9857e+00,2.6066e+01,-3.8534e+02
-2.7401e-01,-5.6871e-01,-4.3895e-01,-3.1030e-01,3.2605e-01,1.7364e+00,2.9827e+00,2.6019e+01,-4.2710e+02
-3.1358e-01,-4.8051e-01,-1.3812e+00,1.6741e-01,1.0340e+00,1.6283e+00,3.0047e+00,2.6078e+01,-4.4463e+02
-1.9613e-01,-5.4531e-01,-1.3642e+00,3.8292e-01,1.0193e+00,1.9619e+00,2.9419e+00,2.5987e+01,-4.4146e+02
-3.2502e-01,-3.7568e-01,-6.9320e-01,4.2856e-01,4.2015e-01,2.1552e+00,3.0298e+00,2.6217e+01,-4.4592e+02
-2.2036e-01,-6.1767e-01,-1.7100e+00,2.9071e-01,7.3698e-01,1.5041e+00,2.9853e+00,2.6002e+01,-4.2865e+02
-2.5588e-01,-4.0018e-01,-5.9817e-01,-5.2437e-02,1.0885e-01,2.3294e+00,2.8809e+00,2.5987e+01,-4.1754e+02
