logfeh_mean,logdust,logNpix,tau,dmod,logl
6.2420e-02,-1.5694e+00,3.1200e+00,2.3902e+00,2.4574e+01,-1.4898e+03
1.4687e-01,-1.9833e+00,3.0945e+00,2.3843e+00,2.4482e+01,-1.4866e+03
9.7358e-02,-1.6630e+00,3.0889e+00,2.3975e+00,2.4476e+01,-1.4807e+03
2.9126e-02,-1.3720e+00,3.1232e+00,2.5574e+00,2.4590e+01,-1.4816e+03
6.5220e-02,-1.5609e+00,3.1177e+00,2.4279e+00,2.4572e+01,-1.4420e+03
4.8715e-02,-1.4749e+00,3.1150e+00,2.4835e+00,2.4569e+01,-1.4923e+03
4.2508e-02,-1.4950e+00,3.1255e+00,2.3660e+00,2.4597e+01,-1.5147e+03
1.0858e-01,-1.6947e+00,3.0928e+00,2.4590e+00,2.4487e+01,-1.4384e+03
9.8404e-02,-1.7440e+00,3.0901e+00,2.3286e+00,2.4482e+01,-1.5010e+03
1.4209e-01,-1.9223e+00,3.1018e+00,2.3864e+00,2.4500e+01,-1.4956e+03
3.7358e-02,-1.4413e+00,3.1199e+00,2.4453e+00,2.4580e+01,-1.4293e+03
1.4483e-01,-1.9250e+00,3.0937e+00,2.4004e+00,2.4474e+01,-1.5037e+03
7.9326e-02,-1.5434e+00,3.1222e+00,2.5390e+00,2.4577e+01,-1.4938e+03
1.4643e-01,-1.8654e+00,3.0904e+00,2.5089e+00,2.4471e+01,-1.5140e+03
9.1272e-02,-1.6899e+00,3.1070e+00,2.3763e+00,2.4535e+01,-1.4640e+03
1.2436e-01,-1.7868e+00,3.0896e+00,2.4228e+00,2.4473e+01,-1.5157e+03
1.3328e-01,-1.7852e+00,3.0779e+00,2.4808e+00,2.4446e+01,-1.4987e+03
3.8809e-02,-1.5188e+00,3.1227e+00,2.3147e+00,2.4594e+01,-1.4885e+03
1.2520e-01,-1.8618e+00,3.0917e+00,2.3480e+00,2.4481e+01,-1.5092e+03
1.1398e-01,-1.6997e+00,3.1013e+00,2.4468e+00,2.4503e+01,-1.4756e+03
9.8642e-02,-1.7620e+00,3.0892e+00,2.2933e+00,2.4478e+01,-1.4997e+03
6.8793e-02,-1.5380e+00,3.0914e+00,2.4073e+00,2.4488e+01,-1.4938e+03
1.3248e-01,-1.7678e+00,3.0789e+00,2.4953e+00,2.4449e+01,-1.4983e+03
1.2860e-01,-1.9431e+00,3.0938e+00,2.3427e+00,2.4487e+01,-1.4626e+03
1.5071e-01,-1.8378e+00,3.0722e+00,2.4852e+00,2.4417e+01,-1.5090e+03
1.3912e-01,-1.8952e+00,3.0804e+00,2.4292e+00,2.4449e+01,-1.4955e+03
1.0497e-01,-1.7366e+00,3.1000e+00,2.3526e+00,2.4506e+01,-1.4225e+03
2.3197e-02,-1.3529e+00,3.1289e+00,2.6098e+00,2.4611e+01,-1.4978e+03
9.1259e-02,-1.5957e+00,3.1119e+00,2.5157e+00,2.4546e+01,-1.4099e+03
4.9364e-03,-1.3471e+00,3.1206e+00,2.5116e+00,2.4594e+01,-1.4916e+03
1.0881e-01,-1.6782e+00,3.1061e+00,2.5026e+00,2.4525e+01,-1.5033e+03
1.9902e-02,-1.4043e+00,3.1225e+00,2.4228e+00,2.4593e+01,-1.5040e+03
1.3243e-01,-1.8190e+00,3.0888e+00,2.3812e+00,2.4466e+01,-1.5165e+03
9.4504e-02,-1.6495e+00,3.0826e+00,2.4292e+00,2.4464e+01,-1.4451e+03
9.3651e-02,-1.6500e+00,3.0776e+00,2.3765e+00,2.4446e+01,-1.4873e+03
1.3470e-01,-1.8573e+00,3.0818e+00,2.4344e+00,2.4455e+01,-1.4903e+03
5.7212e-02,-1.5034e+00,3.1029e+00,2.4844e+00,2.4539e+01,-1.5125e+03
1.4262e-01,-1.8585e+00,3.0839e+00,2.4431e+00,2.4450e+01,-1.5030e+03
1.4873e-01,-1.9176e+00,3.0901e+00,2.4377e+00,2.4465e+01,-1.4129e+03
1.0688e-01,-1.7667e+00,3.0919e+00,2.3231e+00,2.4484e+01,-1.4538e+03
8.4857e-02,-1.6093e+00,3.1289e+00,2.4902e+00,2.4595e+01,-1.5117e+03
1.2041e-03,-1.3108e+00,3.1255e+00,2.6189e+00,2.4610e+01,-1.4876e+03
1.0412e-01,-1.6553e+00,3.1053e+00,2.4563e+00,2.4521e+01,-1.4762e+03
1.3870e-01,-1.8744e+00,3.0947e+00,2.4475e+00,2.4490e+01,-1.4658e+03
2.6889e-02,-1.3826e+00,3.1398e+00,2.5977e+00,2.4647e+01,-1.4805e+03
