nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,1.9960e-01,-7.3849e+05,-7.3850e+05,-1.9980e-03,-7.3850e+05,1.1750e-01,6.9098e+00,inf,2.7023e+03,-1.4848e+00,-1.1037e+00,6.9878e+00,1.6139e+01,3.0151e+01
2.0000e+03,2.0000e+00,1.0000e+00,3.9841e-01,-7.1108e+05,-7.1109e+05,-3.9960e-03,-7.1109e+05,1.1751e-01,6.9118e+00,6.9013e+05,2.7078e+03,-6.8079e-01,-1.9943e+00,6.7701e+00,1.2145e+01,3.0033e+01
2.0000e+03,3.0000e+00,1.0000e+00,5.9642e-01,-7.0510e+05,-7.0511e+05,-5.9940e-03,-7.0511e+05,1.1753e-01,6.9137e+00,6.6272e+05,2.7133e+03,-1.4813e+00,-1.0994e+00,6.8862e+00,1.1182e+01,3.0424e+01
2.0000e+03,4.0000e+00,1.0000e+00,7.9365e-01,-6.9615e+05,-6.9615e+05,-7.9920e-03,-6.9615e+05,1.1755e-01,6.9157e+00,6.5674e+05,2.7177e+03,3.4996e-01,-1.4709e+00,6.8559e+00,1.0990e+01,3.0032e+01
2.0000e+03,5.0000e+00,1.0000e+00,9.9010e-01,-6.7935e+05,-6.7936e+05,-9.9900e-03,-6.7936e+05,1.1757e-01,6.9177e+00,6.4778e+05,2.7226e+03,-1.3923e+00,-1.5484e+00,6.9100e+00,2.5665e+00,3.0597e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.1858e+00,-6.7541e+05,-6.7542e+05,-1.1988e-02,-6.7542e+05,1.1758e-01,6.9198e+00,6.3099e+05,2.7273e+03,-1.1025e+00,-1.5560e+00,6.6238e+00,1.3462e+01,3.0408e+01
2.0000e+03,7.0000e+00,1.0000e+00,1.3807e+00,-6.7385e+05,-6.7386e+05,-1.3986e-02,-6.7386e+05,1.1760e-01,6.9218e+00,6.2705e+05,2.7328e+03,3.3117e-01,-1.8223e+00,6.9105e+00,1.3122e+01,3.0710e+01
2.0000e+03,8.0000e+00,1.0000e+00,1.5748e+00,-6.6968e+05,-6.6968e+05,-1.5984e-02,-6.6968e+05,1.1762e-01,6.9238e+00,6.2549e+05,2.7381e+03,-2.8802e-01,-1.0352e+00,6.8380e+00,1.8608e+01,3.0923e+01
2.0000e+03,9.0000e+00,1.0000e+00,1.7682e+00,-6.6279e+05,-6.6280e+05,-1.7982e-02,-6.6280e+05,1.1763e-01,6.9257e+00,6.2131e+05,2.7428e+03,-4.7656e-01,-1.1564e+00,6.9677e+00,1.2652e+01,3.1427e+01
2.0000e+03,1.0000e+01,1.0000e+00,1.9608e+00,-6.5471e+05,-6.5472e+05,-1.9980e-02,-6.5472e+05,1.1765e-01,6.9277e+00,6.1443e+05,2.7481e+03,-1.1096e+00,-1.9426e+00,6.5737e+00,1.6630e+01,3.0795e+01
2.0000e+03,1.1000e+01,1.0000e+00,2.1526e+00,-6.5408e+05,-6.5408e+05,-2.1978e-02,-6.5408e+05,1.1767e-01,6.9297e+00,6.0635e+05,2.7534e+03,-4.4655e-01,-1.3703e+00,6.4076e+00,1.2859e+01,3.0113e+01
2.0000e+03,1.2000e+01,1.0000e+00,2.3438e+00,-6.4014e+05,-6.4015e+05,-2.3976e-02,-6.4015e+05,1.1768e-01,6.9317e+00,6.0571e+05,2.7588e+03,-6.5678e-01,-1.0678e+00,6.3382e+00,8.9590e+00,3.0146e+01
2.0000e+03,1.3000e+01,1.0000e+00,2.5341e+00,-6.3570e+05,-6.3570e+05,-2.5974e-02,-6.3570e+05,1.1770e-01,6.9338e+00,5.9178e+05,2.7633e+03,-3.6058e-01,-1.1107e+00,6.5907e+00,3.1325e+00,3.0595e+01
2.0000e+03,1.4000e+01,1.0000e+00,2.7237e+00,-6.3103e+05,-6.3104e+05,-2.7972e-02,-6.3104e+05,1.1772e-01,6.9357e+00,5.8733e+05,2.7689e+03,-1.1895e+00,-1.6390e+00,6.7754e+00,2.6902e+00,3.1364e+01
2.0000e+03,1.5000e+01,1.0000e+00,2.9126e+00,-6.2888e+05,-6.2889e+05,-2.9970e-02,-6.2889e+05,1.1774e-01,6.9377e+00,5.8267e+05,2.7742e+03,-1.4214e+00,-1.5682e+00,6.2714e+00,8.5043e+00,3.0442e+01
2.0000e+03,1.6000e+01,1.0000e+00,3.1008e+00,-6.2795e+05,-6.2796e+05,-3.1968e-02,-6.2796e+05,1.1775e-01,6.9397e+00,5.8052e+05,2.7804e+03,6.1261e-02,-1.1785e+00,6.7670e+00,1.2238e+01,3.1450e+01
2.0000e+03,1.7000e+01,1.0000e+00,3.2882e+00,-6.2531e+05,-6.2532e+05,-3.3966e-02,-6.2532e+05,1.1777e-01,6.9417e+00,5.7959e+05,2.7857e+03,1.3137e-01,-1.0264e+00,6.6031e+00,2.0697e+00,3.0592e+01
2.0000e+03,1.8000e+01,1.0000e+00,3.4749e+00,-6.2444e+05,-6.2444e+05,-3.5964e-02,-6.2444e+05,1.1779e-01,6.9437e+00,5.7695e+05,2.7916e+03,1.2071e-01,-1.0359e+00,6.7886e+00,1.1864e+01,3.1558e+01
2.0000e+03,1.9000e+01,1.0000e+00,3.6609e+00,-6.2369e+05,-6.2370e+05,-3.7962e-02,-6.2370e+05,1.1780e-01,6.9457e+00,5.7607e+05,2.7969e+03,-1.4565e+00,-1.5517e+00,6.4656e+00,1.5540e+01,3.1246e+01
2.0000e+03,2.0000e+01,1.0000e+00,3.8462e+00,-6.2363e+05,-6.2364e+05,-3.9960e-02,-6.2364e+05,1.1782e-01,6.9477e+00,5.7533e+05,2.8022e+03,-9.0272e-01,-1.1384e+00,6.5290e+00,1.5395e+01,3.1306e+01
2.0000e+03,2.1000e+01,1.0000e+00,4.0307e+00,-6.2352e+05,-6.2353e+05,-4.1958e-02,-6.2353e+05,1.1784e-01,6.9497e+00,5.7527e+05,2.8079e+03,-9.1318e-01,-1.9436e+00,6.6727e+00,1.3011e+01,3.1728e+01
2.0000e+03,2.2000e+01,1.0000e+00,4.2146e+00,-6.2139e+05,-6.2140e+05,-4.3956e-02,-6.2140e+05,1.1785e-01,6.9517e+00,5.7516e+05,2.8138e+03,1.9213e-01,-1.8167e+00,6.5648e+00,2.1627e+00,3.0634e+01
2.0000e+03,2.3000e+01,1.0000e+00,4.3977e+00,-6.1888e+05,-6.1889e+05,-4.5954e-02,-6.1889e+05,1.1787e-01,6.9537e+00,5.7303e+05,2.8197e+03,-1.3037e+00,-1.5618e+00,6.7374e+00,9.2774e-01,3.1554e+01
