logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
1.2551e-01,-1.5769e+00,-2.1232e+00,-1.8953e+00,9.8388e-01,1.0964e+00,2.8215e+00,2.4061e+01,-1.9268e+03
1.3808e-01,-1.1041e+00,-2.2071e+00,4.6612e-02,8.7226e-01,2.3227e+00,2.5925e+00,2.4067e+01,-2.0152e+03
3.6710e-01,-1.9348e+00,-2.5783e+00,-1.2294e+00,9.2113e-01,2.0889e+00,2.6651e+00,2.3929e+01,-1.6875e+03
1.8920e-01,-1.2978e+00,-2.9324e+00,-6.6212e-01,8.9045e-01,2.1928e+00,2.6460e+00,2.4009e+01,-2.0476e+03
2.2488e-01,-1.6686e+00,-1.0950e+00,-1.3867e+00,9.5134e-01,1.8728e+00,2.7730e+00,2.4068e+01,-1.5810e+03
2.2024e-01,-1.9429e+00,-1.0556e+00,-5.3171e-01,8.5925e-01,1.4794e+00,2.8522e+00,2.4142e+01,-1.8566e+03
1.9376e-01,-1.8453e+00,-1.7397e+00,-4.5796e-02,1.0165e+00,9.9694e-01,2.8816e+00,2.4194e+01,-2.0223e+03
3.5476e-01,-1.3576e+00,-1.6829e+00,-1.3791e+00,9.7272e-01,2.1706e+00,2.4534e+00,2.3627e+01,-2.0666e+03
2.0347e-01,-1.3642e+00,-1.6842e+00,-3.3812e-01,7.6776e-01,2.0493e+00,2.6659e+00,2.3919e+01,-1.7257e+03
4.5420e-01,-1.8348e+00,-1.0717e+00,-1.1445e+00,9.9103e-01,2.2687e+00,2.5830e+00,2.3934e+01,-1.9514e+03
2.5361e-01,-1.7695e+00,-2.4105e+00,-1.0013e+00,1.0055e+00,1.3063e+00,2.7079e+00,2.3763e+01,-2.0082e+03
1.4346e-01,-1.3888e+00,-1.1648e+00,-1.6467e+00,1.0529e+00,1.5919e+00,2.7811e+00,2.4014e+01,-1.7268e+03
1.9101e-01,-1.7617e+00,-1.3748e+00,-4.8470e-01,-1.4132e+00,1.8261e+00,2.7818e+00,2.4047e+01,-2.0722e+03
3.0315e-01,-1.3956e+00,-2.2044e+00,-3.2719e-01,7.8997e-01,2.2557e+00,2.5906e+00,2.3931e+01,-1.5304e+03
2.3407e-01,-1.7918e+00,-2.4920e+00,-1.7212e+00,8.9786e-01,1.6531e+00,2.7604e+00,2.3969e+01,-2.0583e+03
1.4211e-01,-1.6134e+00,-1.3185e+00,-4.7381e-02,9.8990e-01,9.3607e-01,2.9225e+00,2.4309e+01,-1.8052e+03
8.0605e-02,-1.4176e+00,-2.5996e+00,8.3734e-02,6.6295e-01,1.1943e+00,2.8748e+00,2.4199e+01,-1.9319e+03
2.1587e-01,-1.5573e+00,-1.2021e+00,-1.5964e+00,1.0557e+00,1.8926e+00,2.7558e+00,2.4045e+01,-1.6744e+03
2.6846e-01,-1.9671e+00,-2.7225e+00,-2.8077e-01,2.0748e-01,1.9359e+00,2.7514e+00,2.4003e+01,-1.7718e+03
4.4598e-01,-1.4448e+00,-2.9121e+00,-1.5580e-01,9.0280e-01,2.3418e+00,2.4622e+00,2.3837e+01,-1.7986e+03
2.2471e-01,-1.7771e+00,-2.6680e+00,-1.0922e+00,9.5979e-01,1.1857e+00,2.7338e+00,2.3805e+01,-2.0698e+03
1.7020e-01,-1.6591e+00,-2.0568e+00,-2.7323e-01,9.4313e-01,3.9912e-01,2.8450e+00,2.4070e+01,-1.6797e+03
3.0533e-01,-1.9199e+00,-2.5895e+00,-1.2499e+00,6.5777e-01,2.0470e+00,2.7031e+00,2.3963e+01,-2.0213e+03
2.2843e-01,-1.9956e+00,-1.3403e+00,-7.9487e-01,5.5459e-01,1.6363e+00,2.7619e+00,2.3935e+01,-1.9573e+03
2.8350e-01,-1.6120e+00,-2.9237e+00,-3.4772e-01,-1.6537e-01,2.1423e+00,2.6579e+00,2.3929e+01,-1.8562e+03
3.8660e-01,-1.7901e+00,-2.8785e+00,-4.7982e-01,1.0387e+00,2.1117e+00,2.6244e+00,2.3894e+01,-1.5273e+03
2.1517e-01,-1.5764e+00,-1.6516e+00,-3.6128e-01,9.7151e-01,1.6278e+00,2.7780e+00,2.3976e+01,-1.7274e+03
3.4508e-01,-1.6409e+00,-2.9693e+00,-1.7559e+00,9.8020e-01,1.9272e+00,2.5805e+00,2.3645e+01,-1.9400e+03
2.8097e-01,-1.7443e+00,-2.7329e+00,-1.5364e-01,-5.8609e-01,2.0678e+00,2.7040e+00,2.3958e+01,-2.0306e+03
3.6262e-01,-1.7926e+00,-3.0729e+00,-5.7870e-01,7.2584e-01,2.2045e+00,2.6243e+00,2.3950e+01,-1.9703e+03
1.9565e-01,-1.7527e+00,-3.0818e+00,-1.6834e+00,1.0127e+00,3.3369e-01,2.7856e+00,2.3928e+01,-1.7634e+03
3.1282e-01,-1.2201e+00,-2.1720e+00,-5.4838e-01,8.7334e-01,2.4107e+00,2.3572e+00,2.3861e+01,-1.9493e+03
2.8569e-01,-1.7303e+00,-1.3368e+00,-2.5715e-01,9.1020e-01,1.9268e+00,2.7581e+00,2.4016e+01,-1.9767e+03
2.6150e-02,-1.2866e+00,-1.8521e+00,-2.0826e-01,9.3689e-01,4.8761e-01,2.8741e+00,2.4203e+01,-1.8524e+03
1.0015e-01,-1.6513e+00,-1.5877e+00,-6.4828e-01,9.6807e-01,1.0088e+00,2.9050e+00,2.4305e+01,-2.0702e+03
2.3243e-01,-1.7083e+00,-1.0257e+00,-1.2124e+00,9.4617e-01,1.5450e+00,2.7368e+00,2.3891e+01,-2.0527e+03
2.9481e-01,-1.2913e+00,-3.1406e+00,-4.0404e-01,6.4855e-01,2.3083e+00,2.5022e+00,2.3859e+01,-1.8579e+03
2.7508e-01,-1.7968e+00,-1.6489e+00,-4.0595e-01,9.3492e-01,1.6054e+00,2.7509e+00,2.3898e+01,-1.6998e+03
3.7990e-01,-1.3923e+00,-2.3682e+00,-2.5716e-01,3.4057e-01,2.3903e+00,2.4357e+00,2.3862e+01,-2.0100e+03
2.6204e-01,-1.4697e+00,-2.0710e+00,-1.0506e+00,9.5069e-01,2.0996e+00,2.6758e+00,2.3964e+01,-1.7267e+03
2.0675e-01,-1.7362e+00,-1.4578e+00,-1.2024e+00,9.2347e-01,1.2516e+00,2.7725e+00,2.3902e+01,-1.9346e+03
2.2478e-01,-1.6586e+00,-1.4718e+00,-2.6280e-01,8.5478e-01,1.5141e+00,2.7502e+00,2.3893e+01,-1.9024e+03
2.0747e-01,-1.2069e+00,-1.9461e+00,-3.4412e-01,8.1783e-01,2.2023e+00,2.5496e+00,2.3847e+01,-1.9782e+03
1.9895e-01,-1.9743e+00,-2.1232e+00,-6.7571e-01,1.0361e+00,4.6911e-01,2.8594e+00,2.4139e+01,-1.4031e+03
2.4871e-01,-1.5541e+00,-8.7042e-01,-1.3528e+00,9.4663e-01,1.9994e+00,2.7187e+00,2.3992e+01,-1.9114e+03
2.2567e-01,-1.6032e+00,-2.5677e+00,-7.5132e-01,7.6849e-01,1.9345e+00,2.6892e+00,2.3901e+01,-2.0138e+03
2.2653e-01,-1.9362e+00,-1.6558e+00,-1.0117e-01,-2.9932e-01,1.9303e+00,2.8321e+00,2.4202e+01,-2.0705e+03
4.5359e-01,-1.7567e+00,-1.2669e+00,-1.8851e+00,8.9726e-01,2.2350e+00,2.5320e+00,2.3788e+01,-2.0744e+03
2.0803e-01,-1.5959e+00,-2.3325e+00,-1.9142e-01,9.1453e-01,1.8067e+00,2.7823e+00,2.4063e+01,-1.7442e+03
1.6206e-01,-1.7248e+00,-3.0553e+00,-4.8360e-01,9.8536e-01,6.5329e-01,2.8041e+00,2.4009e+01,-1.6994e+03
1.9612e-01,-1.4819e+00,-1.7156e+00,-4.5095e-01,6.6008e-01,2.0353e+00,2.7338e+00,2.4044e+01,-1.8728e+03
2.6190e-01,-1.4176e+00,-2.5866e+00,-9.1175e-01,9.9346e-01,2.0356e+00,2.6077e+00,2.3799e+01,-1.8273e+03
2.2613e-01,-1.4636e+00,-1.6319e+00,-4.1530e-01,-1.4040e+00,2.2558e+00,2.6713e+00,2.4074e+01,-2.0579e+03
1.3161e-01,-1.7282e+00,-1.3659e+00,-1.4281e-02,8.1953e-01,7.7621e-01,2.9378e+00,2.4344e+01,-2.0593e+03
1.8492e-01,-1.4046e+00,-1.7784e+00,-2.8175e-01,-9.2610e-01,2.1531e+00,2.7146e+00,2.4073e+01,-1.9848e+03
3.2812e-01,-1.8228e+00,-1.4334e+00,-9.5423e-01,8.6785e-01,1.9753e+00,2.6899e+00,2.3888e+01,-1.6267e+03
2.3821e-01,-1.7813e+00,-2.8118e+00,-6.5555e-01,9.0467e-01,1.9041e+00,2.7530e+00,2.4057e+01,-1.9457e+03
1.0910e-01,-1.6699e+00,-3.2063e+00,4.4445e-02,4.6270e-01,4.1990e-01,2.8811e+00,2.4198e+01,-2.0273e+03
2.3658e-01,-1.8796e+00,-2.9348e+00,-2.8054e-01,5.3573e-01,1.8821e+00,2.8041e+00,2.4114e+01,-1.7942e+03
8.3532e-02,-1.4235e+00,-3.0545e+00,1.9759e-01,1.0193e+00,4.4298e-01,2.9454e+00,2.4387e+01,-1.8857e+03
4.0301e-01,-1.7125e+00,-2.7817e+00,-1.3490e-01,1.0425e+00,2.2541e+00,2.6648e+00,2.4062e+01,-1.8709e+03
3.0727e-01,-1.7403e+00,-2.5086e+00,-3.3170e-01,9.3405e-01,1.8696e+00,2.7255e+00,2.3904e+01,-2.0734e+03
3.0990e-01,-1.8006e+00,-1.1845e+00,-6.4231e-01,9.1403e-01,1.8198e+00,2.7218e+00,2.3898e+01,-1.7384e+03
2.0016e-01,-1.9106e+00,-1.9810e+00,-6.0044e-01,7.6378e-01,9.1056e-01,2.8097e+00,2.3970e+01,-2.0235e+03
1.5289e-01,-1.6336e+00,-2.0848e+00,-8.2815e-02,1.0033e+00,5.1278e-01,2.9170e+00,2.4271e+01,-1.8708e+03
2.5769e-01,-1.2119e+00,-2.7888e+00,-1.0667e+00,1.0332e+00,2.3257e+00,2.5052e+00,2.3940e+01,-2.0547e+03
3.0379e-01,-1.6329e+00,-2.6002e+00,-3.6212e-01,6.3860e-01,2.0252e+00,2.6742e+00,2.3883e+01,-2.0081e+03
1.0871e-03,-1.3211e+00,-1.3620e+00,-2.3516e-01,7.7089e-01,5.5333e-01,2.9062e+00,2.4302e+01,-2.0614e+03
1.7352e-01,-1.6478e+00,-2.9288e+00,-1.0129e-01,9.0284e-01,3.4224e-01,2.8106e+00,2.3985e+01,-1.8297e+03
2.0456e-01,-1.7107e+00,-1.3115e+00,-2.8025e-01,8.3295e-01,1.9015e+00,2.8270e+00,2.4209e+01,-1.8827e+03
1.7971e-01,-1.9007e+00,-2.3238e+00,-4.9944e-01,9.2825e-01,1.4440e+00,2.8664e+00,2.4223e+01,-2.0264e+03
2.0721e-01,-1.4306e+00,-1.5228e+00,-2.9663e-01,4.6856e-01,2.0373e+00,2.6614e+00,2.3898e+01,-2.0359e+03
3.9558e-01,-1.8331e+00,-2.8221e+00,-6.1933e-01,9.3726e-01,2.0937e+00,2.5933e+00,2.3781e+01,-1.7610e+03
3.0259e-01,-1.4684e+00,-3.1588e+00,-2.1195e+00,9.4146e-01,2.1648e+00,2.5901e+00,2.3864e+01,-1.8203e+03
2.4508e-01,-1.3481e+00,-1.5229e+00,-9.4177e-01,1.0333e+00,2.1642e+00,2.6639e+00,2.4021e+01,-1.8513e+03
3.8445e-01,-1.8799e+00,-1.9099e+00,-1.2016e+00,7.3805e-01,2.0060e+00,2.5645e+00,2.3637e+01,-2.0476e+03
1.9673e-01,-1.8870e+00,-1.2559e+00,-3.2301e-01,7.8832e-01,1.4716e+00,2.8815e+00,2.4229e+01,-2.0331e+03
2.7522e-01,-1.7894e+00,-2.4922e+00,-4.1648e-01,1.0324e+00,1.8906e+00,2.7834e+00,2.4106e+01,-1.6919e+03
3.7761e-01,-1.6442e+00,-2.7141e+00,-1.9134e+00,1.0230e+00,2.0618e+00,2.5442e+00,2.3685e+01,-1.9982e+03
1.5092e-01,-1.7000e+00,-1.5252e+00,-3.7005e-01,8.8645e-01,1.5733e+00,2.8938e+00,2.4288e+01,-1.8884e+03
3.7725e-01,-1.8494e+00,-2.5888e+00,-2.1570e+00,9.9560e-01,1.9211e+00,2.6136e+00,2.3715e+01,-1.7009e+03
2.2785e-01,-1.9663e+00,-2.8473e+00,-4.5786e-01,-8.0733e-01,1.8458e+00,2.7556e+00,2.3981e+01,-1.9915e+03
2.8875e-01,-1.7187e+00,-2.4536e+00,-2.7074e-01,8.4968e-01,2.0382e+00,2.7011e+00,2.3975e+01,-1.8779e+03
2.6035e-01,-1.2348e+00,-2.6534e+00,-3.6872e-01,1.0629e+00,2.2027e+00,2.5403e+00,2.3845e+01,-1.6873e+03
2.0807e-01,-1.6568e+00,-9.7413e-01,-6.6684e-01,6.7056e-01,1.8899e+00,2.7585e+00,2.4041e+01,-2.0315e+03
4.3043e-01,-1.6519e+00,-2.4551e+00,-4.7939e-01,9.2541e-01,2.1328e+00,2.5145e+00,2.3689e+01,-1.9500e+03
1.6459e-01,-1.7293e+00,-2.5614e+00,-4.7681e-01,9.4164e-01,3.2192e-01,2.8106e+00,2.4013e+01,-1.6603e+03
6.0916e-02,-1.1672e+00,-2.4527e+00,-2.5834e-01,1.6928e-01,2.1332e+00,2.7004e+00,2.4065e+01,-2.0298e+03
7.4362e-02,-1.3619e+00,-8.5285e-01,-1.5634e+00,1.0432e+00,1.6204e+00,2.8339e+00,2.4190e+01,-2.0606e+03
1.1593e-01,-1.5626e+00,-2.4418e+00,-4.1396e-01,9.4124e-01,6.3610e-01,2.8677e+00,2.4162e+01,-1.6598e+03
2.4356e-01,-1.9281e+00,-3.0134e+00,-1.7257e+00,9.0779e-01,1.3551e+00,2.7673e+00,2.3898e+01,-1.8539e+03
2.5087e-01,-1.4743e+00,-2.2614e+00,-2.9213e-01,6.6077e-01,2.0151e+00,2.6785e+00,2.3884e+01,-2.0065e+03
2.2293e-01,-1.9995e+00,-2.9094e+00,-1.5993e-01,7.2091e-01,1.1134e+00,2.8168e+00,2.4002e+01,-1.7406e+03
3.2027e-01,-1.7368e+00,-2.0558e+00,-1.6695e+00,9.6077e-01,2.0004e+00,2.6809e+00,2.3880e+01,-2.0316e+03
4.8459e-01,-1.8443e+00,-2.7907e+00,-2.1503e-01,6.3504e-01,2.3073e+00,2.5414e+00,2.3882e+01,-2.0758e+03
1.0174e-01,-1.4847e+00,-1.9023e+00,-1.2575e-01,8.1764e-01,1.2510e+00,2.8943e+00,2.4264e+01,-2.0264e+03
2.6410e-01,-1.7459e+00,-2.3820e+00,-4.0209e-01,9.1654e-01,1.7220e+00,2.7595e+00,2.3965e+01,-1.7095e+03
2.2937e-01,-1.4549e+00,-2.8854e+00,-4.4907e-02,6.8627e-01,2.2303e+00,2.7479e+00,2.4213e+01,-1.9943e+03
3.6328e-01,-1.6579e+00,-2.9684e+00,1.5542e-02,6.6391e-01,2.2569e+00,2.6411e+00,2.4015e+01,-2.0499e+03
2.9050e-01,-1.7041e+00,-2.3701e+00,-1.9710e+00,1.0034e+00,2.0395e+00,2.7077e+00,2.3990e+01,-2.0021e+03
3.7477e-01,-1.5482e+00,-2.2301e+00,-2.0340e+00,9.4886e-01,2.2130e+00,2.5146e+00,2.3781e+01,-2.0336e+03
2.8510e-01,-1.6567e+00,-2.9657e+00,-6.2997e-01,9.0355e-01,1.8278e+00,2.6762e+00,2.3799e+01,-1.5727e+03
2.0445e-01,-1.8300e+00,-2.2857e+00,-8.3441e-01,9.1993e-01,1.0254e+00,2.7768e+00,2.3908e+01,-1.7011e+03
1.2019e-01,-1.3226e+00,-1.5705e+00,-7.4355e-01,4.1434e-01,2.0012e+00,2.7220e+00,2.4017e+01,-2.0326e+03
2.0304e-01,-1.7498e+00,-1.2440e+00,-9.0080e-01,9.2286e-01,6.1869e-01,2.8028e+00,2.3953e+01,-2.0594e+03
2.2516e-01,-1.9863e+00,-2.9271e+00,-2.9706e-01,6.1783e-01,1.8926e+00,2.8351e+00,2.4213e+01,-1.7864e+03
1.8058e-01,-1.7966e+00,-1.5348e+00,-4.9578e-01,1.0017e+00,1.1215e+00,2.9001e+00,2.4253e+01,-1.9219e+03
2.5503e-02,-1.2884e+00,-3.0210e+00,1.1946e-01,8.1623e-01,1.1321e+00,2.9179e+00,2.4340e+01,-2.0197e+03
2.7394e-01,-1.6731e+00,-3.0819e+00,-8.7427e-01,1.0432e+00,1.7239e+00,2.7227e+00,2.3892e+01,-1.7128e+03
1.4893e-01,-1.5048e+00,-1.5729e+00,-1.6068e+00,9.3377e-01,1.5100e+00,2.7987e+00,2.4026e+01,-2.0159e+03
4.1400e-02,-1.3782e+00,-1.1561e+00,-2.7204e-01,8.9126e-01,2.8574e-01,2.9078e+00,2.4275e+01,-2.0304e+03
1.3486e-01,-1.5666e+00,-2.0557e+00,-1.6167e+00,1.0400e+00,1.1072e+00,2.8315e+00,2.4084e+01,-1.9097e+03
2.0410e-01,-1.5903e+00,-1.3572e+00,-8.8762e-01,9.2608e-01,1.7401e+00,2.7121e+00,2.3892e+01,-1.9548e+03
4.1038e-01,-1.5366e+00,-1.8126e+00,-1.3202e-01,7.4167e-01,2.2764e+00,2.5537e+00,2.3875e+01,-1.9752e+03
1.6238e-01,-1.8289e+00,-2.7024e+00,-6.2386e-01,9.5060e-01,5.6270e-01,2.8355e+00,2.4065e+01,-1.8885e+03
8.8281e-02,-1.4136e+00,-1.2089e+00,-1.3932e+00,1.0295e+00,1.5931e+00,2.8506e+00,2.4220e+01,-1.8486e+03
1.4413e-01,-1.6633e+00,-2.1151e+00,-2.9901e-01,7.7648e-01,4.5222e-01,2.8389e+00,2.4058e+01,-1.8277e+03
3.3363e-01,-1.4321e+00,-1.2826e+00,-6.9433e-01,6.7787e-01,2.2665e+00,2.5159e+00,2.3829e+01,-1.8935e+03
4.2047e-01,-1.7462e+00,-1.7348e+00,-9.4032e-01,9.9448e-01,2.1586e+00,2.6122e+00,2.3880e+01,-1.9763e+03
1.6100e-01,-1.8310e+00,-1.9779e+00,-2.6100e-01,8.5972e-01,8.9008e-01,2.9022e+00,2.4256e+01,-1.8907e+03
1.5918e-01,-1.5312e+00,-2.2172e+00,8.3939e-02,7.1484e-01,1.6196e+00,2.8569e+00,2.4199e+01,-2.0292e+03
1.7047e-01,-1.7663e+00,-1.9952e+00,-9.6336e-02,1.9467e-01,1.5943e+00,2.8292e+00,2.4102e+01,-2.0072e+03
2.7139e-01,-1.8486e+00,-2.2180e+00,-6.1594e-01,8.2479e-01,1.6592e+00,2.7205e+00,2.3846e+01,-1.7454e+03
1.9118e-01,-1.6036e+00,-2.3074e+00,-8.0757e-01,9.6900e-01,1.7594e+00,2.7619e+00,2.4014e+01,-1.8265e+03
