logfeh_mean,logdust,logNpix,tau,logl
-4.3048e-01,-1.9466e+00,1.8286e+00,4.4600e+00,-2.2618e+04
-4.9985e-01,-1.8582e+00,1.8356e+00,4.0532e+00,-2.2499e+04
-4.1867e-01,-1.9679e+00,1.8466e+00,4.2200e+00,-2.2378e+04
-4.7107e-01,-1.9694e+00,1.8476e+00,3.9508e+00,-2.2525e+04
-4.5871e-01,-1.9189e+00,1.8396e+00,4.1622e+00,-2.2564e+04
-4.1053e-01,-1.9182e+00,1.8408e+00,4.3592e+00,-2.2573e+04
-4.1844e-01,-1.8619e+00,1.8354e+00,4.4534e+00,-2.2631e+04
-4.1993e-01,-1.9943e+00,1.8425e+00,4.2987e+00,-2.2621e+04
-4.3866e-01,-1.9796e+00,1.8441e+00,4.2777e+00,-2.2649e+04
-4.9717e-01,-1.9484e+00,1.8399e+00,4.0246e+00,-2.2648e+04
-4.2733e-01,-1.9933e+00,1.8382e+00,4.3537e+00,-2.2625e+04
-4.4044e-01,-1.9204e+00,1.8423e+00,4.2875e+00,-2.2587e+04
-4.9555e-01,-1.9531e+00,1.8482e+00,3.8671e+00,-2.2454e+04
-4.1138e-01,-1.9114e+00,1.8323e+00,4.6800e+00,-2.2640e+04
-4.0219e-01,-1.9610e+00,1.8355e+00,4.4663e+00,-2.2534e+04
-4.9748e-01,-1.9753e+00,1.8500e+00,3.7860e+00,-2.2645e+04
-4.1387e-01,-1.9324e+00,1.8336e+00,4.4697e+00,-2.2540e+04
-4.2707e-01,-1.9523e+00,1.8326e+00,4.3397e+00,-2.2603e+04
-4.8703e-01,-1.9024e+00,1.8338e+00,4.0999e+00,-2.2617e+04
-4.1528e-01,-1.9603e+00,1.8291e+00,4.5322e+00,-2.2607e+04
-4.6805e-01,-1.9996e+00,1.8393e+00,4.0823e+00,-2.2502e+04
-4.1997e-01,-1.9833e+00,1.8396e+00,4.2999e+00,-2.2546e+04
-4.1475e-01,-1.9662e+00,1.8349e+00,4.5711e+00,-2.2646e+04
-4.9856e-01,-1.9493e+00,1.8408e+00,4.0461e+00,-2.2568e+04
-4.3993e-01,-1.9928e+00,1.8431e+00,4.2699e+00,-2.2553e+04
-4.3607e-01,-1.9599e+00,1.8339e+00,4.4452e+00,-2.2631e+04
-4.0803e-01,-1.9076e+00,1.8412e+00,4.5759e+00,-2.2294e+04
-4.0984e-01,-1.7915e+00,1.8435e+00,4.5854e+00,-2.2475e+04
-4.9271e-01,-1.9213e+00,1.8398e+00,3.9550e+00,-2.2522e+04
-4.3382e-01,-1.9991e+00,1.8324e+00,4.3797e+00,-2.2599e+04
-4.5279e-01,-1.9238e+00,1.8380e+00,4.1403e+00,-2.2609e+04
-4.3518e-01,-1.9663e+00,1.8394e+00,4.2884e+00,-2.2522e+04
-4.9027e-01,-1.9682e+00,1.8429e+00,4.0157e+00,-2.2617e+04
-4.6384e-01,-1.8794e+00,1.8383e+00,4.1479e+00,-2.2644e+04
-4.1578e-01,-1.8525e+00,1.8336e+00,4.5980e+00,-2.2559e+04
-4.5286e-01,-1.9345e+00,1.8351e+00,4.1635e+00,-2.2632e+04
-4.1565e-01,-1.9143e+00,1.8330e+00,4.4963e+00,-2.2609e+04
-4.1423e-01,-1.9882e+00,1.8483e+00,4.1550e+00,-2.2581e+04
-4.1934e-01,-1.9217e+00,1.8429e+00,4.3127e+00,-2.2551e+04
-4.0254e-01,-1.9180e+00,1.8431e+00,4.2803e+00,-2.2616e+04
-4.1717e-01,-1.9665e+00,1.8473e+00,4.2383e+00,-2.2556e+04
-4.9146e-01,-1.9871e+00,1.8493e+00,3.9255e+00,-2.2530e+04
-4.3851e-01,-1.9844e+00,1.8350e+00,4.3033e+00,-2.2661e+04
-4.2609e-01,-1.9880e+00,1.8312e+00,4.4200e+00,-2.2598e+04
-4.7512e-01,-1.9772e+00,1.8424e+00,3.9823e+00,-2.2647e+04
-4.1936e-01,-1.9341e+00,1.8457e+00,4.2263e+00,-2.2559e+04
-4.5509e-01,-1.7187e+00,1.8418e+00,4.4292e+00,-2.2587e+04
-4.6581e-01,-1.9245e+00,1.8410e+00,4.1184e+00,-2.2629e+04
-4.6523e-01,-1.9529e+00,1.8449e+00,4.0569e+00,-2.2288e+04
-4.5347e-01,-1.9134e+00,1.8455e+00,4.1751e+00,-2.2599e+04
-3.9474e-01,-1.9531e+00,1.8370e+00,4.5109e+00,-2.2655e+04
-4.5898e-01,-1.9094e+00,1.8404e+00,4.2129e+00,-2.2640e+04
-4.5706e-01,-1.8776e+00,1.8418e+00,4.2194e+00,-2.2557e+04
-4.9579e-01,-1.9639e+00,1.8478e+00,3.7511e+00,-2.2565e+04
-4.0798e-01,-1.8070e+00,1.8434e+00,4.6179e+00,-2.2602e+04
-4.1365e-01,-1.9711e+00,1.8363e+00,4.4354e+00,-2.2522e+04
-4.0762e-01,-1.9871e+00,1.8363e+00,4.3322e+00,-2.2559e+04
-4.7048e-01,-1.9182e+00,1.8433e+00,4.1071e+00,-2.2583e+04
-4.6408e-01,-1.9913e+00,1.8395e+00,4.1360e+00,-2.2651e+04
-4.1951e-01,-1.9959e+00,1.8513e+00,4.1431e+00,-2.2625e+04
-4.3134e-01,-1.9160e+00,1.8362e+00,4.3522e+00,-2.2383e+04
-4.3003e-01,-1.9736e+00,1.8405e+00,4.2225e+00,-2.2597e+04
-4.1728e-01,-1.9802e+00,1.8462e+00,4.2042e+00,-2.2535e+04
-4.1653e-01,-1.9946e+00,1.8436e+00,4.2009e+00,-2.2513e+04
-4.7759e-01,-1.9357e+00,1.8271e+00,4.1893e+00,-2.2649e+04
-4.1651e-01,-1.8354e+00,1.8387e+00,4.6340e+00,-2.2546e+04
-4.7300e-01,-1.8712e+00,1.8491e+00,4.0647e+00,-2.2561e+04
-3.9322e-01,-1.8891e+00,1.8356e+00,4.6350e+00,-2.2592e+04
