nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau
2.0000e+03,3.6400e+02,3.0000e+00,3.5067e+01,-1.2267e+06,-1.2267e+06,-1.2113e+00,-inf,1.5912e-01,7.6083e+00,8.7262e+05,2.9750e+03,-4.6282e-01,-1.3064e+00,2.0590e+00,8.9681e+00
2.0000e+03,3.6500e+02,8.0000e+00,3.4895e+01,-1.2266e+06,-1.2266e+06,-1.2146e+00,-inf,1.5915e-01,7.6115e+00,8.7243e+05,3.0072e+03,-3.0575e-01,-1.6883e-01,1.5331e+00,9.8389e+00
2.0000e+03,3.6600e+02,2.0000e+00,3.4924e+01,-1.2263e+06,-1.2263e+06,-1.2180e+00,-inf,1.5919e-01,7.6150e+00,8.7228e+05,3.0153e+03,1.1151e-01,-1.6902e+00,2.1400e+00,9.8440e+00
2.0000e+03,3.6700e+02,2.0000e+00,3.4952e+01,-1.2257e+06,-1.2258e+06,-1.2213e+00,-inf,1.5922e-01,7.6182e+00,8.7204e+05,3.0232e+03,3.0943e-01,-1.1272e+00,2.1880e+00,1.4089e+00
2.0000e+03,3.6800e+02,1.0000e+00,3.5014e+01,-1.2257e+06,-1.2257e+06,-1.2246e+00,-inf,1.5926e-01,7.6215e+00,8.7146e+05,3.0272e+03,-5.7397e-01,-2.8273e-01,1.3131e+00,8.6769e+00
2.0000e+03,3.6900e+02,3.0000e+00,3.5009e+01,-1.2254e+06,-1.2254e+06,-1.2280e+00,-inf,1.5929e-01,7.6250e+00,8.7137e+05,3.0393e+03,-1.0624e+00,-1.5026e-01,2.3264e+00,9.1838e+00
2.0000e+03,3.7000e+02,5.0000e+00,3.4939e+01,-1.2249e+06,-1.2249e+06,-1.2313e+00,-inf,1.5933e-01,7.6282e+00,8.7111e+05,3.0595e+03,3.9099e-01,-6.6378e-01,2.3516e+00,8.5623e+00
2.0000e+03,3.7100e+02,4.0000e+00,3.4901e+01,-1.2243e+06,-1.2243e+06,-1.2346e+00,-inf,1.5936e-01,7.6317e+00,8.7062e+05,3.0756e+03,4.1628e-01,-2.4813e-01,2.0735e+00,5.5090e+00
2.0000e+03,3.7200e+02,4.0000e+00,3.4864e+01,-1.2240e+06,-1.2240e+06,-1.2379e+00,-inf,1.5940e-01,7.6349e+00,8.7003e+05,3.0919e+03,-6.6232e-01,-8.8812e-01,2.1563e+00,2.6200e+00
2.0000e+03,3.7300e+02,1.0000e+00,3.4925e+01,-1.2232e+06,-1.2232e+06,-1.2413e+00,-inf,1.5943e-01,7.6381e+00,8.6973e+05,3.0959e+03,4.5872e-02,-3.3570e-01,1.2004e+00,9.4952e+00
2.0000e+03,3.7400e+02,1.1000e+01,3.4662e+01,-1.2226e+06,-1.2226e+06,-1.2446e+00,-inf,1.5947e-01,7.6416e+00,8.6894e+05,3.1402e+03,-1.2027e+00,-3.9133e-01,2.2593e+00,4.0530e+00
2.0000e+03,3.7500e+02,2.0000e+00,3.4690e+01,-1.2226e+06,-1.2226e+06,-1.2479e+00,-inf,1.5950e-01,7.6448e+00,8.6829e+05,3.1481e+03,-8.4219e-01,-3.3479e-01,1.7355e+00,3.5922e+00
2.0000e+03,3.7600e+02,2.0000e+00,3.4718e+01,-1.2225e+06,-1.2225e+06,-1.2512e+00,-inf,1.5954e-01,7.6482e+00,8.6828e+05,3.1561e+03,-5.8656e-01,-8.3578e-01,1.2032e+00,1.0536e+00
2.0000e+03,3.7700e+02,3.0000e+00,3.4715e+01,-1.2221e+06,-1.2221e+06,-1.2546e+00,-inf,1.5957e-01,7.6516e+00,8.6826e+05,3.1683e+03,4.0873e-01,-7.6383e-01,1.0383e+00,6.2704e+00
2.0000e+03,3.7800e+02,7.0000e+00,3.4584e+01,-1.2219e+06,-1.2219e+06,-1.2579e+00,-inf,1.5960e-01,7.6548e+00,8.6780e+05,3.1962e+03,-1.3630e+00,-1.0625e+00,2.0633e+00,1.7443e+00
2.0000e+03,3.7900e+02,2.0000e+00,3.4612e+01,-1.2214e+06,-1.2214e+06,-1.2612e+00,-inf,1.5964e-01,7.6583e+00,8.6765e+05,3.2042e+03,-3.8048e-01,-3.2449e-01,1.1683e+00,9.0543e+00
2.0000e+03,3.8000e+02,4.0000e+00,3.4577e+01,-1.2203e+06,-1.2203e+06,-1.2646e+00,-inf,1.5967e-01,7.6615e+00,8.6712e+05,3.2204e+03,4.2023e-01,-1.5524e+00,1.6346e+00,2.3852e+00
2.0000e+03,3.8100e+02,4.0000e+00,3.4542e+01,-1.2201e+06,-1.2201e+06,-1.2679e+00,-inf,1.5971e-01,7.6647e+00,8.6602e+05,3.2366e+03,-2.1801e-01,-1.7564e+00,2.1165e+00,5.0548e+00
2.0000e+03,3.8200e+02,1.0000e+00,3.4601e+01,-1.2201e+06,-1.2201e+06,-1.2712e+00,-inf,1.5974e-01,7.6682e+00,8.6584e+05,3.2406e+03,-7.5848e-02,-1.1484e+00,1.3918e+00,1.3587e+00
2.0000e+03,3.8300e+02,3.0000e+00,3.4598e+01,-1.2190e+06,-1.2190e+06,-1.2745e+00,-inf,1.5978e-01,7.6714e+00,8.6577e+05,3.2527e+03,1.9063e-01,-1.6889e+00,1.5093e+00,1.5025e+00
2.0000e+03,3.8400e+02,1.0000e+00,3.4657e+01,-1.2187e+06,-1.2187e+06,-1.2779e+00,-inf,1.5981e-01,7.6747e+00,8.6474e+05,3.2567e+03,-1.1654e+00,-4.3164e-01,1.4073e+00,3.2051e+00
2.0000e+03,3.8500e+02,4.0000e+00,3.4622e+01,-1.2182e+06,-1.2182e+06,-1.2812e+00,-inf,1.5985e-01,7.6782e+00,8.6437e+05,3.2725e+03,-9.4497e-01,-5.4304e-01,1.2830e+00,3.0724e+00
2.0000e+03,3.8600e+02,1.0000e+01,3.4403e+01,-1.2181e+06,-1.2181e+06,-1.2845e+00,-inf,1.5988e-01,7.6814e+00,8.6391e+05,3.3127e+03,3.7053e-01,-3.7915e-01,1.5650e+00,6.2859e+00
2.0000e+03,3.8700e+02,1.0000e+00,3.4461e+01,-1.2174e+06,-1.2174e+06,-1.2879e+00,-inf,1.5992e-01,7.6849e+00,8.6380e+05,3.3166e+03,4.4671e-01,-1.2242e+00,1.2444e+00,4.1121e+00
2.0000e+03,3.8800e+02,2.0000e+00,3.4489e+01,-1.2172e+06,-1.2172e+06,-1.2912e+00,-inf,1.5995e-01,7.6881e+00,8.6316e+05,3.3248e+03,9.5859e-02,-1.3928e+00,2.1955e+00,5.0436e+00
2.0000e+03,3.8900e+02,3.0000e+00,3.4486e+01,-1.2165e+06,-1.2165e+06,-1.2945e+00,-inf,1.5998e-01,7.6913e+00,8.6288e+05,3.3369e+03,2.9050e-01,-2.3719e-01,2.0653e+00,6.0167e+00
2.0000e+03,3.9000e+02,4.0000e+00,3.4452e+01,-1.2158e+06,-1.2158e+06,-1.2978e+00,-inf,1.6002e-01,7.6948e+00,8.6222e+05,3.3530e+03,-3.2546e-01,-1.0745e+00,2.0996e+00,7.0835e+00
2.0000e+03,3.9100e+02,3.0000e+00,3.4449e+01,-1.2153e+06,-1.2153e+06,-1.3012e+00,-inf,1.6005e-01,7.6980e+00,8.6152e+05,3.3652e+03,2.0780e-01,-1.4259e+00,1.5192e+00,2.2062e+00
2.0000e+03,3.9200e+02,3.0000e+00,3.4446e+01,-1.2151e+06,-1.2151e+06,-1.3045e+00,-inf,1.6009e-01,7.7015e+00,8.6105e+05,3.3773e+03,-3.1969e-02,-6.3286e-01,2.2638e+00,7.2388e+00
2.0000e+03,3.9300e+02,5.0000e+00,3.4383e+01,-1.2151e+06,-1.2151e+06,-1.3078e+00,-inf,1.6012e-01,7.7042e+00,8.6082e+05,3.3974e+03,-1.0453e+00,-4.9628e-01,2.2022e+00,4.6277e+00
2.0000e+03,3.9400e+02,6.0000e+00,3.4291e+01,-1.2143e+06,-1.2143e+06,-1.3111e+00,-inf,1.6016e-01,7.7080e+00,8.6081e+05,3.4217e+03,-1.1985e-01,-6.0732e-01,2.2498e+00,7.7717e+00
2.0000e+03,3.9500e+02,3.0000e+00,3.4288e+01,-1.2141e+06,-1.2141e+06,-1.3145e+00,-inf,1.6019e-01,7.7115e+00,8.5998e+05,3.4336e+03,-2.0550e-01,-8.2633e-01,2.1860e+00,6.1823e+00
2.0000e+03,3.9600e+02,3.0000e+00,3.4286e+01,-1.2141e+06,-1.2141e+06,-1.3178e+00,-inf,1.5876e-01,7.5745e+00,8.5985e+05,3.4456e+03,-2.4634e-01,-1.4496e+00,1.1595e+00,1.7006e+00
2.0000e+03,3.9700e+02,1.0000e+00,3.4343e+01,-1.2134e+06,-1.2134e+06,-1.3211e+00,-inf,1.6026e-01,7.7179e+00,8.5984e+05,3.4496e+03,-7.9385e-02,-1.2846e+00,2.1342e+00,6.1598e+00
2.0000e+03,3.9800e+02,2.0000e+00,3.4370e+01,-1.2130e+06,-1.2130e+06,-1.3245e+00,-inf,1.6030e-01,7.7214e+00,8.5912e+05,3.4577e+03,1.4411e-01,-1.0895e+00,2.1513e+00,9.6341e+00
2.0000e+03,3.9900e+02,5.0000e+00,3.4308e+01,-1.2129e+06,-1.2130e+06,-1.3278e+00,-inf,1.6033e-01,7.7244e+00,8.5868e+05,3.4778e+03,4.4412e-01,-1.4511e+00,1.5623e+00,2.9341e+00
2.0000e+03,4.0000e+02,1.0000e+00,3.4364e+01,-1.2127e+06,-1.2127e+06,-1.3311e+00,-inf,1.6037e-01,7.7281e+00,8.5867e+05,3.4819e+03,2.6283e-01,-1.4041e+00,1.6606e+00,1.7888e+00
2.0000e+03,4.0100e+02,4.0000e+00,3.4332e+01,-1.2105e+06,-1.2105e+06,-1.3344e+00,-inf,1.6040e-01,7.7314e+00,8.5843e+05,3.4980e+03,-1.4042e+00,-2.0682e-01,1.6353e+00,7.1687e+00
2.0000e+03,4.0200e+02,4.0000e+00,3.4300e+01,-1.2097e+06,-1.2097e+06,-1.3378e+00,-inf,1.6043e-01,7.7346e+00,8.5625e+05,3.5140e+03,-8.4897e-02,-1.2451e+00,1.0462e+00,4.0271e+00
2.0000e+03,4.0300e+02,1.0000e+00,3.4356e+01,-1.2097e+06,-1.2097e+06,-1.3411e+00,-inf,1.6047e-01,7.7381e+00,8.5544e+05,3.5180e+03,-4.1110e-01,-5.7576e-01,1.1731e+00,5.0540e+00
2.0000e+03,4.0400e+02,1.0000e+00,3.4412e+01,-1.2087e+06,-1.2087e+06,-1.3444e+00,-inf,1.6050e-01,7.7413e+00,8.5540e+05,3.5220e+03,-2.4324e-01,-7.9096e-01,1.2501e+00,3.5420e+00
2.0000e+03,4.0500e+02,1.0000e+00,3.4468e+01,-1.2085e+06,-1.2085e+06,-1.3478e+00,-inf,1.6054e-01,7.7448e+00,8.5442e+05,3.5259e+03,-1.4202e+00,-3.3136e-01,1.3512e+00,5.7079e+00
2.0000e+03,4.0600e+02,1.0000e+00,3.4524e+01,-1.2081e+06,-1.2081e+06,-1.3511e+00,-inf,1.6057e-01,7.7480e+00,8.5422e+05,3.5299e+03,-4.1436e-01,-2.8774e-01,1.3768e+00,9.9726e+00
2.0000e+03,4.0700e+02,3.0000e+00,3.4521e+01,-1.2080e+06,-1.2080e+06,-1.3544e+00,-inf,1.6061e-01,7.7512e+00,8.5386e+05,3.5421e+03,-6.5578e-01,-2.7337e-01,1.7051e+00,6.0738e+00
2.0000e+03,4.0800e+02,1.0000e+00,3.4576e+01,-1.2069e+06,-1.2069e+06,-1.3577e+00,-inf,1.6064e-01,7.7547e+00,8.5372e+05,3.5460e+03,-1.0133e+00,-6.9942e-01,2.1210e+00,2.5477e+00
2.0000e+03,4.0900e+02,5.0000e+00,3.4515e+01,-1.2068e+06,-1.2068e+06,-1.3611e+00,-inf,1.6068e-01,7.7580e+00,8.5261e+05,3.5661e+03,-5.4144e-01,-1.0994e+00,2.0953e+00,2.9567e+00
2.0000e+03,4.1000e+02,1.0000e+00,3.4570e+01,-1.2062e+06,-1.2062e+06,-1.3644e+00,-inf,1.6071e-01,7.7612e+00,8.5247e+05,3.5702e+03,4.7584e-01,-3.6390e-01,2.3592e+00,9.1877e+00
2.0000e+03,4.1100e+02,3.0000e+00,3.4567e+01,-1.2059e+06,-1.2059e+06,-1.3677e+00,-inf,1.6075e-01,7.7647e+00,8.5193e+05,3.5821e+03,-2.8255e-01,-6.1337e-01,1.2334e+00,4.6367e+00
2.0000e+03,4.1200e+02,1.4000e+01,3.4248e+01,-1.2059e+06,-1.2059e+06,-1.3710e+00,-inf,1.5146e-01,6.8931e+00,8.5163e+05,3.6384e+03,3.7719e-01,-1.6458e+00,1.1630e+00,4.4304e+00
2.0000e+03,4.1300e+02,7.0000e+00,3.4132e+01,-1.2056e+06,-1.2056e+06,-1.3744e+00,-inf,1.6082e-01,7.7714e+00,8.5163e+05,3.6669e+03,-7.8040e-01,-8.5480e-01,2.0026e+00,9.4984e+00
2.0000e+03,4.1400e+02,1.0000e+00,3.4187e+01,-1.2045e+06,-1.2045e+06,-1.3777e+00,-inf,1.6085e-01,7.7746e+00,8.5129e+05,3.6708e+03,-1.2619e+00,-2.3346e-01,1.5965e+00,7.4527e+00
2.0000e+03,4.1500e+02,3.0000e+00,3.4185e+01,-1.2042e+06,-1.2042e+06,-1.3810e+00,-inf,1.6088e-01,7.7779e+00,8.5020e+05,3.6828e+03,7.1381e-02,-2.7687e-01,2.2881e+00,7.1690e+00
2.0000e+03,4.1600e+02,2.0000e+00,3.4211e+01,-1.2041e+06,-1.2041e+06,-1.3844e+00,-inf,1.6092e-01,7.7814e+00,8.4989e+05,3.6908e+03,-8.8624e-02,-4.7194e-01,2.0338e+00,3.2667e+00
2.0000e+03,4.1700e+02,6.0000e+00,3.4124e+01,-1.2040e+06,-1.2040e+06,-1.3877e+00,-inf,1.6095e-01,7.7846e+00,8.4983e+05,3.7148e+03,-5.5529e-02,-6.9184e-01,2.1766e+00,9.7631e+00
2.0000e+03,4.1800e+02,4.0000e+00,3.4095e+01,-1.2029e+06,-1.2029e+06,-1.3910e+00,-inf,1.6099e-01,7.7881e+00,8.4969e+05,3.7309e+03,1.7012e-01,-4.1500e-01,1.9877e+00,4.2148e+00
2.0000e+03,4.1900e+02,2.0000e+00,3.4121e+01,-1.2024e+06,-1.2024e+06,-1.3943e+00,-inf,1.6102e-01,7.7913e+00,8.4865e+05,3.7390e+03,-4.6161e-01,-3.2424e-01,1.3248e+00,9.9858e+00
2.0000e+03,4.2000e+02,1.0000e+00,3.4174e+01,-1.2019e+06,-1.2020e+06,-1.3977e+00,-inf,1.6105e-01,7.7945e+00,8.4814e+05,3.7430e+03,-3.4855e-01,-4.5580e-01,2.2294e+00,7.0021e+00
2.0000e+03,4.2100e+02,1.0000e+00,3.4228e+01,-1.2015e+06,-1.2016e+06,-1.4010e+00,-inf,1.6109e-01,7.7980e+00,8.4766e+05,3.7469e+03,4.9941e-01,-1.6081e+00,1.1274e+00,5.2783e+00
2.0000e+03,4.2200e+02,1.0000e+00,3.4281e+01,-1.2012e+06,-1.2012e+06,-1.4043e+00,-inf,1.6112e-01,7.8012e+00,8.4726e+05,3.7509e+03,-1.3316e+00,-9.9597e-01,1.9146e+00,8.8353e+00
2.0000e+03,4.2300e+02,5.0000e+00,3.4223e+01,-1.1998e+06,-1.1998e+06,-1.4077e+00,-inf,1.6116e-01,7.8045e+00,8.4689e+05,3.7710e+03,-2.9224e-01,-3.7083e-01,1.6053e+00,5.4618e+00
2.0000e+03,4.2400e+02,1.0000e+00,3.4276e+01,-1.1997e+06,-1.1998e+06,-1.4110e+00,-inf,1.6119e-01,7.8080e+00,8.4555e+05,3.7750e+03,2.9907e-01,-2.2625e-01,1.8582e+00,9.3932e+00
2.0000e+03,4.2500e+02,2.0000e+00,3.4302e+01,-1.1991e+06,-1.1991e+06,-1.4143e+00,-inf,1.6123e-01,7.8112e+00,8.4547e+05,3.7830e+03,-8.5381e-01,-2.5715e-01,1.6469e+00,7.6145e+00
2.0000e+03,4.2600e+02,1.0000e+01,3.4107e+01,-1.1989e+06,-1.1989e+06,-1.4176e+00,-inf,1.6126e-01,7.8147e+00,8.4482e+05,3.8235e+03,-9.7937e-02,-2.9130e-01,2.2382e+00,6.3946e+00
2.0000e+03,4.2700e+02,2.0000e+00,3.4133e+01,-1.1988e+06,-1.1988e+06,-1.4210e+00,-inf,1.6130e-01,7.8179e+00,8.4464e+05,3.8314e+03,3.2170e-01,-6.1573e-01,1.1288e+00,8.5023e+00
2.0000e+03,4.2800e+02,3.0000e+00,3.4131e+01,-1.1985e+06,-1.1985e+06,-1.4243e+00,-inf,1.6133e-01,7.8211e+00,8.4456e+05,3.8434e+03,1.4453e-01,-3.8517e-01,1.5749e+00,6.7447e+00
2.0000e+03,4.2900e+02,3.0000e+00,3.4129e+01,-1.1982e+06,-1.1982e+06,-1.4276e+00,-inf,1.6137e-01,7.8246e+00,8.4421e+05,3.8554e+03,-1.0241e-02,-1.9490e+00,1.0110e+00,4.3868e+00
2.0000e+03,4.3000e+02,1.0000e+00,3.4181e+01,-1.1979e+06,-1.1979e+06,-1.4309e+00,-inf,1.6140e-01,7.8278e+00,8.4394e+05,3.8594e+03,-1.2664e+00,-1.7981e+00,1.8967e+00,5.1242e+00
2.0000e+03,4.3100e+02,1.0000e+00,3.4234e+01,-1.1974e+06,-1.1974e+06,-1.4343e+00,-inf,1.6143e-01,7.8313e+00,8.4365e+05,3.8634e+03,-1.3574e+00,-4.2959e-01,2.1655e+00,4.2109e+00
2.0000e+03,4.3200e+02,1.0000e+00,3.4286e+01,-1.1971e+06,-1.1971e+06,-1.4376e+00,-inf,1.6147e-01,7.8346e+00,8.4314e+05,3.8673e+03,-6.6649e-01,-9.2830e-01,1.0186e+00,3.7058e+00
2.0000e+03,4.3300e+02,3.0000e+00,3.4283e+01,-1.1970e+06,-1.1970e+06,-1.4409e+00,-inf,1.6150e-01,7.8378e+00,8.4278e+05,3.8793e+03,-2.5408e-01,-1.1741e+00,2.0892e+00,1.3294e+00
2.0000e+03,4.3400e+02,5.0000e+00,3.4227e+01,-1.1956e+06,-1.1956e+06,-1.4443e+00,-inf,1.6154e-01,7.8413e+00,8.4273e+05,3.8994e+03,-4.7714e-03,-1.6129e+00,1.3709e+00,2.2792e+00
2.0000e+03,4.3500e+02,3.0000e+00,3.4225e+01,-1.1956e+06,-1.1956e+06,-1.4476e+00,-inf,1.6157e-01,7.8445e+00,8.4129e+05,3.9113e+03,2.1359e-02,-3.9315e-01,1.9887e+00,4.3910e+00
2.0000e+03,4.3600e+02,3.0000e+00,3.4223e+01,-1.1950e+06,-1.1951e+06,-1.4509e+00,-inf,1.6160e-01,7.8477e+00,8.4128e+05,3.9233e+03,-2.1823e-01,-1.2497e+00,2.1050e+00,3.5673e+00
2.0000e+03,4.3700e+02,3.0000e+00,3.4221e+01,-1.1950e+06,-1.1950e+06,-1.4542e+00,-inf,1.6164e-01,7.8512e+00,8.4077e+05,3.9354e+03,3.6398e-01,-1.0041e+00,2.0800e+00,2.4478e+00
2.0000e+03,4.3800e+02,9.0000e+00,3.4059e+01,-1.1947e+06,-1.1947e+06,-1.4576e+00,-inf,1.6167e-01,7.8544e+00,8.4072e+05,3.9715e+03,3.2997e-01,-1.3694e+00,2.1452e+00,2.3752e+00
2.0000e+03,4.3900e+02,3.0000e+00,3.4057e+01,-1.1940e+06,-1.1940e+06,-1.4609e+00,-inf,1.6171e-01,7.8579e+00,8.4039e+05,3.9835e+03,3.3349e-01,-1.0839e+00,2.1539e+00,8.6890e+00
