niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau
1.0000e+00,1.0000e+00,9.9900e-02,-1.8821e+05,-1.8822e+05,-9.9950e-04,-1.8822e+05,8.7167e-02,7.6019e+00,inf,2.6587e+00,1.2998e-01,-1.3370e+00,3.9905e+00,4.8650e-01
2.0000e+00,1.0000e+00,1.9960e-01,-1.8821e+05,-1.8822e+05,-1.9990e-03,-1.8822e+05,8.2667e-02,6.8372e+00,1.7695e+05,5.7907e+00,8.7972e-02,-1.9623e+00,3.9728e+00,4.4679e-01
3.0000e+00,1.0000e+00,2.9910e-01,-1.8821e+05,-1.8822e+05,-2.9985e-03,-1.8822e+05,8.0058e-02,6.4124e+00,1.7694e+05,8.0679e+00,-4.0102e-01,-1.8223e+00,3.9511e+00,8.0765e-01
4.0000e+00,1.0000e+00,3.9841e-01,-1.8821e+05,-1.8821e+05,-3.9980e-03,-1.8821e+05,8.5815e-02,7.3679e+00,1.7694e+05,1.0770e+01,3.8404e-01,-1.1494e+00,3.9862e+00,9.7582e-01
5.0000e+00,1.0000e+00,4.9751e-01,-1.8818e+05,-1.8819e+05,-4.9975e-03,-1.8819e+05,8.7190e-02,7.6059e+00,1.7694e+05,1.3478e+01,-3.9133e-01,-1.2845e+00,3.9556e+00,4.2772e-01
6.0000e+00,1.0000e+00,5.9642e-01,-1.8814e+05,-1.8814e+05,-5.9970e-03,-1.8814e+05,8.7196e-02,7.6069e+00,1.7691e+05,1.5706e+01,5.2327e-02,-1.7214e+00,3.9524e+00,5.7009e-01
7.0000e+00,1.0000e+00,6.9513e-01,-1.8809e+05,-1.8809e+05,-6.9965e-03,-1.8809e+05,8.7201e-02,7.6079e+00,1.7687e+05,1.9064e+01,1.4357e-01,-1.6103e+00,3.9455e+00,1.6441e-01
8.0000e+00,1.0000e+00,7.9365e-01,-1.8807e+05,-1.8808e+05,-7.9960e-03,-1.8808e+05,8.7207e-02,7.6089e+00,1.7682e+05,2.1758e+01,3.8860e-01,-1.7496e+00,3.9506e+00,1.7082e+00
9.0000e+00,1.0000e+00,8.9197e-01,-1.8805e+05,-1.8806e+05,-8.9955e-03,-1.8806e+05,8.7213e-02,7.6099e+00,1.7680e+05,2.4426e+01,-4.2384e-01,-1.2176e+00,3.9602e+00,2.1788e+00
1.0000e+01,1.0000e+00,9.9010e-01,-1.8797e+05,-1.8798e+05,-9.9950e-03,-1.8798e+05,8.7219e-02,7.6109e+00,1.7679e+05,2.6885e+01,-3.3109e-01,-1.5041e+00,3.8868e+00,6.0812e-01
1.1000e+01,1.0000e+00,1.0880e+00,-1.8795e+05,-1.8795e+05,-1.0995e-02,-1.8795e+05,8.7224e-02,7.6119e+00,1.7670e+05,2.9562e+01,3.3435e-01,-9.0293e-01,3.9036e+00,6.6187e-01
1.2000e+01,1.0000e+00,1.1858e+00,-1.8794e+05,-1.8795e+05,-1.1994e-02,-1.8795e+05,8.3359e-02,6.9521e+00,1.7668e+05,3.2223e+01,1.4266e-01,-1.0233e+00,3.9184e+00,1.7258e+00
1.3000e+01,1.0000e+00,1.2833e+00,-1.8791e+05,-1.8792e+05,-1.2994e-02,-1.8792e+05,8.7236e-02,7.6139e+00,1.7668e+05,3.4923e+01,1.6520e-01,-7.6428e-01,3.9032e+00,2.8537e-01
1.4000e+01,1.0000e+00,1.3807e+00,-1.8787e+05,-1.8787e+05,-1.3993e-02,-1.8787e+05,8.7242e-02,7.6149e+00,1.7665e+05,3.7618e+01,4.3246e-01,-1.9169e+00,3.8914e+00,1.7665e+00
1.5000e+01,2.0000e+00,1.4764e+00,-1.8781e+05,-1.8781e+05,-1.4993e-02,-1.8781e+05,8.7247e-02,7.6159e+00,1.7660e+05,4.2986e+01,3.7279e-01,-1.2379e+00,3.9576e+00,2.1885e+00
1.6000e+01,1.0000e+00,1.5733e+00,-1.8779e+05,-1.8780e+05,-1.5992e-02,-1.8780e+05,8.7253e-02,7.6169e+00,1.7654e+05,4.5281e+01,1.3351e-01,-1.6332e+00,3.8279e+00,1.4551e+00
1.7000e+01,1.0000e+00,1.6699e+00,-1.8778e+05,-1.8779e+05,-1.6992e-02,-1.8779e+05,8.7256e-02,7.6173e+00,1.7652e+05,4.7502e+01,8.4091e-02,-1.7118e+00,3.9014e+00,2.1005e+00
1.8000e+01,1.0000e+00,1.7664e+00,-1.8777e+05,-1.8777e+05,-1.7991e-02,-1.8777e+05,8.7264e-02,7.6189e+00,1.7651e+05,4.9827e+01,-2.9966e-01,-1.0144e+00,3.8580e+00,1.8482e+00
1.9000e+01,1.0000e+00,1.8627e+00,-1.8772e+05,-1.8773e+05,-1.8991e-02,-1.8773e+05,8.7270e-02,7.6199e+00,1.7650e+05,5.2497e+01,-3.0986e-01,-1.0302e+00,3.8328e+00,1.0708e+00
2.0000e+01,1.0000e+00,1.9589e+00,-1.8771e+05,-1.8772e+05,-1.9990e-02,-1.8772e+05,8.7276e-02,7.6209e+00,1.7646e+05,5.5209e+01,1.6622e-01,-1.6768e+00,3.7962e+00,1.3832e+00
2.1000e+01,1.0000e+00,2.0548e+00,-1.8770e+05,-1.8771e+05,-2.0990e-02,-1.8771e+05,8.6784e-02,7.5353e+00,1.7644e+05,5.7885e+01,-2.2405e-01,-1.1254e+00,3.8249e+00,3.8075e-01
