logfeh_mean,logdust,logNpix,tau,dmod,logl
-4.9666e-01,-1.9188e+00,2.6507e+00,4.9614e+00,2.6871e+01,-9.2220e+03
-4.9890e-01,-1.9932e+00,2.6519e+00,4.9853e+00,2.6882e+01,-9.1955e+03
-4.9932e-01,-1.9729e+00,2.5734e+00,4.9573e+00,2.6658e+01,-9.2097e+03
-4.9317e-01,-1.9362e+00,2.5463e+00,4.8867e+00,2.6563e+01,-9.1901e+03
-4.9617e-01,-1.9941e+00,2.6026e+00,4.9282e+00,2.6742e+01,-9.2278e+03
-4.9058e-01,-1.9977e+00,2.5543e+00,4.9452e+00,2.6607e+01,-9.2355e+03
-4.9690e-01,-1.9768e+00,2.6226e+00,4.9178e+00,2.6777e+01,-9.0731e+03
-4.9926e-01,-1.9827e+00,2.6585e+00,4.9167e+00,2.6891e+01,-9.1914e+03
-4.9655e-01,-1.9635e+00,2.5342e+00,4.8023e+00,2.6531e+01,-9.1566e+03
-4.9442e-01,-1.9847e+00,2.6369e+00,4.9631e+00,2.6834e+01,-9.1633e+03
-4.9734e-01,-1.9984e+00,2.6179e+00,4.9813e+00,2.6790e+01,-8.9997e+03
-4.9416e-01,-1.9895e+00,2.6492e+00,4.9503e+00,2.6865e+01,-9.1446e+03
-4.9667e-01,-1.9962e+00,2.5926e+00,4.9826e+00,2.6708e+01,-9.1473e+03
-4.9768e-01,-1.9848e+00,2.6229e+00,4.8663e+00,2.6787e+01,-9.1422e+03
-4.9903e-01,-1.9986e+00,2.6558e+00,4.9376e+00,2.6880e+01,-9.1185e+03
-4.9921e-01,-1.9483e+00,2.6201e+00,4.9699e+00,2.6791e+01,-9.1435e+03
-4.9503e-01,-1.8896e+00,2.6231e+00,4.9898e+00,2.6807e+01,-9.2297e+03
-4.9974e-01,-1.9854e+00,2.5647e+00,4.9246e+00,2.6639e+01,-9.1841e+03
-4.9715e-01,-1.9549e+00,2.6574e+00,4.9900e+00,2.6891e+01,-9.2096e+03
-4.8443e-01,-1.9672e+00,2.5736e+00,4.9225e+00,2.6651e+01,-9.1401e+03
-4.9872e-01,-1.9532e+00,2.5292e+00,4.8582e+00,2.6514e+01,-9.1987e+03
-4.9730e-01,-1.9814e+00,2.5350e+00,4.7458e+00,2.6528e+01,-9.2328e+03
-4.9281e-01,-1.9461e+00,2.6543e+00,4.9953e+00,2.6883e+01,-9.1910e+03
-4.9684e-01,-1.9323e+00,2.5936e+00,4.9523e+00,2.6714e+01,-9.1382e+03
-4.9821e-01,-1.9153e+00,2.6207e+00,4.9716e+00,2.6791e+01,-9.1919e+03
-4.9962e-01,-1.9852e+00,2.6234e+00,4.9413e+00,2.6810e+01,-9.1693e+03
-4.8940e-01,-1.9886e+00,2.4986e+00,4.9280e+00,2.6434e+01,-9.2138e+03
-4.9599e-01,-1.9686e+00,2.5802e+00,4.9837e+00,2.6675e+01,-9.1903e+03
-4.9976e-01,-1.9141e+00,2.5560e+00,4.9504e+00,2.6610e+01,-9.1855e+03
-4.9206e-01,-1.9835e+00,2.6486e+00,4.9004e+00,2.6864e+01,-9.2308e+03
-4.9052e-01,-1.9734e+00,2.5565e+00,4.9983e+00,2.6611e+01,-9.1704e+03
-4.8740e-01,-1.9738e+00,2.5004e+00,4.8884e+00,2.6427e+01,-9.2073e+03
-4.9046e-01,-1.9965e+00,2.6092e+00,4.9237e+00,2.6750e+01,-9.1616e+03
-4.9843e-01,-1.9268e+00,2.5226e+00,4.8048e+00,2.6482e+01,-9.1544e+03
-4.9684e-01,-1.8922e+00,2.6204e+00,4.8932e+00,2.6775e+01,-9.2038e+03
-4.9153e-01,-1.9772e+00,2.6177e+00,4.9946e+00,2.6789e+01,-9.1482e+03
-4.8857e-01,-1.9931e+00,2.5859e+00,4.9723e+00,2.6686e+01,-9.2084e+03
-4.9926e-01,-1.9803e+00,2.6207e+00,4.7934e+00,2.6775e+01,-9.1340e+03
-4.9928e-01,-1.9573e+00,2.6566e+00,4.9511e+00,2.6887e+01,-9.1129e+03
-4.9958e-01,-1.9755e+00,2.6509e+00,4.9870e+00,2.6878e+01,-8.9004e+03
-4.9259e-01,-1.9853e+00,2.5751e+00,4.9504e+00,2.6646e+01,-9.2085e+03
-4.9111e-01,-1.9273e+00,2.5541e+00,4.9997e+00,2.6597e+01,-9.2141e+03
-4.9912e-01,-1.9761e+00,2.6615e+00,4.9190e+00,2.6894e+01,-9.1578e+03
-4.8965e-01,-1.9438e+00,2.5007e+00,4.8766e+00,2.6437e+01,-9.2288e+03
-4.9093e-01,-1.9121e+00,2.6113e+00,4.9652e+00,2.6764e+01,-9.1401e+03
-4.9842e-01,-1.9744e+00,2.6548e+00,4.9218e+00,2.6892e+01,-9.2074e+03
-4.8420e-01,-1.9925e+00,2.5272e+00,4.8052e+00,2.6510e+01,-9.2221e+03
-4.9694e-01,-1.9680e+00,2.6204e+00,4.9807e+00,2.6798e+01,-9.2021e+03
-4.9803e-01,-1.9025e+00,2.5211e+00,4.7462e+00,2.6481e+01,-9.2359e+03
-4.9846e-01,-1.9893e+00,2.6248e+00,4.9743e+00,2.6790e+01,-9.2173e+03
-4.9414e-01,-1.9764e+00,2.5827e+00,4.8357e+00,2.6664e+01,-9.1975e+03
-4.9743e-01,-1.9992e+00,2.5852e+00,4.9999e+00,2.6692e+01,-9.1786e+03
-4.9868e-01,-1.9910e+00,2.5950e+00,4.9177e+00,2.6710e+01,-9.1407e+03
-4.8534e-01,-1.9970e+00,2.5109e+00,4.8058e+00,2.6451e+01,-9.1409e+03
-4.9705e-01,-1.9460e+00,2.6569e+00,4.8953e+00,2.6879e+01,-9.1587e+03
