logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
7.4940e-02,-1.5762e+00,-1.3094e+00,3.3021e-01,6.8675e-01,1.3727e+00,3.7443e+00,-9.1090e+02
7.3393e-02,-1.5446e+00,-7.4479e-01,2.9153e-01,-4.3382e-02,8.8074e-01,3.7518e+00,-9.1325e+02
1.2844e-01,-1.7438e+00,-7.6716e-01,3.1949e-01,-7.9430e-01,1.9019e+00,3.7488e+00,-9.1223e+02
4.7995e-02,-1.4531e+00,-1.2319e+00,3.1612e-01,6.2401e-01,3.7624e-01,3.7466e+00,-9.1622e+02
5.7999e-02,-1.4755e+00,-9.9298e-01,3.0836e-01,3.9777e-01,1.1653e+00,3.7477e+00,-9.0116e+02
8.0295e-02,-1.5674e+00,-9.9735e-01,2.7607e-01,9.4981e-01,6.9464e-01,3.7481e+00,-9.1204e+02
9.7034e-02,-1.6535e+00,-1.1489e+00,3.3037e-01,9.7846e-01,3.2189e-01,3.7485e+00,-9.0369e+02
4.5718e-02,-1.4356e+00,-8.7067e-01,2.5766e-01,1.3350e-01,1.3728e+00,3.7457e+00,-8.8433e+02
7.0822e-02,-1.5361e+00,-1.3051e+00,2.7399e-01,6.3119e-01,1.3077e+00,3.7481e+00,-9.0834e+02
8.5108e-02,-1.5204e+00,-9.5106e-01,3.2281e-01,7.0735e-01,2.2159e+00,3.7310e+00,-9.0801e+02
6.0711e-02,-1.4920e+00,-7.8864e-01,2.9508e-01,9.4026e-01,6.9705e-01,3.7475e+00,-8.7659e+02
7.5133e-02,-1.5326e+00,-1.0964e+00,2.7279e-01,-8.9579e-01,1.5014e+00,3.7495e+00,-8.8225e+02
5.9128e-02,-1.4799e+00,-1.4839e+00,3.3011e-01,-3.5619e-01,6.9060e-01,3.7510e+00,-9.1142e+02
8.2376e-02,-1.5650e+00,-2.7552e+00,3.2723e-01,9.7251e-01,1.4283e+00,3.7467e+00,-8.8137e+02
8.5207e-02,-1.5508e+00,-7.9750e-01,3.2425e-01,-1.6757e-01,2.0421e+00,3.7381e+00,-8.8580e+02
7.6012e-02,-1.5587e+00,-7.4904e-01,2.1994e-01,-1.0834e+00,1.9144e+00,3.7398e+00,-9.1501e+02
4.7045e-02,-1.4154e+00,-1.0018e+00,3.3359e-01,2.6293e-01,1.0887e+00,3.7501e+00,-8.9586e+02
3.8531e-02,-1.4111e+00,-9.6289e-01,2.6966e-01,2.5753e-01,1.3450e+00,3.7462e+00,-9.0587e+02
5.6282e-02,-1.4479e+00,-9.5675e-01,3.1844e-01,9.4119e-01,5.6196e-01,3.7483e+00,-8.3585e+02
2.7035e-02,-1.3920e+00,-7.8156e-01,3.2533e-01,8.0725e-01,7.4813e-01,3.7425e+00,-8.8970e+02
5.7049e-02,-1.4566e+00,-8.2575e-01,3.1241e-01,6.2058e-01,9.6726e-01,3.7493e+00,-8.5486e+02
9.1670e-02,-1.5863e+00,-9.4428e-01,3.0522e-01,-3.3986e-01,1.6376e+00,3.7502e+00,-8.7356e+02
5.0683e-02,-1.4395e+00,-8.7365e-01,2.9219e-01,-9.1723e-01,1.4245e+00,3.7464e+00,-9.0059e+02
8.6934e-02,-1.5832e+00,-1.0520e+00,3.3084e-01,4.8749e-01,1.2091e+00,3.7508e+00,-9.0102e+02
8.1501e-02,-1.5790e+00,-8.0714e-01,2.8901e-01,-1.3922e+00,1.1108e+00,3.7501e+00,-9.0164e+02
7.2524e-02,-1.5289e+00,-7.6135e-01,3.2430e-01,5.6581e-01,7.0674e-01,3.7524e+00,-9.0278e+02
2.8018e-02,-1.3384e+00,-9.0550e-01,3.0684e-01,9.1147e-01,1.8745e+00,3.7396e+00,-9.1485e+02
5.8635e-02,-1.4849e+00,-9.1570e-01,3.2947e-01,-8.6288e-01,1.1922e+00,3.7465e+00,-8.5707e+02
7.1094e-02,-1.4668e+00,-1.0064e+00,3.3413e-01,-8.9684e-01,2.0668e+00,3.7416e+00,-9.0686e+02
4.2934e-02,-1.3993e+00,-8.2853e-01,2.4991e-01,1.4951e-01,2.0126e+00,3.7369e+00,-8.5693e+02
7.6779e-02,-1.5681e+00,-1.0009e+00,2.9475e-01,4.9085e-01,1.4261e+00,3.7467e+00,-9.1553e+02
5.2690e-02,-1.4462e+00,-8.2360e-01,3.1916e-01,-1.0973e+00,1.8313e+00,3.7411e+00,-9.0071e+02
9.1210e-02,-1.5851e+00,-8.8322e-01,2.8638e-01,3.7575e-01,1.2619e+00,3.7514e+00,-8.9351e+02
9.7996e-02,-1.6108e+00,-1.1727e+00,3.3162e-01,9.8436e-01,8.1629e-01,3.7519e+00,-9.0045e+02
7.3580e-02,-1.5714e+00,-1.4554e+00,2.7565e-01,-8.8486e-02,1.4781e+00,3.7461e+00,-9.1479e+02
3.4328e-02,-1.4310e+00,-7.5085e-01,2.5586e-01,-9.3398e-01,2.4109e-01,3.7457e+00,-9.0309e+02
8.5436e-02,-1.5308e+00,-9.1168e-01,3.0355e-01,8.9624e-02,1.9662e+00,3.7446e+00,-8.9570e+02
4.2322e-02,-1.4371e+00,-9.3686e-01,3.3208e-01,7.3428e-03,1.5163e+00,3.7430e+00,-9.0391e+02
