logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.2248e-01,-5.5812e-01,1.9952e+00,2.9071e+00,2.6000e+01,-9.3004e+02
-2.8356e-01,-4.6796e-01,2.0320e+00,3.0100e+00,2.6103e+01,-9.2856e+02
-2.7862e-01,-5.0022e-01,2.0089e+00,2.7804e+00,2.6034e+01,-9.2913e+02
-2.5406e-01,-5.2284e-01,2.0170e+00,2.8896e+00,2.6064e+01,-9.2970e+02
-2.2334e-01,-5.4078e-01,1.9967e+00,3.0210e+00,2.6004e+01,-9.3088e+02
-2.2914e-01,-5.4275e-01,2.0139e+00,2.9168e+00,2.6055e+01,-9.2012e+02
-2.9245e-01,-4.7070e-01,2.0498e+00,2.8548e+00,2.6141e+01,-9.2688e+02
-2.8825e-01,-4.9912e-01,2.0268e+00,2.7778e+00,2.6085e+01,-9.1944e+02
-2.2236e-01,-5.4868e-01,1.9954e+00,2.9564e+00,2.6003e+01,-9.2747e+02
-2.9943e-01,-4.7404e-01,2.0492e+00,2.8672e+00,2.6148e+01,-9.2829e+02
-2.2546e-01,-5.3321e-01,2.0119e+00,3.0622e+00,2.6058e+01,-9.2668e+02
-2.4171e-01,-5.3823e-01,2.0056e+00,2.9272e+00,2.6036e+01,-9.2826e+02
-2.5433e-01,-5.0932e-01,2.0263e+00,2.9533e+00,2.6086e+01,-9.2663e+02
-2.5518e-01,-5.0057e-01,2.0163e+00,2.9620e+00,2.6053e+01,-9.1964e+02
-2.5049e-01,-5.4151e-01,2.0075e+00,2.8685e+00,2.6043e+01,-9.2295e+02
-2.7812e-01,-4.9499e-01,1.9877e+00,2.8473e+00,2.5967e+01,-9.2822e+02
-2.8999e-01,-4.8987e-01,2.0243e+00,2.7435e+00,2.6073e+01,-9.2218e+02
-2.7650e-01,-4.8760e-01,2.0338e+00,2.9765e+00,2.6115e+01,-9.2917e+02
-2.8179e-01,-5.2729e-01,2.0252e+00,2.7425e+00,2.6096e+01,-9.2533e+02
-2.8974e-01,-4.8315e-01,2.0543e+00,2.8923e+00,2.6171e+01,-9.2851e+02
-2.5901e-01,-5.0438e-01,2.0186e+00,2.9774e+00,2.6065e+01,-9.2437e+02
-2.8600e-01,-5.0684e-01,2.0219e+00,2.7758e+00,2.6074e+01,-9.2847e+02
-2.7959e-01,-4.8935e-01,2.0059e+00,2.8739e+00,2.6028e+01,-9.2479e+02
-2.4684e-01,-5.2894e-01,2.0091e+00,2.9377e+00,2.6041e+01,-9.1262e+02
-2.5657e-01,-5.3759e-01,1.9924e+00,2.8503e+00,2.5994e+01,-9.3042e+02
