niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.1000e+01,1.0000e+00,2.1526e+00,-1.6340e+05,-1.6341e+05,-2.1978e-02,-1.6341e+05,1.1732e-01,6.8891e+00,1.4728e+05,1.0245e+03,7.6989e-02,-9.9977e-01,-1.6492e-01,1.6572e+00,1.0580e+00,3.1559e+00,4.7247e+00,2.9819e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.6339e+05,-1.6340e+05,-2.3976e-02,-1.6340e+05,1.1743e-01,6.9013e+00,1.4727e+05,1.0268e+03,2.3290e-01,-3.8115e-01,2.0065e-01,7.0897e-01,2.0360e+00,3.3918e+00,4.7960e+00,2.9866e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.6338e+05,-1.6339e+05,-2.5974e-02,-1.6339e+05,1.1770e-01,6.9337e+00,1.4727e+05,1.0287e+03,-3.0239e-01,-8.0257e-01,-4.7513e-01,8.0532e-01,1.0441e+00,2.5001e+00,4.8306e+00,2.9849e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.6331e+05,-1.6332e+05,-2.7972e-02,-1.6332e+05,1.1772e-01,6.9357e+00,1.4725e+05,1.0305e+03,4.4685e-02,-3.2678e-01,-6.8952e-01,9.8359e-01,2.3786e+00,3.8399e+00,4.8440e+00,2.9398e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.6331e+05,-1.6332e+05,-2.9970e-02,-1.6332e+05,1.1016e-01,6.0741e+00,1.4719e+05,1.0328e+03,-1.2478e-01,-8.8531e-01,-3.2735e-01,3.2859e-01,2.7218e+00,2.4778e+00,4.5961e+00,2.9928e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.6331e+05,-1.6332e+05,-3.1968e-02,-1.6332e+05,1.0542e-01,5.5626e+00,1.4718e+05,1.0347e+03,-9.8159e-02,-7.2853e-01,-6.9745e-01,1.5204e+00,1.9167e+00,2.1925e+00,4.4505e+00,2.9942e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.6331e+05,-1.6332e+05,-3.3966e-02,-1.6332e+05,1.0562e-01,5.5835e+00,1.4718e+05,1.0365e+03,1.4277e-01,-8.5246e-01,-5.6016e-01,4.7891e-01,1.4628e+00,3.1688e+00,4.6682e+00,2.9344e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.6331e+05,-1.6331e+05,-3.5964e-02,-1.6331e+05,1.1717e-01,6.8718e+00,1.4718e+05,1.0387e+03,-4.5318e-01,-7.4064e-01,2.9805e-01,1.2520e+00,2.7412e+00,2.2194e+00,4.8487e+00,2.6700e+01
1.9000e+01,1.0000e+00,3.6609e+00,-1.6329e+05,-1.6330e+05,-3.7962e-02,-1.6330e+05,1.1780e-01,6.9457e+00,1.4718e+05,1.0410e+03,6.1197e-02,-4.7538e-01,-1.8479e-01,7.2259e-01,1.8837e+00,3.9725e+00,4.0838e+00,2.9949e+01
2.0000e+01,1.0000e+00,3.8462e+00,-1.6325e+05,-1.6325e+05,-3.9960e-02,-1.6325e+05,1.1782e-01,6.9477e+00,1.4716e+05,1.0432e+03,-1.8558e-01,-4.3133e-01,-6.8289e-01,2.2575e+00,2.1143e+00,3.6675e+00,4.7982e+00,2.6708e+01
2.1000e+01,1.0000e+00,4.0307e+00,-1.6323e+05,-1.6323e+05,-4.1958e-02,-1.6323e+05,1.1784e-01,6.9497e+00,1.4712e+05,1.0455e+03,-1.7278e-01,-7.9752e-01,1.2147e-01,1.7505e+00,1.0683e+00,3.1320e+00,4.6228e+00,2.9968e+01
2.2000e+01,1.0000e+00,4.2146e+00,-1.6322e+05,-1.6322e+05,-4.3956e-02,-1.6322e+05,1.1782e-01,6.9476e+00,1.4710e+05,1.0477e+03,3.8488e-02,-4.8999e-01,-3.9390e-01,9.2185e-01,2.3784e+00,3.4635e+00,4.8530e+00,2.9205e+01
2.3000e+01,1.0000e+00,4.3977e+00,-1.6321e+05,-1.6321e+05,-4.5954e-02,-1.6321e+05,1.1787e-01,6.9531e+00,1.4709e+05,1.0495e+03,1.3857e-01,-5.9004e-01,-2.4352e-01,1.7758e+00,2.4584e+00,3.6832e+00,4.8311e+00,2.7001e+01
2.4000e+01,1.0000e+00,4.5802e+00,-1.6319e+05,-1.6320e+05,-4.7952e-02,-1.6320e+05,1.1789e-01,6.9557e+00,1.4708e+05,1.0514e+03,-4.5408e-01,-9.7684e-01,2.4847e-01,7.9939e-01,1.7669e+00,4.0558e+00,4.5311e+00,2.6421e+01
2.5000e+01,1.0000e+00,4.7619e+00,-1.6317e+05,-1.6317e+05,-4.9950e-02,-1.6317e+05,1.1790e-01,6.9577e+00,1.4706e+05,1.0536e+03,3.8446e-02,-9.4208e-01,2.3290e-01,2.2293e+00,1.1518e+00,3.3666e+00,4.6390e+00,2.5711e+01
2.6000e+01,1.0000e+00,4.9430e+00,-1.6315e+05,-1.6316e+05,-5.1948e-02,-1.6316e+05,1.1792e-01,6.9597e+00,1.4704e+05,1.0559e+03,2.2196e-01,-4.8036e-01,-3.5073e-01,2.0164e+00,1.3246e+00,2.3859e+00,4.3860e+00,2.9869e+01
2.7000e+01,1.0000e+00,5.1233e+00,-1.6313e+05,-1.6314e+05,-5.3946e-02,-1.6314e+05,1.1794e-01,6.9617e+00,1.4702e+05,1.0581e+03,-2.0488e-01,-9.5892e-01,-5.2442e-01,1.6612e+00,1.5290e+00,2.7204e+00,4.6848e+00,2.9324e+01
2.8000e+01,1.0000e+00,5.3030e+00,-1.6311e+05,-1.6312e+05,-5.5944e-02,-1.6312e+05,1.1796e-01,6.9637e+00,1.4700e+05,1.0600e+03,-3.7140e-01,-2.6291e-01,-5.1225e-01,1.0055e+00,2.0849e+00,2.3148e+00,4.5403e+00,2.9728e+01
2.9000e+01,1.0000e+00,5.4820e+00,-1.6311e+05,-1.6312e+05,-5.7942e-02,-1.6312e+05,1.1374e-01,6.4744e+00,1.4699e+05,1.0622e+03,-2.6717e-01,-6.5013e-01,-4.8910e-01,5.4095e-01,2.4990e+00,3.1195e+00,4.6813e+00,2.9264e+01
3.0000e+01,2.0000e+00,5.6497e+00,-1.6310e+05,-1.6311e+05,-5.9940e-02,-1.6311e+05,1.1798e-01,6.9660e+00,1.4698e+05,1.0664e+03,-3.1636e-01,-3.3599e-01,1.9613e-01,3.3610e-01,1.0981e+00,3.8993e+00,4.7197e+00,2.9576e+01
3.1000e+01,1.0000e+00,5.8271e+00,-1.6308e+05,-1.6309e+05,-6.1938e-02,-1.6309e+05,1.1801e-01,6.9697e+00,1.4697e+05,1.0682e+03,-3.4821e-01,-8.4006e-01,3.5572e-01,1.1586e+00,2.5869e+00,3.9310e+00,4.6887e+00,2.9827e+01
3.2000e+01,1.0000e+00,6.0038e+00,-1.6308e+05,-1.6308e+05,-6.3936e-02,-1.6308e+05,1.1756e-01,6.9169e+00,1.4695e+05,1.0701e+03,9.0256e-02,-5.4013e-01,-7.4669e-01,1.8070e+00,1.5375e+00,3.1949e+00,4.4038e+00,2.9414e+01
3.3000e+01,1.0000e+00,6.1798e+00,-1.6307e+05,-1.6308e+05,-6.5934e-02,-1.6308e+05,1.1633e-01,6.7731e+00,1.4695e+05,1.0720e+03,-3.3339e-01,-7.0778e-01,2.6430e-01,2.0193e+00,2.7943e+00,4.0222e+00,4.6933e+00,2.9524e+01
3.4000e+01,1.0000e+00,6.3551e+00,-1.6306e+05,-1.6307e+05,-6.7932e-02,-1.6307e+05,1.1805e-01,6.9746e+00,1.4694e+05,1.0738e+03,-8.0414e-02,-9.0599e-01,8.1458e-01,1.2881e+00,1.2565e+00,3.4017e+00,4.8018e+00,2.5991e+01
3.5000e+01,1.0000e+00,6.5299e+00,-1.6306e+05,-1.6306e+05,-6.9930e-02,-1.6306e+05,1.1790e-01,6.9569e+00,1.4693e+05,1.0761e+03,1.2203e-01,-8.6153e-01,3.7263e-01,1.2218e+00,1.4896e+00,2.2218e+00,4.8092e+00,2.9520e+01
3.6000e+01,1.0000e+00,6.7039e+00,-1.6305e+05,-1.6305e+05,-7.1928e-02,-1.6305e+05,1.1808e-01,6.9787e+00,1.4693e+05,1.0784e+03,-1.9975e-01,-9.6035e-01,-5.5656e-01,1.4757e+00,1.0258e+00,2.9695e+00,4.6206e+00,2.9132e+01
3.7000e+01,1.0000e+00,6.8773e+00,-1.6305e+05,-1.6305e+05,-7.3926e-02,-1.6305e+05,1.0841e-01,5.8826e+00,1.4692e+05,1.0803e+03,-7.6913e-02,-2.7984e-01,-3.1768e-01,2.1905e+00,1.5226e+00,2.9875e+00,4.8858e+00,2.8932e+01
3.8000e+01,1.0000e+00,7.0501e+00,-1.6304e+05,-1.6304e+05,-7.5924e-02,-1.6304e+05,1.1801e-01,6.9697e+00,1.4692e+05,1.0821e+03,2.4579e-01,-4.3294e-01,9.5681e-01,4.4856e-01,1.2141e+00,2.7698e+00,4.8450e+00,2.5518e+01
3.9000e+01,2.0000e+00,7.2089e+00,-1.6303e+05,-1.6304e+05,-7.7922e-02,-1.6304e+05,1.1812e-01,6.9827e+00,1.4691e+05,1.0859e+03,-4.6229e-01,-8.7838e-01,2.4628e-01,1.4611e+00,1.4245e+00,2.1669e+00,4.6969e+00,2.9558e+01
4.0000e+01,1.0000e+00,7.3801e+00,-1.6302e+05,-1.6303e+05,-7.9920e-02,-1.6303e+05,1.1806e-01,6.9757e+00,1.4690e+05,1.0882e+03,-2.9497e-02,-7.3831e-01,3.9877e-01,1.3760e+00,1.2770e+00,3.4228e+00,4.8219e+00,2.6784e+01
4.1000e+01,1.0000e+00,7.5506e+00,-1.6302e+05,-1.6302e+05,-8.1918e-02,-1.6302e+05,1.1666e-01,6.8116e+00,1.4689e+05,1.0904e+03,5.8429e-02,-2.0104e-01,3.6884e-01,2.1554e+00,2.5742e+00,4.0588e+00,4.7534e+00,2.9434e+01
4.2000e+01,1.0000e+00,7.7206e+00,-1.6301e+05,-1.6301e+05,-8.3916e-02,-1.6301e+05,1.1819e-01,6.9908e+00,1.4689e+05,1.0926e+03,-4.3021e-01,-4.8609e-01,-3.7148e-01,1.2268e+00,1.4303e+00,2.1296e+00,4.7111e+00,2.6869e+01
4.3000e+01,1.0000e+00,7.8899e+00,-1.6301e+05,-1.6301e+05,-8.5914e-02,-1.6301e+05,1.0926e-01,5.9745e+00,1.4688e+05,1.0945e+03,-1.0241e-01,-3.1951e-01,8.8486e-02,1.8018e+00,1.7035e+00,3.2686e+00,4.9135e+00,2.8581e+01
4.4000e+01,1.0000e+00,8.0586e+00,-1.6299e+05,-1.6300e+05,-8.7912e-02,-1.6300e+05,1.1822e-01,6.9955e+00,1.4688e+05,1.0964e+03,1.9503e-01,-5.8976e-01,2.8235e-01,1.9713e+00,2.6350e+00,3.9938e+00,4.3755e+00,2.9483e+01
4.5000e+01,1.0000e+00,8.2267e+00,-1.6299e+05,-1.6299e+05,-8.9910e-02,-1.6299e+05,1.1821e-01,6.9940e+00,1.4687e+05,1.0982e+03,-4.4863e-01,-5.3125e-01,-5.7436e-02,4.3162e-01,1.1479e+00,3.9340e+00,4.6794e+00,2.8918e+01
4.6000e+01,1.0000e+00,8.3942e+00,-1.6298e+05,-1.6298e+05,-9.1908e-02,-1.6298e+05,1.1826e-01,6.9993e+00,1.4686e+05,1.1001e+03,3.4870e-02,-9.5858e-01,-6.5940e-01,1.9504e+00,1.6046e+00,3.8908e+00,4.5387e+00,2.6795e+01
4.7000e+01,1.0000e+00,8.5610e+00,-1.6297e+05,-1.6298e+05,-9.3906e-02,-1.6298e+05,1.1689e-01,6.8381e+00,1.4685e+05,1.1023e+03,-1.6494e-01,-5.8489e-01,1.9446e-01,2.2329e+00,1.6231e+00,2.1334e+00,4.7793e+00,2.9366e+01
4.8000e+01,2.0000e+00,8.7114e+00,-1.6297e+05,-1.6298e+05,-9.5904e-02,-1.6298e+05,1.0810e-01,5.8489e+00,1.4684e+05,1.1065e+03,2.3106e-01,-2.7305e-01,2.2748e-01,9.2745e-01,1.6147e+00,2.2623e+00,4.4708e+00,2.9636e+01
4.9000e+01,1.0000e+00,8.8768e+00,-1.6296e+05,-1.6297e+05,-9.7902e-02,-1.6297e+05,1.1821e-01,6.9933e+00,1.4684e+05,1.1083e+03,9.2991e-02,-4.9061e-01,5.6840e-01,1.3456e+00,1.0488e+00,3.2443e+00,4.5747e+00,2.5021e+01
5.0000e+01,2.0000e+00,9.0253e+00,-1.6296e+05,-1.6296e+05,-9.9900e-02,-1.6296e+05,1.1821e-01,6.9936e+00,1.4683e+05,1.1121e+03,-4.2705e-01,-6.9908e-01,-6.4578e-01,1.4326e+00,2.3251e+00,3.6101e+00,4.3317e+00,2.5567e+01
5.1000e+01,1.0000e+00,9.1892e+00,-1.6295e+05,-1.6296e+05,-1.0190e-01,-1.6296e+05,1.1732e-01,6.8890e+00,1.4683e+05,1.1144e+03,-1.8587e-01,-4.4406e-01,4.5747e-03,6.2621e-01,1.8725e+00,2.9945e+00,4.7350e+00,2.6741e+01
5.2000e+01,1.0000e+00,9.3525e+00,-1.6294e+05,-1.6295e+05,-1.0390e-01,-1.6295e+05,1.1835e-01,7.0109e+00,1.4682e+05,1.1162e+03,1.9915e-02,-4.0624e-02,4.3992e-02,3.1982e-01,2.0071e+00,2.2698e+00,4.8179e+00,2.8682e+01
5.3000e+01,1.0000e+00,9.5153e+00,-1.6292e+05,-1.6292e+05,-1.0589e-01,-1.6292e+05,1.1838e-01,7.0137e+00,1.4681e+05,1.1181e+03,1.3406e-01,-9.7065e-01,6.3570e-01,1.9090e+00,1.4687e+00,3.1179e+00,4.8973e+00,2.6962e+01
5.4000e+01,1.0000e+00,9.6774e+00,-1.6287e+05,-1.6288e+05,-1.0789e-01,-1.6288e+05,1.1839e-01,7.0156e+00,1.4679e+05,1.1203e+03,-3.6727e-01,-5.7913e-01,-2.8656e-01,5.2127e-01,2.6675e+00,3.9287e+00,4.1933e+00,2.5788e+01
5.5000e+01,1.0000e+00,9.8390e+00,-1.6287e+05,-1.6287e+05,-1.0989e-01,-1.6287e+05,1.1802e-01,6.9713e+00,1.4674e+05,1.1222e+03,-2.8805e-01,-7.0666e-01,-5.1420e-01,2.0526e+00,1.7788e+00,3.4103e+00,4.5541e+00,2.6415e+01
5.6000e+01,1.0000e+00,1.0000e+01,-1.6284e+05,-1.6285e+05,-1.1189e-01,-1.6285e+05,1.1843e-01,7.0196e+00,1.4674e+05,1.1244e+03,-3.4372e-01,-8.3213e-01,-4.7887e-01,1.1719e+00,8.8521e-01,2.7382e+00,4.1564e+00,2.9969e+01
5.7000e+01,1.0000e+00,1.0160e+01,-1.6284e+05,-1.6285e+05,-1.1389e-01,-1.6285e+05,1.1776e-01,6.9411e+00,1.4672e+05,1.1262e+03,-4.9409e-01,-3.7437e-01,3.8730e-01,7.3664e-01,2.2477e+00,4.0652e+00,4.3039e+00,2.5651e+01
5.8000e+01,3.0000e+00,1.0284e+01,-1.6283e+05,-1.6284e+05,-1.1588e-01,-1.6284e+05,1.1790e-01,6.9575e+00,1.4671e+05,1.1325e+03,-1.2628e-01,-5.9551e-01,-5.6190e-01,4.3466e-01,2.8309e+00,4.0594e+00,3.9453e+00,2.9075e+01
5.9000e+01,1.0000e+00,1.0442e+01,-1.6283e+05,-1.6283e+05,-1.1788e-01,-1.6283e+05,1.1837e-01,7.0131e+00,1.4671e+05,1.1348e+03,6.4555e-02,-1.9522e-01,-1.7743e-01,1.8275e+00,1.3258e+00,2.6883e+00,4.6335e+00,2.8721e+01
6.0000e+01,1.0000e+00,1.0601e+01,-1.6282e+05,-1.6283e+05,-1.1988e-01,-1.6283e+05,1.1777e-01,6.9415e+00,1.4670e+05,1.1367e+03,-4.3117e-02,-3.7998e-01,1.1669e-01,6.6376e-01,1.7642e+00,3.9581e+00,4.2784e+00,2.5408e+01
6.1000e+01,1.0000e+00,1.0758e+01,-1.6281e+05,-1.6282e+05,-1.2188e-01,-1.6282e+05,1.1851e-01,7.0293e+00,1.4669e+05,1.1389e+03,-1.8330e-01,-3.9472e-02,-9.3367e-03,2.1526e+00,2.5126e+00,3.2198e+00,4.8172e+00,2.6987e+01
6.2000e+01,2.0000e+00,1.0896e+01,-1.6280e+05,-1.6281e+05,-1.2388e-01,-1.6281e+05,1.1832e-01,7.0070e+00,1.4668e+05,1.1431e+03,-2.0451e-01,-5.4337e-01,5.7124e-01,1.2180e+00,2.4366e+00,3.8006e+00,4.5671e+00,2.5990e+01
6.3000e+01,1.0000e+00,1.1053e+01,-1.6280e+05,-1.6281e+05,-1.2587e-01,-1.6281e+05,1.1754e-01,6.9147e+00,1.4668e+05,1.1453e+03,-4.0436e-01,-8.8714e-01,6.9452e-01,7.4496e-01,2.6794e+00,2.7656e+00,4.6836e+00,2.6183e+01
6.4000e+01,1.0000e+00,1.1208e+01,-1.6279e+05,-1.6279e+05,-1.2787e-01,-1.6279e+05,1.1856e-01,7.0356e+00,1.4667e+05,1.1472e+03,1.3219e-01,-3.3848e-01,4.6825e-01,2.2419e+00,2.2087e+00,2.5395e+00,4.7725e+00,2.6309e+01
6.5000e+01,1.0000e+00,1.1364e+01,-1.6279e+05,-1.6279e+05,-1.2987e-01,-1.6279e+05,1.0912e-01,5.9591e+00,1.4666e+05,1.1494e+03,2.2334e-01,-9.8297e-01,5.8683e-01,5.4709e-01,1.1869e+00,3.4077e+00,4.8988e+00,2.8474e+01
6.6000e+01,1.0000e+00,1.1518e+01,-1.6278e+05,-1.6279e+05,-1.3187e-01,-1.6279e+05,1.1192e-01,6.2689e+00,1.4665e+05,1.1513e+03,9.8447e-02,-6.9641e-01,3.0675e-02,1.1648e+00,9.1734e-01,3.3437e+00,4.5446e+00,2.6171e+01
6.7000e+01,1.0000e+00,1.1672e+01,-1.6278e+05,-1.6279e+05,-1.3387e-01,-1.6279e+05,1.1482e-01,6.5979e+00,1.4665e+05,1.1532e+03,-1.6519e-01,-6.9317e-01,-7.3174e-01,8.5327e-01,1.4119e+00,2.1820e+00,4.5436e+00,2.6669e+01
6.8000e+01,1.0000e+00,1.1826e+01,-1.6275e+05,-1.6276e+05,-1.3586e-01,-1.6276e+05,1.1863e-01,7.0436e+00,1.4665e+05,1.1550e+03,2.1218e-01,-5.3388e-01,3.1725e-01,1.0513e+00,1.4170e+00,3.6738e+00,4.7555e+00,2.7996e+01
6.9000e+01,1.0000e+00,1.1979e+01,-1.6275e+05,-1.6275e+05,-1.3786e-01,-1.6275e+05,1.1399e-01,6.5033e+00,1.4662e+05,1.1573e+03,2.0615e-01,-1.5063e-01,1.7911e-01,3.9365e-01,1.4859e+00,2.6324e+00,4.5297e+00,2.8837e+01
7.0000e+01,1.0000e+00,1.2132e+01,-1.6274e+05,-1.6274e+05,-1.3986e-01,-1.6274e+05,1.1866e-01,7.0473e+00,1.4662e+05,1.1592e+03,5.3817e-02,-2.9000e-02,-2.7421e-01,3.5138e-01,1.3719e+00,2.1986e+00,4.3465e+00,2.9174e+01
7.1000e+01,1.0000e+00,1.2284e+01,-1.6273e+05,-1.6274e+05,-1.4186e-01,-1.6274e+05,1.1262e-01,6.3476e+00,1.4661e+05,1.1611e+03,-2.0708e-01,-1.8432e-01,1.1810e+00,2.1074e+00,1.0742e+00,2.3455e+00,4.8965e+00,2.5722e+01
7.2000e+01,1.0000e+00,1.2435e+01,-1.6273e+05,-1.6273e+05,-1.4386e-01,-1.6273e+05,1.1856e-01,7.0347e+00,1.4660e+05,1.1633e+03,2.2905e-01,-7.2557e-01,-3.9141e-01,6.9600e-01,2.3980e+00,3.9984e+00,3.9386e+00,2.8310e+01
7.3000e+01,1.0000e+00,1.2586e+01,-1.6272e+05,-1.6273e+05,-1.4585e-01,-1.6273e+05,1.1865e-01,7.0456e+00,1.4660e+05,1.1656e+03,2.2683e-01,-2.5070e-01,1.0992e+00,4.4304e-01,2.5450e+00,3.5714e+00,4.8584e+00,2.5573e+01
7.4000e+01,1.0000e+00,1.2737e+01,-1.6272e+05,-1.6272e+05,-1.4785e-01,-1.6272e+05,1.1285e-01,6.3736e+00,1.4659e+05,1.1674e+03,-3.3858e-01,-9.8160e-01,9.5966e-01,4.8862e-01,1.3804e+00,4.0935e+00,4.5913e+00,2.6225e+01
7.5000e+01,1.0000e+00,1.2887e+01,-1.6272e+05,-1.6272e+05,-1.4985e-01,-1.6272e+05,1.1015e-01,6.0731e+00,1.4659e+05,1.1696e+03,-3.4623e-01,-7.6527e-01,4.2764e-01,1.5231e+00,2.8416e+00,2.4612e+00,4.5355e+00,2.5776e+01
7.6000e+01,1.0000e+00,1.3036e+01,-1.6272e+05,-1.6272e+05,-1.5185e-01,-1.6272e+05,1.0551e-01,5.5717e+00,1.4659e+05,1.1719e+03,6.6913e-02,-3.2547e-01,-3.0450e-01,1.1475e+00,2.6118e+00,4.0290e+00,3.5734e+00,2.9171e+01
7.7000e+01,1.0000e+00,1.3185e+01,-1.6270e+05,-1.6271e+05,-1.5385e-01,-1.6271e+05,1.1878e-01,7.0610e+00,1.4659e+05,1.1741e+03,1.7769e-01,-7.2239e-01,-2.5298e-01,1.6656e+00,2.6794e+00,4.0760e+00,4.2174e+00,2.6650e+01
7.8000e+01,2.0000e+00,1.3311e+01,-1.6270e+05,-1.6271e+05,-1.5584e-01,-1.6271e+05,1.1839e-01,7.0156e+00,1.4658e+05,1.1786e+03,-4.6857e-01,-8.2581e-01,3.6449e-01,6.1200e-01,2.0095e+00,3.1366e+00,4.6733e+00,2.8602e+01
7.9000e+01,1.0000e+00,1.3458e+01,-1.6270e+05,-1.6270e+05,-1.5784e-01,-1.6270e+05,1.1184e-01,6.2606e+00,1.4657e+05,1.1808e+03,-4.7408e-01,-9.3486e-01,3.9155e-01,8.0423e-01,1.8347e+00,2.7358e+00,4.6801e+00,2.7035e+01
8.0000e+01,2.0000e+00,1.3582e+01,-1.6267e+05,-1.6268e+05,-1.5984e-01,-1.6268e+05,1.1883e-01,7.0676e+00,1.4657e+05,1.1849e+03,-1.0522e-01,-9.8257e-01,6.8459e-02,4.4426e-01,2.8508e+00,4.0076e+00,4.4398e+00,2.8201e+01
8.1000e+01,1.0000e+00,1.3729e+01,-1.6266e+05,-1.6266e+05,-1.6184e-01,-1.6266e+05,1.1885e-01,7.0696e+00,1.4654e+05,1.1871e+03,5.5323e-02,-4.3570e-01,7.2540e-01,1.1770e+00,1.1876e+00,4.1005e+00,4.7149e+00,2.9019e+01
8.2000e+01,1.0000e+00,1.3875e+01,-1.6264e+05,-1.6265e+05,-1.6384e-01,-1.6265e+05,1.1887e-01,7.0716e+00,1.4653e+05,1.1890e+03,-4.8622e-01,-1.4455e-01,3.7918e-01,2.0646e+00,2.3346e+00,4.0491e+00,4.7195e+00,2.7545e+01
8.3000e+01,1.0000e+00,1.4020e+01,-1.6262e+05,-1.6263e+05,-1.6583e-01,-1.6263e+05,1.1888e-01,7.0736e+00,1.4651e+05,1.1909e+03,-1.6254e-01,-3.8167e-01,5.2847e-01,1.0498e+00,2.8361e+00,2.9973e+00,4.5509e+00,2.9848e+01
8.4000e+01,1.0000e+00,1.4165e+01,-1.6261e+05,-1.6262e+05,-1.6783e-01,-1.6262e+05,1.1890e-01,7.0755e+00,1.4649e+05,1.1927e+03,-4.2474e-01,-3.9698e-01,2.9960e-02,9.3682e-01,2.6108e+00,4.1040e+00,4.2227e+00,2.8627e+01
8.5000e+01,1.0000e+00,1.4310e+01,-1.6259e+05,-1.6260e+05,-1.6983e-01,-1.6260e+05,1.1892e-01,7.0776e+00,1.4648e+05,1.1946e+03,-4.4913e-01,-8.9832e-01,4.6708e-01,6.7034e-01,2.6359e+00,4.1026e+00,4.5030e+00,2.8626e+01
8.6000e+01,2.0000e+00,1.4430e+01,-1.6258e+05,-1.6259e+05,-1.7183e-01,-1.6259e+05,1.1893e-01,7.0793e+00,1.4646e+05,1.1987e+03,-2.3262e-01,-9.0187e-01,1.1014e-01,2.1612e+00,9.5946e-01,2.7303e+00,4.5001e+00,2.8978e+01
8.7000e+01,1.0000e+00,1.4573e+01,-1.6258e+05,-1.6259e+05,-1.7383e-01,-1.6259e+05,1.1246e-01,6.3295e+00,1.4645e+05,1.2009e+03,-4.4851e-01,-6.7939e-01,4.1829e-01,1.4863e+00,1.9011e+00,2.3981e+00,4.6892e+00,2.8691e+01
