niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau
1.0000e+00,1.0000e+00,9.9900e-02,-2.0805e+05,-2.0805e+05,-9.9950e-04,-2.0805e+05,8.7167e-02,7.6019e+00,inf,2.6458e+00,-4.0102e-01,-1.8223e+00,3.9511e+00,8.0765e-01
2.0000e+00,1.0000e+00,1.9960e-01,-2.0795e+05,-2.0796e+05,-1.9990e-03,-2.0796e+05,8.7173e-02,7.6029e+00,1.5950e+05,5.9866e+00,-3.9133e-01,-1.2845e+00,3.9556e+00,4.2772e-01
3.0000e+00,1.0000e+00,2.9910e-01,-2.0792e+05,-2.0793e+05,-2.9985e-03,-2.0793e+05,8.7179e-02,7.6039e+00,1.5941e+05,8.2700e+00,-4.2384e-01,-1.2176e+00,3.9602e+00,2.1788e+00
4.0000e+00,1.0000e+00,3.9841e-01,-2.0772e+05,-2.0772e+05,-3.9980e-03,-2.0772e+05,8.7184e-02,7.6049e+00,1.5938e+05,1.0909e+01,8.7972e-02,-1.9623e+00,3.9728e+00,4.4679e-01
5.0000e+00,1.0000e+00,4.9751e-01,-2.0767e+05,-2.0768e+05,-4.9975e-03,-2.0768e+05,8.7190e-02,7.6059e+00,1.5917e+05,1.3581e+01,1.2998e-01,-1.3370e+00,3.9905e+00,4.8650e-01
6.0000e+00,1.0000e+00,5.9642e-01,-2.0761e+05,-2.0761e+05,-5.9970e-03,-2.0761e+05,8.7196e-02,7.6069e+00,1.5913e+05,1.5859e+01,5.2327e-02,-1.7214e+00,3.9524e+00,5.7009e-01
7.0000e+00,1.0000e+00,6.9513e-01,-2.0755e+05,-2.0756e+05,-6.9965e-03,-2.0756e+05,8.7201e-02,7.6079e+00,1.5906e+05,1.8995e+01,-3.3109e-01,-1.5041e+00,3.8868e+00,6.0812e-01
8.0000e+00,1.0000e+00,7.9365e-01,-2.0745e+05,-2.0746e+05,-7.9960e-03,-2.0746e+05,8.7207e-02,7.6089e+00,1.5901e+05,2.1644e+01,-2.0285e-01,-9.2302e-01,3.9945e+00,2.8043e+00
9.0000e+00,1.0000e+00,8.9197e-01,-2.0744e+05,-2.0745e+05,-8.9955e-03,-2.0745e+05,8.7210e-02,7.6094e+00,1.5891e+05,2.4320e+01,1.4357e-01,-1.6103e+00,3.9455e+00,1.6441e-01
1.0000e+01,1.0000e+00,9.9010e-01,-2.0742e+05,-2.0743e+05,-9.9950e-03,-2.0743e+05,8.7219e-02,7.6109e+00,1.5890e+05,2.6789e+01,-4.2782e-01,-1.2021e+00,3.9385e+00,3.3378e+00
1.1000e+01,1.0000e+00,1.0880e+00,-2.0738e+05,-2.0739e+05,-1.0995e-02,-2.0739e+05,8.7224e-02,7.6119e+00,1.5888e+05,2.9458e+01,3.8404e-01,-1.1494e+00,3.9862e+00,9.7582e-01
1.2000e+01,1.0000e+00,1.1858e+00,-2.0727e+05,-2.0727e+05,-1.1994e-02,-2.0727e+05,8.7230e-02,7.6129e+00,1.5884e+05,3.2111e+01,3.8860e-01,-1.7496e+00,3.9506e+00,1.7082e+00
