logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-3.0100e-01,-5.2557e-01,-1.3359e+00,-1.0832e+00,-4.4497e-01,7.6203e-01,1.9877e+00,2.6045e+01,-9.2137e+02
-3.2283e-01,-5.2543e-01,-1.0904e+00,-1.2695e+00,-8.4250e-01,3.7435e-01,2.0201e+00,2.6074e+01,-9.3424e+02
-3.1559e-01,-5.1128e-01,-1.7540e+00,-7.8931e-01,-7.2606e-01,7.0020e-01,2.0114e+00,2.6095e+01,-9.2690e+02
-2.9726e-01,-5.0911e-01,-2.2541e+00,-6.5303e-01,-4.8040e-01,8.1341e-01,1.9982e+00,2.6076e+01,-9.2939e+02
-3.1316e-01,-4.9656e-01,-2.4191e+00,-6.6563e-01,-3.3711e-01,6.2118e-01,1.9986e+00,2.6051e+01,-9.0957e+02
-2.7252e-01,-5.2178e-01,-2.3590e+00,-6.1834e-01,-3.5270e-01,8.4644e-01,1.9936e+00,2.6086e+01,-9.2946e+02
-2.8810e-01,-5.1475e-01,-1.9259e+00,-6.5906e-01,-9.8885e-01,8.7206e-01,1.9967e+00,2.6089e+01,-9.2882e+02
-3.3308e-01,-4.8425e-01,-1.3660e+00,-1.0748e+00,-8.5176e-03,2.9306e-01,2.0532e+00,2.6170e+01,-9.3284e+02
-2.8262e-01,-5.2695e-01,-2.3687e+00,-7.2930e-01,-5.1684e-01,8.3661e-01,2.0093e+00,2.6117e+01,-9.1940e+02
-3.0622e-01,-5.2862e-01,-1.5529e+00,-9.7378e-01,3.0520e-02,2.9631e-01,2.0543e+00,2.6187e+01,-9.3346e+02
-2.7559e-01,-5.1311e-01,-2.4167e+00,-5.2007e-01,-8.0463e-01,8.7231e-01,1.9893e+00,2.6065e+01,-9.2910e+02
-3.3006e-01,-4.9605e-01,-1.4311e+00,-8.2735e-01,-1.5968e-01,3.3058e-01,2.0533e+00,2.6171e+01,-9.2758e+02
-2.6151e-01,-5.0970e-01,-1.1173e+00,-1.1987e+00,-9.5835e-01,9.5117e-01,1.9568e+00,2.5994e+01,-9.2206e+02
-3.3927e-01,-4.8918e-01,-1.6206e+00,-8.0952e-01,-2.8270e-01,1.8881e-01,2.0366e+00,2.6104e+01,-9.2201e+02
-3.3479e-01,-4.5854e-01,-2.2339e+00,-7.3111e-01,-3.9136e-01,7.5234e-01,2.0138e+00,2.6098e+01,-9.3346e+02
-3.0226e-01,-4.5924e-01,-1.1832e+00,-1.2717e+00,-8.0042e-01,1.0072e+00,1.9814e+00,2.6069e+01,-9.2085e+02
-2.6681e-01,-5.3831e-01,-1.4020e+00,-1.1196e+00,-4.9445e-02,6.5958e-01,1.9650e+00,2.5980e+01,-9.2883e+02
-3.2198e-01,-5.0982e-01,-1.6627e+00,-8.1078e-01,-3.0849e-01,5.5143e-01,2.0487e+00,2.6179e+01,-9.3333e+02
-3.1181e-01,-4.9960e-01,-2.2711e+00,-7.1982e-01,-4.5403e-01,4.9981e-01,2.0017e+00,2.6035e+01,-9.2070e+02
-3.0481e-01,-5.0777e-01,-1.5443e+00,-6.5329e-01,-4.2586e-01,6.2037e-01,2.0186e+00,2.6100e+01,-9.3235e+02
-2.9545e-01,-5.0131e-01,-2.2424e+00,-8.1259e-01,-1.0288e+00,8.9959e-01,1.9837e+00,2.6054e+01,-9.3229e+02
-2.7885e-01,-5.4851e-01,-2.5556e+00,-8.2904e-01,-8.5513e-02,4.8443e-01,2.0023e+00,2.6060e+01,-9.3420e+02
-2.9309e-01,-5.3028e-01,-1.2566e+00,-1.0182e+00,-9.9564e-01,7.6517e-01,1.9906e+00,2.6058e+01,-9.2978e+02
-3.1147e-01,-5.1444e-01,-1.4759e+00,-9.0183e-01,-1.3619e-01,2.0791e-01,2.0177e+00,2.6075e+01,-9.2689e+02
-3.3819e-01,-4.7670e-01,-2.1909e+00,-7.5044e-01,-2.9012e-01,6.5651e-01,2.0385e+00,2.6156e+01,-9.2910e+02
-3.2148e-01,-5.2039e-01,-2.5952e+00,-7.5163e-01,-5.9805e-01,4.8966e-01,2.0135e+00,2.6073e+01,-9.2125e+02
-2.6910e-01,-5.3489e-01,-2.2382e+00,-7.7613e-01,-1.0854e+00,9.3452e-01,1.9599e+00,2.6014e+01,-9.3137e+02
-2.9506e-01,-5.2342e-01,-2.2375e+00,-6.7520e-01,-1.9377e-02,4.7211e-01,2.0501e+00,2.6187e+01,-9.3321e+02
-2.7353e-01,-4.9028e-01,-1.5757e+00,-7.2841e-01,-7.5510e-01,1.0388e+00,1.9723e+00,2.6077e+01,-9.3157e+02
-3.1241e-01,-5.1651e-01,-1.8591e+00,-7.3373e-01,-9.4653e-01,4.7504e-01,2.0090e+00,2.6050e+01,-9.2200e+02
-3.1823e-01,-4.9530e-01,-2.4208e+00,-6.9093e-01,-7.2664e-01,7.1078e-01,2.0255e+00,2.6131e+01,-9.0503e+02
-2.8390e-01,-5.0307e-01,-1.0533e+00,-1.2938e+00,-4.2216e-01,8.2550e-01,1.9953e+00,2.6071e+01,-9.2692e+02
-2.9061e-01,-5.5388e-01,-2.2549e+00,-6.7821e-01,-3.6317e-01,4.2497e-01,2.0166e+00,2.6081e+01,-9.3188e+02
-3.2807e-01,-4.6778e-01,-2.5355e+00,-7.4972e-01,-4.7559e-01,6.8441e-01,2.0136e+00,2.6080e+01,-9.1983e+02
-2.8283e-01,-5.4393e-01,-2.2199e+00,-7.7707e-01,-1.1107e+00,7.5951e-01,1.9761e+00,2.6009e+01,-9.3094e+02
-3.0520e-01,-5.1496e-01,-2.4632e+00,-7.3533e-01,-8.0956e-01,7.8228e-01,1.9976e+00,2.6074e+01,-9.0082e+02
-2.5658e-01,-5.5232e-01,-2.4566e+00,-5.0410e-01,-8.4312e-01,8.0870e-01,1.9978e+00,2.6083e+01,-9.3414e+02
-2.9027e-01,-5.1569e-01,-1.0826e+00,-1.1574e+00,-3.3834e-01,6.6852e-01,2.0199e+00,2.6112e+01,-9.3008e+02
-2.7534e-01,-5.4910e-01,-1.7816e+00,-6.9800e-01,-3.8192e-01,6.0650e-01,1.9913e+00,2.6029e+01,-9.3308e+02
-3.3643e-01,-5.0497e-01,-2.2976e+00,-6.9997e-01,-8.0440e-01,2.9903e-01,2.0222e+00,2.6069e+01,-9.3002e+02
-3.0653e-01,-5.2318e-01,-2.2676e+00,-7.3731e-01,-1.0248e+00,6.6890e-01,2.0012e+00,2.6058e+01,-9.3123e+02
-3.3264e-01,-4.7466e-01,-1.0126e+00,-1.2929e+00,-8.6228e-01,7.8767e-01,2.0258e+00,2.6137e+01,-9.3178e+02
-2.9814e-01,-4.5727e-01,-2.0636e+00,-5.4204e-01,-7.1548e-01,9.3406e-01,1.9943e+00,2.6088e+01,-9.0987e+02
-2.7327e-01,-5.2203e-01,-1.9168e+00,-6.6106e-01,-2.8425e-01,6.8465e-01,1.9889e+00,2.6037e+01,-9.3298e+02
-2.6847e-01,-5.2676e-01,-1.3530e+00,-1.0055e+00,-5.5941e-01,9.6642e-01,1.9735e+00,2.6058e+01,-9.2903e+02
-2.9284e-01,-5.1795e-01,-1.6648e+00,-7.1880e-01,-1.0514e+00,8.5152e-01,1.9791e+00,2.6043e+01,-9.2634e+02
-2.9641e-01,-5.1401e-01,-1.3993e+00,-1.0147e+00,-6.8402e-01,7.9262e-01,1.9948e+00,2.6070e+01,-9.2947e+02
-3.1131e-01,-5.2687e-01,-1.3846e+00,-6.2252e-01,-2.2953e-01,2.7541e-01,2.0547e+00,2.6184e+01,-9.2814e+02
-3.0134e-01,-4.7899e-01,-2.2409e+00,-8.7012e-01,-3.2544e-01,9.0880e-01,1.9980e+00,2.6097e+01,-9.2530e+02
-3.0247e-01,-4.9211e-01,-1.3055e+00,-1.3978e+00,-6.8109e-01,8.3471e-01,1.9960e+00,2.6065e+01,-9.3138e+02
-2.8586e-01,-5.2146e-01,-1.7006e+00,-8.2682e-01,-3.2142e-01,6.4800e-01,2.0037e+00,2.6057e+01,-9.3058e+02
-3.0897e-01,-4.8297e-01,-1.2556e+00,-1.1296e+00,-3.3762e-01,7.8804e-01,2.0062e+00,2.6091e+01,-9.3030e+02
-2.8523e-01,-5.1652e-01,-1.3184e+00,-1.3086e+00,-3.5359e-01,7.5432e-01,1.9924e+00,2.6048e+01,-9.2917e+02
-3.1350e-01,-5.2402e-01,-1.5442e+00,-6.9253e-01,-6.0939e-01,1.8015e-01,2.0397e+00,2.6121e+01,-9.3125e+02
-2.7415e-01,-5.3062e-01,-1.1762e+00,-1.0842e+00,-3.2232e-01,8.2260e-01,2.0033e+00,2.6107e+01,-9.3102e+02
-3.1021e-01,-5.1398e-01,-1.1479e+00,-1.5946e+00,-8.9413e-01,6.2792e-01,2.0084e+00,2.6064e+01,-9.3350e+02
-2.8626e-01,-5.2731e-01,-1.1350e+00,-1.4032e+00,-8.5573e-01,8.8912e-01,2.0087e+00,2.6129e+01,-9.3169e+02
-3.2203e-01,-4.8115e-01,-1.1029e+00,-1.4413e+00,-8.3019e-02,6.2113e-01,2.0244e+00,2.6120e+01,-9.2647e+02
-2.8242e-01,-5.2664e-01,-2.6896e+00,-5.6463e-01,-1.0648e+00,7.5850e-01,1.9900e+00,2.6052e+01,-9.2594e+02
-2.7805e-01,-5.6590e-01,-1.2979e+00,-8.5260e-01,-9.0106e-01,5.8775e-01,1.9957e+00,2.6040e+01,-9.2182e+02
-3.1583e-01,-5.2623e-01,-2.1783e+00,-5.9287e-01,-6.5950e-01,3.7323e-01,2.0531e+00,2.6173e+01,-9.3312e+02
-2.5850e-01,-5.3592e-01,-2.6615e+00,-6.1689e-01,-8.0299e-01,9.6917e-01,1.9888e+00,2.6105e+01,-9.2582e+02
-2.9509e-01,-4.9499e-01,-2.0067e+00,-6.9903e-01,-1.1793e-01,6.9061e-01,2.0085e+00,2.6091e+01,-9.2500e+02
-3.0001e-01,-5.0873e-01,-1.1114e+00,-1.4916e+00,-9.3815e-01,8.3677e-01,1.9927e+00,2.6063e+01,-9.3061e+02
-2.4440e-01,-5.6878e-01,-2.5620e+00,-7.4916e-01,-4.8753e-01,8.9924e-01,1.9743e+00,2.6057e+01,-9.1804e+02
-3.0514e-01,-5.0931e-01,-1.2095e+00,-1.2755e+00,-5.6323e-01,7.5973e-01,1.9874e+00,2.6030e+01,-9.3107e+02
-3.0198e-01,-5.0926e-01,-1.2751e+00,-1.2854e+00,-1.9859e-01,7.8882e-01,1.9974e+00,2.6082e+01,-9.2756e+02
-2.8871e-01,-5.3312e-01,-1.5887e+00,-7.4659e-01,-8.6808e-01,7.9092e-01,1.9977e+00,2.6082e+01,-9.3006e+02
-3.3367e-01,-4.6940e-01,-1.2256e+00,-1.4196e+00,-1.8037e-01,6.3209e-01,2.0351e+00,2.6136e+01,-9.3103e+02
-3.2356e-01,-4.9246e-01,-1.1635e+00,-1.0575e+00,-3.9581e-01,5.8333e-01,2.0301e+00,2.6124e+01,-9.2569e+02
-2.7664e-01,-5.6780e-01,-2.3427e+00,-6.7968e-01,-6.1472e-01,5.3666e-01,1.9879e+00,2.6014e+01,-9.3346e+02
-2.9314e-01,-5.1469e-01,-1.5904e+00,-9.6236e-01,-3.7174e-01,8.7198e-01,1.9885e+00,2.6083e+01,-9.3415e+02
-2.9508e-01,-5.1902e-01,-2.1659e+00,-8.2997e-01,-7.1726e-01,8.0200e-01,1.9861e+00,2.6051e+01,-9.3236e+02
-3.0934e-01,-5.0484e-01,-2.7211e+00,-6.6856e-01,-9.1975e-01,7.3006e-01,2.0024e+00,2.6072e+01,-9.2708e+02
-3.0096e-01,-4.9809e-01,-1.4548e+00,-9.6239e-01,-5.2710e-01,7.7892e-01,1.9907e+00,2.6049e+01,-9.3410e+02
-2.7481e-01,-5.2147e-01,-1.1744e+00,-9.6463e-01,-1.1996e-01,7.9339e-01,1.9940e+00,2.6087e+01,-9.3038e+02
-2.9734e-01,-5.2465e-01,-1.6785e+00,-7.4081e-01,-1.0962e+00,7.1464e-01,2.0082e+00,2.6085e+01,-9.3196e+02
-3.1474e-01,-5.3404e-01,-1.6046e+00,-7.7439e-01,-1.1593e-01,1.6800e-01,2.0618e+00,2.6201e+01,-9.2358e+02
-2.9895e-01,-5.2051e-01,-2.6721e+00,-6.8124e-01,-7.8352e-01,7.3707e-01,1.9901e+00,2.6043e+01,-9.3403e+02
-2.7958e-01,-5.1671e-01,-1.3759e+00,-8.0272e-01,-3.1408e-01,7.5551e-01,1.9985e+00,2.6071e+01,-9.3164e+02
-2.7603e-01,-5.2254e-01,-1.9589e+00,-8.3718e-01,-7.3384e-01,9.3870e-01,1.9963e+00,2.6107e+01,-9.3007e+02
-2.7301e-01,-5.2101e-01,-1.9532e+00,-7.4718e-01,-4.8585e-01,8.0716e-01,1.9805e+00,2.6033e+01,-9.0721e+02
-2.6558e-01,-5.1615e-01,-1.1333e+00,-1.1864e+00,-9.8125e-01,8.6575e-01,1.9591e+00,2.5977e+01,-9.2809e+02
-2.9997e-01,-4.9168e-01,-1.1344e+00,-1.0969e+00,-8.1693e-01,9.4457e-01,2.0076e+00,2.6140e+01,-9.3206e+02
-3.1825e-01,-4.9335e-01,-1.2078e+00,-1.3333e+00,-5.7676e-02,3.3507e-01,2.0243e+00,2.6099e+01,-9.1671e+02
-2.8362e-01,-5.2179e-01,-1.9569e+00,-8.0748e-01,-4.0904e-01,7.1735e-01,2.0013e+00,2.6064e+01,-9.2832e+02
-2.9137e-01,-5.2103e-01,-1.4832e+00,-1.2242e+00,-1.3367e-01,7.9626e-01,2.0070e+00,2.6115e+01,-9.2973e+02
-2.8526e-01,-5.4300e-01,-2.2342e+00,-6.7088e-01,-1.1944e-01,4.4503e-01,2.0162e+00,2.6091e+01,-9.2903e+02
-2.9343e-01,-4.9821e-01,-1.9872e+00,-5.5957e-01,-9.6188e-01,8.3280e-01,2.0042e+00,2.6087e+01,-9.2574e+02
-3.1462e-01,-4.9893e-01,-1.1668e+00,-1.2345e+00,-1.0824e+00,7.9532e-01,2.0142e+00,2.6108e+01,-9.2795e+02
-2.7029e-01,-5.4394e-01,-1.1551e+00,-1.0222e+00,-7.3359e-01,7.9039e-01,1.9889e+00,2.6052e+01,-9.2230e+02
-3.1459e-01,-4.8798e-01,-1.4994e+00,-6.9775e-01,-5.9729e-01,6.5146e-01,2.0241e+00,2.6107e+01,-9.1616e+02
-3.0830e-01,-4.8194e-01,-1.1323e+00,-1.3209e+00,-1.0320e+00,8.8663e-01,1.9862e+00,2.6052e+01,-9.3376e+02
-3.1661e-01,-5.1343e-01,-2.1222e+00,-6.1198e-01,-6.9719e-01,3.9108e-01,2.0253e+00,2.6091e+01,-9.2739e+02
-2.8582e-01,-4.7619e-01,-1.6249e+00,-7.5612e-01,-4.7184e-01,1.0386e+00,1.9835e+00,2.6102e+01,-9.2669e+02
-3.1273e-01,-5.0176e-01,-1.2143e+00,-9.7977e-01,-3.7088e-01,7.1096e-01,2.0333e+00,2.6157e+01,-9.2265e+02
-3.3472e-01,-4.6722e-01,-1.1529e+00,-1.1308e+00,-6.6830e-01,8.0765e-01,2.0264e+00,2.6140e+01,-9.3020e+02
