nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,3.3223e-01,-3.1606e+06,-3.1606e+06,-3.3278e-03,-inf,1.4594e-01,6.3999e+00,inf,5.0864e+00,-1.5664e+00,-2.9800e+00,7.6321e+00,1.2145e+01,2.5033e+01
2.0000e+03,2.0000e+00,1.0000e+00,6.6225e-01,-3.1053e+06,-3.1053e+06,-6.6556e-03,-inf,1.4597e-01,6.4030e+00,inf,1.3891e+01,2.3743e-01,-1.1480e+00,7.7695e+00,1.0990e+01,2.5032e+01
2.0000e+03,3.0000e+00,1.0000e+00,9.9010e-01,-3.0802e+06,-3.0802e+06,-9.9834e-03,-inf,1.4602e-01,6.4075e+00,inf,2.1304e+01,-2.8114e+00,-1.4192e+00,7.8560e+00,2.5665e+00,2.5597e+01
2.0000e+03,4.0000e+00,1.0000e+00,1.3158e+00,-3.0701e+06,-3.0701e+06,-1.3311e-02,-inf,1.4606e-01,6.4105e+00,inf,2.6138e+01,-2.9673e+00,1.5227e-01,7.8179e+00,1.1182e+01,2.5424e+01
2.0000e+03,5.0000e+00,1.0000e+00,1.6393e+00,-3.0439e+06,-3.0439e+06,-1.6639e-02,-inf,1.4609e-01,6.4136e+00,inf,3.2326e+01,-2.3043e+00,-1.4462e+00,7.3981e+00,1.3462e+01,2.5408e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.9608e+00,-3.0075e+06,-3.0075e+06,-1.9967e-02,-inf,1.4613e-01,6.4167e+00,inf,3.9172e+01,-1.2090e+00,-4.7342e-02,7.9483e+00,1.2652e+01,2.6427e+01
2.0000e+03,7.0000e+00,1.0000e+00,2.2801e+00,-3.0010e+06,-3.0011e+06,-2.3295e-02,-inf,1.4616e-01,6.4197e+00,inf,4.4091e+01,-8.7904e-01,3.7679e-01,7.7407e+00,1.8608e+01,2.5923e+01
2.0000e+03,8.0000e+00,1.0000e+00,2.5974e+00,-2.9906e+06,-2.9906e+06,-2.6622e-02,-inf,1.4621e-01,6.4242e+00,inf,5.0297e+01,-2.3169e+00,-2.7991e+00,7.3180e+00,1.6630e+01,2.5795e+01
2.0000e+03,9.0000e+00,1.0000e+00,2.9126e+00,-2.9556e+06,-2.9556e+06,-2.9950e-02,-inf,1.4625e-01,6.4272e+00,inf,5.6993e+01,-1.1565e+00,-7.9596e-01,7.0521e+00,1.2859e+01,2.5113e+01
2.0000e+03,1.0000e+01,1.0000e+00,3.2258e+00,-2.9435e+06,-2.9435e+06,-3.3278e-02,-inf,1.4628e-01,6.4303e+00,inf,6.3272e+01,-2.4566e+00,-1.7365e+00,7.6406e+00,2.6902e+00,2.6364e+01
2.0000e+03,1.1000e+01,1.0000e+00,3.5370e+00,-2.9116e+06,-2.9117e+06,-3.6606e-02,-inf,1.4632e-01,6.4334e+00,inf,6.9506e+01,-1.6930e+00,-2.9566e+00,7.3752e+00,1.7478e+01,2.6759e+01
2.0000e+03,1.2000e+01,1.0000e+00,3.8462e+00,-2.8907e+06,-2.8907e+06,-3.9933e-02,-inf,1.4635e-01,6.4364e+00,inf,7.8704e+01,-2.6779e-01,-1.2477e-01,7.6273e+00,1.2238e+01,2.6450e+01
2.0000e+03,1.3000e+01,1.0000e+00,4.1534e+00,-2.8904e+06,-2.8904e+06,-4.3261e-02,-inf,1.4640e-01,6.4408e+00,inf,8.4315e+01,-9.9569e-01,-2.5777e+00,7.9997e+00,1.9948e+01,2.8474e+01
