logfeh,logdust,logNpix,tau,logl
-2.4476e-01,-5.0295e-01,1.9961e+00,3.0714e+00,-9.3159e+02
-1.5309e-01,-5.4131e-01,2.0049e+00,2.9068e+00,-9.2738e+02
-2.1912e-01,-5.1429e-01,1.9969e+00,3.0217e+00,-9.3038e+02
-2.1208e-01,-5.2045e-01,2.0030e+00,2.8556e+00,-9.2671e+02
-1.4788e-01,-5.4456e-01,2.0053e+00,2.9385e+00,-9.2730e+02
-2.3188e-01,-5.1993e-01,2.0010e+00,2.7353e+00,-9.3233e+02
-1.8043e-01,-5.1812e-01,2.0003e+00,3.1906e+00,-9.3038e+02
-2.2234e-01,-5.1081e-01,1.9977e+00,3.0651e+00,-9.2693e+02
-1.9517e-01,-5.1598e-01,1.9991e+00,3.0965e+00,-9.3532e+02
-1.6568e-01,-5.3791e-01,2.0044e+00,2.8610e+00,-9.3380e+02
-2.2349e-01,-5.0937e-01,2.0018e+00,3.0553e+00,-9.3490e+02
-2.1726e-01,-5.1751e-01,2.0051e+00,2.8688e+00,-9.2581e+02
-2.1041e-01,-5.1630e-01,1.9989e+00,2.9849e+00,-9.2174e+02
-1.7425e-01,-5.2295e-01,2.0026e+00,3.1673e+00,-9.3479e+02
-2.3360e-01,-5.0537e-01,1.9961e+00,3.0726e+00,-9.3003e+02
-2.8450e-01,-4.8919e-01,1.9980e+00,3.0963e+00,-9.3064e+02
-1.7587e-01,-5.2873e-01,2.0015e+00,3.0162e+00,-9.3362e+02
-2.1317e-01,-5.2122e-01,2.0009e+00,2.8676e+00,-9.3452e+02
-2.4663e-01,-5.1224e-01,1.9997e+00,2.8104e+00,-9.3500e+02
-2.1075e-01,-5.2199e-01,2.0027e+00,2.8553e+00,-9.3132e+02
-2.1516e-01,-5.1999e-01,2.0041e+00,2.8664e+00,-9.3532e+02
-1.8100e-01,-5.3530e-01,2.0031e+00,2.8470e+00,-9.3210e+02
-2.7518e-01,-4.9294e-01,1.9954e+00,3.0972e+00,-9.3571e+02
-2.0992e-01,-5.1941e-01,1.9986e+00,3.0132e+00,-9.2618e+02
-1.9266e-01,-5.2792e-01,2.0044e+00,2.8460e+00,-9.3011e+02
-2.1726e-01,-5.1278e-01,1.9971e+00,3.0861e+00,-9.3281e+02
-2.2172e-01,-5.1156e-01,2.0006e+00,3.0304e+00,-9.2973e+02
-2.1584e-01,-5.1447e-01,2.0036e+00,2.9503e+00,-9.2593e+02
-1.5205e-01,-5.3880e-01,2.0059e+00,2.9687e+00,-9.2906e+02
-2.3798e-01,-5.0406e-01,1.9947e+00,3.0900e+00,-9.3398e+02
-2.2947e-01,-5.1339e-01,2.0014e+00,2.8571e+00,-9.3283e+02
-2.2055e-01,-5.1327e-01,1.9935e+00,3.1208e+00,-9.3206e+02
-2.2649e-01,-5.1223e-01,1.9984e+00,3.0328e+00,-9.3495e+02
-1.3828e-01,-5.5413e-01,2.0074e+00,2.7336e+00,-9.3165e+02
-2.6872e-01,-4.9922e-01,1.9941e+00,3.0406e+00,-9.3241e+02
-2.3132e-01,-5.0742e-01,1.9984e+00,3.0632e+00,-9.2950e+02
-1.9666e-01,-5.1320e-01,2.0025e+00,3.1487e+00,-9.3246e+02
-1.9222e-01,-5.2820e-01,2.0002e+00,2.9271e+00,-9.3445e+02
-2.3410e-01,-5.1251e-01,2.0018e+00,2.8176e+00,-9.1963e+02
-2.2091e-01,-5.1052e-01,1.9951e+00,3.0980e+00,-9.3049e+02
-1.5795e-01,-5.4499e-01,2.0069e+00,2.8095e+00,-9.3408e+02
-1.7704e-01,-5.2672e-01,2.0022e+00,3.0168e+00,-9.2960e+02
-1.9907e-01,-5.2193e-01,1.9998e+00,2.9885e+00,-9.3201e+02
-1.5503e-01,-5.4085e-01,2.0041e+00,2.9464e+00,-9.3143e+02
-2.2752e-01,-5.0692e-01,1.9976e+00,3.0805e+00,-9.2471e+02
-2.3154e-01,-5.1318e-01,2.0000e+00,2.8901e+00,-9.2037e+02
-2.1333e-01,-5.1430e-01,1.9996e+00,3.0836e+00,-9.3329e+02
-2.4505e-01,-5.1185e-01,2.0022e+00,2.7516e+00,-9.3191e+02
-1.9551e-01,-5.2418e-01,2.0003e+00,2.9582e+00,-9.3570e+02
-1.5495e-01,-5.4024e-01,2.0064e+00,2.8873e+00,-9.2664e+02
-2.1275e-01,-5.2001e-01,2.0017e+00,2.8903e+00,-9.2324e+02
-2.2508e-01,-5.2044e-01,2.0026e+00,2.8182e+00,-9.2624e+02
-2.2585e-01,-5.0614e-01,1.9992e+00,3.0683e+00,-9.3137e+02
-2.1320e-01,-5.1892e-01,2.0008e+00,2.9172e+00,-9.3238e+02
-2.3333e-01,-5.0726e-01,1.9956e+00,3.0486e+00,-9.3401e+02
-2.2786e-01,-5.1811e-01,2.0039e+00,2.7636e+00,-9.3331e+02
-2.2216e-01,-5.1111e-01,1.9959e+00,3.0590e+00,-9.3168e+02
-2.1455e-01,-5.1782e-01,2.0021e+00,2.8766e+00,-9.3447e+02
-1.6969e-01,-5.3055e-01,2.0028e+00,3.0263e+00,-9.3487e+02
-2.1933e-01,-5.1407e-01,1.9983e+00,2.9881e+00,-9.3385e+02
-2.1893e-01,-5.1787e-01,1.9993e+00,2.9364e+00,-9.1173e+02
-2.2707e-01,-5.0859e-01,1.9961e+00,3.0428e+00,-9.2631e+02
-1.8555e-01,-5.2867e-01,2.0025e+00,2.9452e+00,-9.2832e+02
-1.7741e-01,-5.3529e-01,2.0021e+00,2.8539e+00,-9.3433e+02
-2.1552e-01,-5.1010e-01,1.9991e+00,3.0938e+00,-9.2772e+02
-1.8227e-01,-5.3760e-01,2.0026e+00,2.8195e+00,-9.3182e+02
-1.7034e-01,-5.3276e-01,2.0021e+00,3.0496e+00,-9.3284e+02
-2.0033e-01,-5.1644e-01,1.9976e+00,3.1431e+00,-9.3436e+02
-1.8924e-01,-5.3252e-01,2.0042e+00,2.8018e+00,-9.3237e+02
-2.4268e-01,-5.0736e-01,2.0006e+00,2.9315e+00,-9.3537e+02
-2.7893e-01,-5.0032e-01,1.9974e+00,2.9570e+00,-9.3136e+02
-1.9462e-01,-5.2578e-01,2.0018e+00,2.9584e+00,-9.3264e+02
-1.8805e-01,-5.2682e-01,2.0006e+00,2.9145e+00,-9.3429e+02
-2.2861e-01,-5.0928e-01,1.9998e+00,3.0338e+00,-9.3344e+02
-2.1619e-01,-5.2016e-01,2.0002e+00,2.8598e+00,-9.3115e+02
-2.3264e-01,-5.0264e-01,1.9993e+00,3.0949e+00,-9.3087e+02
-2.1894e-01,-5.0812e-01,2.0000e+00,3.1588e+00,-9.3409e+02
-2.6019e-01,-5.0222e-01,1.9948e+00,3.0254e+00,-9.3519e+02
-1.4896e-01,-5.3887e-01,2.0078e+00,2.9450e+00,-9.3543e+02
-2.1872e-01,-5.1145e-01,1.9991e+00,3.0529e+00,-9.3415e+02
-1.5647e-01,-5.4329e-01,2.0067e+00,2.8097e+00,-9.3355e+02
-1.9368e-01,-5.2204e-01,2.0053e+00,2.9938e+00,-9.2919e+02
-2.0367e-01,-5.1149e-01,2.0009e+00,3.1103e+00,-9.3252e+02
-2.2848e-01,-5.2000e-01,2.0021e+00,2.7847e+00,-9.2335e+02
-1.7478e-01,-5.3455e-01,2.0030e+00,2.9150e+00,-9.2919e+02
-2.4411e-01,-4.9861e-01,1.9970e+00,3.1006e+00,-9.2341e+02
-2.3301e-01,-5.0881e-01,1.9975e+00,3.0404e+00,-9.3198e+02
-1.7240e-01,-5.2657e-01,2.0020e+00,3.0621e+00,-9.2596e+02
-2.4528e-01,-5.0063e-01,1.9965e+00,3.1224e+00,-9.3252e+02
-2.3352e-01,-5.0516e-01,1.9929e+00,3.1376e+00,-9.2442e+02
-2.4152e-01,-5.0677e-01,1.9975e+00,3.0104e+00,-9.3130e+02
-1.9533e-01,-5.2743e-01,2.0026e+00,2.8967e+00,-9.2806e+02
-1.7267e-01,-5.3433e-01,1.9997e+00,2.9398e+00,-9.3185e+02
-2.3018e-01,-5.0950e-01,2.0004e+00,3.0191e+00,-9.3392e+02
-1.7396e-01,-5.2446e-01,2.0026e+00,3.0426e+00,-9.3546e+02
-2.5611e-01,-5.0126e-01,1.9939e+00,3.1161e+00,-9.3576e+02
-2.3647e-01,-5.0946e-01,2.0008e+00,2.8659e+00,-9.3255e+02
-2.3702e-01,-5.1457e-01,2.0013e+00,2.8106e+00,-9.1544e+02
-2.2409e-01,-5.1038e-01,1.9980e+00,3.0344e+00,-9.2041e+02
-2.3529e-01,-5.0553e-01,1.9975e+00,3.0798e+00,-9.3514e+02
-1.4666e-01,-5.4458e-01,2.0075e+00,2.8484e+00,-9.3311e+02
-2.2824e-01,-5.0946e-01,1.9978e+00,3.0125e+00,-9.2482e+02
-1.6702e-01,-5.3418e-01,2.0010e+00,2.9585e+00,-9.2847e+02
-2.2115e-01,-5.1938e-01,2.0023e+00,2.8305e+00,-9.3378e+02
-1.4280e-01,-5.4856e-01,2.0077e+00,2.8051e+00,-9.3416e+02
-1.9171e-01,-5.2718e-01,2.0059e+00,2.8096e+00,-9.2563e+02
-2.6261e-01,-4.9813e-01,1.9973e+00,3.0457e+00,-9.3499e+02
-2.6640e-01,-4.9427e-01,1.9948e+00,3.1252e+00,-9.3135e+02
-2.5251e-01,-4.9343e-01,1.9972e+00,3.1845e+00,-9.2911e+02
-2.4075e-01,-5.0929e-01,1.9975e+00,3.0124e+00,-9.3276e+02
-1.8251e-01,-5.3557e-01,2.0034e+00,2.8310e+00,-9.2957e+02
-2.3134e-01,-5.1097e-01,1.9997e+00,2.9738e+00,-9.3273e+02
-2.2577e-01,-5.1149e-01,1.9975e+00,3.0205e+00,-9.3214e+02
-1.9359e-01,-5.2847e-01,2.0050e+00,2.8605e+00,-9.3239e+02
-2.2816e-01,-5.1736e-01,2.0009e+00,2.8590e+00,-9.2508e+02
-2.3563e-01,-5.0911e-01,1.9973e+00,3.0151e+00,-9.3526e+02
-1.9058e-01,-5.2319e-01,1.9998e+00,2.9770e+00,-9.2440e+02
-1.8113e-01,-5.2909e-01,2.0026e+00,2.9255e+00,-9.3199e+02
-2.1214e-01,-5.0968e-01,2.0018e+00,3.0926e+00,-9.2460e+02
-1.7488e-01,-5.3061e-01,2.0009e+00,2.9984e+00,-9.3354e+02
-2.3058e-01,-5.0954e-01,1.9981e+00,3.0404e+00,-9.2778e+02
-2.0337e-01,-5.2380e-01,1.9990e+00,3.0062e+00,-9.3501e+02
-2.0419e-01,-5.2497e-01,2.0006e+00,2.8404e+00,-9.3348e+02
-1.4421e-01,-5.4584e-01,2.0085e+00,2.8320e+00,-9.3427e+02
-1.7721e-01,-5.2473e-01,2.0038e+00,3.0044e+00,-9.3107e+02
-1.6687e-01,-5.2952e-01,2.0038e+00,3.0481e+00,-9.2480e+02
-2.3535e-01,-5.0383e-01,1.9989e+00,3.0823e+00,-9.3211e+02
-2.3819e-01,-5.1210e-01,2.0001e+00,2.8541e+00,-9.3402e+02
-1.9424e-01,-5.2225e-01,2.0028e+00,2.9747e+00,-9.1865e+02
-2.0985e-01,-5.2442e-01,2.0025e+00,2.8370e+00,-9.2700e+02
-2.2279e-01,-5.1154e-01,2.0002e+00,3.0463e+00,-9.3003e+02
-2.7789e-01,-4.9384e-01,1.9939e+00,3.1103e+00,-9.3446e+02
-1.7792e-01,-5.2560e-01,2.0040e+00,3.0325e+00,-9.3327e+02
-1.7510e-01,-5.3679e-01,2.0047e+00,2.8383e+00,-9.3256e+02
-1.9761e-01,-5.2620e-01,2.0010e+00,2.9100e+00,-9.3182e+02
-2.1582e-01,-5.0923e-01,2.0002e+00,3.0980e+00,-9.3286e+02
-1.8572e-01,-5.3106e-01,2.0021e+00,2.8939e+00,-9.3345e+02
-1.7175e-01,-5.3084e-01,2.0034e+00,2.9764e+00,-9.3459e+02
-2.2835e-01,-5.0645e-01,1.9972e+00,3.0702e+00,-9.3429e+02
-1.5700e-01,-5.3458e-01,2.0020e+00,2.9946e+00,-9.3209e+02
-2.3454e-01,-5.0309e-01,1.9986e+00,3.0633e+00,-9.2835e+02
-2.1885e-01,-5.0729e-01,2.0028e+00,3.1097e+00,-9.3468e+02
-2.1474e-01,-5.2207e-01,2.0029e+00,2.8391e+00,-9.3280e+02
-1.9094e-01,-5.2961e-01,2.0057e+00,2.8233e+00,-9.2751e+02
-1.6210e-01,-5.4325e-01,2.0017e+00,2.8905e+00,-9.2907e+02
