nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,3.3223e-01,-6.5507e+05,-6.5508e+05,-3.3278e-03,-6.5508e+05,1.4594e-01,6.4003e+00,inf,2.3964e+03,4.4899e-01,-6.6443e-01,3.2783e+00,2.2554e+00,3.1776e+01
2.0000e+03,2.0000e+00,1.0000e+00,6.6225e-01,-6.4558e+05,-6.4558e+05,-6.6556e-03,-6.4558e+05,1.4598e-01,6.4036e+00,4.9044e+05,2.4060e+03,-1.1052e+00,-1.0395e+00,3.3851e+00,3.0863e-01,3.1888e+01
2.0000e+03,3.0000e+00,1.0000e+00,9.9010e-01,-6.3877e+05,-6.3878e+05,-9.9834e-03,-6.3878e+05,1.4602e-01,6.4069e+00,4.8094e+05,2.4146e+03,2.9865e-01,-1.8304e+00,2.9057e+00,1.1082e+00,3.1301e+01
2.0000e+03,4.0000e+00,1.0000e+00,1.3158e+00,-6.3696e+05,-6.3697e+05,-1.3311e-02,-6.3697e+05,1.4605e-01,6.4102e+00,4.7414e+05,2.4224e+03,-1.1196e+00,-1.9828e+00,2.6376e+00,2.3460e+00,3.1730e+01
2.0000e+03,5.0000e+00,1.0000e+00,1.6393e+00,-6.3365e+05,-6.3366e+05,-1.6639e-02,-6.3366e+05,1.4609e-01,6.4136e+00,4.7233e+05,2.4300e+03,-2.5408e-01,-1.1741e+00,3.8153e+00,8.2840e-01,3.1868e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.9608e+00,-6.3066e+05,-6.3066e+05,-1.9967e-02,-6.3066e+05,1.4613e-01,6.4169e+00,4.6902e+05,2.4385e+03,-1.4668e+00,-9.2897e-01,2.2285e+00,3.1642e+00,3.1843e+01
2.0000e+03,7.0000e+00,1.0000e+00,2.2801e+00,-6.2674e+05,-6.2675e+05,-2.3295e-02,-6.2675e+05,1.4617e-01,6.4202e+00,4.6602e+05,2.4466e+03,2.3948e-02,-1.1496e+00,2.6945e+00,4.4021e+00,3.1765e+01
2.0000e+03,8.0000e+00,1.0000e+00,2.5974e+00,-6.2640e+05,-6.2641e+05,-2.6622e-02,-6.2641e+05,1.4621e-01,6.4235e+00,4.6211e+05,2.4544e+03,-1.1908e+00,-5.6288e-01,2.6770e+00,1.9047e-01,3.1538e+01
2.0000e+03,9.0000e+00,1.0000e+00,2.9126e+00,-6.2549e+05,-6.2550e+05,-2.9950e-02,-6.2550e+05,1.4624e-01,6.4269e+00,4.6177e+05,2.4628e+03,2.3541e-01,-9.8540e-01,2.6415e+00,2.3510e+00,3.1223e+01
2.0000e+03,1.0000e+01,1.0000e+00,3.2258e+00,-6.2505e+05,-6.2506e+05,-3.3278e-02,-6.2506e+05,1.4628e-01,6.4302e+00,4.6086e+05,2.4708e+03,4.8896e-01,-1.6425e+00,2.0610e+00,9.1943e+00,3.1932e+01
2.0000e+03,1.1000e+01,2.0000e+00,3.5256e+00,-6.2273e+05,-6.2274e+05,-3.6606e-02,-6.2274e+05,1.4632e-01,6.4336e+00,4.6042e+05,2.4882e+03,-7.7023e-01,-7.6921e-01,2.3769e+00,7.4396e+00,3.1933e+01
2.0000e+03,1.2000e+01,1.0000e+00,3.8339e+00,-6.2243e+05,-6.2244e+05,-3.9933e-02,-6.2244e+05,1.4636e-01,6.4368e+00,4.5810e+05,2.4965e+03,-4.5331e-01,-1.1072e+00,3.5342e+00,4.4397e-01,3.1294e+01
2.0000e+03,1.3000e+01,1.0000e+00,4.1401e+00,-6.2087e+05,-6.2088e+05,-4.3261e-02,-6.2088e+05,1.4640e-01,6.4402e+00,4.5780e+05,2.5042e+03,-1.4426e+00,-1.9574e-01,3.1827e+00,2.6588e+00,3.1318e+01
2.0000e+03,1.4000e+01,1.0000e+00,4.4444e+00,-6.2085e+05,-6.2086e+05,-4.6589e-02,-6.2086e+05,1.4643e-01,6.4435e+00,4.5624e+05,2.5103e+03,-1.0151e+00,-1.7746e+00,4.0250e+00,9.3725e-01,3.1927e+01
2.0000e+03,1.5000e+01,1.0000e+00,4.7468e+00,-6.2078e+05,-6.2079e+05,-4.9917e-02,-6.2079e+05,1.4647e-01,6.4469e+00,4.5622e+05,2.5178e+03,-6.1281e-01,-3.7997e-01,2.5193e+00,4.6767e+00,3.1792e+01
2.0000e+03,1.6000e+01,1.0000e+00,5.0473e+00,-6.2030e+05,-6.2030e+05,-5.3245e-02,-6.2030e+05,1.4651e-01,6.4501e+00,4.5615e+05,2.5255e+03,-1.1924e+00,-4.4556e-01,2.2948e+00,1.6745e+00,3.1664e+01
2.0000e+03,1.7000e+01,1.0000e+00,5.3459e+00,-6.1975e+05,-6.1976e+05,-5.6572e-02,-6.1976e+05,1.4655e-01,6.4535e+00,4.5566e+05,2.5333e+03,-1.1522e-01,-1.0475e+00,2.8463e+00,1.3571e+00,3.1032e+01
2.0000e+03,1.8000e+01,1.0000e+00,5.6426e+00,-6.1568e+05,-6.1568e+05,-5.9900e-02,-6.1568e+05,1.4658e-01,6.4568e+00,4.5512e+05,2.5421e+03,-3.3578e-01,-1.8645e+00,2.0298e+00,9.4134e+00,3.1790e+01
2.0000e+03,1.9000e+01,1.0000e+00,5.9375e+00,-6.1419e+05,-6.1420e+05,-6.3228e-02,-6.1420e+05,1.4662e-01,6.4602e+00,4.5104e+05,2.5486e+03,-3.7761e-01,-9.9383e-01,2.0688e+00,1.5479e+01,3.1883e+01
2.0000e+03,2.0000e+01,1.0000e+00,6.2305e+00,-6.1419e+05,-6.1420e+05,-6.6556e-02,-6.1420e+05,1.3963e-01,5.8588e+00,4.4956e+05,2.5574e+03,3.6158e-02,-1.3942e+00,2.0759e+00,9.3210e+00,3.1703e+01
2.0000e+03,2.1000e+01,1.0000e+00,6.5217e+00,-6.1402e+05,-6.1403e+05,-6.9884e-02,-6.1403e+05,1.4670e-01,6.4668e+00,4.4956e+05,2.5651e+03,3.8924e-01,-8.4123e-01,2.9338e+00,1.1970e+01,3.1934e+01
2.0000e+03,2.2000e+01,1.0000e+00,6.8111e+00,-6.1392e+05,-6.1392e+05,-7.3211e-02,-6.1392e+05,1.4674e-01,6.4701e+00,4.4939e+05,2.5721e+03,-2.3973e-01,-1.2843e+00,3.0641e+00,4.5441e+00,3.1420e+01
2.0000e+03,2.3000e+01,1.0000e+00,7.0988e+00,-6.1321e+05,-6.1321e+05,-7.6539e-02,-6.1321e+05,1.4677e-01,6.4735e+00,4.4928e+05,2.5811e+03,-1.2742e+00,-1.1239e+00,2.3554e+00,1.6343e+01,3.1866e+01
2.0000e+03,2.4000e+01,1.0000e+00,7.3846e+00,-6.1307e+05,-6.1308e+05,-7.9867e-02,-6.1308e+05,1.4681e-01,6.4768e+00,4.4857e+05,2.5889e+03,-1.4148e+00,-1.5044e+00,2.2251e+00,1.4139e+01,3.1835e+01
2.0000e+03,2.5000e+01,1.0000e+00,7.6687e+00,-6.1301e+05,-6.1302e+05,-8.3195e-02,-6.1302e+05,1.4685e-01,6.4801e+00,4.4844e+05,2.5975e+03,-7.6070e-01,-7.9133e-01,2.5155e+00,1.6067e+01,3.1946e+01
2.0000e+03,2.6000e+01,2.0000e+00,7.9268e+00,-6.1293e+05,-6.1293e+05,-8.6523e-02,-6.1293e+05,1.4689e-01,6.4834e+00,4.4838e+05,2.6119e+03,-8.3325e-01,-9.6371e-01,3.9734e+00,7.1789e-01,3.1577e+01
