logfeh_mean,logdust,logNpix,tau,logl
-3.7952e-02,-1.0582e+00,3.2252e+00,2.9343e+00,-2.4792e+03
-3.3759e-03,-1.0970e+00,3.2268e+00,2.9452e+00,-2.4714e+03
3.7790e-02,-1.1445e+00,3.2346e+00,2.9411e+00,-2.4895e+03
-2.1573e-02,-1.0891e+00,3.2258e+00,2.9020e+00,-2.4501e+03
-2.7239e-02,-1.0800e+00,3.2278e+00,2.8611e+00,-2.4990e+03
-3.2425e-02,-1.0437e+00,3.2243e+00,3.0164e+00,-2.4704e+03
-2.8929e-02,-1.0471e+00,3.2241e+00,3.0501e+00,-2.4591e+03
-4.3865e-02,-1.0533e+00,3.2238e+00,2.9483e+00,-2.4870e+03
1.1319e-02,-1.1004e+00,3.2329e+00,2.9346e+00,-2.4965e+03
-3.9300e-03,-1.1096e+00,3.2336e+00,2.8250e+00,-2.4968e+03
-3.0720e-02,-1.0883e+00,3.2269e+00,2.8022e+00,-2.4939e+03
-7.3242e-02,-1.0234e+00,3.2232e+00,2.8894e+00,-2.5004e+03
-5.1424e-03,-1.1131e+00,3.2305e+00,2.8125e+00,-2.4998e+03
-1.6469e-02,-1.0903e+00,3.2279e+00,2.8863e+00,-2.4680e+03
-3.5233e-02,-1.0424e+00,3.2234e+00,3.0248e+00,-2.4838e+03
-1.2549e-02,-1.0822e+00,3.2323e+00,2.8871e+00,-2.4682e+03
-4.0108e-02,-1.0308e+00,3.2252e+00,3.0512e+00,-2.4946e+03
-2.0755e-02,-1.0497e+00,3.2291e+00,3.0569e+00,-2.4857e+03
-3.4370e-02,-1.0527e+00,3.2247e+00,2.9575e+00,-2.4769e+03
-1.6882e-02,-1.0923e+00,3.2258e+00,2.8906e+00,-2.4712e+03
-3.7123e-02,-1.0549e+00,3.2244e+00,2.9441e+00,-2.4600e+03
-2.8956e-02,-1.0637e+00,3.2264e+00,2.9322e+00,-2.4564e+03
-7.0263e-03,-1.1106e+00,3.2291e+00,2.8433e+00,-2.4499e+03
-2.0007e-02,-1.0623e+00,3.2294e+00,2.9657e+00,-2.4630e+03
4.6155e-02,-1.1931e+00,3.2345e+00,2.8033e+00,-2.4452e+03
-3.1940e-04,-1.1083e+00,3.2345e+00,2.8203e+00,-2.4959e+03
-2.0757e-02,-1.0558e+00,3.2293e+00,3.0102e+00,-2.4829e+03
-4.3708e-02,-1.0477e+00,3.2234e+00,2.9344e+00,-2.4568e+03
-3.8182e-02,-1.0454e+00,3.2241e+00,3.0148e+00,-2.4382e+03
-1.1352e-02,-1.0968e+00,3.2334e+00,2.8232e+00,-2.4396e+03
-3.5850e-02,-1.0582e+00,3.2231e+00,2.9771e+00,-2.4751e+03
8.5282e-03,-1.1195e+00,3.2320e+00,2.8538e+00,-2.4909e+03
3.2077e-02,-1.1834e+00,3.2344e+00,2.7585e+00,-2.4932e+03
-3.8494e-02,-1.0625e+00,3.2267e+00,2.8890e+00,-2.4982e+03
-6.2819e-04,-1.1286e+00,3.2303e+00,2.7745e+00,-2.4731e+03
4.5672e-02,-1.1920e+00,3.2337e+00,2.8035e+00,-2.4949e+03
-4.0154e-02,-1.0396e+00,3.2270e+00,2.9851e+00,-2.4212e+03
-2.0967e-02,-1.0695e+00,3.2272e+00,2.9761e+00,-2.4810e+03
-1.8717e-02,-1.0509e+00,3.2287e+00,3.0218e+00,-2.4664e+03
-2.3460e-02,-1.0534e+00,3.2286e+00,2.9631e+00,-2.4975e+03
-1.8829e-02,-1.0564e+00,3.2278e+00,2.9926e+00,-2.5000e+03
-4.6752e-03,-1.1206e+00,3.2308e+00,2.8049e+00,-2.4921e+03
-3.6932e-02,-1.0507e+00,3.2254e+00,2.9537e+00,-2.4144e+03
-3.8044e-03,-1.1106e+00,3.2299e+00,2.8477e+00,-2.4618e+03
-8.9931e-03,-1.1212e+00,3.2271e+00,2.8263e+00,-2.4962e+03
4.9336e-02,-1.2029e+00,3.2349e+00,2.7718e+00,-2.4829e+03
-2.0617e-02,-1.0585e+00,3.2283e+00,2.9612e+00,-2.4862e+03
4.6779e-02,-1.1868e+00,3.2344e+00,2.8290e+00,-2.4780e+03
4.3576e-02,-1.1839e+00,3.2319e+00,2.8417e+00,-2.4791e+03
-3.5820e-02,-1.0514e+00,3.2260e+00,2.9495e+00,-2.4831e+03
-4.8237e-02,-1.0424e+00,3.2196e+00,2.9634e+00,-2.4976e+03
-2.2611e-02,-1.0721e+00,3.2306e+00,2.8905e+00,-2.4966e+03
-7.5037e-03,-1.1054e+00,3.2286e+00,2.8732e+00,-2.4430e+03
-2.0359e-02,-1.0428e+00,3.2277e+00,3.0765e+00,-2.4946e+03
-4.3795e-02,-1.0461e+00,3.2244e+00,2.9506e+00,-2.4921e+03
-3.6832e-02,-1.0542e+00,3.2235e+00,2.9796e+00,-2.4762e+03
2.2917e-02,-1.1640e+00,3.2294e+00,2.8298e+00,-2.5000e+03
-1.8160e-02,-1.0919e+00,3.2277e+00,2.8680e+00,-2.4890e+03
2.4480e-02,-1.1415e+00,3.2304e+00,2.9125e+00,-2.4979e+03
-3.1168e-02,-1.0779e+00,3.2255e+00,2.8758e+00,-2.4532e+03
1.0692e-02,-1.1302e+00,3.2302e+00,2.8697e+00,-2.4713e+03
-3.5793e-02,-1.0383e+00,3.2249e+00,3.0179e+00,-2.4785e+03
-3.7171e-02,-1.0495e+00,3.2248e+00,2.9867e+00,-2.4689e+03
-3.8907e-02,-1.0295e+00,3.2260e+00,3.0213e+00,-2.4777e+03
-1.9578e-02,-1.0409e+00,3.2292e+00,3.0596e+00,-2.4844e+03
4.0938e-02,-1.1664e+00,3.2364e+00,2.8653e+00,-2.4805e+03
-3.7863e-02,-1.0436e+00,3.2262e+00,2.9927e+00,-2.4989e+03
-2.9976e-02,-1.0603e+00,3.2243e+00,2.9784e+00,-2.4813e+03
-2.9758e-02,-1.0831e+00,3.2263e+00,2.8761e+00,-2.4779e+03
-3.7424e-02,-1.0474e+00,3.2250e+00,3.0000e+00,-2.4713e+03
-2.1178e-02,-1.0566e+00,3.2289e+00,2.9722e+00,-2.4893e+03
-4.9077e-02,-1.0496e+00,3.2249e+00,2.8827e+00,-2.4913e+03
-3.3527e-02,-1.0621e+00,3.2270e+00,2.9328e+00,-2.4736e+03
-3.5039e-02,-1.0387e+00,3.2280e+00,3.0091e+00,-2.4828e+03
-3.1861e-02,-1.0440e+00,3.2230e+00,3.0262e+00,-2.4655e+03
-3.9098e-03,-1.0811e+00,3.2275e+00,3.0051e+00,-2.4901e+03
-1.2280e-02,-1.0660e+00,3.2268e+00,3.0081e+00,-2.4984e+03
-3.8342e-02,-1.0379e+00,3.2236e+00,3.0213e+00,-2.4954e+03
-3.1339e-02,-1.0428e+00,3.2221e+00,3.0596e+00,-2.5002e+03
-2.9893e-02,-1.0565e+00,3.2248e+00,2.9727e+00,-2.3739e+03
-3.9176e-02,-1.0342e+00,3.2252e+00,3.0319e+00,-2.4796e+03
-2.7480e-02,-1.0770e+00,3.2274e+00,2.8592e+00,-2.4994e+03
-2.9939e-02,-1.0562e+00,3.2260e+00,2.9617e+00,-2.4348e+03
-3.6650e-02,-1.0594e+00,3.2211e+00,2.9635e+00,-2.4579e+03
4.0678e-02,-1.1465e+00,3.2342e+00,2.9175e+00,-2.5014e+03
-1.6370e-02,-1.0917e+00,3.2250e+00,2.9055e+00,-2.4937e+03
-6.9412e-03,-1.1154e+00,3.2285e+00,2.8321e+00,-2.4980e+03
-1.9850e-02,-1.0631e+00,3.2296e+00,2.9600e+00,-2.4634e+03
-5.0838e-03,-1.0992e+00,3.2285e+00,2.9143e+00,-2.4994e+03
4.8434e-02,-1.1992e+00,3.2353e+00,2.7767e+00,-2.4354e+03
4.3071e-02,-1.2060e+00,3.2321e+00,2.7750e+00,-2.4658e+03
-3.4349e-02,-1.0505e+00,3.2251e+00,3.0154e+00,-2.4976e+03
-8.2666e-03,-1.0704e+00,3.2298e+00,2.9758e+00,-2.5005e+03
-1.0946e-03,-1.1015e+00,3.2264e+00,2.9450e+00,-2.4691e+03
-1.5351e-02,-1.0521e+00,3.2308e+00,3.0117e+00,-2.4897e+03
-1.9712e-02,-1.0593e+00,3.2295e+00,2.9708e+00,-2.4793e+03
-3.0647e-02,-1.0950e+00,3.2263e+00,2.7850e+00,-2.4977e+03
2.7141e-02,-1.1636e+00,3.2357e+00,2.7885e+00,-2.4878e+03
-1.9796e-02,-1.0626e+00,3.2299e+00,2.9647e+00,-2.4360e+03
4.8976e-02,-1.1569e+00,3.2326e+00,2.9581e+00,-2.4399e+03
-7.2944e-03,-1.1161e+00,3.2277e+00,2.8157e+00,-2.4725e+03
-3.7055e-03,-1.1167e+00,3.2306e+00,2.8482e+00,-2.4436e+03
-6.5640e-03,-1.1089e+00,3.2300e+00,2.8503e+00,-2.3986e+03
-7.2901e-03,-1.1036e+00,3.2278e+00,2.8578e+00,-2.4749e+03
-1.8414e-03,-1.1197e+00,3.2303e+00,2.8017e+00,-2.4977e+03
-3.2522e-02,-1.0535e+00,3.2239e+00,3.0074e+00,-2.4573e+03
-1.9541e-02,-1.0641e+00,3.2284e+00,2.9785e+00,-2.4750e+03
3.9794e-02,-1.2031e+00,3.2316e+00,2.7705e+00,-2.4234e+03
7.8468e-03,-1.1101e+00,3.2288e+00,2.9481e+00,-2.4521e+03
-2.2197e-02,-1.0570e+00,3.2272e+00,2.9742e+00,-2.4910e+03
-1.9822e-02,-1.0729e+00,3.2288e+00,2.9213e+00,-2.4838e+03
-3.2693e-02,-1.0445e+00,3.2249e+00,3.0151e+00,-2.4327e+03
-3.6829e-02,-1.0607e+00,3.2273e+00,2.9232e+00,-2.4613e+03
-1.6642e-02,-1.0883e+00,3.2273e+00,2.8829e+00,-2.4444e+03
-6.6440e-03,-1.0906e+00,3.2302e+00,2.8913e+00,-2.4699e+03
4.2770e-03,-1.1238e+00,3.2308e+00,2.8521e+00,-2.4982e+03
-3.7444e-02,-1.0347e+00,3.2252e+00,3.0311e+00,-2.4821e+03
-1.1349e-02,-1.0862e+00,3.2296e+00,2.9139e+00,-2.4956e+03
-3.5421e-02,-1.0407e+00,3.2255e+00,3.0096e+00,-2.4891e+03
4.2005e-02,-1.1383e+00,3.2347e+00,2.9723e+00,-2.5015e+03
-3.0143e-02,-1.0557e+00,3.2262e+00,2.9477e+00,-2.4920e+03
-2.3389e-02,-1.0619e+00,3.2281e+00,2.9446e+00,-2.4310e+03
-3.7539e-02,-1.0633e+00,3.2239e+00,2.9246e+00,-2.4833e+03
-2.0283e-02,-1.0618e+00,3.2300e+00,2.9536e+00,-2.3775e+03
-1.1543e-02,-1.0996e+00,3.2328e+00,2.8022e+00,-2.5014e+03
-3.9066e-02,-1.0386e+00,3.2257e+00,3.0334e+00,-2.4945e+03
2.4263e-04,-1.1009e+00,3.2274e+00,2.9631e+00,-2.4869e+03
-2.2139e-02,-1.0603e+00,3.2278e+00,2.9820e+00,-2.4559e+03
-2.0206e-02,-1.0715e+00,3.2289e+00,2.9407e+00,-2.4928e+03
-2.3407e-02,-1.0789e+00,3.2284e+00,2.8908e+00,-2.4857e+03
4.2425e-02,-1.1245e+00,3.2333e+00,3.0239e+00,-2.4314e+03
-2.6129e-02,-1.0695e+00,3.2253e+00,2.9362e+00,-2.4915e+03
-1.2021e-02,-1.0822e+00,3.2291e+00,2.9295e+00,-2.4878e+03
-2.8163e-02,-1.0453e+00,3.2241e+00,3.0562e+00,-2.4853e+03
-1.9889e-02,-1.0372e+00,3.2286e+00,3.0778e+00,-2.4875e+03
-7.8936e-03,-1.1145e+00,3.2263e+00,2.8589e+00,-2.4460e+03
-3.5910e-02,-1.0248e+00,3.2252e+00,3.0752e+00,-2.4794e+03
5.0628e-02,-1.1577e+00,3.2392e+00,2.9115e+00,-2.4861e+03
-2.5892e-02,-1.0644e+00,3.2269e+00,2.9569e+00,-2.4898e+03
-2.0467e-02,-1.0508e+00,3.2283e+00,3.0287e+00,-2.4990e+03
-2.3509e-02,-1.0808e+00,3.2271e+00,2.9029e+00,-2.4748e+03
-4.1562e-03,-1.1124e+00,3.2310e+00,2.8065e+00,-2.4884e+03
-3.3538e-02,-1.0383e+00,3.2231e+00,3.0608e+00,-2.4838e+03
-1.1536e-02,-1.0910e+00,3.2282e+00,2.9046e+00,-2.4725e+03
5.8139e-02,-1.1551e+00,3.2377e+00,2.9636e+00,-2.4974e+03
2.2967e-02,-1.1638e+00,3.2293e+00,2.8222e+00,-2.4923e+03
-1.0101e-02,-1.1222e+00,3.2309e+00,2.7503e+00,-2.4907e+03
-6.5490e-03,-1.1127e+00,3.2285e+00,2.8235e+00,-2.4564e+03
-2.5754e-02,-1.1036e+00,3.2281e+00,2.7568e+00,-2.4899e+03
-2.0478e-02,-1.0549e+00,3.2282e+00,2.9939e+00,-2.4925e+03
3.4635e-02,-1.2027e+00,3.2321e+00,2.7275e+00,-2.5008e+03
-3.8685e-02,-1.0596e+00,3.2268e+00,2.8996e+00,-2.4450e+03
-7.4730e-03,-1.1168e+00,3.2274e+00,2.8397e+00,-2.4534e+03
-5.7878e-03,-1.1068e+00,3.2295e+00,2.8621e+00,-2.4290e+03
2.7662e-02,-1.1584e+00,3.2359e+00,2.7929e+00,-2.4725e+03
-3.1977e-02,-1.0860e+00,3.2265e+00,2.8077e+00,-2.4991e+03
-3.2577e-02,-1.0502e+00,3.2238e+00,3.0050e+00,-2.4170e+03
-3.5400e-02,-1.0500e+00,3.2235e+00,3.0266e+00,-2.5011e+03
-7.0916e-03,-1.0946e+00,3.2294e+00,2.8847e+00,-2.3995e+03
-2.0603e-02,-1.0476e+00,3.2291e+00,3.0421e+00,-2.4986e+03
-3.5004e-02,-1.0649e+00,3.2261e+00,2.9060e+00,-2.4649e+03
-4.9941e-03,-1.1083e+00,3.2280e+00,2.9060e+00,-2.4924e+03
-3.2066e-02,-1.0504e+00,3.2232e+00,3.0426e+00,-2.4902e+03
-3.8136e-02,-1.0425e+00,3.2247e+00,2.9871e+00,-2.4587e+03
-3.0725e-02,-1.0590e+00,3.2251e+00,2.9473e+00,-2.4889e+03
-3.1062e-02,-1.0623e+00,3.2269e+00,2.9417e+00,-2.4867e+03
-6.2149e-03,-1.1219e+00,3.2286e+00,2.8073e+00,-2.4474e+03
-3.0918e-02,-1.0820e+00,3.2257e+00,2.8698e+00,-2.4599e+03
-3.4342e-02,-1.0509e+00,3.2253e+00,2.9554e+00,-2.4643e+03
-7.7695e-03,-1.1136e+00,3.2273e+00,2.8379e+00,-2.4158e+03
-2.9586e-02,-1.0584e+00,3.2237e+00,2.9961e+00,-2.4980e+03
-2.2569e-02,-1.0522e+00,3.2252e+00,3.0247e+00,-2.4756e+03
-2.7906e-02,-1.0763e+00,3.2264e+00,2.8872e+00,-2.4789e+03
-2.2708e-02,-1.0911e+00,3.2287e+00,2.8468e+00,-2.4976e+03
-4.6874e-03,-1.1143e+00,3.2307e+00,2.8098e+00,-2.4511e+03
5.1711e-02,-1.1494e+00,3.2373e+00,2.9524e+00,-2.4989e+03
-7.2330e-03,-1.0962e+00,3.2293e+00,2.8803e+00,-2.4659e+03
-5.8226e-03,-1.0923e+00,3.2286e+00,2.9171e+00,-2.4859e+03
-3.0036e-02,-1.0671e+00,3.2266e+00,2.9358e+00,-2.4855e+03
-2.3082e-02,-1.0626e+00,3.2290e+00,2.9465e+00,-2.4809e+03
2.9294e-02,-1.1669e+00,3.2357e+00,2.7834e+00,-2.5011e+03
-1.9254e-02,-1.0716e+00,3.2297e+00,2.9181e+00,-2.4958e+03
-2.0506e-02,-1.0640e+00,3.2275e+00,2.9761e+00,-2.4449e+03
-1.9072e-02,-1.0596e+00,3.2291e+00,2.9673e+00,-2.4197e+03
-4.5418e-03,-1.1066e+00,3.2304e+00,2.8611e+00,-2.4486e+03
-3.7453e-02,-1.0372e+00,3.2251e+00,3.0565e+00,-2.4048e+03
-3.7517e-02,-1.0410e+00,3.2251e+00,3.0261e+00,-2.4335e+03
-1.3448e-03,-1.1001e+00,3.2269e+00,2.9349e+00,-2.4965e+03
9.2325e-03,-1.1186e+00,3.2274e+00,2.9162e+00,-2.4650e+03
-3.6213e-02,-1.0632e+00,3.2218e+00,2.9623e+00,-2.4729e+03
-3.8286e-02,-1.0352e+00,3.2263e+00,3.0009e+00,-2.4890e+03
-2.6346e-02,-1.0832e+00,3.2274e+00,2.8447e+00,-2.4701e+03
-3.1704e-02,-1.0409e+00,3.2234e+00,3.0575e+00,-2.4571e+03
-6.6434e-03,-1.0892e+00,3.2303e+00,2.8850e+00,-2.4732e+03
-2.5116e-02,-1.0822e+00,3.2270e+00,2.8674e+00,-2.5014e+03
-3.5348e-02,-1.0536e+00,3.2238e+00,2.9832e+00,-2.4952e+03
2.8869e-03,-1.0905e+00,3.2274e+00,3.0133e+00,-2.4987e+03
-7.4695e-03,-1.1016e+00,3.2287e+00,2.8747e+00,-2.4947e+03
-3.7795e-02,-1.0504e+00,3.2246e+00,2.9739e+00,-2.4968e+03
-2.8327e-02,-1.0623e+00,3.2266e+00,2.9127e+00,-2.4931e+03
-1.1824e-03,-1.1198e+00,3.2301e+00,2.8181e+00,-2.4562e+03
-2.2045e-02,-1.0669e+00,3.2287e+00,2.9423e+00,-2.4793e+03
-3.5471e-02,-1.0556e+00,3.2263e+00,2.9107e+00,-2.4760e+03
-2.9879e-02,-1.0507e+00,3.2245e+00,2.9763e+00,-2.4856e+03
1.4274e-02,-1.1217e+00,3.2302e+00,2.9031e+00,-2.4136e+03
3.6997e-02,-1.1460e+00,3.2331e+00,2.9250e+00,-2.4844e+03
-2.1103e-02,-1.0635e+00,3.2256e+00,3.0099e+00,-2.4969e+03
-3.4855e-02,-1.0566e+00,3.2245e+00,2.9581e+00,-2.4821e+03
-2.0502e-02,-1.0612e+00,3.2300e+00,2.9588e+00,-2.4508e+03
-3.7751e-02,-1.0450e+00,3.2245e+00,3.0100e+00,-2.4593e+03
-1.1901e-03,-1.1250e+00,3.2298e+00,2.8154e+00,-2.4889e+03
-6.5439e-03,-1.0968e+00,3.2294e+00,2.8920e+00,-2.4582e+03
-3.6129e-02,-1.0555e+00,3.2272e+00,2.9207e+00,-2.4537e+03
-3.3507e-02,-1.0453e+00,3.2238e+00,3.0368e+00,-2.4855e+03
-2.4201e-02,-1.0676e+00,3.2275e+00,2.9407e+00,-2.4721e+03
-3.4066e-02,-1.0696e+00,3.2246e+00,2.9031e+00,-2.4936e+03
-1.8790e-02,-1.0548e+00,3.2296e+00,2.9969e+00,-2.4925e+03
2.9032e-02,-1.1613e+00,3.2360e+00,2.7788e+00,-2.4912e+03
-2.3291e-02,-1.0838e+00,3.2301e+00,2.8464e+00,-2.4780e+03
-2.4687e-02,-1.0753e+00,3.2232e+00,2.9467e+00,-2.4499e+03
1.2157e-02,-1.1655e+00,3.2306e+00,2.7365e+00,-2.4186e+03
-3.7206e-02,-1.0505e+00,3.2257e+00,2.9691e+00,-2.4762e+03
-2.9392e-02,-1.0544e+00,3.2234e+00,3.0106e+00,-2.4355e+03
-1.9154e-02,-1.0814e+00,3.2294e+00,2.8736e+00,-2.4985e+03
-1.8690e-02,-1.0839e+00,3.2283e+00,2.9010e+00,-2.4873e+03
-3.5733e-02,-1.0371e+00,3.2231e+00,3.0432e+00,-2.5014e+03
-5.7695e-03,-1.1120e+00,3.2292e+00,2.8588e+00,-2.5002e+03
-2.2344e-02,-1.0734e+00,3.2265e+00,2.9437e+00,-2.4821e+03
-1.9629e-02,-1.0389e+00,3.2285e+00,3.0660e+00,-2.4756e+03
4.1503e-02,-1.1978e+00,3.2327e+00,2.7840e+00,-2.4732e+03
-3.2880e-02,-1.0553e+00,3.2284e+00,2.9464e+00,-2.4966e+03
-2.4384e-02,-1.0814e+00,3.2284e+00,2.8606e+00,-2.4818e+03
-1.8913e-02,-1.0866e+00,3.2258e+00,2.8907e+00,-2.4915e+03
-3.1336e-02,-1.0469e+00,3.2232e+00,3.0567e+00,-2.4883e+03
4.8833e-02,-1.1571e+00,3.2315e+00,2.9666e+00,-2.4859e+03
-6.5658e-03,-1.0623e+00,3.2254e+00,3.0959e+00,-2.4702e+03
-5.4543e-04,-1.1318e+00,3.2303e+00,2.7786e+00,-2.4546e+03
2.2649e-02,-1.1636e+00,3.2286e+00,2.8286e+00,-2.4725e+03
-3.5706e-03,-1.1249e+00,3.2303e+00,2.7738e+00,-2.4831e+03
-3.7628e-02,-1.0387e+00,3.2247e+00,3.0181e+00,-2.4781e+03
-3.8352e-02,-1.0515e+00,3.2271e+00,2.9277e+00,-2.4834e+03
-3.3410e-02,-1.0453e+00,3.2235e+00,3.0196e+00,-2.5005e+03
-3.4294e-03,-1.1254e+00,3.2320e+00,2.7800e+00,-2.4907e+03
-3.1467e-02,-1.0817e+00,3.2258e+00,2.8621e+00,-2.4541e+03
3.8218e-02,-1.1572e+00,3.2334e+00,2.8894e+00,-2.4940e+03
-1.0777e-02,-1.1009e+00,3.2296e+00,2.8723e+00,-2.4923e+03
-3.5041e-02,-1.0529e+00,3.2251e+00,2.9866e+00,-2.4989e+03
-3.7236e-02,-1.0574e+00,3.2242e+00,2.9394e+00,-2.5014e+03
-6.4251e-03,-1.1075e+00,3.2300e+00,2.8398e+00,-2.4654e+03
-3.2687e-02,-1.0574e+00,3.2239e+00,3.0069e+00,-2.5007e+03
-6.8249e-03,-1.0989e+00,3.2281e+00,2.8905e+00,-2.4949e+03
-7.9614e-04,-1.1258e+00,3.2299e+00,2.7932e+00,-2.4878e+03
-6.6297e-03,-1.1212e+00,3.2276e+00,2.8197e+00,-2.4988e+03
-2.1121e-02,-1.0617e+00,3.2267e+00,3.0112e+00,-2.4967e+03
-2.1265e-03,-1.0808e+00,3.2255e+00,3.0316e+00,-2.4620e+03
-1.8689e-02,-1.0847e+00,3.2300e+00,2.8869e+00,-2.4872e+03
-1.8164e-02,-1.0552e+00,3.2312e+00,2.9993e+00,-2.4908e+03
-1.0944e-03,-1.1247e+00,3.2302e+00,2.8104e+00,-2.4609e+03
-1.9962e-02,-1.0581e+00,3.2271e+00,3.0011e+00,-2.4151e+03
-4.7951e-02,-1.0468e+00,3.2265e+00,2.9180e+00,-2.4911e+03
-3.7172e-02,-1.0455e+00,3.2254e+00,2.9706e+00,-2.4932e+03
-1.8702e-02,-1.0547e+00,3.2298e+00,3.0183e+00,-2.4902e+03
-3.1949e-02,-1.0426e+00,3.2279e+00,2.9946e+00,-2.4889e+03
-1.3566e-05,-1.0889e+00,3.2291e+00,2.9641e+00,-2.4672e+03
-5.0371e-02,-1.0426e+00,3.2253e+00,2.9110e+00,-2.4565e+03
-2.4358e-02,-1.0595e+00,3.2276e+00,2.9417e+00,-2.4639e+03
-2.0819e-02,-1.0538e+00,3.2262e+00,3.0285e+00,-2.4641e+03
-3.0457e-02,-1.0402e+00,3.2248e+00,3.0478e+00,-2.4874e+03
-2.1105e-02,-1.0569e+00,3.2286e+00,2.9694e+00,-2.4892e+03
