nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,1.9960e-01,-6.7221e+05,-6.7221e+05,-1.9980e-03,-6.7221e+05,1.1750e-01,6.9098e+00,inf,2.7201e+03,-1.4848e+00,-1.1037e+00,6.9878e+00,1.6139e+01,3.0151e+01
2.0000e+03,2.0000e+00,1.0000e+00,3.9841e-01,-6.4830e+05,-6.4831e+05,-3.9960e-03,-6.4831e+05,1.1751e-01,6.9118e+00,2.6527e+05,2.7257e+03,-6.8079e-01,-1.9943e+00,6.7701e+00,1.2145e+01,3.0033e+01
2.0000e+03,3.0000e+00,1.0000e+00,5.9642e-01,-6.4502e+05,-6.4502e+05,-5.9940e-03,-6.4502e+05,1.1753e-01,6.9137e+00,2.4137e+05,2.7311e+03,-1.4813e+00,-1.0994e+00,6.8862e+00,1.1182e+01,3.0424e+01
2.0000e+03,4.0000e+00,1.0000e+00,7.9365e-01,-6.3539e+05,-6.3540e+05,-7.9920e-03,-6.3540e+05,1.1755e-01,6.9157e+00,2.3808e+05,2.7357e+03,3.4996e-01,-1.4709e+00,6.8559e+00,1.0990e+01,3.0032e+01
2.0000e+03,5.0000e+00,1.0000e+00,9.9010e-01,-6.2369e+05,-6.2370e+05,-9.9900e-03,-6.2370e+05,1.1757e-01,6.9177e+00,2.2846e+05,2.7407e+03,-1.3923e+00,-1.5484e+00,6.9100e+00,2.5665e+00,3.0597e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.1858e+00,-6.2003e+05,-6.2004e+05,-1.1988e-02,-6.2004e+05,1.1758e-01,6.9198e+00,2.1676e+05,2.7453e+03,-1.1025e+00,-1.5560e+00,6.6238e+00,1.3462e+01,3.0408e+01
2.0000e+03,7.0000e+00,1.0000e+00,1.3807e+00,-6.1780e+05,-6.1781e+05,-1.3986e-02,-6.1781e+05,1.1760e-01,6.9218e+00,2.1310e+05,2.7509e+03,3.3117e-01,-1.8223e+00,6.9105e+00,1.3122e+01,3.0710e+01
2.0000e+03,8.0000e+00,1.0000e+00,1.5748e+00,-6.1479e+05,-6.1480e+05,-1.5984e-02,-6.1480e+05,1.1762e-01,6.9238e+00,2.1087e+05,2.7562e+03,-2.8802e-01,-1.0352e+00,6.8380e+00,1.8608e+01,3.0923e+01
2.0000e+03,9.0000e+00,1.0000e+00,1.7682e+00,-6.1009e+05,-6.1009e+05,-1.7982e-02,-6.1009e+05,1.1763e-01,6.9257e+00,2.0786e+05,2.7608e+03,-4.7656e-01,-1.1564e+00,6.9677e+00,1.2652e+01,3.1427e+01
2.0000e+03,1.0000e+01,1.0000e+00,1.9608e+00,-6.0389e+05,-6.0390e+05,-1.9980e-02,-6.0390e+05,1.1765e-01,6.9277e+00,2.0316e+05,2.7663e+03,-1.1096e+00,-1.9426e+00,6.5737e+00,1.6630e+01,3.0795e+01
