logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
1.5011e-01,-1.5064e+00,-2.9282e+00,-2.9501e-03,-1.0629e+00,2.3122e+00,2.9663e+00,-1.4575e+03
2.5458e-01,-1.8387e+00,-2.2433e+00,-9.9202e-02,8.8877e-01,2.3060e+00,2.9762e+00,-1.4753e+03
2.1060e-01,-1.3859e+00,-2.8181e+00,-3.3674e-02,6.7578e-01,2.5625e+00,2.8356e+00,-1.4550e+03
2.3090e-01,-1.8672e+00,-2.0450e+00,-5.2984e-02,-4.9102e-01,2.3266e+00,2.9700e+00,-1.4439e+03
1.2747e-01,-1.3902e+00,-1.6609e+00,-1.3749e-01,7.4698e-01,2.3089e+00,2.9626e+00,-1.4611e+03
1.3085e-01,-1.6322e+00,-2.6895e+00,-1.7756e-01,1.0201e+00,1.8568e+00,3.0370e+00,-1.3913e+03
1.6683e-01,-1.8294e+00,-2.0077e+00,2.4986e-02,3.2444e-01,2.0151e+00,3.0309e+00,-1.4690e+03
2.0699e-01,-1.4268e+00,-2.1419e+00,1.4579e-01,7.5124e-01,2.4742e+00,2.8973e+00,-1.4872e+03
1.0956e-01,-1.1847e+00,-1.9050e+00,7.4624e-02,9.2089e-01,2.5130e+00,2.8632e+00,-1.4846e+03
1.6927e-01,-1.6219e+00,-1.8734e+00,-1.2084e-01,6.3820e-01,2.2100e+00,2.9948e+00,-1.4692e+03
1.5412e-01,-1.8427e+00,-2.0016e+00,-4.2681e-02,1.0463e+00,1.4363e+00,3.0616e+00,-1.4380e+03
2.3974e-01,-1.9502e+00,-2.4574e+00,-1.3670e-01,9.4786e-01,2.2342e+00,2.9901e+00,-1.4394e+03
1.4127e-01,-1.7243e+00,-1.3864e+00,-1.5844e-01,9.3412e-01,1.7863e+00,3.0445e+00,-1.4002e+03
1.6038e-01,-1.9557e+00,-3.1134e+00,-2.5364e-01,9.5522e-01,1.6732e+00,3.0534e+00,-1.4456e+03
1.6273e-01,-1.8249e+00,-1.1556e+00,-7.1064e-01,1.0290e+00,1.9137e+00,3.0301e+00,-1.4389e+03
2.3055e-01,-1.6537e+00,-2.1969e+00,-1.3277e-01,6.2139e-01,2.4257e+00,2.9254e+00,-1.4885e+03
1.4502e-01,-1.4534e+00,-2.7592e+00,7.5229e-02,-1.2724e+00,2.3470e+00,2.9553e+00,-1.4980e+03
1.5742e-01,-1.6828e+00,-1.4935e+00,-1.5228e-01,5.6326e-01,2.1075e+00,3.0138e+00,-1.4397e+03
1.7420e-01,-1.8110e+00,-1.6960e+00,1.2318e-02,3.7100e-02,2.0770e+00,3.0258e+00,-1.4787e+03
1.3414e-01,-1.5015e+00,-1.2777e+00,-2.4231e-01,9.3597e-01,2.1292e+00,3.0014e+00,-1.4333e+03
1.1805e-01,-1.8115e+00,-1.4664e+00,-3.4574e-01,1.0589e+00,8.5418e-01,3.0681e+00,-1.4758e+03
1.3549e-01,-1.8390e+00,-1.8604e+00,-3.7499e-01,1.0462e+00,1.5090e+00,3.0543e+00,-1.3779e+03
1.9736e-01,-1.6730e+00,-1.7541e+00,-1.2188e-01,9.5088e-01,2.2503e+00,2.9779e+00,-1.3833e+03
1.1892e-01,-1.6970e+00,-2.5297e+00,-1.7731e-01,9.6951e-01,1.6459e+00,3.0490e+00,-1.3773e+03
1.6090e-01,-1.7580e+00,-1.9432e+00,-5.7910e-01,1.0629e+00,1.9109e+00,3.0340e+00,-1.4910e+03
1.2996e-01,-1.4129e+00,-2.7496e+00,-1.1614e-03,7.9638e-01,2.2352e+00,2.9807e+00,-1.4786e+03
2.0158e-01,-1.7538e+00,-1.5837e+00,-8.5757e-02,7.7263e-01,2.2069e+00,2.9952e+00,-1.3721e+03
1.8911e-01,-1.7562e+00,-3.1357e+00,-2.5138e-01,6.9068e-01,2.2150e+00,2.9941e+00,-1.4293e+03
1.5055e-01,-1.6130e+00,-1.2289e+00,-3.3260e-01,1.0520e+00,2.0498e+00,3.0103e+00,-1.3910e+03
1.2171e-01,-1.8957e+00,-2.4522e+00,-1.0906e-01,9.1023e-01,7.4549e-01,3.0714e+00,-1.4706e+03
1.0815e-01,-1.3642e+00,-2.1071e+00,-6.5805e-02,1.0351e+00,2.2128e+00,2.9769e+00,-1.4679e+03
1.7103e-01,-1.3698e+00,-1.2158e+00,-3.8418e-01,9.5804e-01,2.4697e+00,2.8889e+00,-1.4401e+03
1.6476e-01,-1.2645e+00,-1.6184e+00,-1.3211e-01,1.0562e+00,2.5163e+00,2.8616e+00,-1.3073e+03
1.3641e-01,-1.4114e+00,-2.6467e+00,1.0358e-01,7.6834e-01,2.2634e+00,2.9750e+00,-1.3860e+03
1.5760e-01,-1.4585e+00,-2.7774e+00,-5.1601e-02,-7.7379e-01,2.3696e+00,2.9472e+00,-1.4574e+03
1.7063e-01,-1.8378e+00,-1.1594e+00,-6.9431e-01,8.9543e-01,2.0330e+00,3.0213e+00,-1.4429e+03
2.0189e-01,-1.8639e+00,-2.5887e+00,-2.7468e-01,6.7472e-01,2.2240e+00,2.9877e+00,-1.4688e+03
1.5473e-01,-1.3274e+00,-2.4467e+00,-1.0664e-01,1.0194e+00,2.4491e+00,2.8989e+00,-1.3831e+03
1.4824e-01,-1.5304e+00,-2.0039e+00,7.4469e-02,5.9415e-01,2.2238e+00,2.9862e+00,-1.4152e+03
1.2880e-01,-1.5874e+00,-3.0897e+00,-3.0759e-01,9.3328e-01,1.9921e+00,3.0261e+00,-1.4846e+03
1.1482e-01,-1.8248e+00,-3.0641e+00,-3.0477e-01,9.8515e-01,1.4546e+00,3.0536e+00,-1.4748e+03
1.5732e-01,-1.4951e+00,-1.8407e+00,-2.7060e-01,8.6685e-01,2.2950e+00,2.9638e+00,-1.4311e+03
1.2730e-01,-1.4559e+00,-2.1561e+00,-3.5314e-01,1.0105e+00,2.1821e+00,2.9863e+00,-1.4745e+03
2.0929e-01,-1.8913e+00,-1.4320e+00,-3.1749e-01,8.8136e-01,2.1479e+00,3.0057e+00,-1.3733e+03
1.9849e-01,-1.3503e+00,-2.0492e+00,1.1961e-01,1.0889e-01,2.5598e+00,2.8543e+00,-1.4496e+03
1.3838e-01,-1.9744e+00,-2.7412e+00,-2.2100e-01,1.0623e+00,7.0455e-01,3.0711e+00,-1.4522e+03
1.3883e-01,-1.3945e+00,-2.4220e+00,-2.8270e-01,9.6090e-01,2.3274e+00,2.9487e+00,-1.4165e+03
2.0165e-01,-1.9080e+00,-1.3707e+00,-3.7212e-01,1.0133e+00,2.0513e+00,3.0191e+00,-1.3370e+03
1.9755e-01,-1.7858e+00,-1.6736e+00,-2.1708e-01,-7.4800e-01,2.2878e+00,2.9789e+00,-1.4964e+03
2.5766e-01,-1.8932e+00,-2.7516e+00,-5.9484e-02,8.2766e-01,2.3329e+00,2.9599e+00,-1.4224e+03
1.6676e-01,-1.8310e+00,-2.1912e+00,3.1116e-03,4.9837e-01,2.0314e+00,3.0243e+00,-1.4693e+03
2.0944e-01,-1.5004e+00,-1.3812e+00,3.4695e-02,7.7936e-01,2.4178e+00,2.9266e+00,-1.4818e+03
1.8330e-01,-1.8952e+00,-1.6118e+00,-4.7501e-01,9.5170e-01,1.9641e+00,3.0328e+00,-1.4600e+03
1.9560e-01,-1.6116e+00,-3.0107e+00,-2.1216e-01,7.3793e-01,2.3468e+00,2.9485e+00,-1.4884e+03
1.3748e-01,-1.5099e+00,-2.3950e+00,-1.0624e-01,-7.8064e-02,2.2960e+00,2.9670e+00,-1.4030e+03
2.2890e-01,-1.8130e+00,-2.4791e+00,-9.6916e-02,1.0237e+00,2.2348e+00,2.9876e+00,-1.4082e+03
1.4127e-01,-1.8182e+00,-2.3780e+00,-8.1959e-02,8.2226e-01,1.7477e+00,3.0474e+00,-1.4777e+03
1.1541e-01,-1.8697e+00,-1.9856e+00,-2.9301e-01,9.1964e-01,9.4776e-01,3.0709e+00,-1.5030e+03
1.6813e-01,-1.7123e+00,-2.8267e+00,-4.6431e-01,9.5515e-01,2.0897e+00,3.0125e+00,-1.4617e+03
2.1439e-01,-1.9812e+00,-1.7171e+00,-2.2027e-02,1.0632e+00,1.9567e+00,3.0354e+00,-1.3163e+03
2.2986e-01,-1.9802e+00,-1.2267e+00,-1.8726e-01,8.9079e-01,2.1561e+00,3.0079e+00,-1.4980e+03
2.1649e-01,-1.8253e+00,-2.6956e+00,-1.6141e-01,-3.0594e-01,2.3302e+00,2.9650e+00,-1.4964e+03
2.1168e-01,-1.5784e+00,-1.8641e+00,-5.5663e-02,3.5741e-01,2.4223e+00,2.9281e+00,-1.4100e+03
1.3816e-01,-1.7052e+00,-1.2052e+00,-9.5001e-01,9.4578e-01,1.8944e+00,3.0353e+00,-1.4821e+03
1.8809e-01,-1.9757e+00,-1.9070e+00,-2.0514e-01,6.5355e-01,2.0967e+00,3.0138e+00,-1.3982e+03
1.7459e-01,-1.7221e+00,-1.7319e+00,-4.0757e-01,9.4684e-01,2.1044e+00,3.0111e+00,-1.4847e+03
1.3208e-01,-1.5852e+00,-1.6379e+00,-1.7295e-02,9.2274e-01,2.0155e+00,3.0166e+00,-1.4700e+03
1.3904e-01,-1.3566e+00,-1.8464e+00,1.2029e-01,5.6791e-01,2.3995e+00,2.9281e+00,-1.4114e+03
1.7508e-01,-1.4236e+00,-2.0412e+00,-7.4876e-02,8.3840e-01,2.4016e+00,2.9288e+00,-1.3921e+03
1.5054e-01,-1.5689e+00,-2.5866e+00,-1.0739e-01,-1.3860e+00,2.2696e+00,2.9780e+00,-1.4559e+03
1.6540e-01,-1.4665e+00,-2.3542e+00,-2.2274e-01,7.6153e-01,2.3385e+00,2.9553e+00,-1.4668e+03
1.6633e-01,-1.5918e+00,-3.0933e+00,-1.3017e-02,5.6215e-02,2.2567e+00,2.9839e+00,-1.4666e+03
1.9846e-01,-1.5038e+00,-2.5872e+00,-8.8292e-03,6.8172e-01,2.4315e+00,2.9136e+00,-1.4674e+03
2.0235e-01,-1.8685e+00,-3.0050e+00,-1.2581e-01,-6.0246e-01,2.2766e+00,2.9818e+00,-1.4807e+03
1.5500e-01,-1.9429e+00,-2.2693e+00,-1.2244e-01,5.5251e-01,1.9221e+00,3.0351e+00,-1.4554e+03
1.5399e-01,-1.3904e+00,-2.2278e+00,-4.1038e-01,9.4675e-01,2.3855e+00,2.9352e+00,-1.4994e+03
2.0360e-01,-1.9277e+00,-2.8531e+00,-2.6488e-01,6.3154e-01,2.2188e+00,2.9888e+00,-1.3892e+03
1.5094e-01,-1.3424e+00,-2.7702e+00,3.7157e-02,8.3918e-03,2.4858e+00,2.8933e+00,-1.4542e+03
2.1143e-01,-1.8174e+00,-1.1862e+00,-1.9228e-01,1.0542e+00,2.1439e+00,3.0055e+00,-1.3784e+03
1.3845e-01,-1.4270e+00,-1.3439e+00,-2.2602e-02,9.6090e-01,2.2346e+00,2.9818e+00,-1.4685e+03
2.1353e-01,-1.8285e+00,-3.1910e+00,-1.3662e-01,9.1533e-01,2.1573e+00,3.0071e+00,-1.4508e+03
2.1735e-01,-1.6718e+00,-3.1960e+00,-2.3948e-01,-2.8873e-01,2.4245e+00,2.9309e+00,-1.4740e+03
1.4314e-01,-1.2851e+00,-1.6331e+00,6.2194e-02,2.0943e-01,2.5179e+00,2.8713e+00,-1.4579e+03
1.5704e-01,-1.2640e+00,-1.9941e+00,-8.2151e-04,7.9545e-01,2.5599e+00,2.8385e+00,-1.5028e+03
1.6459e-01,-1.6129e+00,-1.6822e+00,-2.3957e-01,9.5742e-01,2.1155e+00,3.0093e+00,-1.2791e+03
1.9826e-01,-1.8312e+00,-3.0805e+00,-1.6821e-01,1.0491e+00,2.0623e+00,3.0131e+00,-1.3914e+03
1.6548e-01,-1.2503e+00,-2.2263e+00,1.0787e-01,9.6991e-01,2.5352e+00,2.8526e+00,-1.2815e+03
1.8599e-01,-1.6688e+00,-2.1161e+00,-1.1428e-02,8.1415e-01,2.1676e+00,3.0013e+00,-1.4503e+03
