logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-1.1910e-01,-7.1040e-01,4.8878e+00,2.8496e+00,2.5704e+01,-2.1897e+01
-1.0818e-01,-6.9293e-01,4.8856e+00,2.9566e+00,2.5695e+01,-2.0207e+01
-2.1540e-01,-5.1545e-01,4.9310e+00,3.0865e+00,2.5822e+01,-1.9976e+01
-8.9132e-02,-7.2181e-01,4.8781e+00,2.9527e+00,2.5675e+01,-2.1775e+01
-2.0102e-01,-5.5263e-01,4.9430e+00,3.0264e+00,2.5854e+01,-2.0781e+01
-1.4590e-01,-6.3666e-01,4.9229e+00,2.9917e+00,2.5796e+01,-2.1230e+01
-1.0076e-01,-7.4054e-01,4.8871e+00,2.8330e+00,2.5698e+01,-2.1704e+01
-2.4715e-01,-4.8001e-01,4.9337e+00,3.0806e+00,2.5830e+01,-2.0762e+01
-1.5095e-01,-6.3373e-01,4.9093e+00,2.9826e+00,2.5764e+01,-2.0832e+01
-1.7049e-01,-6.0252e-01,4.9101e+00,3.0159e+00,2.5769e+01,-2.1802e+01
-2.3475e-01,-4.8942e-01,4.9512e+00,3.0830e+00,2.5871e+01,-2.1435e+01
-2.2127e-01,-5.1808e-01,4.9399e+00,3.0488e+00,2.5844e+01,-2.1772e+01
-2.4338e-01,-5.0234e-01,4.9466e+00,2.9852e+00,2.5859e+01,-2.1407e+01
-1.6641e-01,-6.1339e-01,4.9209e+00,3.0074e+00,2.5797e+01,-2.1527e+01
-1.0611e-01,-6.7395e-01,4.9007e+00,3.0274e+00,2.5733e+01,-2.2038e+01
-8.3758e-02,-7.2143e-01,4.8910e+00,2.9825e+00,2.5706e+01,-2.1971e+01
-2.5891e-01,-4.8744e-01,4.9483e+00,2.9646e+00,2.5863e+01,-2.1509e+01
-1.8472e-01,-5.9943e-01,4.9115e+00,2.9526e+00,2.5773e+01,-2.1015e+01
-1.9762e-01,-5.3539e-01,4.9326e+00,3.0979e+00,2.5825e+01,-2.2001e+01
-1.0899e-01,-6.8032e-01,4.9108e+00,2.9997e+00,2.5760e+01,-2.0283e+01
-2.2111e-01,-5.3338e-01,4.9218e+00,2.9799e+00,2.5799e+01,-2.1591e+01
-1.6796e-01,-6.1234e-01,4.9242e+00,3.0065e+00,2.5808e+01,-2.1587e+01
-1.7557e-01,-6.0257e-01,4.9309e+00,2.9841e+00,2.5821e+01,-2.1961e+01
-2.1214e-01,-5.1449e-01,4.9539e+00,3.1032e+00,2.5877e+01,-2.0809e+01
-8.9445e-02,-7.3822e-01,4.8909e+00,2.8939e+00,2.5706e+01,-2.2026e+01
-1.6307e-01,-6.3060e-01,4.9217e+00,2.9402e+00,2.5797e+01,-2.0261e+01
-2.4715e-01,-4.8955e-01,4.9284e+00,3.0078e+00,2.5813e+01,-2.1317e+01
-8.2279e-02,-7.4069e-01,4.8975e+00,2.9169e+00,2.5721e+01,-2.1178e+01
-1.6290e-01,-6.3769e-01,4.8901e+00,2.9092e+00,2.5716e+01,-2.1686e+01
-1.2925e-01,-6.6597e-01,4.9080e+00,2.9632e+00,2.5757e+01,-2.1880e+01
-1.1501e-01,-7.0270e-01,4.9013e+00,2.9046e+00,2.5738e+01,-2.1987e+01
-1.1186e-01,-6.8675e-01,4.8897e+00,2.9555e+00,2.5706e+01,-2.0814e+01
-2.2622e-01,-5.3854e-01,4.9309e+00,2.9384e+00,2.5822e+01,-2.1895e+01
-1.6320e-01,-6.0761e-01,4.9058e+00,3.0406e+00,2.5759e+01,-2.1734e+01
-2.7359e-01,-4.6162e-01,4.9564e+00,2.9836e+00,2.5882e+01,-2.1990e+01
-1.4901e-01,-6.3835e-01,4.9161e+00,2.9876e+00,2.5782e+01,-2.1630e+01
-5.4342e-02,-7.7019e-01,4.8709e+00,2.9551e+00,2.5644e+01,-2.1948e+01
-1.7999e-01,-5.9572e-01,4.9317e+00,2.9993e+00,2.5826e+01,-2.1102e+01
-1.0520e-01,-6.9135e-01,4.9158e+00,2.9796e+00,2.5772e+01,-2.1052e+01
