nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logzh,logdust,logNpix,tau
2.0000e+03,0.0000e+00,1.0000e+00,1.9608e+00,-1.4945e+07,-1.4945e+07,-1.9803e-02,-1.4945e+07,3.0285e-01,4.6317e+00,inf,2.0414e+00,-3.9506e-01,-1.4539e+00,2.4490e+00,5.0067e+00
2.0000e+03,1.0000e+00,2.0000e+00,3.8462e+00,-1.3957e+07,-1.3957e+07,-3.9605e-02,-1.3957e+07,3.0313e-01,4.6401e+00,inf,4.0714e+00,2.8111e-01,-5.3470e-02,1.6868e+00,3.1964e+00
2.0000e+03,2.0000e+00,3.0000e+00,5.6604e+00,-1.0632e+07,-1.0632e+07,-5.9408e-02,-1.0632e+07,3.0418e-01,4.6724e+00,inf,6.0857e+00,-8.0398e-01,-1.6348e+00,2.3036e+00,5.2392e+00
2.0000e+03,3.0000e+00,4.0000e+00,7.4074e+00,-1.0011e+07,-1.0011e+07,-7.9211e-02,-1.0011e+07,3.0455e-01,4.6839e+00,inf,8.1492e+00,-1.2719e+00,-9.8380e-02,1.1514e+00,2.1617e+00
2.0000e+03,4.0000e+00,5.0000e+00,9.0909e+00,-8.1990e+06,-8.1990e+06,-9.9013e-02,-8.1990e+06,3.0524e-01,4.7049e+00,inf,1.0173e+01,-4.4355e-01,-9.7142e-02,1.4607e+00,4.0154e+00
2.0000e+03,5.0000e+00,7.0000e+00,1.0526e+01,-8.1516e+06,-8.1516e+06,-1.1882e-01,-8.1516e+06,3.0592e-01,4.7259e+00,inf,1.4221e+01,-5.8438e-01,-1.5919e-01,2.2581e+00,2.5157e+00
2.0000e+03,6.0000e+00,8.0000e+00,1.2069e+01,-8.0612e+06,-8.0612e+06,-1.3862e-01,-8.0612e+06,3.0659e-01,4.7468e+00,inf,1.6233e+01,-1.0965e+00,-6.0341e-01,2.4044e+00,6.3398e+00
2.0000e+03,7.0000e+00,1.0000e+01,1.3333e+01,-7.4718e+06,-7.4718e+06,-1.5842e-01,-7.4718e+06,3.0704e-01,4.7605e+00,inf,2.0269e+01,-6.2621e-01,-7.7570e-01,2.3364e+00,4.7544e+00
2.0000e+03,8.0000e+00,1.1000e+01,1.4754e+01,-6.1651e+06,-6.1651e+06,-1.7822e-01,-6.1651e+06,3.0772e-01,4.7817e+00,inf,2.2285e+01,8.1048e-02,-1.5837e-02,2.4176e+00,5.7518e+00
2.0000e+03,9.0000e+00,1.2000e+01,1.6129e+01,-5.9348e+06,-5.9348e+06,-1.9803e-01,-5.9348e+06,3.0838e-01,4.8024e+00,inf,2.4290e+01,-8.6633e-01,-8.6380e-01,2.2383e+00,3.6170e+00
2.0000e+03,1.0000e+01,1.3000e+01,1.7460e+01,-5.8093e+06,-5.8093e+06,-2.1783e-01,-5.8093e+06,3.0905e-01,4.8231e+00,inf,2.6307e+01,4.1628e-01,-2.4813e-01,1.2156e+00,4.0060e+00
2.0000e+03,1.1000e+01,1.4000e+01,1.8750e+01,-4.9308e+06,-4.9308e+06,-2.3763e-01,-4.9308e+06,3.0970e-01,4.8436e+00,inf,2.8329e+01,-9.8869e-01,-1.7834e+00,2.0524e+00,5.6949e+00
2.0000e+03,1.2000e+01,1.5000e+01,2.0000e+01,-4.5389e+06,-4.5389e+06,-2.5743e-01,-4.5389e+06,3.1035e-01,4.8640e+00,inf,3.0342e+01,-2.9133e-01,-1.7938e+00,2.1047e+00,6.6733e+00
2.0000e+03,1.3000e+01,1.6000e+01,2.1212e+01,-4.4846e+06,-4.4846e+06,-2.7724e-01,-4.4846e+06,3.1100e-01,4.8844e+00,inf,3.2373e+01,-1.4813e+00,-1.9870e-01,2.4545e+00,4.3414e+00
2.0000e+03,1.4000e+01,1.7000e+01,2.2388e+01,-4.2511e+06,-4.2511e+06,-2.9704e-01,-4.2511e+06,3.1152e-01,4.9007e+00,inf,3.4382e+01,-2.5445e-01,-1.0126e+00,2.1811e+00,5.2726e+00
2.0000e+03,1.5000e+01,1.8000e+01,2.3529e+01,-4.0724e+06,-4.0724e+06,-3.1684e-01,-4.0724e+06,3.1217e-01,4.9212e+00,inf,3.6402e+01,2.3208e-02,-1.7119e-01,1.8172e+00,4.4102e+00
2.0000e+03,1.6000e+01,1.9000e+01,2.4638e+01,-4.0260e+06,-4.0260e+06,-3.3664e-01,-4.0260e+06,3.1282e-01,4.9416e+00,inf,3.8414e+01,-4.9383e-01,-1.9725e+00,2.0457e+00,6.2958e+00
2.0000e+03,1.7000e+01,2.0000e+01,2.5714e+01,-3.9402e+06,-3.9402e+06,-3.5645e-01,-3.9402e+06,3.1346e-01,4.9619e+00,inf,4.0429e+01,-1.2521e+00,-1.7612e+00,1.9770e+00,4.5238e+00
2.0000e+03,1.8000e+01,2.1000e+01,2.6761e+01,-3.8602e+06,-3.8602e+06,-3.7625e-01,-3.8602e+06,3.1411e-01,4.9823e+00,inf,4.2432e+01,4.0298e-01,-6.3404e-01,6.5233e-01,3.4605e+00
2.0000e+03,1.9000e+01,2.3000e+01,2.7397e+01,-3.7299e+06,-3.7299e+06,-3.9605e-01,-3.7299e+06,3.1469e-01,5.0009e+00,inf,4.6481e+01,4.8713e-01,-3.6259e-01,1.5902e+00,3.7075e+00
2.0000e+03,2.0000e+01,2.7000e+01,2.7273e+01,-3.4519e+06,-3.4519e+06,-4.1586e-01,-3.4519e+06,3.1533e-01,5.0212e+00,inf,5.4552e+01,-1.0624e+00,-1.5026e-01,1.3843e+00,6.4559e+00
2.0000e+03,2.1000e+01,2.8000e+01,2.8205e+01,-3.2451e+06,-3.2451e+06,-4.3566e-01,-3.2451e+06,3.1596e-01,5.0414e+00,inf,5.6611e+01,-5.0420e-02,-5.6664e-01,5.8216e-01,3.6369e+00
2.0000e+03,2.2000e+01,2.9000e+01,2.9114e+01,-3.1723e+06,-3.1724e+06,-4.5546e-01,-3.1724e+06,3.1655e-01,5.0602e+00,inf,5.8620e+01,-4.2624e-01,-3.6160e-01,6.1423e-01,5.0165e+00
2.0000e+03,2.3000e+01,3.0000e+01,3.0000e+01,-3.0615e+06,-3.0615e+06,-4.7526e-01,-3.0615e+06,3.1718e-01,5.0804e+00,inf,6.0662e+01,-8.5381e-01,-2.5715e-01,9.3127e-01,5.4097e+00
2.0000e+03,2.4000e+01,3.1000e+01,3.0864e+01,-2.8679e+06,-2.8679e+06,-4.9507e-01,-2.8679e+06,3.1782e-01,5.1007e+00,inf,6.2719e+01,-7.5611e-01,-3.4460e-01,2.3023e+00,3.5638e+00
2.0000e+03,2.5000e+01,3.2000e+01,3.1707e+01,-2.8314e+06,-2.8314e+06,-5.1487e-01,-2.8314e+06,3.1840e-01,5.1195e+00,inf,6.4782e+01,-4.2659e-01,-4.5352e-01,2.2607e+00,4.8243e+00
2.0000e+03,2.6000e+01,3.3000e+01,3.2530e+01,-2.7725e+06,-2.7725e+06,-5.3467e-01,-2.7725e+06,3.1903e-01,5.1397e+00,inf,6.6784e+01,-1.3305e+00,-1.3340e+00,1.9569e+00,1.8546e+00
2.0000e+03,2.7000e+01,3.7000e+01,3.2184e+01,-2.6661e+06,-2.6661e+06,-5.5447e-01,-2.6661e+06,3.1966e-01,5.1599e+00,inf,7.4955e+01,-4.6683e-02,-1.9982e-01,2.0583e+00,4.5949e+00
2.0000e+03,2.8000e+01,3.9000e+01,3.2584e+01,-2.6631e+06,-2.6631e+06,-5.7428e-01,-2.6631e+06,3.2024e-01,5.1789e+00,inf,7.8976e+01,2.0780e-01,-1.4259e+00,8.4613e-01,1.8041e+00
2.0000e+03,2.9000e+01,4.1000e+01,3.2967e+01,-2.3400e+06,-2.3400e+06,-5.9408e-01,-2.3400e+06,3.2087e-01,5.1991e+00,inf,8.3083e+01,4.3167e-01,-1.7057e+00,5.5929e-01,4.5634e+00
2.0000e+03,3.0000e+01,4.4000e+01,3.2979e+01,-2.2320e+06,-2.2320e+06,-6.1388e-01,-2.2320e+06,3.2149e-01,5.2192e+00,inf,8.9298e+01,-8.8005e-02,-1.7003e+00,1.9921e+00,5.9860e+00
2.0000e+03,3.1000e+01,4.5000e+01,3.3684e+01,-2.0956e+06,-2.0956e+06,-6.3368e-01,-2.0956e+06,3.2209e-01,5.2388e+00,inf,9.1372e+01,-6.6649e-01,-9.2830e-01,5.1242e-01,2.8039e+00
2.0000e+03,3.2000e+01,4.6000e+01,3.4375e+01,-1.9923e+06,-1.9923e+06,-6.5349e-01,-1.9923e+06,3.2269e-01,5.2584e+00,inf,9.3399e+01,-1.1571e+00,-5.2583e-01,7.5406e-01,3.2179e+00
2.0000e+03,3.3000e+01,4.7000e+01,3.5052e+01,-1.9603e+06,-1.9603e+06,-6.7329e-01,-1.9603e+06,3.2331e-01,5.2785e+00,inf,9.5437e+01,2.1375e-01,-6.7051e-01,1.1668e+00,4.1089e+00
2.0000e+03,3.4000e+01,5.3000e+01,3.3981e+01,-1.9118e+06,-1.9118e+06,-6.9309e-01,-1.9118e+06,3.2391e-01,5.2982e+00,inf,1.0771e+02,-3.1075e-01,-9.3338e-01,5.8665e-01,4.3686e+00
2.0000e+03,3.5000e+01,5.9000e+01,3.3028e+01,-1.8978e+06,-1.8978e+06,-7.1289e-01,-1.8978e+06,3.2452e-01,5.3182e+00,inf,1.1983e+02,4.5808e-01,-2.3754e-01,1.7554e+00,6.5829e+00
2.0000e+03,3.6000e+01,6.2000e+01,3.3036e+01,-1.8594e+06,-1.8594e+06,-7.3270e-01,-1.8594e+06,3.2512e-01,5.3379e+00,inf,1.2597e+02,-7.7023e-01,-7.6921e-01,6.5076e-01,3.2129e+00
2.0000e+03,3.7000e+01,6.3000e+01,3.3628e+01,-1.8580e+06,-1.8580e+06,-7.5250e-01,-1.8580e+06,3.2572e-01,5.3575e+00,inf,1.2798e+02,-1.4546e+00,-2.8989e-01,1.1127e+00,5.5527e+00
2.0000e+03,3.8000e+01,6.4000e+01,3.4211e+01,-1.7901e+06,-1.7901e+06,-7.7230e-01,-1.7901e+06,3.2633e-01,5.3776e+00,inf,1.3001e+02,-4.2904e-01,-1.1104e+00,5.4422e-01,4.6359e+00
2.0000e+03,3.9000e+01,6.6000e+01,3.4483e+01,-1.5105e+06,-1.5105e+06,-7.9211e-01,-1.5105e+06,3.2692e-01,5.3972e+00,inf,1.3405e+02,4.2524e-01,-9.6073e-01,9.1558e-01,6.2506e+00
2.0000e+03,4.0000e+01,6.7000e+01,3.5043e+01,-1.4978e+06,-1.4978e+06,-8.1191e-01,-1.4978e+06,3.2753e-01,5.4172e+00,inf,1.3611e+02,-1.3804e+00,-1.6314e+00,5.9471e-01,5.0493e+00
2.0000e+03,4.1000e+01,6.8000e+01,3.5593e+01,-1.4852e+06,-1.4852e+06,-8.3171e-01,-1.4852e+06,3.2812e-01,5.4369e+00,inf,1.3812e+02,-1.3307e-01,-5.7460e-01,1.2405e+00,4.3672e+00
2.0000e+03,4.2000e+01,7.0000e+01,3.5833e+01,-1.4787e+06,-1.4787e+06,-8.5151e-01,-1.4787e+06,3.2872e-01,5.4566e+00,inf,1.4219e+02,-1.3826e+00,-1.8820e+00,6.0394e-01,4.0959e+00
2.0000e+03,4.3000e+01,7.4000e+01,3.5484e+01,-1.3967e+06,-1.3967e+06,-8.7132e-01,-1.3967e+06,3.2932e-01,5.4766e+00,inf,1.5027e+02,-1.2871e+00,-1.4057e+00,6.1678e-01,4.7279e+00
2.0000e+03,4.4000e+01,7.8000e+01,3.5156e+01,-1.3682e+06,-1.3682e+06,-8.9112e-01,-1.3682e+06,3.2991e-01,5.4962e+00,inf,1.5830e+02,2.7846e-01,-1.8955e+00,2.0664e+00,1.8710e+00
2.0000e+03,4.5000e+01,8.3000e+01,3.4586e+01,-1.3496e+06,-1.3496e+06,-9.1092e-01,-1.3496e+06,3.3051e-01,5.5162e+00,inf,1.6832e+02,-2.4102e-01,-6.2764e-01,9.8077e-01,5.7276e+00
2.0000e+03,4.6000e+01,8.4000e+01,3.5075e+01,-1.3383e+06,-1.3383e+06,-9.3072e-01,-1.3383e+06,3.3110e-01,5.5359e+00,inf,1.7032e+02,-2.3255e-01,-1.1234e+00,8.0515e-01,4.4105e+00
2.0000e+03,4.7000e+01,8.6000e+01,3.5294e+01,-1.3372e+06,-1.3372e+06,-9.5053e-01,-1.3372e+06,3.3169e-01,5.5556e+00,inf,1.7434e+02,-1.0534e+00,-1.1609e+00,6.4582e-01,4.9050e+00
2.0000e+03,4.8000e+01,8.7000e+01,3.5766e+01,-1.3365e+06,-1.3365e+06,-9.7033e-01,-1.3365e+06,3.3228e-01,5.5756e+00,inf,1.7637e+02,1.6049e-01,-5.1047e-01,1.6730e+00,3.9572e+00
2.0000e+03,4.9000e+01,9.2000e+01,3.5211e+01,-1.3299e+06,-1.3299e+06,-9.9013e-01,-1.3299e+06,3.3287e-01,5.5953e+00,inf,1.8645e+02,3.4233e-02,-5.8377e-01,2.0937e+00,4.3466e+00
2.0000e+03,5.0000e+01,9.3000e+01,3.5664e+01,-1.2939e+06,-1.2939e+06,-1.0099e+00,-1.2939e+06,3.3345e-01,5.6150e+00,inf,1.8846e+02,-8.0904e-01,-8.1656e-01,9.5811e-01,2.6054e+00
2.0000e+03,5.1000e+01,9.9000e+01,3.4899e+01,-1.2563e+06,-1.2563e+06,-1.0297e+00,-1.2563e+06,3.3405e-01,5.6350e+00,inf,2.0059e+02,-7.6876e-01,-3.9679e-01,2.0655e+00,5.2081e+00
2.0000e+03,5.2000e+01,1.0000e+02,3.5333e+01,-1.2542e+06,-1.2542e+06,-1.0495e+00,-1.2542e+06,3.3463e-01,5.6546e+00,inf,2.0267e+02,1.0280e-01,-1.3120e+00,1.1708e+00,3.1094e+00
2.0000e+03,5.3000e+01,1.0300e+02,3.5294e+01,-1.2303e+06,-1.2303e+06,-1.0693e+00,-1.2303e+06,3.3522e-01,5.6746e+00,inf,2.0877e+02,-9.5883e-01,-9.5539e-01,6.9666e-01,5.2818e+00
2.0000e+03,5.4000e+01,1.0400e+02,3.5714e+01,-1.2215e+06,-1.2215e+06,-1.0891e+00,-1.2215e+06,3.3580e-01,5.6943e+00,inf,2.1081e+02,-8.4066e-01,-9.9407e-01,7.2379e-01,4.6432e+00
2.0000e+03,5.5000e+01,1.0800e+02,3.5443e+01,-1.2067e+06,-1.2067e+06,-1.1089e+00,-1.2067e+06,3.3638e-01,5.7140e+00,inf,2.1896e+02,-9.3586e-01,-1.3300e+00,6.6705e-01,5.5651e+00
2.0000e+03,5.6000e+01,1.1000e+02,3.5625e+01,-1.2030e+06,-1.2030e+06,-1.1287e+00,-1.2030e+06,3.3697e-01,5.7340e+00,9.9351e+05,2.2295e+02,-4.1432e-01,-1.5841e+00,6.8218e-01,6.2191e+00
2.0000e+03,5.7000e+01,1.1300e+02,3.5583e+01,-1.1846e+06,-1.1846e+06,-1.1486e+00,-1.1846e+06,3.3755e-01,5.7537e+00,9.8982e+05,2.2907e+02,4.8931e-01,-1.6410e+00,1.1351e+00,4.4097e+00
2.0000e+03,5.8000e+01,1.1700e+02,3.5329e+01,-1.1846e+06,-1.1846e+06,-1.1684e+00,-1.1846e+06,3.3813e-01,5.7735e+00,9.7135e+05,2.3716e+02,-2.5408e-01,-1.1741e+00,1.2261e+00,1.2196e+00
2.0000e+03,5.9000e+01,1.2400e+02,3.4483e+01,-1.1763e+06,-1.1763e+06,-1.1882e+00,-1.1763e+06,3.3871e-01,5.7933e+00,9.7134e+05,2.5119e+02,4.8041e-01,-1.2120e+00,1.9280e+00,2.0554e+00
2.0000e+03,6.0000e+01,1.2600e+02,3.4659e+01,-1.1655e+06,-1.1655e+06,-1.2080e+00,-1.1655e+06,3.3928e-01,5.8130e+00,9.6307e+05,2.5518e+02,-7.3779e-02,-1.3290e+00,8.3539e-01,5.5881e+00
2.0000e+03,6.1000e+01,1.2800e+02,3.4831e+01,-1.1285e+06,-1.1286e+06,-1.2278e+00,-1.1286e+06,3.3987e-01,5.8330e+00,9.5228e+05,2.5918e+02,-1.3627e+00,-1.3588e+00,1.6846e+00,4.6603e+00
2.0000e+03,6.2000e+01,1.3400e+02,3.4239e+01,-1.1240e+06,-1.1240e+06,-1.2476e+00,-1.1240e+06,3.4044e-01,5.8527e+00,9.1533e+05,2.7137e+02,3.0718e-01,-1.4448e+00,1.0133e+00,5.1982e+00
2.0000e+03,6.3000e+01,1.4200e+02,3.3333e+01,-1.1053e+06,-1.1053e+06,-1.2674e+00,-1.1053e+06,3.4102e-01,5.8727e+00,9.1075e+05,2.8755e+02,-1.4956e+00,-1.9161e+00,7.8357e-01,4.5894e+00
2.0000e+03,6.4000e+01,1.4300e+02,3.3679e+01,-1.1006e+06,-1.1006e+06,-1.2872e+00,-1.1006e+06,3.4159e-01,5.8924e+00,8.9207e+05,2.8955e+02,3.6628e-01,-6.9724e-01,1.2944e+00,5.7324e+00
2.0000e+03,6.5000e+01,1.4900e+02,3.3166e+01,-1.1003e+06,-1.1003e+06,-1.3070e+00,-1.1003e+06,3.4216e-01,5.9121e+00,8.8735e+05,3.0160e+02,1.0430e-01,-1.7125e+00,1.9085e+00,5.2275e+00
2.0000e+03,6.6000e+01,1.5800e+02,3.2212e+01,-1.0875e+06,-1.0875e+06,-1.3268e+00,-1.0875e+06,3.4274e-01,5.9320e+00,8.8710e+05,3.1956e+02,-1.3586e+00,-1.6848e+00,8.2312e-01,2.7018e+00
2.0000e+03,6.7000e+01,1.6100e+02,3.2227e+01,-1.0862e+06,-1.0862e+06,-1.3466e+00,-1.0862e+06,3.4331e-01,5.9517e+00,8.7431e+05,3.2563e+02,-7.9651e-01,-7.3973e-01,1.2157e+00,2.2769e+00
