logfeh_mean,logdust,logNpix,tau,logl
1.5033e-01,-1.9639e+00,3.0722e+00,2.4149e+00,-1.5301e+03
1.5561e-01,-1.9841e+00,3.0739e+00,2.3905e+00,-1.5514e+03
1.2411e-01,-1.6787e+00,3.0714e+00,2.4973e+00,-1.5504e+03
1.3803e-01,-1.9714e+00,3.0717e+00,2.2936e+00,-1.5461e+03
1.3342e-01,-1.7813e+00,3.0710e+00,2.4384e+00,-1.5027e+03
1.2643e-01,-1.8805e+00,3.0703e+00,2.2873e+00,-1.5254e+03
1.5923e-01,-1.9320e+00,3.0741e+00,2.4748e+00,-1.5428e+03
1.2967e-01,-1.8356e+00,3.0719e+00,2.3463e+00,-1.4955e+03
1.2772e-01,-1.8757e+00,3.0722e+00,2.3174e+00,-1.5503e+03
1.2766e-01,-1.9020e+00,3.0715e+00,2.2858e+00,-1.5257e+03
1.4049e-01,-1.9431e+00,3.0736e+00,2.3428e+00,-1.5469e+03
1.3733e-01,-1.8080e+00,3.0742e+00,2.3993e+00,-1.5521e+03
1.5149e-01,-1.8943e+00,3.0747e+00,2.4334e+00,-1.5264e+03
1.6455e-01,-1.9992e+00,3.0745e+00,2.4448e+00,-1.5399e+03
1.2591e-01,-1.8910e+00,3.0704e+00,2.3210e+00,-1.4902e+03
1.3953e-01,-1.8268e+00,3.0742e+00,2.4157e+00,-1.5365e+03
1.2717e-01,-1.8387e+00,3.0690e+00,2.3639e+00,-1.5401e+03
1.2071e-01,-1.8760e+00,3.0722e+00,2.2370e+00,-1.5430e+03
1.4862e-01,-1.9906e+00,3.0707e+00,2.4103e+00,-1.5366e+03
1.6360e-01,-1.9791e+00,3.0756e+00,2.4345e+00,-1.5578e+03
1.2329e-01,-1.8311e+00,3.0735e+00,2.2967e+00,-1.5434e+03
1.3072e-01,-1.9420e+00,3.0709e+00,2.2638e+00,-1.5301e+03
1.3071e-01,-1.9068e+00,3.0715e+00,2.2997e+00,-1.5261e+03
1.4095e-01,-1.8770e+00,3.0724e+00,2.4014e+00,-1.5360e+03
1.2499e-01,-1.8106e+00,3.0717e+00,2.3169e+00,-1.5232e+03
1.6049e-01,-1.9907e+00,3.0730e+00,2.4612e+00,-1.5563e+03
1.5201e-01,-1.9294e+00,3.0733e+00,2.4345e+00,-1.5038e+03
1.5368e-01,-1.9765e+00,3.0749e+00,2.3723e+00,-1.5159e+03
1.5314e-01,-1.9635e+00,3.0749e+00,2.3620e+00,-1.5398e+03
1.5437e-01,-1.9785e+00,3.0735e+00,2.4066e+00,-1.4963e+03
1.3756e-01,-1.7966e+00,3.0728e+00,2.4254e+00,-1.5415e+03
1.3995e-01,-1.8479e+00,3.0717e+00,2.4276e+00,-1.5129e+03
1.2692e-01,-1.8779e+00,3.0720e+00,2.2855e+00,-1.5142e+03
1.2624e-01,-1.8631e+00,3.0717e+00,2.3292e+00,-1.5323e+03
1.3580e-01,-1.9190e+00,3.0710e+00,2.3254e+00,-1.5143e+03
1.2357e-01,-1.7937e+00,3.0702e+00,2.3846e+00,-1.5172e+03
1.5687e-01,-1.9919e+00,3.0743e+00,2.3784e+00,-1.5454e+03
1.5440e-01,-1.9737e+00,3.0772e+00,2.3600e+00,-1.4951e+03
1.2339e-01,-1.7131e+00,3.0710e+00,2.4477e+00,-1.5463e+03
1.5539e-01,-1.9521e+00,3.0769e+00,2.3743e+00,-1.4961e+03
1.2940e-01,-1.8992e+00,3.0720e+00,2.2902e+00,-1.5450e+03
1.5722e-01,-1.9939e+00,3.0772e+00,2.3420e+00,-1.5556e+03
1.4167e-01,-1.8490e+00,3.0694e+00,2.4598e+00,-1.5346e+03
1.3056e-01,-1.9260e+00,3.0719e+00,2.2663e+00,-1.5531e+03
1.5700e-01,-1.9739e+00,3.0759e+00,2.3867e+00,-1.5583e+03
1.4526e-01,-1.9525e+00,3.0682e+00,2.4245e+00,-1.5400e+03
1.3775e-01,-1.8812e+00,3.0729e+00,2.3683e+00,-1.5421e+03
1.4250e-01,-1.9343e+00,3.0712e+00,2.3946e+00,-1.5576e+03
1.3371e-01,-1.9109e+00,3.0724e+00,2.2994e+00,-1.5425e+03
1.5824e-01,-1.9807e+00,3.0761e+00,2.3785e+00,-1.5196e+03
1.3630e-01,-1.8623e+00,3.0690e+00,2.4012e+00,-1.5528e+03
1.2289e-01,-1.7279e+00,3.0719e+00,2.4168e+00,-1.5577e+03
1.3127e-01,-1.9096e+00,3.0709e+00,2.3318e+00,-1.5580e+03
1.4297e-01,-1.8660e+00,3.0735e+00,2.4064e+00,-1.5473e+03
1.4678e-01,-1.8824e+00,3.0720e+00,2.4512e+00,-1.5041e+03
1.3053e-01,-1.9265e+00,3.0711e+00,2.2988e+00,-1.5581e+03
1.2451e-01,-1.8208e+00,3.0742e+00,2.2856e+00,-1.5167e+03
1.3043e-01,-1.8284e+00,3.0715e+00,2.3671e+00,-1.5040e+03
1.2916e-01,-1.8966e+00,3.0719e+00,2.2861e+00,-1.5276e+03
1.2666e-01,-1.8356e+00,3.0712e+00,2.3262e+00,-1.5495e+03
1.5345e-01,-1.8929e+00,3.0746e+00,2.4622e+00,-1.5232e+03
1.5760e-01,-1.9322e+00,3.0748e+00,2.4691e+00,-1.5543e+03
1.5634e-01,-1.9916e+00,3.0759e+00,2.3517e+00,-1.5589e+03
1.5423e-01,-1.9459e+00,3.0748e+00,2.3864e+00,-1.5065e+03
1.3111e-01,-1.8629e+00,3.0701e+00,2.3452e+00,-1.5524e+03
1.3443e-01,-1.9869e+00,3.0708e+00,2.2811e+00,-1.5568e+03
1.5396e-01,-1.9890e+00,3.0757e+00,2.3554e+00,-1.5554e+03
1.2187e-01,-1.8403e+00,3.0716e+00,2.2783e+00,-1.5294e+03
1.2173e-01,-1.7485e+00,3.0721e+00,2.3666e+00,-1.5571e+03
1.2768e-01,-1.8245e+00,3.0726e+00,2.3374e+00,-1.5277e+03
1.5094e-01,-1.9446e+00,3.0722e+00,2.4412e+00,-1.5100e+03
1.2590e-01,-1.7468e+00,3.0698e+00,2.4455e+00,-1.5581e+03
1.2425e-01,-1.7272e+00,3.0699e+00,2.4564e+00,-1.5490e+03
1.2381e-01,-1.7413e+00,3.0701e+00,2.4244e+00,-1.5139e+03
1.5626e-01,-1.9839e+00,3.0750e+00,2.3940e+00,-1.5346e+03
1.1359e-01,-1.8394e+00,3.0722e+00,2.2332e+00,-1.5488e+03
