nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
2.0000e+03,2.1800e+02,1.0000e+00,2.8647e+01,-5.1891e+05,-5.1892e+05,-4.3556e-01,-5.1892e+05,1.2113e-01,7.3433e+00,5.1315e+05,2.1054e+03,-2.9556e-01,-7.2354e-01,4.2075e+00,7.6693e+00,2.7256e+01
2.0000e+03,2.1900e+02,1.0000e+00,2.8740e+01,-5.1882e+05,-5.1883e+05,-4.3756e-01,-5.1883e+05,1.2114e-01,7.3453e+00,5.1304e+05,2.1082e+03,-3.0549e-02,-8.9966e-01,3.4121e+00,3.2453e+00,2.4012e+01
2.0000e+03,2.2000e+02,1.0000e+00,2.8834e+01,-5.1877e+05,-5.1877e+05,-4.3956e-01,-5.1877e+05,1.2116e-01,7.3473e+00,5.1295e+05,2.1109e+03,-2.3000e-01,-8.3913e-01,3.9055e+00,6.6987e+00,2.3913e+01
2.0000e+03,2.2100e+02,3.0000e+00,2.8851e+01,-5.1847e+05,-5.1848e+05,-4.4156e-01,-5.1848e+05,1.2118e-01,7.3493e+00,5.1290e+05,2.1193e+03,-2.9640e-01,-9.6557e-01,3.5083e+00,4.2096e+00,2.2252e+01
2.0000e+03,2.2200e+02,1.0000e+00,2.8944e+01,-5.1808e+05,-5.1809e+05,-4.4356e-01,-5.1809e+05,1.2119e-01,7.3513e+00,5.1261e+05,2.1220e+03,-2.8727e-01,-4.6329e-01,4.0930e+00,7.0547e+00,2.5824e+01
2.0000e+03,2.2300e+02,1.0000e+00,2.9036e+01,-5.1804e+05,-5.1804e+05,-4.4555e-01,-5.1804e+05,1.2121e-01,7.3533e+00,5.1222e+05,2.1247e+03,-4.6392e-01,-4.0302e-01,3.7139e+00,4.0141e+00,2.7493e+01
2.0000e+03,2.2400e+02,1.0000e+00,2.9129e+01,-5.1780e+05,-5.1780e+05,-4.4755e-01,-5.1780e+05,1.2123e-01,7.3553e+00,5.1217e+05,2.1274e+03,-6.4009e-02,-8.8716e-01,3.5763e+00,3.4236e+00,2.7412e+01
2.0000e+03,2.2500e+02,2.0000e+00,2.9183e+01,-5.1763e+05,-5.1764e+05,-4.4955e-01,-5.1764e+05,1.2124e-01,7.3573e+00,5.1193e+05,2.1330e+03,1.3945e-01,-4.0204e-01,3.7754e+00,4.3437e+00,2.7335e+01
2.0000e+03,2.2600e+02,1.0000e+00,2.9275e+01,-5.1754e+05,-5.1754e+05,-4.5155e-01,-5.1754e+05,1.2126e-01,7.3593e+00,5.1177e+05,2.1357e+03,-9.6938e-02,-7.9696e-02,3.8410e+00,4.3362e+00,2.5860e+01
2.0000e+03,2.2700e+02,1.0000e+00,2.9366e+01,-5.1750e+05,-5.1751e+05,-4.5355e-01,-5.1751e+05,1.2128e-01,7.3613e+00,5.1167e+05,2.1385e+03,3.6127e-02,-3.2966e-01,3.5368e+00,3.1863e+00,2.6600e+01
2.0000e+03,2.2800e+02,1.0000e+00,2.9457e+01,-5.1746e+05,-5.1747e+05,-4.5554e-01,-5.1747e+05,1.2129e-01,7.3633e+00,5.1164e+05,2.1412e+03,2.0384e-01,-6.1358e-02,3.9802e+00,7.2948e+00,2.3423e+01
2.0000e+03,2.2900e+02,1.0000e+00,2.9548e+01,-5.1721e+05,-5.1721e+05,-4.5754e-01,-5.1721e+05,1.2131e-01,7.3653e+00,5.1159e+05,2.1439e+03,2.0596e-02,-6.4327e-01,4.0721e+00,6.5569e+00,2.7560e+01
2.0000e+03,2.3000e+02,2.0000e+00,2.9601e+01,-5.1676e+05,-5.1677e+05,-4.5954e-01,-5.1677e+05,1.2133e-01,7.3673e+00,5.1134e+05,2.1493e+03,-2.8830e-01,-3.4218e-01,4.1083e+00,7.5694e+00,2.6009e+01
2.0000e+03,2.3100e+02,2.0000e+00,2.9653e+01,-5.1640e+05,-5.1641e+05,-4.6154e-01,-5.1641e+05,1.2134e-01,7.3693e+00,5.1089e+05,2.1551e+03,-1.4741e-01,-7.6639e-02,3.3700e+00,1.8200e+00,2.5187e+01
2.0000e+03,2.3200e+02,2.0000e+00,2.9706e+01,-5.1542e+05,-5.1543e+05,-4.6354e-01,-5.1543e+05,1.2136e-01,7.3713e+00,5.1053e+05,2.1606e+03,-1.8667e-01,-8.6997e-01,3.6040e+00,4.7445e+00,2.3528e+01
2.0000e+03,2.3300e+02,2.0000e+00,2.9757e+01,-5.1540e+05,-5.1540e+05,-4.6553e-01,-5.1540e+05,1.2137e-01,7.3733e+00,5.0956e+05,2.1660e+03,1.9546e-01,-5.7734e-01,3.0836e+00,1.7074e-01,2.4582e+01
2.0000e+03,2.3400e+02,1.0000e+00,2.9847e+01,-5.1525e+05,-5.1526e+05,-4.6753e-01,-5.1526e+05,1.2139e-01,7.3753e+00,5.0953e+05,2.1688e+03,-1.9893e-02,-2.8495e-01,3.9537e+00,7.7709e+00,2.3476e+01
2.0000e+03,2.3500e+02,5.0000e+00,2.9785e+01,-5.1445e+05,-5.1446e+05,-4.6953e-01,-5.1446e+05,1.2141e-01,7.3773e+00,5.0939e+05,2.1827e+03,-1.3359e-02,-4.1199e-01,3.7603e+00,5.6011e+00,2.4500e+01
2.0000e+03,2.3600e+02,1.0000e+00,2.9873e+01,-5.1396e+05,-5.1397e+05,-4.7153e-01,-5.1397e+05,1.2142e-01,7.3793e+00,5.0858e+05,2.1855e+03,-4.9409e-01,-3.7437e-01,3.3072e+00,1.9582e+00,2.6114e+01
2.0000e+03,2.3700e+02,1.0000e+00,2.9962e+01,-5.1394e+05,-5.1395e+05,-4.7353e-01,-5.1395e+05,1.2144e-01,7.3813e+00,5.0810e+05,2.1882e+03,-3.5300e-01,-9.6127e-01,3.4634e+00,4.5606e+00,2.2649e+01
2.0000e+03,2.3800e+02,1.0000e+00,3.0051e+01,-5.1357e+05,-5.1357e+05,-4.7552e-01,-5.1357e+05,1.2146e-01,7.3833e+00,5.0808e+05,2.1909e+03,-9.5886e-02,-4.9237e-01,3.5723e+00,4.4030e+00,2.3910e+01
2.0000e+03,2.3900e+02,1.0000e+00,3.0139e+01,-5.1352e+05,-5.1353e+05,-4.7752e-01,-5.1353e+05,1.2147e-01,7.3853e+00,5.0770e+05,2.1936e+03,-1.0002e-01,-9.5668e-01,3.2457e+00,2.7044e+00,2.5018e+01
2.0000e+03,2.4000e+02,1.0000e+00,3.0227e+01,-5.1337e+05,-5.1337e+05,-4.7952e-01,-5.1337e+05,1.2149e-01,7.3873e+00,5.0765e+05,2.1964e+03,-2.3164e-01,-4.9900e-01,3.7339e+00,5.7303e+00,2.4222e+01
2.0000e+03,2.4100e+02,1.0000e+00,3.0314e+01,-5.1312e+05,-5.1313e+05,-4.8152e-01,-5.1313e+05,1.2151e-01,7.3893e+00,5.0750e+05,2.1991e+03,-1.7109e-01,-2.0296e-01,3.7027e+00,4.4057e+00,2.5385e+01
2.0000e+03,2.4200e+02,1.0000e+00,3.0402e+01,-5.1302e+05,-5.1302e+05,-4.8352e-01,-5.1302e+05,1.2152e-01,7.3913e+00,5.0726e+05,2.2019e+03,-4.0036e-01,-8.9707e-01,3.3010e+00,2.5986e+00,2.7074e+01
2.0000e+03,2.4300e+02,1.0000e+00,3.0489e+01,-5.1298e+05,-5.1299e+05,-4.8551e-01,-5.1299e+05,1.2154e-01,7.3933e+00,5.0715e+05,2.2047e+03,-1.5966e-01,-6.0598e-01,3.6866e+00,4.4750e+00,2.7057e+01
2.0000e+03,2.4400e+02,1.0000e+00,3.0576e+01,-5.1293e+05,-5.1294e+05,-4.8751e-01,-5.1294e+05,1.2156e-01,7.3953e+00,5.0712e+05,2.2075e+03,-4.1608e-01,-3.9281e-01,3.2638e+00,1.5344e-01,2.5705e+01
2.0000e+03,2.4500e+02,2.0000e+00,3.0625e+01,-5.1262e+05,-5.1263e+05,-4.8951e-01,-5.1263e+05,1.2157e-01,7.3973e+00,5.0707e+05,2.2131e+03,7.5729e-02,-7.8703e-01,3.7487e+00,5.4659e+00,2.7252e+01
2.0000e+03,2.4600e+02,2.0000e+00,3.0673e+01,-5.1245e+05,-5.1246e+05,-4.9151e-01,-5.1246e+05,1.2159e-01,7.3993e+00,5.0676e+05,2.2185e+03,2.0060e-01,-5.2921e-01,3.0494e+00,2.1775e+00,2.2593e+01
2.0000e+03,2.4700e+02,1.0000e+00,3.0760e+01,-5.1240e+05,-5.1241e+05,-4.9351e-01,-5.1241e+05,1.2160e-01,7.4013e+00,5.0658e+05,2.2212e+03,-1.0827e-01,-9.0167e-01,3.8545e+00,7.0839e+00,2.5402e+01
2.0000e+03,2.4800e+02,1.0000e+00,3.0846e+01,-5.1176e+05,-5.1177e+05,-4.9550e-01,-5.1177e+05,1.2162e-01,7.4033e+00,5.0654e+05,2.2240e+03,-4.8035e-01,-4.9940e-01,3.1125e+00,1.8638e+00,2.2010e+01
2.0000e+03,2.4900e+02,3.0000e+00,3.0855e+01,-5.1172e+05,-5.1173e+05,-4.9750e-01,-5.1173e+05,1.2164e-01,7.4053e+00,5.0590e+05,2.2322e+03,1.6296e-01,-2.5864e-01,3.0628e+00,1.1685e+00,2.2239e+01
2.0000e+03,2.5000e+02,4.0000e+00,3.0826e+01,-5.1144e+05,-5.1145e+05,-4.9950e-01,-5.1145e+05,1.2165e-01,7.4073e+00,5.0585e+05,2.2432e+03,7.2206e-02,-4.6615e-01,3.5653e+00,4.4011e+00,2.6273e+01
2.0000e+03,2.5100e+02,1.0000e+00,3.0911e+01,-5.1141e+05,-5.1141e+05,-5.0150e-01,-5.1141e+05,1.2167e-01,7.4093e+00,5.0557e+05,2.2459e+03,-2.4559e-01,-7.0285e-01,3.8719e+00,7.9827e+00,2.5311e+01
2.0000e+03,2.5200e+02,1.0000e+00,3.0996e+01,-5.1123e+05,-5.1123e+05,-5.0350e-01,-5.1123e+05,1.2169e-01,7.4113e+00,5.0554e+05,2.2487e+03,-3.4600e-01,-1.1682e-01,3.7833e+00,5.7161e+00,2.4219e+01
2.0000e+03,2.5300e+02,3.0000e+00,3.1005e+01,-5.1122e+05,-5.1123e+05,-5.0549e-01,-5.1123e+05,1.2153e-01,7.3924e+00,5.0536e+05,2.2572e+03,-1.1450e-01,-1.3113e-01,3.8814e+00,7.2384e+00,2.3666e+01
2.0000e+03,2.5400e+02,1.0000e+00,3.1089e+01,-5.1049e+05,-5.1050e+05,-5.0749e-01,-5.1050e+05,1.2172e-01,7.4152e+00,5.0535e+05,2.2599e+03,-3.0373e-01,-4.1746e-01,3.2196e+00,1.6827e+00,2.5942e+01
2.0000e+03,2.5500e+02,4.0000e+00,3.1060e+01,-5.1032e+05,-5.1033e+05,-5.0949e-01,-5.1033e+05,1.2174e-01,7.4173e+00,5.0463e+05,2.2711e+03,-2.7025e-01,-2.4122e-01,3.2531e+00,4.0150e-01,2.5393e+01
2.0000e+03,2.5600e+02,5.0000e+00,3.0993e+01,-5.0975e+05,-5.0976e+05,-5.1149e-01,-5.0976e+05,1.2175e-01,7.4192e+00,5.0445e+05,2.2853e+03,-2.5954e-01,-4.0770e-01,3.4402e+00,4.1482e+00,2.2869e+01
2.0000e+03,2.5700e+02,3.0000e+00,3.1001e+01,-5.0963e+05,-5.0964e+05,-5.1349e-01,-5.0964e+05,1.2177e-01,7.4212e+00,5.0388e+05,2.2936e+03,-4.5118e-01,-5.8116e-01,3.2238e+00,3.1450e+00,2.3080e+01
2.0000e+03,2.5800e+02,1.0000e+00,3.1084e+01,-5.0960e+05,-5.0961e+05,-5.1548e-01,-5.0961e+05,1.2179e-01,7.4233e+00,5.0377e+05,2.2963e+03,2.0567e-02,-4.1124e-01,3.8692e+00,7.0042e+00,2.6832e+01
2.0000e+03,2.5900e+02,1.0000e+00,3.1167e+01,-5.0915e+05,-5.0916e+05,-5.1748e-01,-5.0916e+05,1.2180e-01,7.4252e+00,5.0373e+05,2.2990e+03,-2.3366e-01,-4.4259e-01,3.5968e+00,6.2744e+00,2.2032e+01
2.0000e+03,2.6000e+02,2.0000e+00,3.1212e+01,-5.0868e+05,-5.0869e+05,-5.1948e-01,-5.0869e+05,1.2182e-01,7.4272e+00,5.0329e+05,2.3045e+03,-3.9694e-01,-6.2578e-02,4.0249e+00,7.6278e+00,2.7158e+01
2.0000e+03,2.6100e+02,1.0000e+00,3.1295e+01,-5.0764e+05,-5.0764e+05,-5.2148e-01,-5.0764e+05,1.2183e-01,7.4292e+00,5.0281e+05,2.3073e+03,2.3393e-01,-3.9352e-01,3.3562e+00,3.6234e+00,2.4621e+01
2.0000e+03,2.6200e+02,1.0000e+00,3.1377e+01,-5.0751e+05,-5.0752e+05,-5.2348e-01,-5.0752e+05,1.2185e-01,7.4312e+00,5.0177e+05,2.3101e+03,-1.1796e-01,-3.3264e-01,3.1588e+00,7.8134e-01,2.5407e+01
2.0000e+03,2.6300e+02,2.0000e+00,3.1422e+01,-5.0664e+05,-5.0665e+05,-5.2547e-01,-5.0665e+05,1.2187e-01,7.4332e+00,5.0164e+05,2.3157e+03,-4.8674e-01,-5.1273e-01,3.1987e+00,1.6859e+00,2.7013e+01
2.0000e+03,2.6400e+02,1.0000e+00,3.1504e+01,-5.0599e+05,-5.0600e+05,-5.2747e-01,-5.0600e+05,1.2188e-01,7.4352e+00,5.0078e+05,2.3184e+03,-1.8700e-01,-8.3547e-01,3.2182e+00,2.7206e+00,2.7072e+01
2.0000e+03,2.6500e+02,1.0000e+00,3.1585e+01,-5.0587e+05,-5.0588e+05,-5.2947e-01,-5.0588e+05,1.2190e-01,7.4372e+00,5.0012e+05,2.3213e+03,-7.6440e-02,-7.0553e-01,3.5360e+00,5.1816e+00,2.5315e+01
2.0000e+03,2.6600e+02,1.0000e+00,3.1667e+01,-5.0548e+05,-5.0549e+05,-5.3147e-01,-5.0549e+05,1.2192e-01,7.4392e+00,5.0000e+05,2.3240e+03,5.6768e-02,-3.5571e-01,3.6891e+00,6.7718e+00,2.6015e+01
2.0000e+03,2.6700e+02,1.0000e+00,3.1748e+01,-5.0541e+05,-5.0542e+05,-5.3347e-01,-5.0542e+05,1.2193e-01,7.4412e+00,4.9962e+05,2.3268e+03,-4.2078e-01,-4.2272e-01,3.6172e+00,7.7322e+00,2.3180e+01
2.0000e+03,2.6800e+02,2.0000e+00,3.1791e+01,-5.0518e+05,-5.0518e+05,-5.3546e-01,-5.0518e+05,1.2195e-01,7.4432e+00,4.9955e+05,2.3323e+03,-4.9422e-01,-2.6294e-02,3.1737e+00,9.1439e-01,2.2110e+01
2.0000e+03,2.6900e+02,1.0000e+00,3.1872e+01,-5.0441e+05,-5.0441e+05,-5.3746e-01,-5.0441e+05,1.2197e-01,7.4452e+00,4.9931e+05,2.3350e+03,1.2011e-01,-6.2398e-01,3.4367e+00,4.9982e+00,2.4649e+01
2.0000e+03,2.7000e+02,2.0000e+00,3.1915e+01,-5.0375e+05,-5.0376e+05,-5.3946e-01,-5.0376e+05,1.2198e-01,7.4472e+00,4.9854e+05,2.3406e+03,-3.6250e-01,-2.9304e-01,3.3385e+00,3.7686e+00,2.4003e+01
2.0000e+03,2.7100e+02,1.0000e+00,3.1995e+01,-5.0355e+05,-5.0355e+05,-5.4146e-01,-5.0355e+05,1.2200e-01,7.4492e+00,4.9788e+05,2.3433e+03,4.8658e-02,-6.8486e-01,2.9845e+00,4.9836e-01,2.5495e+01
2.0000e+03,2.7200e+02,3.0000e+00,3.2000e+01,-5.0331e+05,-5.0332e+05,-5.4346e-01,-5.0332e+05,1.2201e-01,7.4512e+00,4.9768e+05,2.3517e+03,5.5240e-02,-4.3782e-01,3.1671e+00,3.0416e+00,2.4582e+01
2.0000e+03,2.7300e+02,1.0000e+00,3.2080e+01,-5.0328e+05,-5.0329e+05,-5.4545e-01,-5.0329e+05,1.2203e-01,7.4532e+00,4.9745e+05,2.3545e+03,-2.8544e-01,-6.7417e-02,3.7729e+00,7.6791e+00,2.4431e+01
2.0000e+03,2.7400e+02,1.0000e+00,3.2160e+01,-5.0322e+05,-5.0323e+05,-5.4745e-01,-5.0323e+05,1.2205e-01,7.4552e+00,4.9741e+05,2.3572e+03,6.4985e-02,-1.9879e-01,3.5081e+00,4.4315e+00,2.6306e+01
2.0000e+03,2.7500e+02,2.0000e+00,3.2201e+01,-5.0267e+05,-5.0267e+05,-5.4945e-01,-5.0267e+05,1.2206e-01,7.4572e+00,4.9736e+05,2.3627e+03,-4.0614e-01,-1.5708e-01,3.6461e+00,4.9765e+00,2.7927e+01
2.0000e+03,2.7600e+02,2.0000e+00,3.2243e+01,-5.0265e+05,-5.0266e+05,-5.5145e-01,-5.0266e+05,1.2208e-01,7.4592e+00,4.9680e+05,2.3682e+03,-1.8887e-01,-7.1792e-01,3.2591e+00,4.1116e+00,2.2672e+01
2.0000e+03,2.7700e+02,1.0000e+00,3.2322e+01,-5.0173e+05,-5.0173e+05,-5.5345e-01,-5.0173e+05,1.2210e-01,7.4612e+00,4.9678e+05,2.3710e+03,-4.2789e-01,-1.8066e-01,3.5184e+00,6.2907e+00,2.2463e+01
2.0000e+03,2.7800e+02,2.0000e+00,3.2363e+01,-5.0084e+05,-5.0084e+05,-5.5544e-01,-5.0084e+05,1.2211e-01,7.4632e+00,4.9586e+05,2.3766e+03,-4.9333e-03,-3.2578e-01,3.6675e+00,7.8682e+00,2.4945e+01
2.0000e+03,2.7900e+02,1.0000e+00,3.2442e+01,-5.0039e+05,-5.0040e+05,-5.5744e-01,-5.0040e+05,1.2213e-01,7.4652e+00,4.9497e+05,2.3794e+03,-1.5771e-02,-5.8659e-01,3.4442e+00,4.7258e+00,2.7094e+01
2.0000e+03,2.8000e+02,5.0000e+00,3.2370e+01,-4.9950e+05,-4.9950e+05,-5.5944e-01,-4.9950e+05,1.2215e-01,7.4672e+00,4.9453e+05,2.3930e+03,-4.2805e-01,-2.5174e-01,3.0985e+00,2.3970e+00,2.3369e+01
2.0000e+03,2.8100e+02,3.0000e+00,3.2373e+01,-4.9934e+05,-4.9935e+05,-5.6144e-01,-4.9935e+05,1.2216e-01,7.4692e+00,4.9363e+05,2.4014e+03,-2.0393e-01,-3.5734e-01,3.6046e+00,7.7420e+00,2.3991e+01
2.0000e+03,2.8200e+02,1.0000e+00,3.2451e+01,-4.9916e+05,-4.9917e+05,-5.6344e-01,-4.9917e+05,1.2218e-01,7.4712e+00,4.9348e+05,2.4042e+03,4.5113e-03,-6.9473e-01,2.9895e+00,2.7062e+00,2.3309e+01
2.0000e+03,2.8300e+02,1.0000e+00,3.2529e+01,-4.9882e+05,-4.9882e+05,-5.6543e-01,-4.9882e+05,1.2219e-01,7.4732e+00,4.9330e+05,2.4068e+03,-1.3448e-01,-7.3326e-01,3.4200e+00,6.0530e+00,2.3624e+01
2.0000e+03,2.8400e+02,1.0000e+00,3.2606e+01,-4.9872e+05,-4.9873e+05,-5.6743e-01,-4.9873e+05,1.2221e-01,7.4752e+00,4.9295e+05,2.4095e+03,-3.9467e-01,-8.4469e-01,3.5982e+00,7.8551e+00,2.6169e+01
2.0000e+03,2.8500e+02,3.0000e+00,3.2609e+01,-4.9866e+05,-4.9867e+05,-5.6943e-01,-4.9867e+05,1.2223e-01,7.4772e+00,4.9286e+05,2.4180e+03,-2.5414e-01,-2.4892e-01,3.7099e+00,7.6742e+00,2.7046e+01
2.0000e+03,2.8600e+02,1.0000e+00,3.2686e+01,-4.9821e+05,-4.9822e+05,-5.7143e-01,-4.9822e+05,1.2224e-01,7.4792e+00,4.9280e+05,2.4207e+03,1.5044e-01,-2.2716e-03,3.5743e+00,5.8303e+00,2.5077e+01
2.0000e+03,2.8700e+02,1.0000e+00,3.2763e+01,-4.9766e+05,-4.9767e+05,-5.7343e-01,-4.9767e+05,1.2226e-01,7.4812e+00,4.9235e+05,2.4234e+03,9.8881e-02,-4.1274e-01,2.8969e+00,5.0356e-01,2.3654e+01
2.0000e+03,2.8800e+02,2.0000e+00,3.2802e+01,-4.9730e+05,-4.9731e+05,-5.7542e-01,-4.9731e+05,1.2228e-01,7.4832e+00,4.9180e+05,2.4288e+03,-2.3632e-01,-5.5705e-01,3.3180e+00,4.9787e+00,2.3063e+01
2.0000e+03,2.8900e+02,1.0000e+00,3.2878e+01,-4.9666e+05,-4.9667e+05,-5.7742e-01,-4.9667e+05,1.2229e-01,7.4852e+00,4.9143e+05,2.4315e+03,-3.4294e-01,-6.6220e-01,3.0263e+00,2.4005e+00,2.6030e+01
2.0000e+03,2.9000e+02,3.0000e+00,3.2880e+01,-4.9606e+05,-4.9607e+05,-5.7942e-01,-4.9607e+05,1.2231e-01,7.4872e+00,4.9079e+05,2.4399e+03,5.3892e-02,-4.1270e-01,2.8865e+00,9.4630e-01,2.3375e+01
2.0000e+03,2.9100e+02,1.0000e+00,3.2956e+01,-4.9474e+05,-4.9474e+05,-5.8142e-01,-4.9474e+05,1.2232e-01,7.4892e+00,4.9020e+05,2.4427e+03,-4.8584e-01,-9.5318e-02,3.1218e+00,7.3137e-01,2.5748e+01
2.0000e+03,2.9200e+02,1.0000e+00,3.3032e+01,-4.9413e+05,-4.9413e+05,-5.8342e-01,-4.9413e+05,1.2234e-01,7.4912e+00,4.8887e+05,2.4454e+03,-2.7838e-02,-8.3995e-01,3.4867e+00,7.1713e+00,2.6386e+01
2.0000e+03,2.9300e+02,2.0000e+00,3.3070e+01,-4.9406e+05,-4.9407e+05,-5.8541e-01,-4.9407e+05,1.2236e-01,7.4932e+00,4.8826e+05,2.4509e+03,-4.2736e-01,-5.4415e-01,3.3585e+00,5.4684e+00,2.5665e+01
2.0000e+03,2.9400e+02,1.0000e+00,3.3145e+01,-4.9396e+05,-4.9397e+05,-5.8741e-01,-4.9397e+05,1.2237e-01,7.4952e+00,4.8819e+05,2.4536e+03,-4.1531e-01,-6.8629e-01,3.3291e+00,5.5846e+00,2.4817e+01
2.0000e+03,2.9500e+02,2.0000e+00,3.3183e+01,-4.9374e+05,-4.9375e+05,-5.8941e-01,-4.9375e+05,1.2239e-01,7.4972e+00,4.8810e+05,2.4590e+03,-3.0630e-01,-6.5109e-01,2.8831e+00,4.0152e-01,2.3794e+01
2.0000e+03,2.9600e+02,1.0000e+00,3.3258e+01,-4.9361e+05,-4.9362e+05,-5.9141e-01,-4.9362e+05,1.2241e-01,7.4992e+00,4.8787e+05,2.4618e+03,-4.6287e-01,-2.8366e-01,3.2051e+00,2.8213e+00,2.7648e+01
2.0000e+03,2.9700e+02,2.0000e+00,3.3296e+01,-4.9338e+05,-4.9339e+05,-5.9341e-01,-4.9339e+05,1.2242e-01,7.5012e+00,4.8774e+05,2.4673e+03,2.2900e-01,-1.1717e-01,3.5217e+00,7.4397e+00,2.4389e+01
2.0000e+03,2.9800e+02,1.0000e+00,3.3371e+01,-4.9333e+05,-4.9334e+05,-5.9540e-01,-4.9334e+05,1.2244e-01,7.5032e+00,4.8752e+05,2.4700e+03,-1.6021e-01,-9.0256e-02,3.4379e+00,6.0720e+00,2.2386e+01
2.0000e+03,2.9900e+02,1.0000e+00,3.3445e+01,-4.9301e+05,-4.9302e+05,-5.9740e-01,-4.9302e+05,1.2246e-01,7.5052e+00,4.8747e+05,2.4727e+03,-4.7113e-01,-9.1582e-01,3.0081e+00,2.5085e+00,2.7224e+01
2.0000e+03,3.0000e+02,1.0000e+00,3.3520e+01,-4.9295e+05,-4.9295e+05,-5.9940e-01,-4.9295e+05,1.2247e-01,7.5072e+00,4.8714e+05,2.4755e+03,2.0615e-01,-1.5063e-01,2.8908e+00,6.0339e-01,2.3829e+01
2.0000e+03,3.0100e+02,1.0000e+00,3.3594e+01,-4.9251e+05,-4.9252e+05,-6.0140e-01,-4.9252e+05,1.2249e-01,7.5091e+00,4.8708e+05,2.4781e+03,2.0095e-01,-1.4205e-01,3.4978e+00,6.1608e+00,2.6791e+01
2.0000e+03,3.0200e+02,2.0000e+00,3.3630e+01,-4.9245e+05,-4.9246e+05,-6.0340e-01,-4.9246e+05,1.2250e-01,7.5112e+00,4.8664e+05,2.4835e+03,-4.6045e-01,-9.5732e-01,3.1157e+00,4.8667e+00,2.2494e+01
2.0000e+03,3.0300e+02,1.0000e+00,3.3704e+01,-4.9225e+05,-4.9225e+05,-6.0539e-01,-4.9225e+05,1.2252e-01,7.5132e+00,4.8659e+05,2.4863e+03,-7.6162e-02,-7.0231e-01,3.3314e+00,6.4186e+00,2.3758e+01
2.0000e+03,3.0400e+02,1.3000e+01,3.3333e+01,-4.9215e+05,-4.9216e+05,-6.0739e-01,-4.9216e+05,1.2254e-01,7.5151e+00,4.8638e+05,2.5223e+03,-1.2330e-01,-5.5003e-01,2.8694e+00,9.2724e-01,2.4243e+01
2.0000e+03,3.0500e+02,1.0000e+00,3.3406e+01,-4.9214e+05,-4.9215e+05,-6.0939e-01,-4.9215e+05,1.2255e-01,7.5168e+00,4.8628e+05,2.5250e+03,-3.3397e-01,-4.2011e-01,3.5664e+00,7.4490e+00,2.7839e+01
2.0000e+03,3.0600e+02,2.0000e+00,3.3443e+01,-4.9100e+05,-4.9100e+05,-6.1139e-01,-4.9100e+05,1.2257e-01,7.5192e+00,4.8627e+05,2.5305e+03,-3.5375e-01,-1.7948e-01,3.0811e+00,3.2086e+00,2.2246e+01
2.0000e+03,3.0700e+02,1.0000e+00,3.3515e+01,-4.9097e+05,-4.9097e+05,-6.1339e-01,-4.9097e+05,1.2259e-01,7.5211e+00,4.8513e+05,2.5332e+03,-1.0107e-01,-2.4606e-02,3.6431e+00,7.2063e+00,2.7321e+01
2.0000e+03,3.0800e+02,2.0000e+00,3.3551e+01,-4.9093e+05,-4.9093e+05,-6.1538e-01,-4.9093e+05,1.2260e-01,7.5231e+00,4.8510e+05,2.5387e+03,2.4256e-01,-9.1931e-01,3.2940e+00,6.9455e+00,2.3478e+01
2.0000e+03,3.0900e+02,3.0000e+00,3.3550e+01,-4.9072e+05,-4.9073e+05,-6.1738e-01,-4.9073e+05,1.2262e-01,7.5251e+00,4.8506e+05,2.5469e+03,-4.8502e-01,-2.4203e-01,3.2048e+00,4.0567e+00,2.6101e+01
2.0000e+03,3.1000e+02,2.0000e+00,3.3586e+01,-4.9031e+05,-4.9032e+05,-6.1938e-01,-4.9032e+05,1.2263e-01,7.5271e+00,4.8485e+05,2.5524e+03,4.3929e-02,-2.6211e-02,3.1419e+00,3.6139e+00,2.2133e+01
2.0000e+03,3.1100e+02,2.0000e+00,3.3622e+01,-4.9019e+05,-4.9019e+05,-6.2138e-01,-4.9019e+05,1.2265e-01,7.5291e+00,4.8445e+05,2.5579e+03,-3.4827e-01,-2.7362e-01,3.2853e+00,4.7130e+00,2.4740e+01
2.0000e+03,3.1200e+02,1.0000e+00,3.3693e+01,-4.8990e+05,-4.8991e+05,-6.2338e-01,-4.8991e+05,1.2267e-01,7.5311e+00,4.8432e+05,2.5606e+03,1.6898e-01,-4.9103e-01,3.2609e+00,6.6452e+00,2.2448e+01
2.0000e+03,3.1300e+02,1.0000e+00,3.3765e+01,-4.8983e+05,-4.8984e+05,-6.2537e-01,-4.8984e+05,1.2268e-01,7.5331e+00,4.8404e+05,2.5633e+03,2.0505e-01,-1.1974e-01,2.8326e+00,2.3675e-01,2.2412e+01
2.0000e+03,3.1400e+02,4.0000e+00,3.3727e+01,-4.8950e+05,-4.8951e+05,-6.2737e-01,-4.8951e+05,1.2270e-01,7.5351e+00,4.8397e+05,2.5744e+03,-4.4087e-01,-9.9107e-01,3.2333e+00,7.6507e+00,2.2207e+01
2.0000e+03,3.1500e+02,2.0000e+00,3.3762e+01,-4.8940e+05,-4.8941e+05,-6.2937e-01,-4.8941e+05,1.2272e-01,7.5371e+00,4.8364e+05,2.5798e+03,2.3428e-01,-1.1877e-01,3.5107e+00,7.4508e+00,2.6349e+01
