logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.9989e-01,-4.7336e-01,2.0388e+00,2.9453e+00,2.6123e+01,-9.3324e+02
-3.0279e-01,-4.7222e-01,2.0061e+00,2.8927e+00,2.6018e+01,-9.4514e+02
-2.2757e-01,-5.4559e-01,2.0091e+00,3.0069e+00,2.6035e+01,-9.3508e+02
-2.3801e-01,-5.4952e-01,1.9912e+00,3.0296e+00,2.5995e+01,-9.4395e+02
-2.5239e-01,-5.0767e-01,2.0175e+00,3.0249e+00,2.6053e+01,-9.4213e+02
-2.2946e-01,-5.1397e-01,1.9833e+00,3.1590e+00,2.5965e+01,-9.4018e+02
-2.8971e-01,-4.6852e-01,2.0209e+00,3.0873e+00,2.6075e+01,-9.4736e+02
-2.2187e-01,-5.5138e-01,1.9911e+00,3.0343e+00,2.5982e+01,-9.4826e+02
-2.9819e-01,-4.8785e-01,2.0271e+00,2.9467e+00,2.6099e+01,-9.3594e+02
-2.9682e-01,-4.4813e-01,2.0173e+00,3.1613e+00,2.6067e+01,-9.4667e+02
-2.7002e-01,-4.8804e-01,2.0145e+00,3.1195e+00,2.6062e+01,-9.4354e+02
-2.5318e-01,-5.1797e-01,2.0077e+00,3.0369e+00,2.6038e+01,-9.4441e+02
-2.5601e-01,-5.3092e-01,2.0054e+00,2.9585e+00,2.6023e+01,-9.4301e+02
-2.5497e-01,-5.2750e-01,2.0163e+00,2.9787e+00,2.6066e+01,-9.4713e+02
-2.9534e-01,-4.7829e-01,2.0149e+00,2.8671e+00,2.6038e+01,-9.4615e+02
-2.4990e-01,-5.1678e-01,2.0219e+00,3.0669e+00,2.6076e+01,-9.3974e+02
-2.9018e-01,-4.8179e-01,2.0339e+00,3.0419e+00,2.6111e+01,-9.2522e+02
-1.9851e-01,-5.5232e-01,1.9693e+00,3.1207e+00,2.5914e+01,-9.4841e+02
-3.0038e-01,-4.6159e-01,2.0163e+00,2.9362e+00,2.6040e+01,-9.4780e+02
-2.5492e-01,-5.2080e-01,1.9860e+00,3.0010e+00,2.5967e+01,-9.4191e+02
-2.2425e-01,-5.2259e-01,1.9855e+00,3.1864e+00,2.5975e+01,-9.4302e+02
-3.0554e-01,-4.5262e-01,2.0388e+00,2.9809e+00,2.6106e+01,-9.4590e+02
-2.1859e-01,-5.5273e-01,1.9817e+00,3.0293e+00,2.5952e+01,-9.4321e+02
-2.7169e-01,-4.8769e-01,1.9900e+00,3.0187e+00,2.5969e+01,-9.4806e+02
-2.5340e-01,-5.1754e-01,1.9983e+00,2.9495e+00,2.5999e+01,-9.4799e+02
-2.9469e-01,-4.6396e-01,2.0157e+00,3.0181e+00,2.6048e+01,-9.4891e+02
-1.9637e-01,-5.5572e-01,1.9777e+00,3.1928e+00,2.5950e+01,-9.4856e+02
-2.5680e-01,-5.1201e-01,2.0263e+00,3.0792e+00,2.6099e+01,-9.4522e+02
-1.9509e-01,-5.5602e-01,1.9889e+00,3.1586e+00,2.5979e+01,-9.3140e+02
-2.9934e-01,-4.8142e-01,2.0367e+00,2.8984e+00,2.6107e+01,-9.3362e+02
-3.0538e-01,-4.4992e-01,2.0264e+00,2.9521e+00,2.6075e+01,-9.4804e+02
-2.8142e-01,-4.9613e-01,1.9939e+00,3.0426e+00,2.5996e+01,-9.4576e+02
-2.4563e-01,-5.3391e-01,1.9905e+00,2.9687e+00,2.5983e+01,-9.4807e+02
-2.2968e-01,-5.2981e-01,1.9998e+00,3.1553e+00,2.6019e+01,-9.4743e+02
-2.9320e-01,-4.6258e-01,2.0158e+00,2.9568e+00,2.6041e+01,-9.4456e+02
-2.1518e-01,-5.6214e-01,1.9931e+00,2.9925e+00,2.5986e+01,-9.4341e+02
-2.4172e-01,-5.3713e-01,1.9875e+00,3.0105e+00,2.5982e+01,-9.4644e+02
-1.9745e-01,-5.3447e-01,1.9950e+00,3.2962e+00,2.5999e+01,-9.4209e+02
-1.9821e-01,-5.4214e-01,1.9902e+00,3.2232e+00,2.5973e+01,-9.4769e+02
-2.0973e-01,-5.5545e-01,1.9960e+00,3.1683e+00,2.6011e+01,-9.4445e+02
-2.5052e-01,-5.1719e-01,1.9992e+00,3.0475e+00,2.6010e+01,-9.4335e+02
-2.5780e-01,-4.9969e-01,2.0156e+00,2.9738e+00,2.6045e+01,-9.4060e+02
-2.5367e-01,-5.0336e-01,1.9969e+00,3.0316e+00,2.5990e+01,-9.4780e+02
-3.0677e-01,-4.5223e-01,2.0350e+00,2.9958e+00,2.6099e+01,-9.3800e+02
-3.0240e-01,-4.9911e-01,2.0205e+00,2.9157e+00,2.6078e+01,-9.4375e+02
-2.9374e-01,-4.8237e-01,2.0525e+00,2.9398e+00,2.6162e+01,-9.3947e+02
-2.4982e-01,-5.1073e-01,1.9855e+00,3.0171e+00,2.5959e+01,-9.4688e+02
-2.5093e-01,-5.1538e-01,1.9977e+00,2.9950e+00,2.6001e+01,-9.3414e+02
-1.9277e-01,-5.7155e-01,1.9695e+00,3.1019e+00,2.5921e+01,-9.4759e+02
-2.3478e-01,-5.2947e-01,1.9745e+00,2.9883e+00,2.5925e+01,-9.3966e+02
-2.0388e-01,-5.3457e-01,1.9873e+00,3.2643e+00,2.5974e+01,-9.4327e+02
-2.5706e-01,-5.2138e-01,2.0193e+00,2.9745e+00,2.6071e+01,-9.3361e+02
-2.8951e-01,-4.4789e-01,2.0261e+00,3.1965e+00,2.6082e+01,-9.4790e+02
-1.9714e-01,-5.4417e-01,1.9967e+00,3.1755e+00,2.5996e+01,-9.4854e+02
-2.9751e-01,-4.5798e-01,2.0400e+00,3.0440e+00,2.6126e+01,-9.4630e+02
-2.5310e-01,-5.2992e-01,1.9984e+00,2.9713e+00,2.6011e+01,-9.3325e+02
-3.0645e-01,-4.5207e-01,2.0304e+00,3.0024e+00,2.6090e+01,-9.4780e+02
-2.3540e-01,-5.2159e-01,2.0119e+00,3.1668e+00,2.6053e+01,-9.4682e+02
-2.9749e-01,-4.4825e-01,2.0235e+00,3.0916e+00,2.6072e+01,-9.3711e+02
