logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.5411e-01,-5.3354e-01,2.0053e+00,2.9333e+00,2.6027e+01,-8.6550e+02
-1.9201e-01,-5.9762e-01,2.0032e+00,2.9924e+00,2.6024e+01,-8.5850e+02
-2.0068e-01,-5.8046e-01,1.9984e+00,2.8999e+00,2.6001e+01,-8.4759e+02
-2.1030e-01,-5.4862e-01,1.9932e+00,3.0204e+00,2.5981e+01,-8.5712e+02
-2.5271e-01,-5.4981e-01,1.9869e+00,2.7589e+00,2.5961e+01,-8.6572e+02
-2.1410e-01,-5.6992e-01,2.0014e+00,2.9468e+00,2.6017e+01,-8.4740e+02
-2.0289e-01,-5.5913e-01,2.0059e+00,3.0446e+00,2.6026e+01,-8.6177e+02
-2.1290e-01,-5.5603e-01,2.0042e+00,2.9463e+00,2.6010e+01,-8.6291e+02
-2.0575e-01,-5.5031e-01,2.0039e+00,3.0745e+00,2.6022e+01,-8.5467e+02
-2.2423e-01,-5.5016e-01,1.9922e+00,2.9584e+00,2.5980e+01,-8.5693e+02
-2.2562e-01,-5.4816e-01,1.9933e+00,2.9783e+00,2.5988e+01,-8.6382e+02
-2.2325e-01,-5.4234e-01,1.9763e+00,2.9742e+00,2.5928e+01,-8.6449e+02
-2.1691e-01,-5.4817e-01,2.0094e+00,3.0281e+00,2.6036e+01,-8.6104e+02
-2.1932e-01,-5.4344e-01,2.0199e+00,3.0086e+00,2.6062e+01,-8.5676e+02
-2.2256e-01,-5.6441e-01,2.0175e+00,2.9913e+00,2.6071e+01,-8.5237e+02
-2.2484e-01,-5.5112e-01,1.9828e+00,3.0077e+00,2.5960e+01,-8.6321e+02
-2.1005e-01,-5.3431e-01,2.0071e+00,3.1118e+00,2.6032e+01,-8.5794e+02
-2.2257e-01,-5.3741e-01,2.0084e+00,3.0736e+00,2.6034e+01,-8.6440e+02
-2.2899e-01,-5.7161e-01,2.0063e+00,2.7811e+00,2.6018e+01,-8.6592e+02
-2.2733e-01,-5.3688e-01,2.0050e+00,2.9791e+00,2.6017e+01,-8.5748e+02
-2.0099e-01,-5.6756e-01,1.9889e+00,2.8989e+00,2.5963e+01,-8.5652e+02
-2.0687e-01,-5.6261e-01,2.0114e+00,2.9795e+00,2.6040e+01,-8.6431e+02
-2.3959e-01,-5.4051e-01,1.9908e+00,2.8882e+00,2.5975e+01,-8.6431e+02
-2.0788e-01,-5.6691e-01,2.0159e+00,2.9171e+00,2.6052e+01,-8.6351e+02
-2.0485e-01,-5.8781e-01,1.9773e+00,2.8710e+00,2.5937e+01,-8.6271e+02
-1.9195e-01,-5.6564e-01,2.0012e+00,3.1414e+00,2.6019e+01,-8.4932e+02
-2.2557e-01,-5.5768e-01,1.9858e+00,2.9319e+00,2.5966e+01,-8.3709e+02
-2.1401e-01,-5.5200e-01,2.0064e+00,2.9830e+00,2.6019e+01,-8.4460e+02
-2.0863e-01,-5.6593e-01,1.9873e+00,2.9527e+00,2.5966e+01,-8.5203e+02
-2.1256e-01,-5.7020e-01,1.9968e+00,2.9882e+00,2.6004e+01,-8.5876e+02
-1.9776e-01,-5.9415e-01,2.0002e+00,2.9450e+00,2.6011e+01,-8.6554e+02
-2.0863e-01,-5.4830e-01,1.9994e+00,2.9875e+00,2.6002e+01,-8.5884e+02
-2.0988e-01,-5.5089e-01,1.9969e+00,3.0348e+00,2.5997e+01,-8.3852e+02
-2.1185e-01,-5.5278e-01,1.9788e+00,2.9734e+00,2.5936e+01,-8.4452e+02
-2.2531e-01,-5.3981e-01,1.9869e+00,3.0129e+00,2.5966e+01,-8.6176e+02
-2.2648e-01,-5.4839e-01,1.9999e+00,2.9701e+00,2.6005e+01,-8.5500e+02
-1.9253e-01,-5.5586e-01,1.9962e+00,3.1361e+00,2.5998e+01,-8.5501e+02
-2.2322e-01,-5.6260e-01,1.9882e+00,2.8834e+00,2.5967e+01,-8.5910e+02
-1.9295e-01,-5.7855e-01,2.0028e+00,3.0725e+00,2.6021e+01,-8.6104e+02
-2.0892e-01,-5.3996e-01,1.9772e+00,3.1345e+00,2.5941e+01,-8.6099e+02
-2.1991e-01,-5.4303e-01,2.0088e+00,3.1111e+00,2.6042e+01,-8.6328e+02
-2.1618e-01,-5.6203e-01,1.9784e+00,2.9234e+00,2.5938e+01,-8.6531e+02
-2.4995e-01,-5.4837e-01,1.9909e+00,2.7880e+00,2.5974e+01,-8.6538e+02
-2.0846e-01,-5.6593e-01,2.0071e+00,2.9526e+00,2.6028e+01,-8.5456e+02
-2.1804e-01,-5.7613e-01,2.0057e+00,2.8962e+00,2.6024e+01,-8.6451e+02
-2.1664e-01,-5.7622e-01,1.9875e+00,2.8553e+00,2.5971e+01,-8.6592e+02
-2.2549e-01,-5.2345e-01,2.0149e+00,3.1207e+00,2.6049e+01,-8.5746e+02
-2.1775e-01,-5.5125e-01,2.0019e+00,2.9921e+00,2.6015e+01,-8.4486e+02
-2.2036e-01,-5.4645e-01,2.0135e+00,3.0623e+00,2.6053e+01,-8.6541e+02
-2.0428e-01,-5.6865e-01,1.9993e+00,2.9903e+00,2.6002e+01,-8.6362e+02
-2.2303e-01,-5.5532e-01,2.0129e+00,3.0624e+00,2.6056e+01,-8.6283e+02
-2.2622e-01,-5.4181e-01,2.0062e+00,3.0010e+00,2.6021e+01,-8.4750e+02
-2.0991e-01,-5.6733e-01,1.9977e+00,2.9947e+00,2.6005e+01,-8.6516e+02
-2.5578e-01,-5.2342e-01,2.0212e+00,2.9983e+00,2.6075e+01,-8.6559e+02
-2.2767e-01,-5.3029e-01,2.0098e+00,3.0152e+00,2.6029e+01,-8.5524e+02
-2.2308e-01,-5.5039e-01,1.9768e+00,2.9769e+00,2.5942e+01,-8.6329e+02
-1.9709e-01,-5.6524e-01,2.0019e+00,3.0378e+00,2.6008e+01,-8.6582e+02
-2.0428e-01,-5.9013e-01,2.0070e+00,2.9537e+00,2.6032e+01,-8.6010e+02
-1.9670e-01,-5.6754e-01,1.9921e+00,3.0288e+00,2.5985e+01,-8.6100e+02
-2.0451e-01,-5.5113e-01,2.0098e+00,3.1210e+00,2.6040e+01,-8.6507e+02
-2.1929e-01,-5.9853e-01,2.0047e+00,2.8289e+00,2.6027e+01,-8.5149e+02
-2.1044e-01,-5.5305e-01,1.9751e+00,3.0602e+00,2.5933e+01,-8.6435e+02
-2.1092e-01,-5.5889e-01,1.9971e+00,2.9320e+00,2.5988e+01,-8.5549e+02
-2.1302e-01,-5.4387e-01,2.0079e+00,3.1100e+00,2.6032e+01,-8.6095e+02
-1.9781e-01,-5.6548e-01,1.9932e+00,3.0561e+00,2.5990e+01,-8.6550e+02
-2.2709e-01,-5.5307e-01,2.0166e+00,2.9852e+00,2.6063e+01,-8.6264e+02
-2.1475e-01,-5.7097e-01,1.9921e+00,2.9704e+00,2.5985e+01,-8.6436e+02
-2.0764e-01,-5.5268e-01,2.0113e+00,3.1199e+00,2.6051e+01,-8.6115e+02
-2.0302e-01,-5.5984e-01,1.9818e+00,2.9657e+00,2.5944e+01,-8.6558e+02
-2.0795e-01,-5.4831e-01,2.0148e+00,3.0940e+00,2.6059e+01,-8.5208e+02
-1.9358e-01,-6.0007e-01,1.9902e+00,2.9592e+00,2.5982e+01,-8.6506e+02
-2.1149e-01,-5.7588e-01,2.0035e+00,2.9449e+00,2.6026e+01,-8.5282e+02
-2.3217e-01,-5.5424e-01,1.9851e+00,2.8970e+00,2.5959e+01,-8.6538e+02
-2.0436e-01,-5.7745e-01,1.9842e+00,2.9044e+00,2.5955e+01,-8.5555e+02
-2.3114e-01,-5.4669e-01,1.9936e+00,2.9406e+00,2.5991e+01,-8.6187e+02
-2.2460e-01,-5.5274e-01,1.9860e+00,2.9287e+00,2.5956e+01,-8.6377e+02
-1.9971e-01,-5.7740e-01,2.0005e+00,2.9559e+00,2.6004e+01,-8.5276e+02
-2.4467e-01,-5.4018e-01,2.0094e+00,2.8882e+00,2.6031e+01,-8.6475e+02
-2.2746e-01,-5.6114e-01,2.0052e+00,2.9355e+00,2.6023e+01,-8.6466e+02
-2.1108e-01,-5.7111e-01,2.0009e+00,3.0204e+00,2.6019e+01,-8.6554e+02
-2.1310e-01,-5.6387e-01,1.9959e+00,3.0213e+00,2.6005e+01,-8.6567e+02
-2.5788e-01,-5.4409e-01,1.9962e+00,2.7587e+00,2.5985e+01,-8.6245e+02
-2.3338e-01,-5.4524e-01,1.9925e+00,2.9631e+00,2.5984e+01,-8.6008e+02
-2.1594e-01,-5.4565e-01,2.0077e+00,2.9761e+00,2.6023e+01,-8.6262e+02
-1.9990e-01,-5.6154e-01,1.9910e+00,3.0657e+00,2.5975e+01,-8.5976e+02
-2.2984e-01,-5.5436e-01,2.0171e+00,2.8823e+00,2.6049e+01,-8.5508e+02
-2.0611e-01,-5.3369e-01,1.9881e+00,3.1026e+00,2.5967e+01,-8.6397e+02
-2.1587e-01,-5.5421e-01,2.0099e+00,3.0277e+00,2.6037e+01,-8.5459e+02
-2.0736e-01,-5.7482e-01,1.9848e+00,2.9069e+00,2.5954e+01,-8.5811e+02
-2.1447e-01,-5.4011e-01,2.0018e+00,3.0674e+00,2.6012e+01,-8.6566e+02
-2.3144e-01,-5.5131e-01,1.9923e+00,2.9427e+00,2.5991e+01,-8.6204e+02
-2.4115e-01,-5.4572e-01,1.9782e+00,2.8312e+00,2.5930e+01,-8.6380e+02
-2.3869e-01,-5.5282e-01,2.0131e+00,2.8056e+00,2.6039e+01,-8.5999e+02
-2.1057e-01,-5.6077e-01,2.0003e+00,2.9713e+00,2.6011e+01,-8.6152e+02
-2.1790e-01,-5.3927e-01,1.9774e+00,2.9611e+00,2.5925e+01,-8.4674e+02
-2.0254e-01,-5.7228e-01,2.0107e+00,3.0586e+00,2.6041e+01,-8.6564e+02
-2.1615e-01,-5.4975e-01,1.9799e+00,3.0156e+00,2.5947e+01,-8.5385e+02
-2.1920e-01,-5.6351e-01,1.9893e+00,2.9304e+00,2.5973e+01,-8.6262e+02
-1.9630e-01,-5.9531e-01,1.9945e+00,2.9489e+00,2.5992e+01,-8.5997e+02
-2.1018e-01,-5.5610e-01,1.9978e+00,2.9808e+00,2.6000e+01,-8.5692e+02
-2.1322e-01,-5.5995e-01,1.9970e+00,3.0417e+00,2.6001e+01,-8.6105e+02
-2.0298e-01,-5.5115e-01,1.9813e+00,3.0571e+00,2.5944e+01,-8.6255e+02
-2.8617e-01,-5.1383e-01,2.0360e+00,2.7010e+00,2.6102e+01,-8.6428e+02
-2.2418e-01,-5.5100e-01,2.0116e+00,3.0093e+00,2.6051e+01,-8.6245e+02
-2.1852e-01,-5.4884e-01,1.9918e+00,2.9207e+00,2.5975e+01,-8.6553e+02
-2.5392e-01,-5.4988e-01,1.9939e+00,2.7782e+00,2.5982e+01,-8.5800e+02
-2.1519e-01,-5.4089e-01,1.9968e+00,2.9590e+00,2.5984e+01,-8.5859e+02
-2.1299e-01,-5.5583e-01,2.0039e+00,2.9475e+00,2.6012e+01,-8.5870e+02
-2.2408e-01,-5.5438e-01,1.9735e+00,2.9011e+00,2.5924e+01,-8.6393e+02
-2.5577e-01,-5.2682e-01,1.9861e+00,2.8530e+00,2.5954e+01,-8.6496e+02
-2.0038e-01,-5.8077e-01,1.9814e+00,2.9468e+00,2.5947e+01,-8.6382e+02
-2.2831e-01,-5.6666e-01,1.9955e+00,2.9102e+00,2.5995e+01,-8.6446e+02
-2.2800e-01,-5.5189e-01,1.9970e+00,2.9452e+00,2.6005e+01,-8.6457e+02
-2.0917e-01,-5.5929e-01,1.9942e+00,2.9517e+00,2.5987e+01,-8.6033e+02
-2.2823e-01,-5.3378e-01,2.0104e+00,3.0168e+00,2.6033e+01,-8.6147e+02
