niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.6639e+05,-1.6639e+05,-1.9980e-03,-1.6639e+05,1.1750e-01,6.9098e+00,inf,5.9555e+02,-1.1226e-02,-3.4553e-01,4.1047e+00,1.5673e+00,2.9905e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.6637e+05,-1.6637e+05,-3.9960e-03,-1.6637e+05,1.1751e-01,6.9118e+00,2.2569e+04,5.9676e+02,-1.0522e-01,-9.8257e-01,3.8348e+00,8.0328e-01,2.9936e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.6631e+05,-1.6631e+05,-5.9940e-03,-1.6631e+05,1.1753e-01,6.9138e+00,2.2549e+04,5.9794e+02,2.1493e-01,-1.1461e-01,4.5586e+00,3.5128e-01,2.9813e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.6625e+05,-1.6626e+05,-7.9920e-03,-1.6626e+05,1.1755e-01,6.9157e+00,2.2489e+04,5.9912e+02,-1.0938e-01,-4.0899e-01,3.8891e+00,1.2298e+00,2.9806e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.6601e+05,-1.6602e+05,-9.9900e-03,-1.6602e+05,1.1757e-01,6.9177e+00,2.2432e+04,6.0031e+02,1.4779e-01,-5.9450e-01,4.3930e+00,1.0756e+00,2.9913e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.6589e+05,-1.6590e+05,-1.1988e-02,-1.6590e+05,1.1758e-01,6.9197e+00,2.2193e+04,6.0149e+02,1.6091e-01,-4.2733e-01,3.8561e+00,2.1412e+00,2.9326e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.6587e+05,-1.6588e+05,-1.3986e-02,-1.6588e+05,1.1760e-01,6.9217e+00,2.2075e+04,6.0267e+02,-3.2778e-02,-5.8704e-01,3.7261e+00,3.8916e-01,2.9341e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.6583e+05,-1.6584e+05,-1.5984e-02,-1.6584e+05,1.1762e-01,6.9237e+00,2.2054e+04,6.0386e+02,-3.1818e-01,-8.8729e-01,3.8100e+00,4.3238e-01,2.9633e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.6569e+05,-1.6569e+05,-1.7982e-02,-1.6569e+05,1.1763e-01,6.9257e+00,2.2012e+04,6.0503e+02,-3.5871e-01,-7.5131e-02,4.4126e+00,5.6443e-01,2.9418e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.6564e+05,-1.6565e+05,-1.9980e-02,-1.6565e+05,1.1765e-01,6.9277e+00,2.1871e+04,6.0623e+02,-4.9239e-01,-4.4045e-01,3.9621e+00,2.4991e+00,2.9954e+01
