logfeh,logdust,logNpix,tau,dmod,logl
-2.1989e-01,-5.0943e-01,4.4918e+00,8.0959e-01,2.5966e+01,-1.5188e+01
-2.1163e-01,-5.1245e-01,4.4898e+00,5.2941e-01,2.5958e+01,-1.7979e+01
-2.4178e-01,-5.0263e-01,4.4989e+00,3.3562e-01,2.5990e+01,-1.7849e+01
-2.3455e-01,-5.0445e-01,4.4970e+00,4.7986e-01,2.5982e+01,-1.7959e+01
-2.5419e-01,-4.9839e-01,4.4995e+00,1.7170e-01,2.5995e+01,-1.3699e+01
-2.2007e-01,-5.0925e-01,4.4858e+00,4.9859e-01,2.5949e+01,-1.7099e+01
-2.1110e-01,-5.1108e-01,4.4873e+00,1.2319e+00,2.5953e+01,-1.7465e+01
-2.3339e-01,-5.0357e-01,4.4933e+00,1.3858e+00,2.5979e+01,-1.7988e+01
-2.3186e-01,-5.0501e-01,4.4967e+00,1.1610e+00,2.5983e+01,-1.7415e+01
-2.0470e-01,-5.1371e-01,4.4836e+00,8.7708e-01,2.5938e+01,-1.7372e+01
-2.4812e-01,-4.9932e-01,4.4991e+00,1.2993e+00,2.5997e+01,-1.7639e+01
-2.5579e-01,-4.9773e-01,4.4983e+00,5.8186e-01,2.5991e+01,-1.7231e+01
-2.2081e-01,-5.0879e-01,4.4892e+00,9.6151e-01,2.5959e+01,-1.7655e+01
-1.9915e-01,-5.1627e-01,4.4901e+00,4.0095e-01,2.5954e+01,-1.8013e+01
-2.5127e-01,-4.9971e-01,4.5004e+00,9.6215e-01,2.5999e+01,-1.7965e+01
-2.4758e-01,-5.0083e-01,4.5005e+00,2.7932e-01,2.5996e+01,-1.4909e+01
-2.2868e-01,-5.0582e-01,4.4943e+00,1.2007e+00,2.5977e+01,-1.7137e+01
-2.2300e-01,-5.0821e-01,4.4981e+00,7.2318e-01,2.5981e+01,-1.6471e+01
-2.4524e-01,-5.0108e-01,4.5017e+00,7.4379e-01,2.5998e+01,-1.7385e+01
-2.0570e-01,-5.1402e-01,4.4864e+00,4.9798e-01,2.5946e+01,-1.6262e+01
-2.0996e-01,-5.1239e-01,4.4928e+00,8.4251e-01,2.5964e+01,-1.7069e+01
-2.2528e-01,-5.0749e-01,4.4886e+00,9.3988e-01,2.5960e+01,-1.7833e+01
-2.3834e-01,-5.0322e-01,4.4991e+00,5.7043e-01,2.5988e+01,-1.6619e+01
-2.1357e-01,-5.1143e-01,4.4870e+00,6.4053e-01,2.5951e+01,-1.7562e+01
-2.5820e-01,-4.9728e-01,4.4989e+00,4.3778e-01,2.5993e+01,-1.6851e+01
-2.5116e-01,-4.9920e-01,4.4988e+00,5.9508e-01,2.5993e+01,-1.7935e+01
-2.5012e-01,-4.9958e-01,4.4996e+00,1.4937e-01,2.5995e+01,-1.6221e+01
-2.0262e-01,-5.1427e-01,4.4869e+00,7.3489e-01,2.5944e+01,-1.6346e+01
-2.0909e-01,-5.1322e-01,4.4911e+00,5.3758e-01,2.5960e+01,-1.7353e+01
-2.3190e-01,-5.0591e-01,4.4929e+00,1.0195e+00,2.5975e+01,-1.3282e+01
-2.3084e-01,-5.0557e-01,4.4924e+00,1.1419e+00,2.5973e+01,-1.7265e+01
-2.4037e-01,-5.0259e-01,4.4959e+00,1.1401e+00,2.5985e+01,-1.6451e+01
-2.3081e-01,-5.0621e-01,4.4946e+00,9.0405e-01,2.5977e+01,-1.7901e+01
-2.6347e-01,-4.9625e-01,4.4979e+00,1.3446e-01,2.5993e+01,-1.7471e+01
-2.2252e-01,-5.0850e-01,4.4976e+00,1.1978e-01,2.5980e+01,-1.6844e+01
-2.4237e-01,-5.0219e-01,4.4990e+00,7.6176e-01,2.5991e+01,-1.6697e+01
-2.4034e-01,-5.0226e-01,4.4978e+00,1.1136e+00,2.5988e+01,-1.6855e+01
-2.3356e-01,-5.0479e-01,4.4974e+00,1.1286e+00,2.5986e+01,-1.8019e+01
-2.3095e-01,-5.0572e-01,4.4960e+00,3.0351e-01,2.5979e+01,-1.6601e+01
-2.1801e-01,-5.0845e-01,4.4881e+00,1.3758e+00,2.5960e+01,-1.5008e+01
-2.5391e-01,-4.9838e-01,4.4984e+00,1.1290e-01,2.5991e+01,-1.7049e+01
-2.1100e-01,-5.1144e-01,4.4886e+00,1.2696e+00,2.5958e+01,-1.7431e+01
-2.1299e-01,-5.1172e-01,4.4895e+00,5.6460e-01,2.5957e+01,-1.5507e+01
-2.3259e-01,-5.0488e-01,4.4901e+00,1.1330e+00,2.5967e+01,-1.7382e+01
-2.3383e-01,-5.0471e-01,4.4961e+00,8.1565e-01,2.5980e+01,-1.6054e+01
-2.7198e-01,-4.9395e-01,4.4983e+00,6.5492e-01,2.5995e+01,-1.8095e+01
-2.1648e-01,-5.1096e-01,4.4911e+00,7.9189e-01,2.5963e+01,-1.7803e+01
-2.1036e-01,-5.1208e-01,4.4904e+00,1.7122e-01,2.5957e+01,-1.7612e+01
-2.1572e-01,-5.1057e-01,4.4827e+00,9.8275e-01,2.5941e+01,-1.7913e+01
-2.4666e-01,-5.0096e-01,4.4982e+00,3.1237e-01,2.5990e+01,-1.6100e+01
-2.2961e-01,-5.0586e-01,4.4974e+00,1.7653e-01,2.5981e+01,-1.7871e+01
-2.3976e-01,-5.0228e-01,4.4976e+00,8.2892e-01,2.5985e+01,-1.6775e+01
-2.5950e-01,-4.9724e-01,4.5034e+00,6.7297e-01,2.6006e+01,-1.5672e+01
-2.3609e-01,-5.0359e-01,4.4939e+00,1.0587e+00,2.5976e+01,-1.7382e+01
-2.1745e-01,-5.1019e-01,4.4943e+00,7.1205e-01,2.5970e+01,-1.7453e+01
-2.5547e-01,-4.9764e-01,4.5021e+00,6.0767e-01,2.6000e+01,-1.5737e+01
-2.1297e-01,-5.1161e-01,4.4886e+00,8.3078e-01,2.5955e+01,-1.6761e+01
-2.6339e-01,-4.9603e-01,4.5019e+00,4.6846e-01,2.6002e+01,-1.7771e+01
-2.2975e-01,-5.0379e-01,4.4894e+00,1.4284e+00,2.5967e+01,-1.8069e+01
-2.4645e-01,-5.0043e-01,4.5027e+00,1.0645e+00,2.6002e+01,-1.6903e+01
-2.5982e-01,-4.9499e-01,4.4986e+00,1.4340e+00,2.5999e+01,-1.7565e+01
-2.5160e-01,-4.9931e-01,4.5021e+00,5.6269e-01,2.6001e+01,-1.6214e+01
-2.3310e-01,-5.0528e-01,4.4936e+00,5.7061e-01,2.5974e+01,-1.6726e+01
-2.5773e-01,-4.9783e-01,4.4979e+00,1.5546e-01,2.5992e+01,-1.7653e+01
-2.2027e-01,-5.0950e-01,4.4939e+00,1.8423e-01,2.5971e+01,-1.7295e+01
-2.6783e-01,-4.9527e-01,4.5060e+00,7.0071e-01,2.6014e+01,-1.8113e+01
-2.2294e-01,-5.0832e-01,4.4946e+00,1.0042e+00,2.5974e+01,-1.7386e+01
-2.2206e-01,-5.0843e-01,4.4909e+00,6.4153e-01,2.5963e+01,-1.7039e+01
-2.1719e-01,-5.1006e-01,4.4902e+00,9.8232e-01,2.5960e+01,-1.7203e+01
-2.3857e-01,-5.0335e-01,4.4933e+00,9.8216e-01,2.5976e+01,-1.7994e+01
-2.5077e-01,-4.9934e-01,4.4983e+00,4.7534e-01,2.5991e+01,-1.4679e+01
-2.3723e-01,-5.0429e-01,4.4997e+00,4.2425e-01,2.5992e+01,-1.7383e+01
-2.2172e-01,-5.0811e-01,4.4890e+00,1.0483e+00,2.5959e+01,-1.6976e+01
-2.0004e-01,-5.1603e-01,4.4838e+00,8.5513e-01,2.5939e+01,-1.7986e+01
-2.4113e-01,-5.0324e-01,4.4960e+00,9.2536e-01,2.5985e+01,-1.7063e+01
-2.3794e-01,-5.0321e-01,4.4972e+00,3.4502e-01,2.5983e+01,-1.7878e+01
-2.5356e-01,-4.9910e-01,4.4994e+00,2.4254e-01,2.5996e+01,-1.6553e+01
-2.3826e-01,-5.0359e-01,4.5002e+00,3.0117e-01,2.5992e+01,-1.4402e+01
-2.2278e-01,-5.0880e-01,4.4976e+00,2.7787e-01,2.5981e+01,-1.7599e+01
-2.1420e-01,-5.1110e-01,4.4864e+00,4.6843e-01,2.5949e+01,-1.5284e+01
-2.4019e-01,-5.0338e-01,4.4976e+00,8.5647e-01,2.5988e+01,-1.7794e+01
-2.2134e-01,-5.0766e-01,4.4896e+00,1.2924e+00,2.5964e+01,-1.7449e+01
-2.0141e-01,-5.1394e-01,4.4848e+00,1.1803e+00,2.5942e+01,-1.7962e+01
-2.4256e-01,-5.0182e-01,4.4963e+00,4.6456e-01,2.5983e+01,-1.7897e+01
-2.1035e-01,-5.1263e-01,4.4894e+00,5.6148e-01,2.5955e+01,-1.7870e+01
-2.3885e-01,-5.0350e-01,4.4933e+00,6.4973e-01,2.5975e+01,-1.6764e+01
-2.4553e-01,-5.0088e-01,4.4973e+00,1.1630e+00,2.5991e+01,-1.6517e+01
-2.2193e-01,-5.0594e-01,4.4873e+00,1.4419e+00,2.5959e+01,-1.7463e+01
-2.1879e-01,-5.0981e-01,4.4938e+00,9.2754e-01,2.5970e+01,-1.7713e+01
-2.3074e-01,-5.0560e-01,4.4942e+00,6.4154e-01,2.5974e+01,-1.7717e+01
-2.3963e-01,-5.0306e-01,4.4975e+00,5.1508e-01,2.5986e+01,-1.7382e+01
-2.4482e-01,-5.0148e-01,4.4976e+00,5.9093e-01,2.5988e+01,-1.7979e+01
-2.0460e-01,-5.1383e-01,4.4886e+00,9.8503e-01,2.5951e+01,-1.5454e+01
-2.3063e-01,-5.0560e-01,4.4902e+00,9.6391e-01,2.5965e+01,-1.7527e+01
-2.2952e-01,-5.0617e-01,4.4893e+00,6.5115e-01,2.5961e+01,-1.6677e+01
-2.3478e-01,-5.0477e-01,4.4986e+00,3.8327e-01,2.5987e+01,-1.7060e+01
-2.1970e-01,-5.0987e-01,4.4921e+00,5.8334e-01,2.5966e+01,-1.5537e+01
-2.2452e-01,-5.0807e-01,4.4896e+00,9.3752e-01,2.5962e+01,-1.6600e+01
-2.3783e-01,-5.0296e-01,4.4966e+00,1.1234e+00,2.5985e+01,-1.6843e+01
-2.2106e-01,-5.0860e-01,4.4919e+00,9.8101e-01,2.5966e+01,-1.6224e+01
-2.2102e-01,-5.0856e-01,4.4883e+00,8.7027e-01,2.5956e+01,-1.6492e+01
-2.2499e-01,-5.0731e-01,4.4880e+00,8.7709e-01,2.5957e+01,-1.7937e+01
-2.3972e-01,-5.0266e-01,4.4948e+00,1.1666e+00,2.5982e+01,-1.7134e+01
-2.2776e-01,-5.0623e-01,4.4907e+00,6.3548e-01,2.5963e+01,-1.6198e+01
-2.2497e-01,-5.0768e-01,4.4881e+00,9.9872e-01,2.5959e+01,-1.6264e+01
-2.2893e-01,-5.0668e-01,4.4971e+00,1.6038e-01,2.5982e+01,-1.6996e+01
-2.6569e-01,-4.9541e-01,4.5019e+00,7.3631e-01,2.6002e+01,-1.5747e+01
-2.1764e-01,-5.1042e-01,4.4909e+00,1.4369e-01,2.5962e+01,-1.7097e+01
-2.2059e-01,-5.0925e-01,4.4960e+00,2.7219e-01,2.5976e+01,-1.7813e+01
-2.6473e-01,-4.9489e-01,4.5009e+00,1.3843e+00,2.6007e+01,-1.6924e+01
-2.4071e-01,-5.0253e-01,4.4915e+00,1.1419e+00,2.5974e+01,-1.7795e+01
-2.2339e-01,-5.0820e-01,4.4980e+00,4.6857e-01,2.5981e+01,-1.6497e+01
-2.2591e-01,-5.0777e-01,4.4900e+00,6.4382e-01,2.5963e+01,-1.6406e+01
-2.1657e-01,-5.0989e-01,4.4873e+00,1.0832e+00,2.5954e+01,-1.7715e+01
-2.5372e-01,-4.9866e-01,4.4979e+00,4.9382e-01,2.5990e+01,-1.7263e+01
-2.4000e-01,-5.0242e-01,4.4959e+00,7.4857e-01,2.5980e+01,-1.7140e+01
-2.2148e-01,-5.0878e-01,4.4891e+00,3.2841e-01,2.5958e+01,-1.7766e+01
-2.1076e-01,-5.1184e-01,4.4843e+00,9.3680e-01,2.5942e+01,-1.7918e+01
-2.0551e-01,-5.1334e-01,4.4843e+00,1.0166e+00,2.5940e+01,-1.7921e+01
-2.5317e-01,-4.9845e-01,4.4975e+00,6.4388e-01,2.5988e+01,-1.6987e+01
-2.1594e-01,-5.0894e-01,4.4822e+00,1.3264e+00,2.5943e+01,-1.7932e+01
-2.1430e-01,-5.1073e-01,4.4839e+00,8.7657e-01,2.5942e+01,-1.8007e+01
-2.6535e-01,-4.9582e-01,4.5022e+00,3.4778e-01,2.6004e+01,-1.7620e+01
-2.1484e-01,-5.1072e-01,4.4899e+00,5.9477e-01,2.5957e+01,-1.7799e+01
-2.2349e-01,-5.0795e-01,4.4955e+00,1.1123e+00,2.5977e+01,-1.8043e+01
-2.2904e-01,-5.0633e-01,4.4975e+00,3.5210e-01,2.5982e+01,-1.7652e+01
-2.1854e-01,-5.0731e-01,4.4917e+00,1.4954e+00,2.5972e+01,-1.8004e+01
