nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,logzh,logdust,logNpix,tau
2.0000e+03,3.5800e+02,9.6810e+03,3.6892e+00,-9.5273e+03,-9.5390e+03,-7.1091e+00,-9.5390e+03,3.7363e-01,1.1714e+01,8.3323e+03,-8.7256e-01,-8.2283e-01,3.0508e+00,1.6627e+00
2.0000e+03,3.5900e+02,9.7170e+03,3.6859e+00,-9.4826e+03,-9.4944e+03,-7.1289e+00,-9.4944e+03,3.7416e-01,1.1734e+01,8.1350e+03,-4.7509e-01,-1.1337e+00,3.0579e+00,4.6894e-01
2.0000e+03,3.6000e+02,9.8210e+03,3.6572e+00,-9.4403e+03,-9.4521e+03,-7.1487e+00,-9.4521e+03,3.7468e-01,1.1754e+01,8.0903e+03,-3.6132e-01,-1.5390e+00,3.0187e+00,1.4793e+00
2.0000e+03,3.6100e+02,9.8320e+03,3.6632e+00,-9.4383e+03,-9.4500e+03,-7.1686e+00,-9.4498e+03,3.5705e-01,1.1102e+01,8.0480e+03,-7.6592e-01,-8.8812e-01,2.9689e+00,2.6482e+00
2.0000e+03,3.6200e+02,9.8890e+03,3.6523e+00,-9.3142e+03,-9.3260e+03,-7.1884e+00,-9.3260e+03,3.7573e-01,1.1794e+01,8.0458e+03,-6.0322e-01,-8.5073e-01,2.9606e+00,3.8633e+00
2.0000e+03,3.6300e+02,1.0051e+04,3.6036e+00,-9.2202e+03,-9.2320e+03,-7.2082e+00,-9.2320e+03,3.7625e-01,1.1813e+01,7.9219e+03,-4.4294e-01,-1.2279e+00,3.0185e+00,8.3842e-01
2.0000e+03,3.6400e+02,1.0254e+04,3.5423e+00,-9.0971e+03,-9.1089e+03,-7.2280e+00,-9.1089e+03,3.7677e-01,1.1833e+01,7.8279e+03,-3.9433e-01,-1.3887e+00,3.0428e+00,1.0077e+00
2.0000e+03,3.6500e+02,1.0297e+04,3.5373e+00,-8.9824e+03,-8.9942e+03,-7.2478e+00,-8.9942e+03,3.7729e-01,1.1853e+01,7.7048e+03,-5.9892e-01,-1.0847e+00,3.0390e+00,5.8716e-01
2.0000e+03,3.6600e+02,1.0315e+04,3.5408e+00,-8.9613e+03,-8.9732e+03,-7.2676e+00,-8.9732e+03,3.7781e-01,1.1873e+01,7.5901e+03,-2.6094e-01,-1.8079e+00,3.0175e+00,1.7929e+00
2.0000e+03,3.6700e+02,1.0347e+04,3.5395e+00,-8.9197e+03,-8.9316e+03,-7.2874e+00,-8.9316e+03,3.7833e-01,1.1893e+01,7.5690e+03,-2.3520e-01,-1.2873e+00,3.0166e+00,3.1316e+00
2.0000e+03,3.6800e+02,1.0799e+04,3.4012e+00,-8.9043e+03,-8.9162e+03,-7.3072e+00,-8.9162e+03,3.7885e-01,1.1912e+01,7.5274e+03,-3.8911e-01,-1.3896e+00,3.0068e+00,6.3307e-01
2.0000e+03,3.6900e+02,1.1057e+04,3.3312e+00,-8.7657e+03,-8.7776e+03,-7.3270e+00,-8.7776e+03,3.7936e-01,1.1932e+01,7.5120e+03,-2.9511e-01,-9.6851e-01,2.9995e+00,4.0129e+00
2.0000e+03,3.7000e+02,1.1110e+04,3.3244e+00,-8.5877e+03,-8.5997e+03,-7.3468e+00,-8.5997e+03,3.7988e-01,1.1952e+01,7.3734e+03,-7.2793e-01,-7.1049e-01,2.9728e+00,4.9595e+00
2.0000e+03,3.7100e+02,1.1126e+04,3.3286e+00,-8.5487e+03,-8.5607e+03,-7.3666e+00,-8.5607e+03,3.8039e-01,1.1972e+01,7.1954e+03,-6.3567e-01,-9.2453e-01,3.0386e+00,2.1908e+00
2.0000e+03,3.7200e+02,1.1162e+04,3.3268e+00,-8.4968e+03,-8.5088e+03,-7.3864e+00,-8.5088e+03,3.8091e-01,1.1992e+01,7.1564e+03,-8.7883e-01,-8.8634e-01,3.0336e+00,9.0242e-01
2.0000e+03,3.7300e+02,1.1204e+04,3.3233e+00,-8.4480e+03,-8.4600e+03,-7.4062e+00,-8.4600e+03,3.8142e-01,1.2011e+01,7.1045e+03,-4.3843e-01,-1.3876e+00,2.9989e+00,9.9105e-01
2.0000e+03,3.7400e+02,1.1207e+04,3.3313e+00,-8.3965e+03,-8.4085e+03,-7.4260e+00,-8.4085e+03,3.8194e-01,1.2031e+01,7.0999e+03,-1.2045e+00,-6.4793e-01,3.0032e+00,3.3474e+00
2.0000e+03,3.7500e+02,1.1227e+04,3.3342e+00,-8.2405e+03,-8.2526e+03,-7.4458e+00,-8.2526e+03,3.8245e-01,1.2051e+01,7.0483e+03,-1.2764e+00,-6.6956e-01,3.0231e+00,2.7532e+00
2.0000e+03,3.7600e+02,1.1487e+04,3.2677e+00,-8.2031e+03,-8.2152e+03,-7.4656e+00,-8.2152e+03,3.8296e-01,1.2071e+01,6.8924e+03,-4.0739e-01,-1.4732e+00,3.0133e+00,1.0220e+00
2.0000e+03,3.7700e+02,1.1572e+04,3.2525e+00,-8.1689e+03,-8.1810e+03,-7.4854e+00,-8.1810e+03,3.8348e-01,1.2091e+01,6.8549e+03,-7.9075e-01,-7.3876e-01,3.0211e+00,3.4197e+00
2.0000e+03,3.7800e+02,1.1715e+04,3.2214e+00,-8.1607e+03,-8.1728e+03,-7.5052e+00,-8.1728e+03,3.8385e-01,1.2105e+01,6.8207e+03,-5.7074e-01,-1.1086e+00,2.9972e+00,1.4450e+00
2.0000e+03,3.7900e+02,1.1716e+04,3.2296e+00,-8.1467e+03,-8.1589e+03,-7.5250e+00,-8.1589e+03,3.8450e-01,1.2130e+01,6.8125e+03,-3.1475e-01,-1.7734e+00,3.0098e+00,3.4371e-01
2.0000e+03,3.8000e+02,1.1827e+04,3.2079e+00,-8.0324e+03,-8.0445e+03,-7.5448e+00,-8.0445e+03,3.8501e-01,1.2150e+01,6.7986e+03,-8.1699e-01,-7.0454e-01,2.9583e+00,4.6365e+00
2.0000e+03,3.8100e+02,1.1848e+04,3.2106e+00,-7.9473e+03,-7.9594e+03,-7.5646e+00,-7.9594e+03,3.8551e-01,1.2170e+01,6.6842e+03,-5.8200e-01,-8.7913e-01,3.0337e+00,3.0439e+00
2.0000e+03,3.8200e+02,1.1876e+04,3.2115e+00,-7.8184e+03,-7.8305e+03,-7.5844e+00,-7.8305e+03,3.8602e-01,1.2190e+01,6.5991e+03,-2.0098e-02,-1.8899e+00,3.0533e+00,2.8555e+00
2.0000e+03,3.8300e+02,1.1933e+04,3.2045e+00,-7.8134e+03,-7.8256e+03,-7.6042e+00,-7.8256e+03,3.8442e-01,1.2127e+01,6.4702e+03,-2.0323e-01,-1.8171e+00,3.0660e+00,9.4677e-01
2.0000e+03,3.8400e+02,1.2043e+04,3.1837e+00,-7.8119e+03,-7.8239e+03,-7.6240e+00,-7.8237e+03,3.6436e-01,1.1369e+01,6.4652e+03,-2.3118e-01,-1.1952e+00,3.0338e+00,2.8710e+00
2.0000e+03,3.8500e+02,1.2084e+04,3.1811e+00,-7.7634e+03,-7.7757e+03,-7.6438e+00,-7.7757e+03,3.8754e-01,1.2249e+01,6.4634e+03,-8.6290e-01,-9.0829e-01,3.0147e+00,1.3315e+00
2.0000e+03,3.8600e+02,1.2529e+04,3.0766e+00,-7.5357e+03,-7.5479e+03,-7.6636e+00,-7.5479e+03,3.8805e-01,1.2269e+01,6.4153e+03,-4.4672e-01,-1.1414e+00,3.0436e+00,2.0449e+00
2.0000e+03,3.8700e+02,1.2573e+04,3.0738e+00,-7.5283e+03,-7.5406e+03,-7.6834e+00,-7.5406e+03,3.8827e-01,1.2278e+01,6.1875e+03,-9.2793e-01,-6.2043e-01,2.9753e+00,5.1679e+00
2.0000e+03,3.8800e+02,1.2595e+04,3.0763e+00,-7.4810e+03,-7.4933e+03,-7.7032e+00,-7.4933e+03,3.8906e-01,1.2308e+01,6.1802e+03,-2.3106e-01,-1.7691e+00,3.0253e+00,1.3420e+00
2.0000e+03,3.8900e+02,1.2843e+04,3.0249e+00,-7.4635e+03,-7.4758e+03,-7.7230e+00,-7.4758e+03,3.8956e-01,1.2328e+01,6.1328e+03,-3.9051e-01,-1.4889e+00,3.0241e+00,2.5710e-01
2.0000e+03,3.9000e+02,1.3487e+04,2.8884e+00,-7.2846e+03,-7.2969e+03,-7.7428e+00,-7.2969e+03,3.9007e-01,1.2348e+01,6.1154e+03,-9.5033e-01,-8.2071e-01,3.0498e+00,8.3641e-01
2.0000e+03,3.9100e+02,1.3497e+04,2.8936e+00,-7.2598e+03,-7.2722e+03,-7.7626e+00,-7.2722e+03,3.9057e-01,1.2368e+01,5.9364e+03,-5.0380e-01,-1.0632e+00,3.0423e+00,1.8826e+00
2.0000e+03,3.9200e+02,1.3646e+04,2.8695e+00,-7.1840e+03,-7.1964e+03,-7.7824e+00,-7.1964e+03,3.9107e-01,1.2388e+01,5.9117e+03,-2.8875e-01,-1.2897e+00,3.0233e+00,2.7748e+00
2.0000e+03,3.9300e+02,1.3846e+04,2.8353e+00,-6.9351e+03,-6.9475e+03,-7.8022e+00,-6.9475e+03,3.9157e-01,1.2407e+01,5.8359e+03,-1.0006e+00,-7.8709e-01,3.0478e+00,8.8947e-01
2.0000e+03,3.9400e+02,1.4154e+04,2.7809e+00,-6.8903e+03,-6.9027e+03,-7.8220e+00,-6.9027e+03,3.9207e-01,1.2427e+01,5.5870e+03,-7.6925e-01,-9.1829e-01,3.0239e+00,1.7436e+00
2.0000e+03,3.9500e+02,1.4452e+04,2.7307e+00,-6.8003e+03,-6.8127e+03,-7.8418e+00,-6.8127e+03,3.9257e-01,1.2447e+01,5.5422e+03,-3.7672e-01,-9.5060e-01,3.0038e+00,3.6474e+00
2.0000e+03,3.9600e+02,1.4650e+04,2.7007e+00,-6.7993e+03,-6.8114e+03,-7.8616e+00,-6.8112e+03,3.6738e-01,1.1480e+01,5.4521e+03,-3.5131e-01,-1.6094e+00,3.0141e+00,6.1613e-01
2.0000e+03,3.9700e+02,1.4849e+04,2.6713e+00,-6.7793e+03,-6.7918e+03,-7.8814e+00,-6.7918e+03,3.9357e-01,1.2487e+01,5.4506e+03,-9.9170e-01,-6.8300e-01,3.0283e+00,3.2867e+00
2.0000e+03,3.9800e+02,1.5004e+04,2.6505e+00,-6.7711e+03,-6.7836e+03,-7.9012e+00,-6.7836e+03,3.9394e-01,1.2501e+01,5.4311e+03,-6.9915e-01,-7.6106e-01,2.9922e+00,3.7860e+00
2.0000e+03,3.9900e+02,1.5053e+04,2.6485e+00,-6.7637e+03,-6.7762e+03,-7.9211e+00,-6.7762e+03,3.9432e-01,1.2516e+01,5.4230e+03,-4.1395e-01,-1.2036e+00,3.0170e+00,1.8346e+00
2.0000e+03,4.0000e+02,1.5062e+04,2.6535e+00,-6.7489e+03,-6.7615e+03,-7.9409e+00,-6.7615e+03,3.9506e-01,1.2546e+01,5.4155e+03,-1.4229e+00,-5.9573e-01,3.0119e+00,3.7503e+00
2.0000e+03,4.0100e+02,1.5073e+04,2.6582e+00,-6.7376e+03,-6.7502e+03,-7.9607e+00,-6.7502e+03,3.9555e-01,1.2566e+01,5.4008e+03,-3.5282e-01,-1.2460e+00,3.0469e+00,1.8073e+00
2.0000e+03,4.0200e+02,1.5170e+04,2.6478e+00,-6.7258e+03,-6.7384e+03,-7.9805e+00,-6.7384e+03,3.9605e-01,1.2585e+01,5.3895e+03,-1.2898e+00,-6.7301e-01,3.0094e+00,2.8223e+00
2.0000e+03,4.0300e+02,1.5302e+04,2.6316e+00,-6.5938e+03,-6.6064e+03,-8.0003e+00,-6.6064e+03,3.9655e-01,1.2605e+01,5.3776e+03,-7.6589e-01,-8.9679e-01,3.0313e+00,1.3779e+00
2.0000e+03,4.0400e+02,1.5542e+04,2.5975e+00,-6.5847e+03,-6.5973e+03,-8.0201e+00,-6.5973e+03,3.9698e-01,1.2623e+01,5.2456e+03,-2.6007e-01,-1.4168e+00,3.0020e+00,2.6837e+00
2.0000e+03,4.0500e+02,1.5556e+04,2.6016e+00,-6.5275e+03,-6.5401e+03,-8.0399e+00,-6.5401e+03,3.9753e-01,1.2645e+01,5.2365e+03,-1.0651e+00,-7.9191e-01,3.0281e+00,1.4921e+00
2.0000e+03,4.0600e+02,1.5875e+04,2.5557e+00,-6.4841e+03,-6.4967e+03,-8.0597e+00,-6.4967e+03,3.9803e-01,1.2665e+01,5.1793e+03,-1.2548e+00,-6.6019e-01,3.0031e+00,3.2162e+00
2.0000e+03,4.0700e+02,1.5930e+04,2.5532e+00,-6.4177e+03,-6.4304e+03,-8.0795e+00,-6.4304e+03,3.9852e-01,1.2685e+01,5.1359e+03,-7.3209e-01,-7.1277e-01,2.9959e+00,4.2439e+00
2.0000e+03,4.0800e+02,1.6247e+04,2.5097e+00,-6.3984e+03,-6.4111e+03,-8.0993e+00,-6.4111e+03,3.9901e-01,1.2704e+01,5.0695e+03,-2.4620e-01,-1.6487e+00,3.0580e+00,4.7778e-01
2.0000e+03,4.0900e+02,1.6327e+04,2.5035e+00,-6.2872e+03,-6.2999e+03,-8.1191e+00,-6.2999e+03,3.9950e-01,1.2724e+01,5.0503e+03,-8.9757e-01,-8.5288e-01,3.0281e+00,1.7309e+00
2.0000e+03,4.1000e+02,1.6376e+04,2.5021e+00,-6.2075e+03,-6.2202e+03,-8.1389e+00,-6.2202e+03,3.9999e-01,1.2744e+01,4.9390e+03,-1.6973e-01,-1.4336e+00,3.0127e+00,2.8614e+00
2.0000e+03,4.1100e+02,1.6484e+04,2.4918e+00,-6.2059e+03,-6.2185e+03,-8.1587e+00,-6.2183e+03,3.8028e-01,1.1967e+01,4.8594e+03,-7.5987e-01,-9.5054e-01,3.0248e+00,1.0154e+00
2.0000e+03,4.1200e+02,1.6507e+04,2.4944e+00,-6.1445e+03,-6.1573e+03,-8.1785e+00,-6.1573e+03,4.0097e-01,1.2784e+01,4.8574e+03,-3.9045e-01,-1.1926e+00,3.0350e+00,2.3357e+00
2.0000e+03,4.1300e+02,1.6612e+04,2.4847e+00,-5.9577e+03,-5.9705e+03,-8.1983e+00,-5.9705e+03,4.0146e-01,1.2803e+01,4.7964e+03,-4.0352e-01,-9.3896e-01,3.0249e+00,3.5654e+00
2.0000e+03,4.1400e+02,1.6639e+04,2.4867e+00,-5.9083e+03,-5.9211e+03,-8.2181e+00,-5.9211e+03,4.0195e-01,1.2823e+01,4.6096e+03,-3.1764e-01,-1.6670e+00,3.0258e+00,6.1725e-01
2.0000e+03,4.1500e+02,1.6815e+04,2.4666e+00,-5.8946e+03,-5.9075e+03,-8.2379e+00,-5.9075e+03,4.0244e-01,1.2843e+01,4.5601e+03,-2.7183e-01,-1.5158e+00,3.0365e+00,1.3058e+00
2.0000e+03,4.1600e+02,1.7081e+04,2.4342e+00,-5.8856e+03,-5.8985e+03,-8.2577e+00,-5.8985e+03,4.0286e-01,1.2860e+01,4.5465e+03,-2.3437e-01,-1.5723e+00,3.0487e+00,1.5039e+00
2.0000e+03,4.1700e+02,1.7093e+04,2.4383e+00,-5.7154e+03,-5.7283e+03,-8.2775e+00,-5.7283e+03,4.0341e-01,1.2883e+01,4.5375e+03,-4.3816e-01,-1.2887e+00,3.0119e+00,4.0119e-01
2.0000e+03,4.1800e+02,1.7098e+04,2.4434e+00,-5.6809e+03,-5.6938e+03,-8.2973e+00,-5.6938e+03,4.0389e-01,1.2902e+01,4.5059e+03,-2.8612e-01,-1.4007e+00,3.0466e+00,1.6484e+00
2.0000e+03,4.1900e+02,1.7213e+04,2.4329e+00,-5.5852e+03,-5.5981e+03,-8.3171e+00,-5.5981e+03,4.0438e-01,1.2922e+01,4.4714e+03,-7.4860e-02,-1.9973e+00,3.0342e+00,2.7822e+00
2.0000e+03,4.2000e+02,1.7256e+04,2.4327e+00,-5.5223e+03,-5.5353e+03,-8.3369e+00,-5.5353e+03,4.0486e-01,1.2942e+01,4.3757e+03,-7.3664e-01,-8.9871e-01,2.9994e+00,2.6269e+00
2.0000e+03,4.2100e+02,1.7275e+04,2.4358e+00,-5.3429e+03,-5.3559e+03,-8.3567e+00,-5.3559e+03,4.0535e-01,1.2962e+01,4.3128e+03,-9.5377e-01,-8.2499e-01,3.0307e+00,1.0076e+00
2.0000e+03,4.2200e+02,1.7305e+04,2.4373e+00,-5.3253e+03,-5.3383e+03,-8.3765e+00,-5.3383e+03,4.0583e-01,1.2982e+01,4.1334e+03,-3.3639e-01,-1.5073e+00,3.0407e+00,1.9349e-01
2.0000e+03,4.2300e+02,1.7315e+04,2.4417e+00,-5.2930e+03,-5.3060e+03,-8.3963e+00,-5.3060e+03,4.0631e-01,1.3001e+01,4.1158e+03,-3.7010e-01,-1.2515e+00,3.0029e+00,2.2376e+00
2.0000e+03,4.2400e+02,1.7341e+04,2.4438e+00,-5.2294e+03,-5.2424e+03,-8.4161e+00,-5.2424e+03,4.0680e-01,1.3021e+01,4.0835e+03,-7.1604e-01,-9.4310e-01,3.0256e+00,1.1849e+00
2.0000e+03,4.2500e+02,1.7355e+04,2.4476e+00,-5.2256e+03,-5.2387e+03,-8.4359e+00,-5.2386e+03,4.0189e-01,1.2821e+01,4.0199e+03,-2.1165e-01,-1.7999e+00,3.0503e+00,1.3281e+00
2.0000e+03,4.2600e+02,1.7363e+04,2.4522e+00,-5.2229e+03,-5.2359e+03,-8.4557e+00,-5.2358e+03,3.9657e-01,1.2606e+01,4.0161e+03,-8.9836e-01,-8.1309e-01,3.0291e+00,2.1889e+00
2.0000e+03,4.2700e+02,1.7364e+04,2.4578e+00,-5.2053e+03,-5.2184e+03,-8.4755e+00,-5.2184e+03,4.0824e-01,1.3081e+01,4.0133e+03,-4.4336e-01,-1.1773e+00,3.0368e+00,1.5111e+00
2.0000e+03,4.2800e+02,1.7398e+04,2.4587e+00,-5.2003e+03,-5.2134e+03,-8.4953e+00,-5.2134e+03,4.0680e-01,1.3021e+01,3.9958e+03,-7.5426e-01,-8.8324e-01,3.0141e+00,2.3908e+00
2.0000e+03,4.2900e+02,1.7412e+04,2.4625e+00,-5.1540e+03,-5.1671e+03,-8.5151e+00,-5.1671e+03,4.0920e-01,1.3120e+01,3.9908e+03,-3.4488e-01,-1.3583e+00,3.0421e+00,1.0572e-01
2.0000e+03,4.3000e+02,1.7601e+04,2.4418e+00,-5.1015e+03,-5.1147e+03,-8.5349e+00,-5.1147e+03,4.0968e-01,1.3140e+01,3.9445e+03,-5.8048e-01,-8.7842e-01,2.9836e+00,3.7729e+00
2.0000e+03,4.3100e+02,1.7951e+04,2.3999e+00,-5.1010e+03,-5.1137e+03,-8.5547e+00,-5.1134e+03,3.8334e-01,1.2085e+01,3.8920e+03,-3.2198e-01,-1.2184e+00,3.0386e+00,2.5116e+00
2.0000e+03,4.3200e+02,1.8126e+04,2.3823e+00,-5.0942e+03,-5.1073e+03,-8.5745e+00,-5.1073e+03,4.0998e-01,1.3152e+01,3.8907e+03,-5.3666e-01,-8.7236e-01,3.0060e+00,3.7493e+00
2.0000e+03,4.3300e+02,1.8267e+04,2.3694e+00,-5.0611e+03,-5.0743e+03,-8.5943e+00,-5.0743e+03,4.1111e-01,1.3200e+01,3.8846e+03,-4.5696e-01,-1.2097e+00,3.0428e+00,1.2480e+00
2.0000e+03,4.3400e+02,1.8271e+04,2.3743e+00,-5.0384e+03,-5.0516e+03,-8.6141e+00,-5.0516e+03,4.1159e-01,1.3219e+01,3.8516e+03,-2.3157e-01,-1.6987e+00,3.0317e+00,1.5345e+00
2.0000e+03,4.3500e+02,1.8479e+04,2.3531e+00,-5.0168e+03,-5.0301e+03,-8.6339e+00,-5.0301e+03,4.1206e-01,1.3239e+01,3.8288e+03,-4.3754e-01,-1.2108e+00,3.0384e+00,1.0573e+00
2.0000e+03,4.3600e+02,1.8578e+04,2.3459e+00,-5.0149e+03,-5.0280e+03,-8.6537e+00,-5.0279e+03,3.9559e-01,1.2567e+01,3.8073e+03,-3.9430e-01,-1.0925e+00,2.9837e+00,3.1201e+00
2.0000e+03,4.3700e+02,1.8591e+04,2.3497e+00,-4.7634e+03,-4.7767e+03,-8.6736e+00,-4.7767e+03,4.1302e-01,1.3279e+01,3.8051e+03,-2.3067e-01,-1.8981e+00,3.0447e+00,1.4953e-01
2.0000e+03,4.3800e+02,1.8734e+04,2.3371e+00,-4.7590e+03,-4.7723e+03,-8.6934e+00,-4.7723e+03,4.1021e-01,1.3162e+01,3.5539e+03,-8.2723e-01,-8.2532e-01,2.9821e+00,2.9278e+00
2.0000e+03,4.3900e+02,1.8906e+04,2.3212e+00,-4.7200e+03,-4.7333e+03,-8.7132e+00,-4.7333e+03,4.1396e-01,1.3318e+01,3.6031e+03,-6.8851e-01,-7.3299e-01,2.9840e+00,4.5368e+00
2.0000e+03,4.4000e+02,1.8935e+04,2.3229e+00,-4.7060e+03,-4.7194e+03,-8.7330e+00,-4.7194e+03,4.1444e-01,1.3338e+01,3.5641e+03,-6.0494e-01,-9.9790e-01,2.9806e+00,2.6483e+00
2.0000e+03,4.4100e+02,1.9031e+04,2.3164e+00,-4.6266e+03,-4.6399e+03,-8.7528e+00,-4.6399e+03,4.1491e-01,1.3358e+01,3.5502e+03,-5.5343e-01,-1.0986e+00,3.0186e+00,1.1657e+00
2.0000e+03,4.4200e+02,1.9232e+04,2.2975e+00,-4.6166e+03,-4.6299e+03,-8.7726e+00,-4.6299e+03,4.1536e-01,1.3377e+01,3.4707e+03,-2.5465e-01,-1.7569e+00,3.0282e+00,1.3700e-01
2.0000e+03,4.4300e+02,1.9263e+04,2.2990e+00,-4.5819e+03,-4.5953e+03,-8.7924e+00,-4.5953e+03,4.1585e-01,1.3398e+01,3.4607e+03,-5.4277e-01,-1.1256e+00,3.0166e+00,9.3742e-01
2.0000e+03,4.4400e+02,1.9320e+04,2.2974e+00,-4.5757e+03,-4.5891e+03,-8.8122e+00,-4.5891e+03,4.1564e-01,1.3389e+01,3.4260e+03,-2.4180e-01,-1.4754e+00,3.0070e+00,2.4987e+00
2.0000e+03,4.4500e+02,1.9678e+04,2.2607e+00,-4.5646e+03,-4.5781e+03,-8.8320e+00,-4.5781e+03,4.1679e-01,1.3437e+01,3.4198e+03,-6.3297e-01,-1.0966e+00,3.0020e+00,6.7539e-01
2.0000e+03,4.4600e+02,1.9824e+04,2.2492e+00,-4.5439e+03,-4.5574e+03,-8.8518e+00,-4.5574e+03,4.1727e-01,1.3457e+01,3.4087e+03,-5.4386e-01,-1.1027e+00,3.0386e+00,9.5035e-01
2.0000e+03,4.4700e+02,1.9920e+04,2.2434e+00,-4.4630e+03,-4.4765e+03,-8.8716e+00,-4.4765e+03,4.1774e-01,1.3477e+01,3.3880e+03,-3.3706e-01,-1.4418e+00,3.0182e+00,1.9161e+00
2.0000e+03,4.4800e+02,1.9932e+04,2.2470e+00,-4.4052e+03,-4.4187e+03,-8.8914e+00,-4.4187e+03,4.1821e-01,1.3497e+01,3.3071e+03,-5.3654e-01,-9.7207e-01,3.0039e+00,2.7162e+00
2.0000e+03,4.4900e+02,1.9967e+04,2.2481e+00,-4.3882e+03,-4.4018e+03,-8.9112e+00,-4.4018e+03,4.1867e-01,1.3516e+01,3.2493e+03,-2.5520e-01,-1.1739e+00,3.0137e+00,3.2797e+00
2.0000e+03,4.5000e+02,2.0021e+04,2.2470e+00,-4.3587e+03,-4.3722e+03,-8.9310e+00,-4.3722e+03,4.1914e-01,1.3536e+01,3.2324e+03,-6.5342e-01,-9.8200e-01,3.0279e+00,1.6854e+00
2.0000e+03,4.5100e+02,2.0097e+04,2.2435e+00,-4.2851e+03,-4.2987e+03,-8.9508e+00,-4.2987e+03,4.1961e-01,1.3556e+01,3.2028e+03,-2.3070e-01,-1.8242e+00,3.0438e+00,2.9715e-01
2.0000e+03,4.5200e+02,2.0140e+04,2.2437e+00,-4.2718e+03,-4.2853e+03,-8.9706e+00,-4.2853e+03,4.2008e-01,1.3576e+01,3.1292e+03,-8.5842e-01,-8.4244e-01,3.0224e+00,2.1047e+00
2.0000e+03,4.5300e+02,2.0194e+04,2.2426e+00,-4.1512e+03,-4.1648e+03,-8.9904e+00,-4.1648e+03,4.2054e-01,1.3596e+01,3.1159e+03,-2.0992e-01,-1.7163e+00,3.0289e+00,2.1067e+00
2.0000e+03,4.5400e+02,2.0215e+04,2.2453e+00,-4.1396e+03,-4.1532e+03,-9.0102e+00,-4.1532e+03,4.2100e-01,1.3615e+01,2.9953e+03,-2.4213e-01,-1.2583e+00,3.0067e+00,3.1171e+00
2.0000e+03,4.5500e+02,2.0260e+04,2.2452e+00,-4.1145e+03,-4.1281e+03,-9.0300e+00,-4.1281e+03,4.2147e-01,1.3635e+01,2.9837e+03,-3.8039e-01,-1.1325e+00,2.9873e+00,3.0466e+00
2.0000e+03,4.5600e+02,2.1003e+04,2.1707e+00,-4.1118e+03,-4.1253e+03,-9.0498e+00,-4.1253e+03,4.1118e-01,1.3202e+01,2.9586e+03,-3.7582e-01,-1.4615e+00,3.0149e+00,8.5954e-01
2.0000e+03,4.5700e+02,2.1662e+04,2.1094e+00,-4.0422e+03,-4.0559e+03,-9.0696e+00,-4.0559e+03,4.2240e-01,1.3675e+01,2.9557e+03,-6.3971e-01,-1.0184e+00,3.0125e+00,1.3884e+00
2.0000e+03,4.5800e+02,2.1818e+04,2.0990e+00,-3.9637e+03,-3.9774e+03,-9.0894e+00,-3.9774e+03,4.2287e-01,1.3695e+01,2.8864e+03,-4.8240e-01,-1.0974e+00,3.0295e+00,2.2307e+00
2.0000e+03,4.5900e+02,2.2100e+04,2.0767e+00,-3.9589e+03,-3.9726e+03,-9.1092e+00,-3.9726e+03,4.2101e-01,1.3616e+01,2.8078e+03,-7.9829e-01,-9.2722e-01,3.0072e+00,1.3002e+00
2.0000e+03,4.6000e+02,2.3035e+04,1.9970e+00,-3.9197e+03,-3.9335e+03,-9.1290e+00,-3.9335e+03,4.2379e-01,1.3734e+01,2.8030e+03,-7.5965e-01,-8.1032e-01,2.9884e+00,3.0710e+00
2.0000e+03,4.6100e+02,2.3111e+04,1.9947e+00,-3.9042e+03,-3.9180e+03,-9.1488e+00,-3.9180e+03,4.2426e-01,1.3754e+01,2.7639e+03,-5.1708e-01,-1.1373e+00,3.0298e+00,3.8395e-01
2.0000e+03,4.6200e+02,2.3334e+04,1.9800e+00,-3.9019e+03,-3.9156e+03,-9.1686e+00,-3.9155e+03,4.1138e-01,1.3211e+01,2.7483e+03,-4.4136e-01,-1.1820e+00,2.9971e+00,2.2497e+00
2.0000e+03,4.6300e+02,2.3622e+04,1.9601e+00,-3.8432e+03,-3.8570e+03,-9.1884e+00,-3.8570e+03,4.2518e-01,1.3794e+01,2.7458e+03,-8.9593e-01,-8.0558e-01,2.9974e+00,2.6882e+00
2.0000e+03,4.6400e+02,2.4060e+04,1.9287e+00,-3.7933e+03,-3.8071e+03,-9.2082e+00,-3.8071e+03,4.2564e-01,1.3813e+01,2.8956e+03,-3.6569e-01,-1.3192e+00,3.0106e+00,1.9409e+00
2.0000e+03,4.6500e+02,2.4298e+04,1.9139e+00,-3.7463e+03,-3.7601e+03,-9.2280e+00,-3.7601e+03,4.2610e-01,1.3833e+01,2.8457e+03,-5.1188e-01,-9.0640e-01,3.0049e+00,3.3417e+00
2.0000e+03,4.6600e+02,2.4483e+04,1.9036e+00,-3.7134e+03,-3.7272e+03,-9.2478e+00,-3.7272e+03,4.2656e-01,1.3853e+01,2.7987e+03,-2.9660e-01,-1.4176e+00,3.0149e+00,2.0642e+00
2.0000e+03,4.6700e+02,2.4711e+04,1.8901e+00,-3.6978e+03,-3.7117e+03,-9.2676e+00,-3.7117e+03,4.2702e-01,1.3873e+01,2.7658e+03,-5.5151e-01,-8.3507e-01,2.9953e+00,3.8951e+00
