nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,3.3223e-01,-9.2904e+05,-9.2904e+05,-3.3278e-03,-9.2904e+05,1.4594e-01,6.4003e+00,inf,2.4143e+03,4.8896e-01,-1.6425e+00,2.0610e+00,9.1943e+00,3.3659e+01
2.0000e+03,2.0000e+00,1.0000e+00,6.6225e-01,-9.2459e+05,-9.2460e+05,-6.6556e-03,-9.2460e+05,1.4598e-01,6.4036e+00,3.0989e+05,2.4239e+03,-6.8079e-01,-1.9886e+00,6.7701e+00,1.2145e+01,2.9033e+01
2.0000e+03,3.0000e+00,1.0000e+00,9.9010e-01,-9.0971e+05,-9.0971e+05,-9.9834e-03,-9.0971e+05,1.4602e-01,6.4069e+00,3.0544e+05,2.4327e+03,3.4996e-01,-9.4174e-01,6.8559e+00,1.0990e+01,2.9032e+01
2.0000e+03,4.0000e+00,1.0000e+00,1.3158e+00,-9.0616e+05,-9.0617e+05,-1.3311e-02,-9.0617e+05,1.4605e-01,6.4102e+00,2.9055e+05,2.4406e+03,-1.3159e+00,-2.2442e-01,2.0822e+00,1.7292e+01,3.3494e+01
2.0000e+03,5.0000e+00,1.0000e+00,1.6393e+00,-8.9910e+05,-8.9911e+05,-1.6639e-02,-8.9911e+05,1.4609e-01,6.4136e+00,2.8701e+05,2.4483e+03,-3.7761e-01,-9.9383e-01,2.0688e+00,1.5479e+01,3.3413e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.9608e+00,-8.9887e+05,-8.9888e+05,-1.9967e-02,-8.9888e+05,1.4613e-01,6.4169e+00,2.7995e+05,2.4568e+03,-1.4813e+00,-1.9870e-01,6.8862e+00,1.1182e+01,2.9424e+01
2.0000e+03,7.0000e+00,1.0000e+00,2.2801e+00,-8.9477e+05,-8.9477e+05,-2.3295e-02,-8.9477e+05,1.4617e-01,6.4202e+00,2.7972e+05,2.4651e+03,-1.4668e+00,-9.2897e-01,2.2285e+00,3.1642e+00,3.3215e+01
2.0000e+03,8.0000e+00,1.0000e+00,2.5974e+00,-8.8995e+05,-8.8995e+05,-2.6622e-02,-8.8995e+05,1.4621e-01,6.4235e+00,2.7561e+05,2.4731e+03,-7.7023e-01,-7.6921e-01,2.3769e+00,7.4396e+00,3.3666e+01
2.0000e+03,9.0000e+00,1.0000e+00,2.9126e+00,-8.8060e+05,-8.8061e+05,-2.9950e-02,-8.8061e+05,1.4624e-01,6.4269e+00,2.7080e+05,2.4816e+03,-1.3923e+00,-1.0967e+00,6.9100e+00,2.5665e+00,2.9597e+01
2.0000e+03,1.0000e+01,1.0000e+00,3.2258e+00,-8.7869e+05,-8.7870e+05,-3.3278e-02,-8.7870e+05,1.4628e-01,6.4302e+00,2.6145e+05,2.4896e+03,-1.1025e+00,-1.1121e+00,6.6238e+00,1.3462e+01,2.9408e+01
