nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
2.0000e+03,2.3200e+02,1.0000e+00,3.7724e+01,-1.0418e+06,-1.0419e+06,-7.7205e-01,-inf,1.5446e-01,7.1689e+00,8.3675e+05,3.9358e+03,-9.5324e-01,-1.0357e+00,-5.1714e-01,2.0044e+00,2.2879e+00,1.8151e+00,8.8833e-01,2.6429e+01
2.0000e+03,2.3300e+02,1.0000e+00,3.7825e+01,-1.0418e+06,-1.0418e+06,-7.7538e-01,-inf,1.5449e-01,7.1723e+00,8.3669e+05,3.9426e+03,2.4557e-01,-7.2990e-01,1.1671e+00,4.8657e-01,1.2511e+00,3.3198e+00,2.3452e+00,2.7501e+01
2.0000e+03,2.3400e+02,3.0000e+00,3.7803e+01,-1.0397e+06,-1.0397e+06,-7.7870e-01,-inf,1.5453e-01,7.1757e+00,8.3666e+05,3.9617e+03,-2.0739e-01,-7.8270e-01,-4.5532e-01,-8.7232e-02,8.8191e-01,1.7998e+00,1.0615e+00,2.9190e+01
2.0000e+03,2.3500e+02,5.0000e+00,3.7660e+01,-1.0396e+06,-1.0396e+06,-7.8203e-01,-inf,1.5456e-01,7.1790e+00,8.3453e+05,3.9919e+03,-3.6955e-01,7.1267e-02,-1.5580e+00,6.5970e-01,2.0538e+00,1.5221e+00,1.5291e+00,2.8638e+01
2.0000e+03,2.3600e+02,1.0000e+00,3.7760e+01,-1.0396e+06,-1.0396e+06,-7.8536e-01,-inf,1.5459e-01,7.1814e+00,8.3442e+05,3.9985e+03,2.8377e-01,2.5883e-02,1.1103e+00,2.0811e+00,1.4585e+00,1.4141e+00,3.5560e+00,2.6203e+01
2.0000e+03,2.3700e+02,2.0000e+00,3.7799e+01,-1.0376e+06,-1.0376e+06,-7.8869e-01,-inf,1.5464e-01,7.1856e+00,8.3441e+05,4.0095e+03,-1.1589e+00,-8.0272e-01,-2.0321e-01,-1.7240e-02,1.3346e+00,1.4132e+00,1.4391e+00,2.9865e+01
2.0000e+03,2.3800e+02,1.0000e+00,3.7898e+01,-1.0367e+06,-1.0368e+06,-7.9201e-01,-inf,1.5467e-01,7.1890e+00,8.3247e+05,4.0163e+03,-5.5529e-02,-3.6480e-01,-6.0534e-01,2.1290e+00,1.8180e+00,1.9588e+00,1.7801e+00,2.6463e+01
2.0000e+03,2.3900e+02,2.0000e+00,3.7937e+01,-1.0366e+06,-1.0366e+06,-7.9534e-01,-inf,1.5471e-01,7.1923e+00,8.3159e+05,4.0295e+03,-9.1298e-02,1.0968e-01,-3.3439e-01,-5.2295e-01,2.1448e+00,1.3777e+00,1.4051e+00,2.8345e+01
2.0000e+03,2.4000e+02,4.0000e+00,3.7855e+01,-1.0361e+06,-1.0361e+06,-7.9867e-01,-inf,1.5474e-01,7.1956e+00,8.3140e+05,4.0551e+03,-7.1301e-01,-1.8973e+00,-1.4191e+00,1.3004e+00,6.6415e-01,1.3973e+00,3.4246e+00,2.9459e+01
2.0000e+03,2.4100e+02,1.0000e+00,3.7953e+01,-1.0349e+06,-1.0349e+06,-8.0200e-01,-inf,1.5478e-01,7.1989e+00,8.3092e+05,4.0617e+03,3.3314e-01,-1.9586e-01,-1.0343e-01,-2.4206e-01,1.8059e+00,2.2335e+00,2.1939e+00,2.7335e+01
2.0000e+03,2.4200e+02,1.0000e+00,3.8050e+01,-1.0327e+06,-1.0327e+06,-8.0533e-01,-inf,1.5481e-01,7.2023e+00,8.2970e+05,4.0672e+03,-1.2355e+00,4.3620e-01,-1.2401e+00,1.4890e+00,1.1315e+00,2.7838e+00,1.7095e+00,2.6061e+01
2.0000e+03,2.4300e+02,1.0000e+00,3.8148e+01,-1.0312e+06,-1.0313e+06,-8.0865e-01,-inf,1.5485e-01,7.2056e+00,8.2757e+05,4.0738e+03,-8.1479e-01,-1.9846e+00,-4.6631e-01,1.5991e+00,1.7120e+00,2.1147e+00,2.4934e+00,2.6056e+01
2.0000e+03,2.4400e+02,6.0000e+00,3.7947e+01,-1.0309e+06,-1.0309e+06,-8.1198e-01,-inf,1.5489e-01,7.2089e+00,8.2609e+05,4.1107e+03,-1.2459e+00,-1.9364e+00,5.8521e-01,-3.2803e-01,2.6841e+00,1.0674e+00,9.2811e-01,2.7901e+01
2.0000e+03,2.4500e+02,1.0000e+00,3.8043e+01,-1.0308e+06,-1.0308e+06,-8.1531e-01,-inf,1.5492e-01,7.2122e+00,8.2574e+05,4.1162e+03,3.7381e-01,3.8999e-01,-6.1343e-01,9.2521e-01,1.1130e+00,1.6467e+00,2.2264e+00,2.9515e+01
2.0000e+03,2.4600e+02,3.0000e+00,3.8022e+01,-1.0302e+06,-1.0302e+06,-8.1864e-01,-inf,1.5496e-01,7.2156e+00,8.2559e+05,4.1351e+03,4.4066e-01,-1.8674e+00,-9.0068e-01,1.8407e+00,7.4261e-01,1.3818e+00,1.5804e+00,2.8667e+01
2.0000e+03,2.4700e+02,4.0000e+00,3.7942e+01,-1.0297e+06,-1.0298e+06,-8.2196e-01,-inf,1.5499e-01,7.2189e+00,8.2503e+05,4.1612e+03,-6.1218e-01,-1.9224e+00,-6.9225e-01,1.4001e+00,1.1117e+00,1.5129e+00,2.7234e+00,2.6505e+01
2.0000e+03,2.4800e+02,1.0000e+00,3.8037e+01,-1.0297e+06,-1.0297e+06,-8.2529e-01,-inf,1.5416e-01,7.1418e+00,8.2459e+05,4.1678e+03,-1.4389e+00,-9.9752e-01,-1.7636e+00,1.2145e+00,2.2917e+00,1.6071e+00,1.6441e+00,2.6405e+01
2.0000e+03,2.4900e+02,1.0000e+00,3.8132e+01,-1.0283e+06,-1.0283e+06,-8.2862e-01,-inf,1.5506e-01,7.2255e+00,8.2458e+05,4.1746e+03,-2.6772e-01,-1.4518e+00,8.3560e-01,1.1515e+00,1.1040e+00,1.1822e+00,3.3022e+00,2.6394e+01
2.0000e+03,2.5000e+02,3.0000e+00,3.8110e+01,-1.0270e+06,-1.0270e+06,-8.3195e-01,-inf,1.5510e-01,7.2289e+00,8.2312e+05,4.1947e+03,-1.1170e+00,-4.4473e-01,-4.6878e-01,1.5640e+00,2.0249e+00,1.2974e+00,1.6302e+00,2.9207e+01
2.0000e+03,2.5100e+02,2.0000e+00,3.8146e+01,-1.0264e+06,-1.0264e+06,-8.3528e-01,-inf,1.5514e-01,7.2322e+00,8.2187e+05,4.2069e+03,-4.1436e-01,1.4032e-01,-1.4051e+00,2.1988e+00,4.8670e-01,9.4470e-01,2.7544e+00,2.6649e+01
2.0000e+03,2.5200e+02,1.0000e+00,3.8240e+01,-1.0260e+06,-1.0260e+06,-8.3860e-01,-inf,1.5517e-01,7.2356e+00,8.2122e+05,4.2136e+03,-8.4831e-01,-6.9579e-01,7.7225e-01,1.8243e+00,2.1512e+00,1.8453e+00,1.9521e+00,2.9837e+01
2.0000e+03,2.5300e+02,1.0000e+00,3.8333e+01,-1.0241e+06,-1.0241e+06,-8.4193e-01,-inf,1.5521e-01,7.2388e+00,8.2088e+05,4.2191e+03,-3.8821e-02,4.7274e-01,5.5728e-01,2.1465e+00,2.0999e+00,1.7388e+00,2.1959e+00,2.9026e+01
2.0000e+03,2.5400e+02,1.0000e+00,3.8427e+01,-1.0240e+06,-1.0240e+06,-8.4526e-01,-inf,1.5524e-01,7.2422e+00,8.1893e+05,4.2257e+03,-1.3533e+00,-1.8625e+00,-8.1238e-01,9.7937e-01,2.2467e+00,1.3408e+00,1.3200e+00,2.6536e+01
2.0000e+03,2.5500e+02,1.0000e+00,3.8520e+01,-1.0239e+06,-1.0239e+06,-8.4859e-01,-inf,1.5528e-01,7.2455e+00,8.1882e+05,4.2312e+03,-1.1395e+00,2.7765e-01,1.5202e-01,1.9453e+00,1.3454e+00,2.7839e+00,9.3229e-01,2.7311e+01
2.0000e+03,2.5600e+02,2.0000e+00,3.8554e+01,-1.0232e+06,-1.0232e+06,-8.5191e-01,-inf,1.5532e-01,7.2489e+00,8.1873e+05,4.2422e+03,-8.7085e-02,-1.9206e+00,-1.0636e+00,3.2110e-01,1.4307e+00,7.4358e-01,1.4971e+00,2.9250e+01
2.0000e+03,2.5700e+02,1.0000e+00,3.8647e+01,-1.0221e+06,-1.0221e+06,-8.5524e-01,-inf,1.5535e-01,7.2521e+00,8.1805e+05,4.2489e+03,4.4487e-01,-1.9851e+00,1.1694e+00,1.7009e+00,1.6015e+00,2.8948e+00,3.0369e+00,2.7987e+01
2.0000e+03,2.5800e+02,2.0000e+00,3.8681e+01,-1.0220e+06,-1.0220e+06,-8.5857e-01,-inf,1.5539e-01,7.2555e+00,8.1692e+05,4.2622e+03,-4.7303e-01,1.7666e-02,-1.4851e+00,6.2552e-01,1.3870e+00,2.0876e+00,1.3535e+00,2.8347e+01
2.0000e+03,2.5900e+02,2.0000e+00,3.8714e+01,-1.0215e+06,-1.0215e+06,-8.6190e-01,-inf,1.5542e-01,7.2588e+00,8.1680e+05,4.2755e+03,-1.2236e+00,-3.1894e-01,-1.6640e+00,5.0326e-01,2.2478e+00,1.7466e+00,1.0661e+00,2.6227e+01
2.0000e+03,2.6000e+02,1.0000e+00,3.8806e+01,-1.0210e+06,-1.0210e+06,-8.6523e-01,-inf,1.5546e-01,7.2622e+00,8.1637e+05,4.2822e+03,-1.3272e+00,-1.8742e+00,3.0618e-01,1.2776e+00,1.0101e+00,1.2467e+00,2.4688e+00,2.9785e+01
2.0000e+03,2.6100e+02,2.0000e+00,3.8839e+01,-1.0209e+06,-1.0210e+06,-8.6855e-01,-inf,1.5549e-01,7.2655e+00,8.1582e+05,4.2955e+03,-4.6282e-01,-1.1330e+00,-7.2296e-01,1.8640e+00,4.1300e-01,5.8590e-01,1.1260e+00,2.9027e+01
2.0000e+03,2.6200e+02,1.0000e+00,3.8930e+01,-1.0207e+06,-1.0207e+06,-8.7188e-01,-inf,1.5553e-01,7.2688e+00,8.1579e+05,4.3021e+03,-6.6627e-01,-1.6195e+00,3.5346e-01,-4.7702e-01,-1.1379e-01,3.3106e+00,3.1798e+00,2.9465e+01
2.0000e+03,2.6300e+02,2.0000e+00,3.8963e+01,-1.0198e+06,-1.0198e+06,-8.7521e-01,-inf,1.5556e-01,7.2721e+00,8.1556e+05,4.3143e+03,-1.4617e+00,-6.3978e-01,5.2048e-01,2.1227e+00,1.9445e+00,1.3021e+00,1.1150e+00,2.9130e+01
2.0000e+03,2.6400e+02,2.0000e+00,3.8996e+01,-1.0197e+06,-1.0197e+06,-8.7854e-01,-inf,1.5560e-01,7.2755e+00,8.1462e+05,4.3276e+03,-9.6513e-01,-1.7404e+00,-1.2806e+00,-8.4344e-02,2.5375e+00,2.2263e+00,1.9736e+00,2.7995e+01
2.0000e+03,2.6500e+02,3.0000e+00,3.8971e+01,-1.0191e+06,-1.0192e+06,-8.8186e-01,-inf,1.5564e-01,7.2788e+00,8.1454e+05,4.3476e+03,-8.4219e-01,8.1511e-02,-1.0465e+00,7.1994e-02,1.4928e+00,1.6475e+00,2.0377e+00,2.8131e+01
2.0000e+03,2.6600e+02,1.0000e+00,3.9060e+01,-1.0184e+06,-1.0185e+06,-8.8519e-01,-inf,1.5567e-01,7.2821e+00,8.1399e+05,4.3531e+03,-2.4756e-01,-1.0018e+00,-1.1215e+00,4.4541e-01,2.2151e+00,2.3638e+00,1.5349e+00,2.7153e+01
2.0000e+03,2.6700e+02,4.0000e+00,3.8978e+01,-1.0182e+06,-1.0182e+06,-8.8852e-01,-inf,1.5571e-01,7.2854e+00,8.1329e+05,4.3764e+03,-5.4047e-01,-1.7548e+00,-5.3976e-01,2.0298e+00,1.4563e+00,1.5924e+00,1.1126e+00,2.6420e+01
2.0000e+03,2.6800e+02,1.0000e+00,3.9067e+01,-1.0177e+06,-1.0177e+06,-8.9185e-01,-inf,1.5574e-01,7.2888e+00,8.1301e+05,4.3830e+03,-6.4045e-01,-9.5911e-01,1.0167e-01,1.9300e+00,-1.0672e-01,2.1308e+00,1.2646e+00,2.8874e+01
2.0000e+03,2.6900e+02,2.0000e+00,3.9099e+01,-1.0169e+06,-1.0170e+06,-8.9518e-01,-inf,1.5578e-01,7.2921e+00,8.1253e+05,4.3953e+03,1.6417e-01,-5.1562e-01,-1.6376e+00,1.4847e+00,9.0417e-01,2.1297e+00,2.0012e+00,2.8128e+01
2.0000e+03,2.7000e+02,1.0000e+00,3.9187e+01,-1.0169e+06,-1.0169e+06,-8.9850e-01,-inf,1.5581e-01,7.2954e+00,8.1179e+05,4.4008e+03,-5.0744e-01,-5.2253e-01,-4.5662e-01,1.1273e+00,-9.0161e-02,1.8399e+00,1.6233e+00,2.9534e+01
2.0000e+03,2.7100e+02,1.0000e+00,3.9275e+01,-1.0168e+06,-1.0168e+06,-9.0183e-01,-inf,1.5585e-01,7.2987e+00,8.1170e+05,4.4076e+03,2.3304e-01,-1.3840e+00,-1.9607e-03,2.1355e+00,2.6645e-01,1.3584e+00,2.2900e+00,2.8615e+01
2.0000e+03,2.7200e+02,3.0000e+00,3.9250e+01,-1.0167e+06,-1.0167e+06,-9.0516e-01,-inf,1.5588e-01,7.3021e+00,8.1163e+05,4.4255e+03,-7.9651e-01,-4.2467e-01,-7.0849e-01,-1.5361e-01,3.5497e-01,1.7383e+00,1.0195e+00,2.8603e+01
2.0000e+03,2.7300e+02,3.0000e+00,3.9224e+01,-1.0162e+06,-1.0162e+06,-9.0849e-01,-inf,1.5592e-01,7.3054e+00,8.1157e+05,4.4457e+03,-1.2761e+00,-8.2412e-01,-1.3489e+00,1.4842e-01,1.5623e+00,3.1547e+00,2.5407e+00,2.8908e+01
2.0000e+03,2.7400e+02,1.0000e+00,3.9311e+01,-1.0159e+06,-1.0159e+06,-9.1181e-01,-inf,1.5596e-01,7.3088e+00,8.1105e+05,4.4513e+03,-1.3136e+00,-1.0784e+00,4.2208e-01,-6.9245e-01,7.9351e-01,1.4230e+00,2.8412e+00,2.6274e+01
2.0000e+03,2.7500e+02,3.0000e+00,3.9286e+01,-1.0148e+06,-1.0148e+06,-9.1514e-01,-inf,1.5599e-01,7.3120e+00,8.1070e+05,4.4703e+03,3.0982e-01,-2.3743e-01,1.6300e-01,1.1142e+00,1.7154e+00,1.1560e+00,2.4475e+00,2.9086e+01
2.0000e+03,2.7600e+02,2.0000e+00,3.9316e+01,-1.0142e+06,-1.0142e+06,-9.1847e-01,-inf,1.5603e-01,7.3154e+00,8.0962e+05,4.4928e+03,-1.2919e+00,-1.4053e-01,1.8381e-02,2.1755e+00,-3.0637e-01,1.8396e+00,1.5708e+00,2.9096e+01
2.0000e+03,2.7700e+02,1.0000e+00,3.9403e+01,-1.0142e+06,-1.0142e+06,-9.2180e-01,-inf,1.5606e-01,7.3188e+00,8.0907e+05,4.4997e+03,-1.6162e-01,-9.2645e-02,-1.8041e-01,1.1319e+00,1.3184e+00,2.6160e+00,9.7384e-01,2.7802e+01
2.0000e+03,2.7800e+02,3.0000e+00,3.9377e+01,-1.0130e+06,-1.0130e+06,-9.2513e-01,-inf,1.5610e-01,7.3221e+00,8.0900e+05,4.5189e+03,-5.4149e-02,-3.2397e-01,-6.1918e-01,-1.1220e-01,1.1529e+00,2.9224e+00,8.5955e-01,2.7400e+01
2.0000e+03,2.7900e+02,1.0000e+00,3.9463e+01,-1.0128e+06,-1.0128e+06,-9.2845e-01,-inf,1.5613e-01,7.3253e+00,8.0786e+05,4.5245e+03,-1.3246e+00,1.6476e-01,-1.6582e+00,2.0824e+00,3.6712e-01,2.7352e+00,2.0030e+00,2.7612e+01
2.0000e+03,2.8000e+02,2.0000e+00,3.9492e+01,-1.0119e+06,-1.0119e+06,-9.3178e-01,-inf,1.5617e-01,7.3287e+00,8.0761e+05,4.5368e+03,-1.3953e+00,-1.5016e+00,1.3440e-01,-4.2189e-02,4.3341e-01,2.3080e+00,8.9774e-01,2.8158e+01
2.0000e+03,2.8100e+02,1.0000e+00,3.9577e+01,-1.0118e+06,-1.0118e+06,-9.3511e-01,-inf,1.5620e-01,7.3321e+00,8.0669e+05,4.5436e+03,4.2253e-01,-9.5558e-01,-1.3919e+00,1.1609e+00,1.4487e+00,1.2438e+00,1.6631e+00,2.9221e+01
2.0000e+03,2.8200e+02,2.0000e+00,3.9607e+01,-1.0094e+06,-1.0094e+06,-9.3844e-01,-inf,1.5624e-01,7.3354e+00,8.0664e+05,4.5559e+03,-2.1324e-01,-8.8494e-01,-1.7417e+00,3.6262e-01,-1.5959e-01,2.0712e+00,1.4293e+00,2.7095e+01
2.0000e+03,2.8300e+02,1.0000e+00,3.9691e+01,-1.0093e+06,-1.0093e+06,-9.4176e-01,-inf,1.5627e-01,7.3386e+00,8.0423e+05,4.5626e+03,-2.3849e-01,-1.2863e+00,-1.4039e+00,-7.5201e-01,6.9948e-01,1.9326e+00,2.4393e+00,2.6144e+01
2.0000e+03,2.8400e+02,1.0000e+00,3.9776e+01,-1.0092e+06,-1.0092e+06,-9.4509e-01,-inf,1.5631e-01,7.3420e+00,8.0416e+05,4.5693e+03,-1.0627e-01,-3.9934e-01,1.1590e-01,1.6942e+00,1.8243e+00,1.4861e+00,1.3038e+00,2.9059e+01
2.0000e+03,2.8500e+02,2.0000e+00,3.9804e+01,-1.0087e+06,-1.0087e+06,-9.4842e-01,-inf,1.5635e-01,7.3454e+00,8.0403e+05,4.5827e+03,-4.7248e-02,8.8187e-02,-8.2533e-01,2.1421e+00,1.1032e+00,2.1780e+00,1.2408e+00,2.6399e+01
2.0000e+03,2.8600e+02,1.0000e+00,3.9888e+01,-1.0079e+06,-1.0079e+06,-9.5175e-01,-inf,1.5638e-01,7.3487e+00,8.0349e+05,4.5894e+03,-1.1692e+00,2.3010e-02,-1.2947e+00,1.6743e+00,1.1454e+00,1.8416e+00,2.6380e+00,2.8459e+01
2.0000e+03,2.8700e+02,5.0000e+00,3.9751e+01,-1.0066e+06,-1.0066e+06,-9.5508e-01,-inf,1.5642e-01,7.3519e+00,8.0278e+05,4.6208e+03,4.9726e-01,-1.1867e+00,7.6882e-01,1.0424e+00,1.0084e+00,2.0612e+00,3.1402e+00,2.7005e+01
2.0000e+03,2.8800e+02,1.0000e+00,3.9834e+01,-1.0053e+06,-1.0053e+06,-9.5840e-01,-inf,1.5645e-01,7.3553e+00,8.0142e+05,4.6275e+03,-3.0469e-02,-1.3072e+00,-7.0935e-01,3.9981e-02,1.6080e+00,8.4506e-01,1.9173e+00,2.7802e+01
2.0000e+03,2.8900e+02,2.0000e+00,3.9862e+01,-1.0046e+06,-1.0046e+06,-9.6173e-01,-inf,1.5649e-01,7.3587e+00,8.0011e+05,4.6385e+03,-1.1150e+00,-8.0633e-01,-1.1430e+00,1.4908e+00,2.0154e+00,2.2474e+00,8.0204e-01,2.8568e+01
2.0000e+03,2.9000e+02,2.0000e+00,3.9890e+01,-1.0043e+06,-1.0043e+06,-9.6506e-01,-inf,1.5652e-01,7.3620e+00,7.9948e+05,4.6496e+03,-1.0330e+00,-1.6580e+00,-1.0419e+00,4.9511e-01,1.4603e+00,1.1335e+00,1.8062e+00,2.8367e+01
2.0000e+03,2.9100e+02,1.0000e+00,3.9973e+01,-1.0040e+06,-1.0040e+06,-9.6839e-01,-inf,1.5656e-01,7.3654e+00,7.9918e+05,4.6563e+03,-6.2621e-01,-4.6963e-01,9.7263e-01,1.0851e+00,1.8030e+00,9.2911e-01,3.0390e+00,2.9324e+01
2.0000e+03,2.9200e+02,1.0000e+00,4.0055e+01,-1.0032e+06,-1.0032e+06,-9.7171e-01,-inf,1.5659e-01,7.3686e+00,7.9886e+05,4.6630e+03,-9.2280e-01,1.9677e-01,1.7214e-01,-5.8343e-01,1.5990e-01,2.3092e+00,2.0990e+00,2.7893e+01
2.0000e+03,2.9300e+02,1.0000e+00,4.0137e+01,-1.0010e+06,-1.0010e+06,-9.7504e-01,-inf,1.5663e-01,7.3720e+00,7.9806e+05,4.6698e+03,4.2023e-01,-1.4405e+00,-1.1474e+00,-3.3033e-01,1.1727e+00,1.2635e+00,2.4678e+00,2.6292e+01
2.0000e+03,2.9400e+02,4.0000e+00,4.0054e+01,-1.0005e+06,-1.0005e+06,-9.7837e-01,-inf,1.5666e-01,7.3753e+00,7.9585e+05,4.6955e+03,-7.8040e-01,-5.6850e-01,-7.7932e-01,2.0407e+00,-1.3084e-01,1.2361e+00,2.1404e+00,2.6626e+01
2.0000e+03,2.9500e+02,1.0000e+00,4.0136e+01,-1.0003e+06,-1.0003e+06,-9.8170e-01,-inf,1.5670e-01,7.3787e+00,7.9534e+05,4.7022e+03,-1.4999e+00,-1.6279e+00,1.0642e+00,1.2648e+00,-6.2593e-02,2.6431e+00,2.6322e+00,2.6556e+01
2.0000e+03,2.9600e+02,1.0000e+00,4.0217e+01,-9.9935e+05,-9.9936e+05,-9.8503e-01,-9.9936e+05,1.5673e-01,7.3819e+00,7.9516e+05,4.7088e+03,4.3090e-01,9.2410e-03,8.1699e-01,2.1040e+00,8.3519e-01,2.4228e+00,2.7185e+00,2.6872e+01
2.0000e+03,2.9700e+02,1.0000e+00,4.0299e+01,-9.9852e+05,-9.9852e+05,-9.8835e-01,-9.9852e+05,1.5677e-01,7.3853e+00,7.9420e+05,4.7155e+03,-2.4324e-01,-4.8870e-01,-1.5319e+00,5.5259e-02,1.0384e+00,1.7445e+00,1.3270e+00,2.7609e+01
2.0000e+03,2.9800e+02,2.0000e+00,4.0325e+01,-9.9843e+05,-9.9844e+05,-9.9168e-01,-9.9844e+05,1.5680e-01,7.3886e+00,7.9336e+05,4.7287e+03,-1.8109e-01,-7.0911e-01,-8.4867e-01,1.2851e+00,1.6477e+00,1.2815e+00,1.5942e+00,2.8708e+01
2.0000e+03,2.9900e+02,1.0000e+00,4.0405e+01,-9.9812e+05,-9.9813e+05,-9.9501e-01,-9.9813e+05,1.5684e-01,7.3920e+00,7.9327e+05,4.7354e+03,-6.4431e-04,-1.8626e+00,-1.5474e+00,1.5759e+00,7.9633e-01,8.1250e-01,2.0164e+00,2.8605e+01
2.0000e+03,3.0000e+02,2.0000e+00,4.0431e+01,-9.9751e+05,-9.9752e+05,-9.9834e-01,-9.9752e+05,1.5687e-01,7.3952e+00,7.9296e+05,4.7487e+03,-2.6288e-01,-1.3735e+00,-3.2951e-02,1.7145e+00,4.2445e-01,1.2674e+00,1.1849e+00,2.9161e+01
2.0000e+03,3.0100e+02,1.0000e+00,4.0511e+01,-9.9718e+05,-9.9718e+05,-1.0017e+00,-9.9718e+05,1.5691e-01,7.3986e+00,7.9235e+05,4.7542e+03,-9.0320e-01,-4.9882e-01,-8.0147e-01,3.9353e-01,1.4166e+00,1.1679e+00,2.0660e+00,2.7806e+01
2.0000e+03,3.0200e+02,2.0000e+00,4.0537e+01,-9.9657e+05,-9.9658e+05,-1.0050e+00,-9.9658e+05,1.5695e-01,7.4019e+00,7.9202e+05,4.7665e+03,-1.1659e+00,-1.3605e-01,-3.9117e-01,7.3148e-01,1.0160e+00,1.5658e+00,9.3344e-01,2.9899e+01
2.0000e+03,3.0300e+02,4.0000e+00,4.0454e+01,-9.9577e+05,-9.9578e+05,-1.0083e+00,-9.9578e+05,1.5698e-01,7.4053e+00,7.9141e+05,4.7922e+03,-8.1990e-01,-9.8682e-01,-1.1520e-01,5.1742e-01,7.8872e-01,1.6218e+00,2.2654e+00,2.8036e+01
2.0000e+03,3.0400e+02,1.0000e+00,4.0533e+01,-9.9529e+05,-9.9530e+05,-1.0116e+00,-9.9530e+05,1.5702e-01,7.4086e+00,7.9062e+05,4.7977e+03,-9.6199e-01,-6.6214e-01,7.8662e-01,9.8336e-01,7.8759e-01,2.0955e+00,2.9618e+00,2.6080e+01
2.0000e+03,3.0500e+02,3.0000e+00,4.0505e+01,-9.9399e+05,-9.9400e+05,-1.0150e+00,-9.9400e+05,1.5705e-01,7.4119e+00,7.9013e+05,4.8179e+03,-1.0958e+00,-7.3525e-01,8.3931e-01,2.0613e+00,1.6654e+00,8.3036e-01,1.6921e+00,2.9352e+01
2.0000e+03,3.0600e+02,2.0000e+00,4.0530e+01,-9.9384e+05,-9.9385e+05,-1.0183e+00,-9.9385e+05,1.5709e-01,7.4152e+00,7.8883e+05,4.8301e+03,-1.4162e+00,-1.5645e+00,-8.5760e-02,-2.7340e-01,1.3848e+00,2.0216e+00,3.4074e+00,2.8881e+01
2.0000e+03,3.0700e+02,1.0000e+00,4.0608e+01,-9.9358e+05,-9.9359e+05,-1.0216e+00,-9.9359e+05,1.5712e-01,7.4186e+00,7.8868e+05,4.8367e+03,-9.8341e-01,2.8952e-01,-1.8489e-01,8.8182e-01,6.5333e-01,1.4955e+00,1.7977e+00,2.9915e+01
2.0000e+03,3.0800e+02,5.0000e+00,4.0473e+01,-9.9344e+05,-9.9345e+05,-1.0250e+00,-9.9345e+05,1.5716e-01,7.4219e+00,7.8843e+05,4.8703e+03,-5.5673e-01,-1.7322e+00,-1.0943e+00,1.9078e+00,9.3528e-01,2.0872e+00,8.1939e-01,2.7203e+01
2.0000e+03,3.0900e+02,4.0000e+00,4.0392e+01,-9.9300e+05,-9.9301e+05,-1.0283e+00,-9.9301e+05,1.5719e-01,7.4252e+00,7.8828e+05,4.8947e+03,-8.5140e-01,-7.7510e-01,1.1514e+00,1.5947e-01,2.2374e+00,2.8578e+00,1.1325e+00,2.7444e+01
2.0000e+03,3.1000e+02,1.0000e+00,4.0470e+01,-9.9274e+05,-9.9274e+05,-1.0316e+00,-9.9274e+05,1.5723e-01,7.4285e+00,7.8784e+05,4.9014e+03,-4.2308e-01,-1.5053e+00,7.7928e-01,8.9673e-01,-5.0400e-02,1.8064e+00,3.0477e+00,2.7465e+01
2.0000e+03,3.1100e+02,1.0000e+00,4.0548e+01,-9.9201e+05,-9.9202e+05,-1.0349e+00,-9.9202e+05,1.5726e-01,7.4319e+00,7.8758e+05,4.9082e+03,-1.3804e+00,-1.5393e+00,-1.6399e+00,1.2326e+00,1.4689e+00,2.0795e+00,9.3073e-01,2.8246e+01
2.0000e+03,3.1200e+02,2.0000e+00,4.0572e+01,-9.9195e+05,-9.9196e+05,-1.0383e+00,-9.9196e+05,1.5730e-01,7.4352e+00,7.8685e+05,4.9204e+03,-5.7043e-02,-1.9766e+00,1.0778e+00,1.0472e+00,1.9255e+00,3.0051e+00,8.5304e-01,2.6393e+01
2.0000e+03,3.1300e+02,5.0000e+00,4.0439e+01,-9.9190e+05,-9.9191e+05,-1.0416e+00,-9.9191e+05,1.5733e-01,7.4385e+00,7.8680e+05,4.9493e+03,3.4270e-03,3.2652e-01,-1.4573e+00,-4.9613e-01,3.0641e-01,1.1261e+00,1.9903e+00,2.6885e+01
2.0000e+03,3.1400e+02,1.0000e+00,4.0516e+01,-9.9158e+05,-9.9159e+05,-1.0449e+00,-9.9159e+05,1.5737e-01,7.4418e+00,7.8674e+05,4.9548e+03,1.7961e-01,-1.9434e+00,3.8802e-01,1.5251e+00,5.7298e-01,1.0526e+00,2.8425e+00,2.6737e+01
2.0000e+03,3.1500e+02,3.0000e+00,4.0488e+01,-9.9139e+05,-9.9140e+05,-1.0483e+00,-9.9140e+05,1.5740e-01,7.4452e+00,8.0155e+05,4.9750e+03,-1.3929e+00,-1.4670e+00,1.4547e-01,1.5064e+00,1.9381e+00,6.4741e-01,2.6567e+00,2.7385e+01
2.0000e+03,3.1600e+02,1.0000e+00,4.0565e+01,-9.9129e+05,-9.9130e+05,-1.0516e+00,-9.9130e+05,1.5744e-01,7.4485e+00,8.0135e+05,4.9816e+03,2.7869e-01,2.9535e-01,-1.3248e+00,-4.3512e-01,-2.8482e-01,1.3191e+00,1.1695e+00,2.7831e+01
