nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
2.0000e+03,1.4600e+02,3.0000e+00,3.0417e+01,-1.0856e+06,-1.0856e+06,-4.8586e-01,-inf,1.5134e-01,6.8828e+00,8.6161e+05,3.0712e+03,-1.4756e+00,-8.5750e-01,1.0133e+00,1.7460e+00,1.1050e+00,3.1873e+00,1.4787e+00,2.7217e+01
2.0000e+03,1.4700e+02,2.0000e+00,3.0498e+01,-1.0852e+06,-1.0853e+06,-4.8919e-01,-inf,1.5138e-01,6.8860e+00,8.6035e+05,3.0835e+03,-8.5975e-01,-6.8318e-01,1.0721e-01,1.8525e+00,1.6084e+00,5.4768e-01,2.8863e+00,2.9539e+01
2.0000e+03,1.4800e+02,1.0000e+00,3.0642e+01,-1.0849e+06,-1.0849e+06,-4.9251e-01,-inf,1.5142e-01,6.8895e+00,8.6001e+05,3.0902e+03,-5.3514e-01,1.5186e-01,6.0819e-01,1.6762e+00,1.8273e+00,2.7540e+00,2.5347e+00,2.9924e+01
2.0000e+03,1.4900e+02,1.0000e+00,3.0785e+01,-1.0844e+06,-1.0844e+06,-4.9584e-01,-inf,1.5145e-01,6.8927e+00,8.5967e+05,3.0957e+03,-7.1888e-01,3.9209e-02,1.1390e+00,1.9698e+00,-1.8045e-02,8.3497e-01,3.7421e+00,2.6578e+01
2.0000e+03,1.5000e+02,1.0000e+00,3.0928e+01,-1.0836e+06,-1.0836e+06,-4.9917e-01,-inf,1.5149e-01,6.8962e+00,8.5918e+05,3.1025e+03,1.7564e-01,-2.0727e-01,-1.0646e+00,9.5514e-01,2.4122e+00,2.3262e+00,3.1239e+00,2.8099e+01
2.0000e+03,1.5100e+02,4.0000e+00,3.0879e+01,-1.0820e+06,-1.0820e+06,-5.0250e-01,-inf,1.5152e-01,6.8994e+00,8.5832e+05,3.1271e+03,2.0520e-01,-5.0511e-01,2.9957e-01,8.1946e-01,2.3527e+00,6.3641e-01,3.1503e+00,2.6581e+01
2.0000e+03,1.5200e+02,1.0000e+00,3.1020e+01,-1.0813e+06,-1.0814e+06,-5.0582e-01,-inf,1.5156e-01,6.9027e+00,8.5675e+05,3.1337e+03,-4.7450e-01,7.0766e-02,6.9796e-02,2.1168e+00,5.8342e-01,3.0168e+00,2.4425e+00,2.6167e+01
2.0000e+03,1.5300e+02,3.0000e+00,3.1034e+01,-1.0803e+06,-1.0803e+06,-5.0915e-01,-inf,1.5160e-01,6.9061e+00,8.5611e+05,3.1537e+03,-1.4095e+00,-1.1439e+00,-7.1572e-01,2.1954e+00,2.5176e+00,8.7304e-01,2.3558e+00,2.7909e+01
2.0000e+03,1.5400e+02,3.0000e+00,3.1048e+01,-1.0802e+06,-1.0802e+06,-5.1248e-01,-inf,1.5163e-01,6.9094e+00,8.5506e+05,3.1738e+03,4.3821e-01,-1.2675e-01,1.0162e+00,-5.2684e-01,2.1881e+00,2.6738e+00,3.6851e+00,2.6459e+01
2.0000e+03,1.5500e+02,1.0000e+00,3.1187e+01,-1.0798e+06,-1.0798e+06,-5.1581e-01,-inf,1.5167e-01,6.9128e+00,8.5496e+05,3.1793e+03,-3.4009e-01,-1.8156e-01,4.0924e-01,4.1991e-01,3.8799e-02,2.7704e+00,2.4017e+00,2.8888e+01
2.0000e+03,1.5600e+02,1.0000e+00,3.1325e+01,-1.0790e+06,-1.0790e+06,-5.1914e-01,-inf,1.5171e-01,6.9161e+00,8.5456e+05,3.1859e+03,-1.2253e+00,-1.6450e+00,2.0934e-01,-4.6855e-01,1.9561e+00,1.8424e+00,2.8831e+00,2.7427e+01
2.0000e+03,1.5700e+02,1.0000e+00,3.1463e+01,-1.0787e+06,-1.0788e+06,-5.2246e-01,-inf,1.5174e-01,6.9193e+00,8.5376e+05,3.1915e+03,-9.3586e-01,-1.1625e+00,-1.5314e+00,1.4905e+00,1.2128e+00,2.4628e+00,2.6917e+00,2.7484e+01
2.0000e+03,1.5800e+02,1.0000e+00,3.1600e+01,-1.0776e+06,-1.0776e+06,-5.2579e-01,-inf,1.5178e-01,6.9228e+00,8.5351e+05,3.1970e+03,-2.1346e-01,-1.0382e+00,-1.3713e+00,2.0700e+00,5.1756e-01,2.6650e+00,1.0838e+00,2.6921e+01
2.0000e+03,1.5900e+02,1.0000e+00,3.1737e+01,-1.0759e+06,-1.0759e+06,-5.2912e-01,-inf,1.5182e-01,6.9260e+00,8.5231e+05,3.2037e+03,-1.0485e+00,-1.0932e+00,-5.4520e-01,2.0418e+00,1.4232e+00,1.0399e+00,2.5902e+00,2.9735e+01
2.0000e+03,1.6000e+02,2.0000e+00,3.1809e+01,-1.0756e+06,-1.0756e+06,-5.3245e-01,-inf,1.5185e-01,6.9293e+00,8.5066e+05,3.2159e+03,-1.1422e+00,-1.8081e+00,1.0284e+00,1.7154e+00,2.6029e+00,2.9491e+00,9.0007e-01,2.8278e+01
2.0000e+03,1.6100e+02,1.0000e+00,3.1944e+01,-1.0752e+06,-1.0752e+06,-5.3577e-01,-inf,1.5189e-01,6.9327e+00,8.5034e+05,3.2227e+03,-8.4249e-01,-6.3655e-01,-1.0682e+00,1.8233e+00,2.1522e-01,1.5915e+00,3.0795e+00,2.7225e+01
2.0000e+03,1.6200e+02,2.0000e+00,3.2016e+01,-1.0750e+06,-1.0750e+06,-5.3910e-01,-inf,1.5193e-01,6.9360e+00,8.5000e+05,3.2361e+03,-1.0904e+00,-1.4280e+00,1.7803e-01,-7.3321e-01,5.8327e-01,1.9209e+00,2.3646e+00,2.9836e+01
2.0000e+03,1.6300e+02,1.0000e+00,3.2150e+01,-1.0741e+06,-1.0742e+06,-5.4243e-01,-inf,1.5196e-01,6.9395e+00,8.4975e+05,3.2428e+03,-1.1421e+00,1.5503e-01,1.0587e-01,1.5309e-01,3.8681e-01,2.5285e+00,2.7039e+00,2.8376e+01
2.0000e+03,1.6400e+02,1.0000e+00,3.2283e+01,-1.0738e+06,-1.0738e+06,-5.4576e-01,-inf,1.5200e-01,6.9427e+00,8.4891e+05,3.2482e+03,-9.2608e-01,-1.3446e+00,-1.5833e+00,-7.8554e-01,4.9305e-01,5.8104e-01,2.2043e+00,2.8163e+01
2.0000e+03,1.6500e+02,2.0000e+00,3.2353e+01,-1.0736e+06,-1.0736e+06,-5.4909e-01,-inf,1.5203e-01,6.9459e+00,8.4860e+05,3.2593e+03,-1.3602e+00,2.1961e-01,3.3574e-01,-1.4461e-01,1.8526e+00,3.4168e+00,9.8164e-01,2.8860e+01
2.0000e+03,1.6600e+02,2.0000e+00,3.2422e+01,-1.0727e+06,-1.0727e+06,-5.5241e-01,-inf,1.5207e-01,6.9494e+00,8.4832e+05,3.2728e+03,-1.1075e+00,-1.4044e+00,6.9157e-01,1.8974e+00,-2.3132e-01,2.1995e+00,3.2177e+00,2.7682e+01
2.0000e+03,1.6700e+02,1.0000e+00,3.2554e+01,-1.0726e+06,-1.0726e+06,-5.5574e-01,-inf,1.5211e-01,6.9526e+00,8.4746e+05,3.2783e+03,-1.1956e+00,-3.6441e-01,-1.3906e+00,5.7037e-01,2.6321e+00,8.7715e-01,9.8160e-01,2.6271e+01
2.0000e+03,1.6800e+02,1.0000e+00,3.2685e+01,-1.0726e+06,-1.0726e+06,-5.5907e-01,-inf,1.5215e-01,6.9561e+00,8.4738e+05,3.2838e+03,1.8149e-02,-8.3535e-01,-4.5769e-01,1.8999e+00,6.4467e-01,2.6069e+00,8.2765e-01,2.8834e+01
2.0000e+03,1.6900e+02,2.0000e+00,3.2752e+01,-1.0714e+06,-1.0714e+06,-5.6240e-01,-inf,1.5218e-01,6.9593e+00,8.4735e+05,3.2974e+03,-1.1335e+00,-6.4717e-03,5.5136e-02,8.7489e-01,1.5735e+00,2.5382e+00,1.5219e+00,2.9152e+01
2.0000e+03,1.7000e+02,1.0000e+00,3.2882e+01,-1.0710e+06,-1.0710e+06,-5.6572e-01,-inf,1.5222e-01,6.9626e+00,8.4614e+05,3.3041e+03,-1.4377e+00,2.5706e-01,5.4950e-02,8.2247e-01,1.6748e+00,9.7380e-01,3.1492e+00,2.6778e+01
2.0000e+03,1.7100e+02,1.0000e+00,3.3012e+01,-1.0706e+06,-1.0706e+06,-5.6905e-01,-inf,1.5225e-01,6.9661e+00,8.4571e+05,3.3107e+03,-3.7637e-01,-1.6560e+00,-2.1249e-01,8.8103e-01,6.7369e-01,5.8082e-01,2.9892e+00,2.7066e+01
2.0000e+03,1.7200e+02,1.0000e+00,3.3141e+01,-1.0703e+06,-1.0703e+06,-5.7238e-01,-inf,1.5229e-01,6.9693e+00,8.4536e+05,3.3173e+03,-8.8946e-01,-7.5657e-01,-7.9227e-01,-1.3782e-01,-9.9991e-02,2.4903e+00,1.5651e+00,2.6324e+01
2.0000e+03,1.7300e+02,1.0000e+00,3.3269e+01,-1.0702e+06,-1.0702e+06,-5.7571e-01,-inf,1.5233e-01,6.9725e+00,8.4504e+05,3.3240e+03,-2.1468e-01,-3.7215e-01,1.1201e+00,2.0332e-01,-2.9188e-01,3.4007e+00,2.4310e+00,2.6412e+01
2.0000e+03,1.7400e+02,1.0000e+00,3.3397e+01,-1.0700e+06,-1.0700e+06,-5.7904e-01,-inf,1.5236e-01,6.9760e+00,8.4498e+05,3.3307e+03,-6.2501e-01,4.2731e-01,5.3962e-01,-3.9674e-01,2.4666e+00,2.9630e+00,1.9790e+00,2.6562e+01
2.0000e+03,1.7500e+02,2.0000e+00,3.3461e+01,-1.0697e+06,-1.0697e+06,-5.8236e-01,-inf,1.5240e-01,6.9792e+00,8.4471e+05,3.3440e+03,-1.3316e+00,6.4911e-02,3.6234e-01,-5.8405e-02,-1.2347e-01,1.7599e+00,2.9189e+00,2.8873e+01
2.0000e+03,1.7600e+02,1.0000e+00,3.3588e+01,-1.0678e+06,-1.0678e+06,-5.8569e-01,-inf,1.5244e-01,6.9827e+00,8.4447e+05,3.3494e+03,1.3523e-01,-1.6574e+00,-1.3229e+00,2.8565e-01,4.4540e-01,1.1359e+00,2.4909e+00,2.7920e+01
2.0000e+03,1.7700e+02,1.0000e+00,3.3714e+01,-1.0677e+06,-1.0677e+06,-5.8902e-01,-inf,1.5247e-01,6.9859e+00,8.4252e+05,3.3561e+03,-1.2958e+00,2.7203e-01,-1.3349e+00,1.9306e+00,-2.8362e-01,1.0002e+00,3.3182e+00,2.7241e+01
2.0000e+03,1.7800e+02,1.0000e+00,3.3840e+01,-1.0673e+06,-1.0673e+06,-5.9235e-01,-inf,1.5251e-01,6.9892e+00,8.4243e+05,3.3627e+03,3.7728e-01,-1.3739e-01,9.5024e-01,-8.0399e-02,1.1699e+00,2.9092e+00,3.6645e+00,2.8550e+01
2.0000e+03,1.7900e+02,2.0000e+00,3.3902e+01,-1.0669e+06,-1.0669e+06,-5.9567e-01,-inf,1.5255e-01,6.9927e+00,8.4202e+05,3.3761e+03,-3.7115e-01,-9.6105e-01,-7.9817e-01,1.9699e+00,2.4764e+00,5.1169e-01,1.0800e+00,2.6536e+01
2.0000e+03,1.8000e+02,1.0000e+00,3.4026e+01,-1.0665e+06,-1.0665e+06,-5.9900e-01,-inf,1.5258e-01,6.9959e+00,8.4165e+05,3.3828e+03,-8.8520e-01,-1.2540e+00,1.9579e-01,9.9334e-01,2.6381e+00,2.3265e+00,1.2649e+00,2.9326e+01
2.0000e+03,1.8100e+02,2.0000e+00,3.4087e+01,-1.0663e+06,-1.0663e+06,-6.0233e-01,-inf,1.5262e-01,6.9994e+00,8.4125e+05,3.3950e+03,-1.0965e+00,-2.5426e-01,1.0746e+00,1.8778e+00,2.6657e+00,2.9357e+00,2.4361e+00,2.7805e+01
2.0000e+03,1.8200e+02,1.0000e+00,3.4211e+01,-1.0658e+06,-1.0658e+06,-6.0566e-01,-inf,1.5265e-01,7.0026e+00,8.4102e+05,3.4018e+03,-1.0974e+00,-1.2702e+00,-1.3017e+00,6.5985e-01,1.6219e+00,1.7198e+00,2.6339e+00,2.8342e+01
2.0000e+03,1.8300e+02,1.0000e+00,3.4334e+01,-1.0657e+06,-1.0657e+06,-6.0899e-01,-inf,1.5269e-01,7.0058e+00,8.4056e+05,3.4085e+03,2.0516e-01,-6.4027e-01,-1.0080e-02,-3.7475e-01,-2.1081e-01,9.4539e-01,3.0715e+00,2.7475e+01
2.0000e+03,1.8400e+02,1.0000e+00,3.4457e+01,-1.0652e+06,-1.0652e+06,-6.1231e-01,-inf,1.5273e-01,7.0093e+00,8.4049e+05,3.4151e+03,1.9422e-02,-1.4859e+00,7.3981e-01,1.5325e+00,2.1351e-01,3.1333e+00,1.0800e+00,2.6809e+01
2.0000e+03,1.8500e+02,5.0000e+00,3.4323e+01,-1.0651e+06,-1.0651e+06,-6.1564e-01,-inf,1.5276e-01,7.0126e+00,8.3997e+05,3.4463e+03,-1.1080e+00,-1.9032e+00,6.5619e-02,9.0182e-01,9.7092e-03,2.7045e+00,1.3512e+00,2.7395e+01
2.0000e+03,1.8600e+02,4.0000e+00,3.4254e+01,-1.0650e+06,-1.0650e+06,-6.1897e-01,-inf,1.5280e-01,7.0158e+00,8.3989e+05,3.4718e+03,-1.1024e-01,-1.3821e+00,6.8223e-02,1.1510e+00,1.2602e+00,2.8125e+00,8.3492e-01,2.6501e+01
2.0000e+03,1.8700e+02,1.0000e+00,3.4375e+01,-1.0646e+06,-1.0646e+06,-6.2230e-01,-inf,1.5284e-01,7.0193e+00,8.3974e+05,3.4786e+03,-1.4602e+00,-1.7359e+00,-5.4046e-01,1.4326e+00,2.2069e+00,2.5708e+00,2.4500e+00,2.8090e+01
2.0000e+03,1.8800e+02,2.0000e+00,3.4432e+01,-1.0639e+06,-1.0640e+06,-6.2562e-01,-inf,1.5287e-01,7.0225e+00,8.3939e+05,3.4920e+03,-2.4328e-01,-1.0297e+00,-1.6399e+00,1.7413e+00,1.6820e+00,8.3901e-01,2.5520e+00,2.8823e+01
2.0000e+03,1.8900e+02,1.0000e+00,3.4552e+01,-1.0638e+06,-1.0638e+06,-6.2895e-01,-inf,1.5291e-01,7.0260e+00,8.3871e+05,3.4974e+03,-1.3876e+00,-1.3045e+00,1.0282e+00,1.7231e+00,2.4095e+00,2.2635e+00,3.1213e+00,2.7376e+01
2.0000e+03,1.9000e+02,1.0000e+00,3.4672e+01,-1.0635e+06,-1.0635e+06,-6.3228e-01,-inf,1.5294e-01,7.0292e+00,8.3856e+05,3.5042e+03,-9.2557e-01,-2.0725e-01,1.7023e-01,-3.8748e-01,-1.2055e-01,1.3952e+00,2.8830e+00,2.8355e+01
2.0000e+03,1.9100e+02,6.0000e+00,3.4477e+01,-1.0633e+06,-1.0633e+06,-6.3561e-01,-inf,1.5298e-01,7.0324e+00,8.3827e+05,3.5411e+03,-6.9779e-01,3.2654e-01,-2.3596e-01,1.6367e+00,2.3303e+00,2.7676e+00,2.1940e+00,2.6296e+01
2.0000e+03,1.9200e+02,1.0000e+00,3.4595e+01,-1.0623e+06,-1.0623e+06,-6.3894e-01,-inf,1.5302e-01,7.0359e+00,8.3802e+05,3.5478e+03,-1.3190e+00,-5.0173e-01,2.8253e-01,-6.1923e-01,-6.1154e-02,1.4796e+00,2.5725e+00,2.9715e+01
2.0000e+03,1.9300e+02,1.0000e+00,3.4712e+01,-1.0620e+06,-1.0620e+06,-6.4226e-01,-inf,1.5305e-01,7.0392e+00,8.3705e+05,3.5545e+03,3.1457e-01,-9.8378e-01,-2.4218e-01,1.0239e+00,2.0779e+00,1.0818e+00,1.6639e+00,2.9314e+01
2.0000e+03,1.9400e+02,2.0000e+00,3.4767e+01,-1.0617e+06,-1.0617e+06,-6.4559e-01,-inf,1.5309e-01,7.0426e+00,8.3675e+05,3.5666e+03,-3.4855e-01,-6.9748e-02,-5.5255e-01,1.2086e+00,2.2900e+00,1.4681e+00,9.6140e-01,2.9176e+01
2.0000e+03,1.9500e+02,1.0000e+00,3.4884e+01,-1.0605e+06,-1.0605e+06,-6.4892e-01,-inf,1.5312e-01,7.0459e+00,8.3646e+05,3.5733e+03,-1.0100e+00,4.4352e-01,-1.4349e+00,1.5493e+00,1.1442e+00,2.8974e+00,2.1550e+00,2.6282e+01
2.0000e+03,1.9600e+02,1.0000e+00,3.5000e+01,-1.0604e+06,-1.0604e+06,-6.5225e-01,-inf,1.5316e-01,7.0491e+00,8.3530e+05,3.5800e+03,-8.2475e-01,-9.8279e-01,-3.6162e-01,3.0341e-01,1.2034e+00,1.6249e+00,2.1681e+00,2.9115e+01
2.0000e+03,1.9700e+02,1.0000e+00,3.5116e+01,-1.0589e+06,-1.0589e+06,-6.5557e-01,-inf,1.5320e-01,7.0526e+00,8.3514e+05,3.5867e+03,3.1569e-01,-9.0476e-01,6.2005e-02,2.7821e-01,1.8145e+00,2.5908e+00,8.5379e-01,2.7949e+01
2.0000e+03,1.9800e+02,2.0000e+00,3.5169e+01,-1.0589e+06,-1.0589e+06,-6.5890e-01,-inf,1.5323e-01,7.0558e+00,8.3365e+05,3.6003e+03,-6.7705e-01,-1.4671e+00,-8.9865e-01,1.0767e+00,4.2967e-01,2.8787e+00,8.5741e-01,2.7921e+01
2.0000e+03,1.9900e+02,1.0000e+00,3.5284e+01,-1.0585e+06,-1.0585e+06,-6.6223e-01,-inf,1.5327e-01,7.0590e+00,8.3361e+05,3.6070e+03,4.5872e-02,8.0379e-02,-1.5815e+00,2.0397e+00,1.0733e-01,2.4479e+00,1.1432e+00,2.8987e+01
2.0000e+03,2.0000e+02,2.0000e+00,3.5336e+01,-1.0581e+06,-1.0581e+06,-6.6556e-01,-inf,1.5331e-01,7.0625e+00,8.3328e+05,3.6193e+03,3.5424e-01,-8.0695e-01,-1.6256e+00,-7.2598e-01,3.1326e-01,5.6504e-01,2.1169e+00,2.7233e+01
2.0000e+03,2.0100e+02,1.0000e+00,3.5450e+01,-1.0577e+06,-1.0577e+06,-6.6889e-01,-inf,1.5334e-01,7.0658e+00,8.3289e+05,3.6260e+03,-1.1686e+00,-6.3210e-01,-1.6551e-01,7.3082e-01,1.6143e+00,2.1137e+00,1.7555e+00,2.9153e+01
2.0000e+03,2.0200e+02,2.0000e+00,3.5501e+01,-1.0573e+06,-1.0574e+06,-6.7221e-01,-inf,1.5338e-01,7.0692e+00,8.3249e+05,3.6384e+03,-6.5467e-01,-6.9777e-01,-1.7551e+00,4.9891e-01,1.4420e-01,1.9238e+00,2.3074e+00,2.7965e+01
2.0000e+03,2.0300e+02,2.0000e+00,3.5552e+01,-1.0572e+06,-1.0572e+06,-6.7554e-01,-inf,1.5341e-01,7.0725e+00,8.3211e+05,3.6520e+03,3.0943e-01,-9.0896e-01,-5.9395e-01,-6.5578e-01,1.1083e-01,1.8772e+00,2.5130e+00,2.6795e+01
2.0000e+03,2.0400e+02,3.0000e+00,3.5540e+01,-1.0570e+06,-1.0570e+06,-6.7887e-01,-inf,1.5345e-01,7.0757e+00,8.3194e+05,3.6713e+03,2.1622e-01,4.7076e-02,7.3370e-01,-2.2692e-01,2.4596e+00,2.5986e+00,9.7712e-01,2.9535e+01
2.0000e+03,2.0500e+02,1.0000e+00,3.5652e+01,-1.0561e+06,-1.0561e+06,-6.8220e-01,-inf,1.5349e-01,7.0792e+00,8.3180e+05,3.6768e+03,-4.1659e-01,-4.8423e-02,6.8252e-01,2.0682e+00,1.5149e+00,1.3499e+00,3.2812e+00,2.7504e+01
2.0000e+03,2.0600e+02,3.0000e+00,3.5640e+01,-1.0557e+06,-1.0557e+06,-6.8552e-01,-inf,1.5352e-01,7.0824e+00,8.3090e+05,3.6944e+03,1.9539e-01,-6.7575e-01,-5.5317e-01,-7.3715e-01,1.3100e-01,2.8926e+00,2.0601e+00,2.7357e+01
2.0000e+03,2.0700e+02,1.0000e+00,3.5751e+01,-1.0550e+06,-1.0550e+06,-6.8885e-01,-inf,1.5356e-01,7.0859e+00,8.3050e+05,3.7011e+03,-1.0701e+00,-1.3224e+00,7.1446e-01,1.5393e+00,1.4014e+00,1.3918e+00,2.9376e+00,2.9840e+01
2.0000e+03,2.0800e+02,2.0000e+00,3.5800e+01,-1.0545e+06,-1.0546e+06,-6.9218e-01,-inf,1.5359e-01,7.0891e+00,8.2975e+05,3.7133e+03,6.7444e-02,-4.8501e-01,8.3328e-01,-5.3426e-01,1.3220e+00,3.2262e+00,2.6387e+00,2.8237e+01
2.0000e+03,2.0900e+02,1.0000e+00,3.5911e+01,-1.0544e+06,-1.0544e+06,-6.9551e-01,-inf,1.5363e-01,7.0924e+00,8.2931e+05,3.7200e+03,-1.3898e+00,-1.6773e-01,-1.2757e+00,-3.6358e-01,9.2952e-01,1.3258e+00,2.4951e+00,2.8031e+01
2.0000e+03,2.1000e+02,1.0000e+00,3.6021e+01,-1.0539e+06,-1.0540e+06,-6.9884e-01,-inf,1.5367e-01,7.0958e+00,8.2913e+05,3.7268e+03,-6.7668e-01,-1.5562e+00,-1.3250e+00,1.4568e+00,1.1516e+00,2.6674e+00,2.0757e+00,2.8903e+01
2.0000e+03,2.1100e+02,2.0000e+00,3.6068e+01,-1.0539e+06,-1.0539e+06,-7.0216e-01,-inf,1.5370e-01,7.0991e+00,8.2871e+05,3.7401e+03,4.8157e-01,-4.6157e-01,7.2521e-01,5.8722e-01,1.5823e+00,3.0124e+00,2.8138e+00,2.6588e+01
2.0000e+03,2.1200e+02,1.0000e+00,3.6177e+01,-1.0536e+06,-1.0537e+06,-7.0549e-01,-inf,1.5374e-01,7.1023e+00,8.4872e+05,3.7467e+03,-1.2677e+00,-1.5067e+00,5.5589e-01,5.7556e-01,6.1157e-01,1.5826e+00,3.0907e+00,2.6722e+01
2.0000e+03,2.1300e+02,1.0000e+00,3.6286e+01,-1.0516e+06,-1.0516e+06,-7.0882e-01,-inf,1.5377e-01,7.1058e+00,8.4848e+05,3.7534e+03,1.2260e-01,1.8177e-01,2.1600e-01,9.7429e-01,2.3651e+00,1.8254e+00,1.5339e+00,2.9257e+01
2.0000e+03,2.1400e+02,2.0000e+00,3.6333e+01,-1.0510e+06,-1.0510e+06,-7.1215e-01,-inf,1.5381e-01,7.1090e+00,8.4640e+05,3.7667e+03,-7.3402e-01,-3.5478e-01,8.6168e-01,9.2594e-01,9.6914e-01,1.2547e+00,3.3966e+00,2.6693e+01
2.0000e+03,2.1500e+02,1.0000e+00,3.6441e+01,-1.0509e+06,-1.0509e+06,-7.1547e-01,-inf,1.5385e-01,7.1125e+00,8.4584e+05,3.7734e+03,-8.4573e-01,8.4112e-02,-1.6601e-01,-6.7661e-01,-6.2440e-02,1.9857e+00,1.7154e+00,2.9482e+01
2.0000e+03,2.1600e+02,2.0000e+00,3.6486e+01,-1.0506e+06,-1.0506e+06,-7.1880e-01,-inf,1.5388e-01,7.1157e+00,8.4572e+05,3.7856e+03,-4.8043e-01,2.0449e-01,7.2316e-01,1.1475e+00,4.0064e-01,8.4065e-01,3.4346e+00,2.6592e+01
2.0000e+03,2.1700e+02,1.0000e+00,3.6594e+01,-1.0503e+06,-1.0503e+06,-7.2213e-01,-inf,1.5392e-01,7.1190e+00,8.4546e+05,3.7910e+03,-6.4682e-01,6.9368e-02,1.6977e-01,-7.3543e-01,2.3991e+00,2.0710e+00,1.0405e+00,2.8499e+01
2.0000e+03,2.1800e+02,3.0000e+00,3.6577e+01,-1.0500e+06,-1.0500e+06,-7.2546e-01,-inf,1.5395e-01,7.1224e+00,8.4514e+05,3.8099e+03,1.4504e-01,3.2546e-01,3.2421e-01,1.6098e+00,2.5619e+00,1.6373e+00,2.9983e+00,2.6514e+01
2.0000e+03,2.1900e+02,1.0000e+00,3.6683e+01,-1.0479e+06,-1.0479e+06,-7.2879e-01,-inf,1.5399e-01,7.1257e+00,8.4483e+05,3.8166e+03,-7.3537e-01,-1.8653e+00,-4.2702e-01,2.1539e+00,5.6845e-02,8.3775e-01,3.0163e+00,2.8349e+01
2.0000e+03,2.2000e+02,1.0000e+00,3.6789e+01,-1.0474e+06,-1.0474e+06,-7.3211e-01,-inf,1.5403e-01,7.1290e+00,8.4274e+05,3.8232e+03,-2.8677e-01,-2.3031e-01,-8.3936e-01,5.4549e-01,5.8829e-01,1.7915e+00,9.5308e-01,2.9814e+01
2.0000e+03,2.2100e+02,3.0000e+00,3.6772e+01,-1.0465e+06,-1.0465e+06,-7.3544e-01,-inf,1.5406e-01,7.1324e+00,8.4219e+05,3.8433e+03,3.9065e-01,4.8192e-01,-1.0998e+00,-2.6603e-01,1.4934e-01,2.1351e+00,3.0232e+00,2.6371e+01
2.0000e+03,2.2200e+02,1.0000e+00,3.6877e+01,-1.0462e+06,-1.0462e+06,-7.3877e-01,-inf,1.5410e-01,7.1358e+00,8.4133e+05,3.8500e+03,1.5803e-01,-4.1961e-02,3.4647e-01,5.8235e-01,4.1673e-02,2.7420e+00,2.8156e+00,2.6405e+01
2.0000e+03,2.2300e+02,3.0000e+00,3.6860e+01,-1.0453e+06,-1.0453e+06,-7.4210e-01,-inf,1.5413e-01,7.1390e+00,8.4100e+05,3.8700e+03,-6.0601e-01,3.1810e-01,2.5611e-01,6.8771e-01,9.4750e-02,1.8785e+00,2.7906e+00,2.8913e+01
2.0000e+03,2.2400e+02,1.0000e+00,3.6964e+01,-1.0452e+06,-1.0452e+06,-7.4542e-01,-inf,1.5417e-01,7.1423e+00,8.4016e+05,3.8767e+03,1.6049e-01,-1.3809e-01,-2.2529e-02,6.8653e-01,1.1471e+00,1.2798e+00,2.6158e+00,2.9014e+01
2.0000e+03,2.2500e+02,1.0000e+00,3.7068e+01,-1.0447e+06,-1.0447e+06,-7.4875e-01,-inf,1.5421e-01,7.1457e+00,8.4004e+05,3.8834e+03,2.1295e-01,-1.8051e-01,2.9507e-01,6.2498e-01,2.2556e+00,2.4738e+00,1.8009e+00,2.8073e+01
2.0000e+03,2.2600e+02,1.0000e+00,3.7171e+01,-1.0444e+06,-1.0445e+06,-7.5208e-01,-inf,1.5424e-01,7.1491e+00,8.3951e+05,3.8889e+03,-1.1985e-01,-2.5915e-01,-5.3215e-01,1.4652e+00,1.0180e+00,7.7831e-01,3.4517e+00,2.8120e+01
2.0000e+03,2.2700e+02,1.0000e+00,3.7274e+01,-1.0436e+06,-1.0436e+06,-7.5541e-01,-inf,1.5428e-01,7.1523e+00,8.3929e+05,3.8955e+03,1.9794e-01,-6.9182e-01,6.5298e-01,7.6147e-01,2.5275e+00,9.1019e-01,9.6622e-01,2.9740e+01
2.0000e+03,2.2800e+02,2.0000e+00,3.7316e+01,-1.0425e+06,-1.0425e+06,-7.5874e-01,-inf,1.5431e-01,7.1556e+00,8.3840e+05,3.9088e+03,3.3349e-01,-8.5491e-01,-6.2810e-01,1.7709e+00,2.2263e+00,1.4484e+00,2.1031e+00,2.6396e+01
2.0000e+03,2.2900e+02,1.0000e+00,3.7418e+01,-1.0424e+06,-1.0425e+06,-7.6206e-01,-inf,1.5435e-01,7.1590e+00,8.3737e+05,3.9156e+03,2.8755e-02,-1.8142e+00,1.0309e-01,-3.0956e-01,2.5022e+00,5.3914e-01,1.8350e+00,2.6463e+01
2.0000e+03,2.3000e+02,1.0000e+00,3.7520e+01,-1.0422e+06,-1.0422e+06,-7.6539e-01,-inf,1.5439e-01,7.1624e+00,8.3729e+05,3.9222e+03,-3.5048e-02,-6.8082e-01,-2.1665e-01,9.6289e-02,2.2633e+00,2.1193e+00,1.1298e+00,2.6179e+01
2.0000e+03,2.3100e+02,1.0000e+00,3.7622e+01,-1.0419e+06,-1.0419e+06,-7.6872e-01,-inf,1.5442e-01,7.1656e+00,8.3703e+05,3.9289e+03,-1.4617e+00,-2.0376e-01,-1.3591e+00,1.1746e+00,9.9068e-01,2.7837e+00,1.4290e+00,2.7351e+01
