logfeh_mean,logdust,logNpix,tau,dmod,logl
1.4758e-01,-1.6452e+00,3.4518e+00,2.4220e+00,2.4233e+01,-1.2420e+03
1.7922e-01,-1.8744e+00,3.4432e+00,2.3091e+00,2.4196e+01,-1.2498e+03
1.7646e-01,-1.9088e+00,3.4291e+00,2.3287e+00,2.4173e+01,-1.2453e+03
1.8229e-01,-1.8555e+00,3.4371e+00,2.4419e+00,2.4191e+01,-1.2394e+03
2.0624e-01,-1.9941e+00,3.4148e+00,2.3603e+00,2.4115e+01,-1.2482e+03
1.7530e-01,-1.8749e+00,3.4225e+00,2.2851e+00,2.4143e+01,-1.2451e+03
1.9376e-01,-1.8886e+00,3.4359e+00,2.3992e+00,2.4178e+01,-1.1803e+03
1.9483e-01,-1.8172e+00,3.4495e+00,2.4822e+00,2.4212e+01,-1.2262e+03
1.8983e-01,-1.9375e+00,3.4209e+00,2.3676e+00,2.4142e+01,-1.2505e+03
1.9076e-01,-1.8972e+00,3.4222e+00,2.3625e+00,2.4138e+01,-1.2427e+03
1.9095e-01,-1.9216e+00,3.4239e+00,2.3490e+00,2.4145e+01,-1.2487e+03
1.4846e-01,-1.6599e+00,3.4644e+00,2.4619e+00,2.4272e+01,-1.2000e+03
1.7732e-01,-1.8915e+00,3.4303e+00,2.2992e+00,2.4165e+01,-1.2126e+03
1.8823e-01,-1.9605e+00,3.4291e+00,2.3760e+00,2.4168e+01,-1.2389e+03
2.0704e-01,-1.9863e+00,3.4148e+00,2.3707e+00,2.4115e+01,-1.2487e+03
2.0070e-01,-1.9139e+00,3.4335e+00,2.4442e+00,2.4170e+01,-1.2465e+03
2.1184e-01,-1.9992e+00,3.4140e+00,2.3920e+00,2.4111e+01,-1.2389e+03
1.8528e-01,-1.8472e+00,3.4377e+00,2.4258e+00,2.4189e+01,-1.2337e+03
1.6419e-01,-1.6850e+00,3.4462e+00,2.4743e+00,2.4213e+01,-1.2467e+03
1.9311e-01,-1.8614e+00,3.4418e+00,2.4369e+00,2.4192e+01,-1.2391e+03
2.0404e-01,-1.8988e+00,3.4314e+00,2.4825e+00,2.4167e+01,-1.2170e+03
1.3549e-01,-1.6173e+00,3.4422e+00,2.4049e+00,2.4213e+01,-1.2446e+03
1.9427e-01,-1.9637e+00,3.4321e+00,2.4177e+00,2.4175e+01,-1.2342e+03
1.9858e-01,-1.9182e+00,3.4425e+00,2.4452e+00,2.4194e+01,-1.2153e+03
1.3221e-01,-1.5771e+00,3.4424e+00,2.4809e+00,2.4219e+01,-1.1747e+03
1.6642e-01,-1.8167e+00,3.4310e+00,2.3080e+00,2.4171e+01,-1.2311e+03
1.7526e-01,-1.7464e+00,3.4482e+00,2.4837e+00,2.4218e+01,-1.2314e+03
1.9737e-01,-1.9396e+00,3.4339e+00,2.3823e+00,2.4173e+01,-1.2328e+03
2.0483e-01,-1.9887e+00,3.4153e+00,2.3776e+00,2.4119e+01,-1.2484e+03
1.4114e-01,-1.5929e+00,3.4502e+00,2.4839e+00,2.4232e+01,-1.2506e+03
1.3910e-01,-1.6157e+00,3.4408e+00,2.4571e+00,2.4212e+01,-1.2480e+03
2.0370e-01,-1.9696e+00,3.4360e+00,2.4143e+00,2.4177e+01,-1.2122e+03
1.8903e-01,-1.9695e+00,3.4388e+00,2.3263e+00,2.4188e+01,-1.2369e+03
1.6748e-01,-1.6878e+00,3.4348e+00,2.4376e+00,2.4178e+01,-1.2379e+03
1.9492e-01,-1.9882e+00,3.4301e+00,2.3387e+00,2.4164e+01,-1.2008e+03
1.9687e-01,-1.9255e+00,3.4315e+00,2.4391e+00,2.4172e+01,-1.2503e+03
1.7113e-01,-1.8386e+00,3.4397e+00,2.3216e+00,2.4193e+01,-1.2493e+03
1.6731e-01,-1.7682e+00,3.4410e+00,2.4424e+00,2.4205e+01,-1.2170e+03
1.7182e-01,-1.8402e+00,3.4261e+00,2.3554e+00,2.4159e+01,-1.2256e+03
1.7225e-01,-1.8161e+00,3.4302e+00,2.3758e+00,2.4173e+01,-1.1772e+03
1.8281e-01,-1.8361e+00,3.4284e+00,2.3762e+00,2.4162e+01,-1.2421e+03
1.6764e-01,-1.7670e+00,3.4365e+00,2.3655e+00,2.4186e+01,-1.2447e+03
2.0092e-01,-1.9841e+00,3.4351e+00,2.4047e+00,2.4176e+01,-1.2488e+03
1.9196e-01,-1.8111e+00,3.4272e+00,2.4745e+00,2.4158e+01,-1.2124e+03
1.8478e-01,-1.8324e+00,3.4228e+00,2.4122e+00,2.4145e+01,-1.2326e+03
2.0217e-01,-1.9408e+00,3.4190e+00,2.4338e+00,2.4132e+01,-1.2305e+03
1.9513e-01,-1.9875e+00,3.4331e+00,2.3317e+00,2.4169e+01,-1.1978e+03
2.0912e-01,-1.9712e+00,3.4206e+00,2.4333e+00,2.4133e+01,-1.2502e+03
1.6081e-01,-1.7636e+00,3.4599e+00,2.3857e+00,2.4251e+01,-1.2463e+03
1.7573e-01,-1.7997e+00,3.4468e+00,2.4215e+00,2.4213e+01,-1.2504e+03
1.7346e-01,-1.7149e+00,3.4217e+00,2.4188e+00,2.4142e+01,-1.2439e+03
1.9506e-01,-1.9621e+00,3.4331e+00,2.4061e+00,2.4178e+01,-1.1911e+03
1.7291e-01,-1.8952e+00,3.4238e+00,2.3332e+00,2.4156e+01,-1.2436e+03
1.6934e-01,-1.8303e+00,3.4350e+00,2.2985e+00,2.4177e+01,-1.2307e+03
2.0968e-01,-1.9558e+00,3.4210e+00,2.4800e+00,2.4141e+01,-1.2469e+03
1.6647e-01,-1.7679e+00,3.4352e+00,2.3482e+00,2.4178e+01,-1.2295e+03
1.9902e-01,-1.9883e+00,3.4417e+00,2.4505e+00,2.4201e+01,-1.2352e+03
1.6420e-01,-1.7006e+00,3.4270e+00,2.4452e+00,2.4166e+01,-1.2505e+03
1.4545e-01,-1.7025e+00,3.4556e+00,2.3669e+00,2.4245e+01,-1.2407e+03
1.9221e-01,-1.9421e+00,3.4226e+00,2.3495e+00,2.4143e+01,-1.2359e+03
2.1627e-01,-1.9234e+00,3.4285e+00,2.5113e+00,2.4155e+01,-1.2112e+03
1.7096e-01,-1.8164e+00,3.4271e+00,2.3513e+00,2.4167e+01,-1.2297e+03
1.6665e-01,-1.8155e+00,3.4331e+00,2.3370e+00,2.4180e+01,-1.2478e+03
1.9212e-01,-1.9968e+00,3.4171e+00,2.3332e+00,2.4131e+01,-1.2188e+03
1.7480e-01,-1.8048e+00,3.4495e+00,2.4307e+00,2.4226e+01,-1.2493e+03
1.6931e-01,-1.8552e+00,3.4307e+00,2.2644e+00,2.4168e+01,-1.1880e+03
1.7167e-01,-1.8260e+00,3.4350e+00,2.3493e+00,2.4180e+01,-1.2417e+03
1.8593e-01,-1.9000e+00,3.4157e+00,2.3628e+00,2.4127e+01,-1.2315e+03
1.8650e-01,-1.8997e+00,3.4298e+00,2.3486e+00,2.4162e+01,-1.2161e+03
1.8970e-01,-1.9649e+00,3.4255e+00,2.3266e+00,2.4151e+01,-1.2234e+03
1.3712e-01,-1.5854e+00,3.4428e+00,2.4537e+00,2.4215e+01,-1.2154e+03
1.3376e-01,-1.6548e+00,3.4407e+00,2.3736e+00,2.4213e+01,-1.2469e+03
1.7879e-01,-1.8426e+00,3.4266e+00,2.3595e+00,2.4155e+01,-1.2499e+03
