logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.4700e-01,-2.6709e-01,2.0445e+00,4.0406e+00,2.6111e+01,-2.1387e+03
-2.4603e-01,-3.1260e-01,2.0234e+00,3.9513e+00,2.6077e+01,-2.1349e+03
-2.4664e-01,-2.9030e-01,2.0312e+00,3.9381e+00,2.6081e+01,-2.1407e+03
-2.4238e-01,-2.6327e-01,2.0335e+00,4.1136e+00,2.6093e+01,-2.1124e+03
-2.3444e-01,-3.1042e-01,2.0297e+00,4.2747e+00,2.6122e+01,-2.1427e+03
-2.5558e-01,-1.4076e-01,2.1112e+00,4.2105e+00,2.6236e+01,-2.1414e+03
-2.6504e-01,-2.2314e-01,2.1468e+00,4.1687e+00,2.6406e+01,-2.1367e+03
-2.4672e-01,-2.5843e-01,2.0409e+00,4.0385e+00,2.6097e+01,-2.1450e+03
-2.4296e-01,-2.8585e-01,2.0322e+00,4.2086e+00,2.6113e+01,-2.1361e+03
-2.4339e-01,-2.3049e-01,2.0362e+00,4.1540e+00,2.6075e+01,-2.1321e+03
-2.4097e-01,-2.7298e-01,2.0375e+00,4.1065e+00,2.6105e+01,-2.1391e+03
-2.3009e-01,-3.0796e-01,2.0424e+00,4.1950e+00,2.6147e+01,-2.1245e+03
-2.4446e-01,-2.7105e-01,2.0346e+00,4.1004e+00,2.6091e+01,-2.1320e+03
-1.8173e-01,-3.2778e-01,2.0098e+00,4.1748e+00,2.6035e+01,-2.1431e+03
-2.4432e-01,-2.5584e-01,2.0350e+00,4.0508e+00,2.6074e+01,-2.1369e+03
-2.4543e-01,-2.4145e-01,2.0324e+00,4.1688e+00,2.6077e+01,-2.1362e+03
-2.4718e-01,-2.8869e-01,2.0220e+00,3.9519e+00,2.6051e+01,-2.1405e+03
-2.7815e-01,-1.8824e-01,2.1231e+00,4.1055e+00,2.6302e+01,-2.1455e+03
-2.6324e-01,-1.7223e-01,2.1470e+00,4.2773e+00,2.6375e+01,-2.1275e+03
-2.4502e-01,-2.5709e-01,2.0341e+00,4.0447e+00,2.6085e+01,-2.1415e+03
-2.2785e-01,-1.1620e-01,2.1560e+00,4.3008e+00,2.6343e+01,-2.1424e+03
-2.4152e-01,-3.1102e-01,2.0366e+00,4.1310e+00,2.6124e+01,-2.1444e+03
-2.3928e-01,-2.9283e-01,2.0373e+00,4.0986e+00,2.6107e+01,-2.1417e+03
-2.4089e-01,-2.4675e-01,2.0352e+00,4.2880e+00,2.6094e+01,-2.1427e+03
-2.4685e-01,-1.5282e-01,2.1066e+00,4.2812e+00,2.6236e+01,-2.1266e+03
-2.4609e-01,-2.6836e-01,2.0229e+00,3.9662e+00,2.6044e+01,-2.1382e+03
-2.3568e-01,-3.1316e-01,2.0312e+00,4.1424e+00,2.6104e+01,-2.1209e+03
-2.4204e-01,-2.2142e-01,2.0339e+00,4.1859e+00,2.6066e+01,-2.1401e+03
-2.4142e-01,-2.5524e-01,2.0548e+00,4.0334e+00,2.6137e+01,-2.1337e+03
-2.2920e-01,-9.3000e-02,2.1582e+00,4.2243e+00,2.6317e+01,-2.1343e+03
