logfeh_mean,logdust,logNpix,tau,dmod,logl
-4.9244e-01,-1.8660e+00,2.5756e+00,4.5553e+00,2.6819e+01,-1.2170e+04
-4.8773e-01,-1.9883e+00,2.5207e+00,4.3204e+00,2.6643e+01,-1.2172e+04
-4.9815e-01,-1.9605e+00,2.6469e+00,4.5773e+00,2.7033e+01,-1.2042e+04
-4.9163e-01,-1.9865e+00,2.5302e+00,4.3222e+00,2.6670e+01,-1.2193e+04
-4.9371e-01,-1.9612e+00,2.6064e+00,4.4333e+00,2.6894e+01,-1.2127e+04
-4.8539e-01,-1.9174e+00,2.5555e+00,4.4983e+00,2.6751e+01,-1.2091e+04
-4.8169e-01,-1.9719e+00,2.5675e+00,4.3911e+00,2.6778e+01,-1.2086e+04
-4.9898e-01,-1.9829e+00,2.5512e+00,4.3067e+00,2.6722e+01,-1.2175e+04
-4.9188e-01,-1.9351e+00,2.5792e+00,4.3448e+00,2.6807e+01,-1.2142e+04
-4.9092e-01,-1.9771e+00,2.5300e+00,4.2913e+00,2.6669e+01,-1.2225e+04
-4.9841e-01,-1.9827e+00,2.5408e+00,4.4682e+00,2.6715e+01,-1.2205e+04
-4.8854e-01,-1.9793e+00,2.5220e+00,4.3458e+00,2.6645e+01,-1.2024e+04
-4.8966e-01,-1.9592e+00,2.5286e+00,4.4043e+00,2.6670e+01,-1.2215e+04
-4.9929e-01,-1.9496e+00,2.5355e+00,4.2541e+00,2.6684e+01,-1.2172e+04
-4.9539e-01,-1.9131e+00,2.5438e+00,4.3070e+00,2.6691e+01,-1.2017e+04
-4.8587e-01,-1.9875e+00,2.5256e+00,4.2625e+00,2.6630e+01,-1.2228e+04
-4.9350e-01,-1.9772e+00,2.5277e+00,4.3545e+00,2.6666e+01,-1.2119e+04
-4.7143e-01,-1.9936e+00,2.5588e+00,4.5332e+00,2.6761e+01,-1.2155e+04
-4.9655e-01,-1.9378e+00,2.5305e+00,4.1496e+00,2.6638e+01,-1.1995e+04
-4.9908e-01,-1.9741e+00,2.6045e+00,4.5422e+00,2.6905e+01,-1.2070e+04
-4.9874e-01,-1.9933e+00,2.5277e+00,4.3294e+00,2.6650e+01,-1.2103e+04
-4.8710e-01,-1.9163e+00,2.5246e+00,4.4440e+00,2.6655e+01,-1.2206e+04
-4.9804e-01,-1.7720e+00,2.6029e+00,4.6346e+00,2.6884e+01,-1.2104e+04
-4.9604e-01,-1.9607e+00,2.5163e+00,4.1587e+00,2.6613e+01,-1.2226e+04
-4.9755e-01,-1.9849e+00,2.5926e+00,4.2372e+00,2.6835e+01,-1.2193e+04
-4.8904e-01,-1.9806e+00,2.5307e+00,4.4531e+00,2.6670e+01,-1.2057e+04
-4.8451e-01,-1.9424e+00,2.5488e+00,4.3168e+00,2.6713e+01,-1.2192e+04
-4.8997e-01,-1.8806e+00,2.6261e+00,4.6826e+00,2.6974e+01,-1.2175e+04
-4.8744e-01,-1.9945e+00,2.5138e+00,4.4824e+00,2.6639e+01,-1.2179e+04
-4.9037e-01,-1.9468e+00,2.5280e+00,4.3835e+00,2.6671e+01,-1.2217e+04
-4.9302e-01,-1.9437e+00,2.6388e+00,4.6477e+00,2.7003e+01,-1.2204e+04
-4.7768e-01,-1.9824e+00,2.5286e+00,4.3068e+00,2.6655e+01,-1.2174e+04
-4.9989e-01,-1.8777e+00,2.5313e+00,4.4503e+00,2.6673e+01,-1.2151e+04
-4.7926e-01,-1.9171e+00,2.5771e+00,4.4137e+00,2.6806e+01,-1.2211e+04
-4.9774e-01,-1.9247e+00,2.6049e+00,4.5854e+00,2.6901e+01,-1.2220e+04
-4.9222e-01,-1.9677e+00,2.5480e+00,4.2714e+00,2.6708e+01,-1.1991e+04
-4.9408e-01,-1.9230e+00,2.6026e+00,4.6124e+00,2.6899e+01,-1.2152e+04
-4.8424e-01,-1.9964e+00,2.5277e+00,4.3974e+00,2.6668e+01,-1.2134e+04
-4.9998e-01,-1.9635e+00,2.5274e+00,4.3229e+00,2.6658e+01,-1.2019e+04
-4.9645e-01,-1.8951e+00,2.6205e+00,4.5335e+00,2.6924e+01,-1.2109e+04
-4.8584e-01,-1.9746e+00,2.5391e+00,4.4827e+00,2.6703e+01,-1.2183e+04
-4.9834e-01,-1.9051e+00,2.5314e+00,4.3401e+00,2.6665e+01,-1.2190e+04
-4.9285e-01,-1.9381e+00,2.6011e+00,4.4800e+00,2.6890e+01,-1.2223e+04
-4.9866e-01,-1.8478e+00,2.6011e+00,4.5204e+00,2.6877e+01,-1.2177e+04
-4.9806e-01,-1.9491e+00,2.5999e+00,4.3315e+00,2.6859e+01,-1.2136e+04
-4.9942e-01,-1.9630e+00,2.5861e+00,4.2616e+00,2.6826e+01,-1.2217e+04
-4.9878e-01,-1.9783e+00,2.6122e+00,4.3226e+00,2.6899e+01,-1.2097e+04
-4.8902e-01,-1.9975e+00,2.5319e+00,4.3248e+00,2.6666e+01,-1.1948e+04
-4.9925e-01,-1.9458e+00,2.5277e+00,4.2701e+00,2.6642e+01,-1.2133e+04
-4.9905e-01,-1.8737e+00,2.5301e+00,4.3385e+00,2.6647e+01,-1.2151e+04
-4.9780e-01,-1.9986e+00,2.6173e+00,4.4312e+00,2.6925e+01,-1.2211e+04
-4.8674e-01,-1.9839e+00,2.5495e+00,4.4659e+00,2.6731e+01,-1.2225e+04
-4.9018e-01,-1.9552e+00,2.5034e+00,4.2938e+00,2.6585e+01,-1.2173e+04
