nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,3.3223e-01,-1.1476e+06,-1.1476e+06,-3.3278e-03,-inf,1.4594e-01,6.4001e+00,inf,2.4911e+03,-6.8079e-01,-1.9886e+00,6.7701e+00,1.2145e+01,3.1007e+01
2.0000e+03,2.0000e+00,1.0000e+00,6.6225e-01,-1.1441e+06,-1.1441e+06,-6.6556e-03,-inf,1.4598e-01,6.4036e+00,6.4668e+05,2.5009e+03,-4.7656e-01,-3.1277e-01,6.9677e+00,1.2652e+01,3.1285e+01
2.0000e+03,3.0000e+00,1.0000e+00,9.9010e-01,-1.1441e+06,-1.1441e+06,-9.9834e-03,-inf,1.4601e-01,6.4065e+00,6.4320e+05,2.5100e+03,-3.5468e-01,-1.7587e+00,6.9998e+00,1.9948e+01,3.1695e+01
2.0000e+03,4.0000e+00,1.0000e+00,1.3158e+00,-1.1427e+06,-1.1428e+06,-1.3311e-02,-inf,1.4606e-01,6.4104e+00,6.4319e+05,2.5182e+03,-1.4813e+00,-1.9870e-01,6.8862e+00,1.1182e+01,3.1085e+01
2.0000e+03,5.0000e+00,1.0000e+00,1.6393e+00,-1.1362e+06,-1.1362e+06,-1.6639e-02,-inf,1.4609e-01,6.4136e+00,6.4184e+05,2.5261e+03,-5.8922e-01,-1.6887e+00,6.9798e+00,1.7805e+01,3.1804e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.9608e+00,-1.1349e+06,-1.1349e+06,-1.9967e-02,-inf,1.4613e-01,6.4168e+00,6.3524e+05,2.5350e+03,3.4996e-01,-9.4174e-01,6.8559e+00,1.0990e+01,3.1006e+01
2.0000e+03,7.0000e+00,1.0000e+00,2.2801e+00,-1.1337e+06,-1.1337e+06,-2.3295e-02,-inf,1.4617e-01,6.4203e+00,6.3394e+05,2.5435e+03,-1.3923e+00,-1.0967e+00,6.9100e+00,2.5665e+00,3.1119e+01
2.0000e+03,8.0000e+00,1.0000e+00,2.5974e+00,-1.1264e+06,-1.1264e+06,-2.6622e-02,-inf,1.4621e-01,6.4235e+00,6.3276e+05,2.5516e+03,-2.8802e-01,-7.0407e-02,6.8380e+00,1.8608e+01,3.1185e+01
2.0000e+03,9.0000e+00,1.0000e+00,2.9126e+00,-1.1238e+06,-1.1238e+06,-2.9950e-02,-inf,1.4624e-01,6.4268e+00,6.2547e+05,2.5606e+03,-1.1025e+00,-1.1121e+00,6.6238e+00,1.3462e+01,3.1082e+01
2.0000e+03,1.0000e+01,1.0000e+00,3.2258e+00,-1.1238e+06,-1.1238e+06,-3.3278e-02,-inf,1.4628e-01,6.4302e+00,6.2292e+05,2.5688e+03,4.8896e-01,-1.6425e+00,2.0610e+00,9.1943e+00,3.1932e+01
2.0000e+03,1.1000e+01,1.0000e+00,3.5370e+00,-1.1191e+06,-1.1191e+06,-3.6606e-02,-inf,1.4632e-01,6.4335e+00,6.2285e+05,2.5767e+03,-1.4720e+00,-7.8205e-01,6.9428e+00,4.5597e+00,3.1587e+01
2.0000e+03,1.2000e+01,1.0000e+00,3.8462e+00,-1.1176e+06,-1.1176e+06,-3.9933e-02,-inf,1.4636e-01,6.4370e+00,6.1817e+05,2.5870e+03,-1.1096e+00,-1.8852e+00,6.5737e+00,1.6630e+01,3.1159e+01
2.0000e+03,1.3000e+01,1.0000e+00,4.1534e+00,-1.1163e+06,-1.1163e+06,-4.3261e-02,-inf,1.4640e-01,6.4402e+00,6.1668e+05,2.5956e+03,-1.1131e+00,-5.1990e-01,6.7836e+00,1.0366e+01,3.1430e+01
2.0000e+03,1.4000e+01,1.0000e+00,4.4586e+00,-1.1141e+06,-1.1141e+06,-4.6589e-02,-inf,1.4643e-01,6.4434e+00,6.1540e+05,2.6034e+03,-6.5427e-01,-1.3303e-01,6.9699e+00,1.1002e+01,3.1730e+01
2.0000e+03,1.5000e+01,1.0000e+00,4.7619e+00,-1.1116e+06,-1.1116e+06,-4.9917e-02,-inf,1.4647e-01,6.4469e+00,6.1318e+05,2.6100e+03,-7.5315e-01,-1.9752e+00,6.6095e+00,1.7478e+01,3.1352e+01
2.0000e+03,1.6000e+01,1.0000e+00,5.0633e+00,-1.1092e+06,-1.1092e+06,-5.3245e-02,-inf,1.4651e-01,6.4501e+00,6.1073e+05,2.6179e+03,-1.4440e+00,-2.7282e-01,6.9932e+00,6.5737e+00,3.1850e+01
2.0000e+03,1.7000e+01,1.0000e+00,5.3628e+00,-1.1086e+06,-1.1086e+06,-5.6572e-02,-inf,1.4655e-01,6.4536e+00,6.0831e+05,2.6259e+03,-1.1895e+00,-1.2780e+00,6.7754e+00,2.6902e+00,3.1273e+01
2.0000e+03,1.8000e+01,1.0000e+00,5.6604e+00,-1.1080e+06,-1.1080e+06,-5.9900e-02,-inf,1.4658e-01,6.4568e+00,6.0766e+05,2.6340e+03,6.1261e-02,-3.5701e-01,6.7670e+00,1.2238e+01,3.1290e+01
2.0000e+03,1.9000e+01,1.0000e+00,5.9561e+00,-1.1075e+06,-1.1076e+06,-6.3228e-02,-inf,1.4662e-01,6.4601e+00,6.0706e+05,2.6433e+03,3.2425e-01,-4.1895e-01,6.9604e+00,1.9180e+01,3.1792e+01
2.0000e+03,2.0000e+01,1.0000e+00,6.2500e+00,-1.1055e+06,-1.1055e+06,-6.6556e-02,-inf,1.4666e-01,6.4636e+00,6.0664e+05,2.6501e+03,-7.0012e-02,-5.5182e-01,2.0934e+00,5.7877e+00,3.1580e+01
2.0000e+03,2.1000e+01,1.0000e+00,6.5421e+00,-1.1023e+06,-1.1023e+06,-6.9884e-02,-inf,1.4670e-01,6.4668e+00,6.0461e+05,2.6591e+03,-3.3578e-01,-1.8645e+00,2.0298e+00,9.4134e+00,3.1790e+01
2.0000e+03,2.2000e+01,1.0000e+00,6.8323e+00,-1.1021e+06,-1.1021e+06,-7.3211e-02,-inf,1.4673e-01,6.4700e+00,6.0137e+05,2.6673e+03,-1.3159e+00,-2.2442e-01,2.0822e+00,1.7292e+01,3.1899e+01
2.0000e+03,2.3000e+01,1.0000e+00,7.1207e+00,-1.1021e+06,-1.1021e+06,-7.6539e-02,-inf,1.4677e-01,6.4735e+00,6.0122e+05,2.6745e+03,3.0747e-01,-1.7230e+00,2.0077e+00,1.2295e+01,3.1542e+01
2.0000e+03,2.4000e+01,1.0000e+00,7.4074e+00,-1.1010e+06,-1.1010e+06,-7.9867e-02,-inf,1.4681e-01,6.4767e+00,6.0115e+05,2.6839e+03,-3.6692e-01,-3.4517e-01,6.8747e+00,1.9308e+01,3.1950e+01
2.0000e+03,2.5000e+01,1.0000e+00,7.6923e+00,-1.0997e+06,-1.0997e+06,-8.3195e-02,-inf,1.4685e-01,6.4802e+00,6.0005e+05,2.6922e+03,1.2071e-01,-7.1798e-02,6.7886e+00,1.1864e+01,3.1312e+01
2.0000e+03,2.6000e+01,1.0000e+00,7.9755e+00,-1.0996e+06,-1.0996e+06,-8.6523e-02,-inf,1.4689e-01,6.4834e+00,5.9874e+05,2.7011e+03,3.6158e-02,-1.3942e+00,2.0759e+00,9.3210e+00,3.1703e+01
