niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,9.9900e-02,7.8782e+05,7.8781e+05,-9.9950e-04,7.8781e+05,8.7167e-02,7.6019e+00,inf,2.1429e+00,4.0473e-01,-9.2311e-01,1.6448e+00,2.5481e+00,2.7889e+01
2.0000e+00,1.0000e+00,1.9960e-01,7.8831e+05,7.8831e+05,-1.9990e-03,7.8831e+05,8.7173e-02,7.6029e+00,1.7566e+05,4.2899e+00,2.9032e-01,-6.5962e-01,1.7020e+00,2.7325e+00,2.7818e+01
3.0000e+00,1.0000e+00,2.9910e-01,7.8880e+05,7.8880e+05,-2.9985e-03,7.8880e+05,8.7179e-02,7.6039e+00,1.7516e+05,6.8459e+00,4.9970e-01,-1.7061e+00,1.6061e+00,2.4293e+00,2.7822e+01
4.0000e+00,1.0000e+00,3.9841e-01,7.8926e+05,7.8925e+05,-3.9980e-03,7.8925e+05,8.7185e-02,7.6049e+00,1.7467e+05,9.7491e+00,-3.4055e-02,-5.4601e-01,1.6645e+00,1.2805e+00,2.7679e+01
5.0000e+00,1.0000e+00,4.9751e-01,7.8926e+05,7.8925e+05,-4.9975e-03,7.8925e+05,8.3606e-02,6.9935e+00,1.7422e+05,1.2308e+01,4.9448e-01,-1.7319e+00,1.5305e+00,2.3393e+00,2.7591e+01
6.0000e+00,1.0000e+00,5.9642e-01,7.8934e+05,7.8933e+05,-5.9970e-03,7.8933e+05,8.7196e-02,7.6069e+00,1.7422e+05,1.5274e+01,-4.2047e-01,-6.6445e-01,1.5228e+00,8.5761e-01,2.7750e+01
7.0000e+00,1.0000e+00,6.9513e-01,7.9118e+05,7.9118e+05,-6.9965e-03,7.9118e+05,8.7201e-02,7.6079e+00,1.7414e+05,1.8187e+01,2.0755e-01,-1.4338e+00,1.5385e+00,1.7481e+00,2.7447e+01
8.0000e+00,1.0000e+00,7.9365e-01,7.9125e+05,7.9124e+05,-7.9960e-03,7.9124e+05,8.7207e-02,7.6089e+00,1.7229e+05,2.1143e+01,3.7228e-01,-1.3895e+00,1.7717e+00,2.4374e+00,2.7893e+01
9.0000e+00,1.0000e+00,8.9197e-01,7.9158e+05,7.9157e+05,-8.9955e-03,7.9157e+05,8.7213e-02,7.6099e+00,1.7223e+05,2.3701e+01,4.4871e-01,-1.6625e+00,1.8497e+00,9.6416e-01,2.7941e+01
1.0000e+01,1.0000e+00,9.9010e-01,7.9211e+05,7.9210e+05,-9.9950e-03,7.9210e+05,8.7218e-02,7.6109e+00,1.7190e+05,2.6522e+01,-2.1257e-01,-7.9208e-01,1.6405e+00,1.4631e+00,2.7620e+01
1.1000e+01,1.0000e+00,1.0880e+00,7.9246e+05,7.9246e+05,-1.0995e-02,7.9246e+05,8.7224e-02,7.6119e+00,1.7137e+05,2.9055e+01,-4.3312e-01,-7.2163e-01,3.9639e+00,1.1660e+00,2.2269e+01
1.2000e+01,1.0000e+00,1.1858e+00,7.9254e+05,7.9253e+05,-1.1994e-02,7.9253e+05,8.7230e-02,7.6129e+00,1.7101e+05,3.1950e+01,4.5324e-01,-6.7192e-01,3.4482e+00,2.5586e-01,2.7776e+01
1.3000e+01,1.0000e+00,1.2833e+00,7.9268e+05,7.9268e+05,-1.2994e-02,7.9268e+05,8.7236e-02,7.6139e+00,1.7094e+05,3.4520e+01,-5.8290e-02,-1.7157e+00,3.8890e+00,3.7592e-01,2.2312e+01
1.4000e+01,1.0000e+00,1.3807e+00,7.9270e+05,7.9269e+05,-1.3993e-02,7.9269e+05,8.7241e-02,7.6149e+00,1.7079e+05,3.7058e+01,3.6372e-01,-1.3918e+00,3.2413e+00,7.0512e-01,2.7896e+01
1.5000e+01,1.0000e+00,1.4778e+00,7.9274e+05,7.9273e+05,-1.4993e-02,7.9273e+05,8.7247e-02,7.6159e+00,1.7078e+05,3.9985e+01,-4.4613e-01,-1.3225e+00,3.9550e+00,7.0732e-01,2.2716e+01
1.6000e+01,1.0000e+00,1.5748e+00,7.9274e+05,7.9273e+05,-1.5992e-02,7.9273e+05,8.5809e-02,7.3668e+00,1.7074e+05,4.2573e+01,3.1429e-01,-1.2337e+00,3.9193e+00,1.0535e+00,2.2261e+01
1.7000e+01,1.0000e+00,1.6716e+00,7.9290e+05,7.9289e+05,-1.6992e-02,7.9289e+05,8.7259e-02,7.6179e+00,1.7074e+05,4.5115e+01,-3.5562e-01,-1.8992e+00,3.7653e+00,2.9729e-01,2.2178e+01
1.8000e+01,1.0000e+00,1.7682e+00,7.9294e+05,7.9293e+05,-1.7991e-02,7.9293e+05,8.7264e-02,7.6189e+00,1.7058e+05,4.8060e+01,3.1960e-01,-1.9937e+00,3.7215e+00,9.1797e-01,2.7881e+01
1.9000e+01,1.0000e+00,1.8646e+00,7.9296e+05,7.9296e+05,-1.8991e-02,7.9296e+05,8.7270e-02,7.6199e+00,1.7054e+05,5.0816e+01,1.2440e-01,-1.2441e+00,3.9334e+00,2.0008e+00,2.2489e+01
2.0000e+01,3.0000e+00,1.9569e+00,7.9302e+05,7.9301e+05,-1.9990e-02,7.9301e+05,8.7276e-02,7.6209e+00,1.7051e+05,5.7783e+01,-1.9096e-03,-1.3356e+00,3.7493e+00,1.8067e+00,2.2007e+01
2.1000e+01,1.0000e+00,2.0528e+00,7.9302e+05,7.9302e+05,-2.0990e-02,7.9302e+05,8.7230e-02,7.6128e+00,1.7046e+05,5.9915e+01,3.4736e-01,-1.2669e+00,3.8465e+00,9.6774e-01,2.2326e+01
2.2000e+01,1.0000e+00,2.1484e+00,7.9304e+05,7.9303e+05,-2.1989e-02,7.9303e+05,8.7287e-02,7.6228e+00,1.7045e+05,6.2447e+01,-9.0395e-02,-1.9914e+00,3.8850e+00,3.0657e+00,2.2039e+01
2.3000e+01,1.0000e+00,2.2439e+00,7.9308e+05,7.9307e+05,-2.2989e-02,7.9307e+05,8.7293e-02,7.6239e+00,1.7044e+05,6.4550e+01,-4.6133e-01,-9.8214e-01,3.7719e+00,2.1765e+00,2.2162e+01
2.4000e+01,1.0000e+00,2.3392e+00,7.9313e+05,7.9312e+05,-2.3988e-02,7.9312e+05,8.7299e-02,7.6249e+00,1.7040e+05,6.7110e+01,3.0594e-01,-1.3229e+00,1.6762e+00,1.1497e+00,2.7401e+01
2.5000e+01,1.0000e+00,2.4343e+00,7.9316e+05,7.9315e+05,-2.4988e-02,7.9315e+05,8.7305e-02,7.6259e+00,1.7035e+05,6.9626e+01,4.2498e-01,-1.2063e+00,3.9280e+00,2.7815e+00,2.2039e+01
2.6000e+01,1.0000e+00,2.5292e+00,7.9320e+05,7.9319e+05,-2.5987e-02,7.9319e+05,8.7310e-02,7.6269e+00,1.7032e+05,7.2553e+01,2.8715e-01,-5.5335e-01,3.9262e+00,7.8197e-01,2.7475e+01
2.7000e+01,1.0000e+00,2.6239e+00,7.9323e+05,7.9322e+05,-2.6987e-02,7.9322e+05,8.7316e-02,7.6279e+00,1.7028e+05,7.5086e+01,-4.9065e-01,-6.4903e-01,3.9431e+00,2.8288e+00,2.2509e+01
2.8000e+01,1.0000e+00,2.7184e+00,7.9323e+05,7.9323e+05,-2.7986e-02,7.9323e+05,8.7290e-02,7.6234e+00,1.7025e+05,7.7234e+01,1.3464e-01,-1.5362e+00,3.9173e+00,2.9709e-01,2.7943e+01
2.9000e+01,1.0000e+00,2.8128e+00,7.9326e+05,7.9325e+05,-2.8986e-02,7.9325e+05,8.7327e-02,7.6299e+00,1.7024e+05,7.9720e+01,-1.5319e-01,-1.4705e+00,3.7134e+00,1.2890e+00,2.2213e+01
