logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.5927e-01,-4.8047e-01,2.0122e+00,2.9295e+00,2.6011e+01,-9.6037e+02
-1.9341e-01,-5.4492e-01,1.9618e+00,3.0153e+00,2.5865e+01,-9.5623e+02
-2.5536e-01,-4.7118e-01,2.0197e+00,3.0938e+00,2.6033e+01,-9.6134e+02
-2.4948e-01,-4.6847e-01,2.0456e+00,3.1026e+00,2.6107e+01,-9.5835e+02
-2.6512e-01,-4.9751e-01,1.9945e+00,2.8513e+00,2.5954e+01,-9.6030e+02
-2.3689e-01,-4.8734e-01,2.0024e+00,3.0375e+00,2.5981e+01,-9.5681e+02
-2.3072e-01,-5.0170e-01,2.0089e+00,2.9912e+00,2.5995e+01,-9.5364e+02
-2.5516e-01,-4.9435e-01,2.0411e+00,2.9406e+00,2.6102e+01,-9.5556e+02
-2.0299e-01,-4.9917e-01,2.0045e+00,3.2191e+00,2.5987e+01,-9.6001e+02
-2.0697e-01,-5.0897e-01,2.0157e+00,3.1735e+00,2.6030e+01,-9.5618e+02
-2.2183e-01,-4.8156e-01,2.0044e+00,3.1185e+00,2.5989e+01,-9.4987e+02
-2.3765e-01,-5.0729e-01,1.9948e+00,2.9900e+00,2.5966e+01,-9.5962e+02
-2.1365e-01,-5.0042e-01,2.0061e+00,3.0695e+00,2.5987e+01,-9.5813e+02
-2.3116e-01,-4.7989e-01,2.0021e+00,3.1923e+00,2.5986e+01,-9.5777e+02
-2.4393e-01,-4.9660e-01,2.0117e+00,2.9840e+00,2.6008e+01,-9.4932e+02
-2.4455e-01,-4.8612e-01,2.0019e+00,3.0208e+00,2.5983e+01,-9.5952e+02
-1.8226e-01,-5.3983e-01,1.9774e+00,3.1025e+00,2.5922e+01,-9.5497e+02
-2.3796e-01,-5.0692e-01,2.0012e+00,3.0382e+00,2.5991e+01,-9.4646e+02
-2.0403e-01,-5.4065e-01,1.9896e+00,2.9777e+00,2.5945e+01,-9.6070e+02
-2.1659e-01,-5.0148e-01,1.9977e+00,3.0798e+00,2.5961e+01,-9.4680e+02
-2.3506e-01,-4.9891e-01,2.0177e+00,3.0530e+00,2.6036e+01,-9.5596e+02
-2.2992e-01,-5.1801e-01,1.9981e+00,2.9882e+00,2.5976e+01,-9.5686e+02
-2.4550e-01,-5.0925e-01,2.0291e+00,2.9587e+00,2.6065e+01,-9.6155e+02
-2.4493e-01,-4.8774e-01,2.0117e+00,2.9897e+00,2.6005e+01,-9.6066e+02
-2.3433e-01,-5.1139e-01,2.0373e+00,3.0418e+00,2.6101e+01,-9.4169e+02
-2.2389e-01,-4.8841e-01,2.0018e+00,3.0804e+00,2.5970e+01,-9.6058e+02
-2.0234e-01,-5.2564e-01,1.9829e+00,3.0058e+00,2.5915e+01,-9.5723e+02
-2.2590e-01,-5.0508e-01,1.9932e+00,3.0394e+00,2.5956e+01,-9.5623e+02
-2.3557e-01,-5.0954e-01,2.0102e+00,2.9466e+00,2.6010e+01,-9.4671e+02
-2.3478e-01,-5.1022e-01,2.0022e+00,3.0267e+00,2.5986e+01,-9.6085e+02
-2.2272e-01,-5.1366e-01,2.0012e+00,2.9527e+00,2.5976e+01,-9.5876e+02
-2.1094e-01,-5.2202e-01,2.0153e+00,3.0720e+00,2.6023e+01,-9.5184e+02
-2.2633e-01,-4.8954e-01,2.0017e+00,3.0405e+00,2.5974e+01,-9.5560e+02
-2.5100e-01,-4.9268e-01,2.0101e+00,3.0314e+00,2.6012e+01,-9.3374e+02
-2.2793e-01,-4.8317e-01,2.0239e+00,3.1740e+00,2.6049e+01,-9.5744e+02
-2.2449e-01,-5.0565e-01,2.0465e+00,3.0913e+00,2.6118e+01,-9.5922e+02
-2.2190e-01,-5.0035e-01,1.9935e+00,3.1318e+00,2.5959e+01,-9.6006e+02
-2.2256e-01,-4.8388e-01,2.0156e+00,3.0966e+00,2.6008e+01,-9.5902e+02
-2.2885e-01,-5.0223e-01,2.0094e+00,3.0468e+00,2.6006e+01,-9.5356e+02
-2.3849e-01,-5.0042e-01,2.0043e+00,3.0724e+00,2.5995e+01,-9.5647e+02
-2.3683e-01,-4.9925e-01,2.0035e+00,3.0493e+00,2.5991e+01,-9.5860e+02
-2.2444e-01,-4.7813e-01,2.0046e+00,3.1610e+00,2.5986e+01,-9.6033e+02
-2.3686e-01,-5.0284e-01,2.0052e+00,3.0495e+00,2.5993e+01,-9.5697e+02
-2.2074e-01,-5.0825e-01,2.0007e+00,3.0763e+00,2.5985e+01,-9.6104e+02
-2.4610e-01,-4.7141e-01,2.0415e+00,3.0412e+00,2.6091e+01,-9.5962e+02
-2.4809e-01,-4.9568e-01,2.0288e+00,3.0405e+00,2.6074e+01,-9.6085e+02
-2.5266e-01,-4.8625e-01,2.0360e+00,3.0588e+00,2.6086e+01,-9.5946e+02
-2.1979e-01,-5.2651e-01,2.0004e+00,2.9699e+00,2.5983e+01,-9.6117e+02
-2.2497e-01,-5.0957e-01,2.0044e+00,3.0421e+00,2.5989e+01,-9.4347e+02
-2.4540e-01,-4.7579e-01,2.0404e+00,3.1301e+00,2.6099e+01,-9.5484e+02
-2.4787e-01,-4.9722e-01,1.9988e+00,2.9870e+00,2.5977e+01,-9.4844e+02
-2.2164e-01,-5.0490e-01,1.9856e+00,3.0287e+00,2.5927e+01,-9.4797e+02
-2.4436e-01,-5.0344e-01,1.9989e+00,2.9205e+00,2.5966e+01,-9.6144e+02
-2.6182e-01,-4.9068e-01,2.0031e+00,2.8536e+00,2.5974e+01,-9.5741e+02
-2.3397e-01,-5.0631e-01,2.0106e+00,3.0323e+00,2.6013e+01,-9.5821e+02
-2.2640e-01,-5.1639e-01,2.0075e+00,3.0045e+00,2.6002e+01,-9.5430e+02
-2.2108e-01,-5.0693e-01,2.0011e+00,3.0785e+00,2.5981e+01,-9.5766e+02
-1.7846e-01,-5.4737e-01,1.9757e+00,3.1116e+00,2.5911e+01,-9.6065e+02
-2.3221e-01,-4.7551e-01,2.0252e+00,3.1306e+00,2.6046e+01,-9.4293e+02
-2.3949e-01,-4.9437e-01,2.0061e+00,3.0977e+00,2.6002e+01,-9.5478e+02
-2.1586e-01,-5.3125e-01,1.9993e+00,3.0146e+00,2.5980e+01,-9.5526e+02
