niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,9.9900e-02,7.8586e+05,7.8585e+05,-9.9950e-04,7.8585e+05,8.7167e-02,7.6019e+00,inf,2.1500e+00,-4.3312e-01,-7.2163e-01,3.9639e+00,1.1660e+00,2.2269e+01
2.0000e+00,1.0000e+00,1.9960e-01,7.8592e+05,7.8591e+05,-1.9990e-03,7.8591e+05,8.7173e-02,7.6029e+00,1.5972e+05,4.2520e+00,-4.9239e-01,-6.5549e-01,3.9939e+00,4.0494e+00,2.2181e+01
3.0000e+00,1.0000e+00,2.9910e-01,7.8593e+05,7.8592e+05,-2.9985e-03,7.8592e+05,8.6962e-02,7.5661e+00,1.5965e+05,6.7858e+00,-9.0395e-02,-1.9914e+00,3.8850e+00,3.0657e+00,2.2039e+01
4.0000e+00,1.0000e+00,3.9841e-01,7.8637e+05,7.8636e+05,-3.9980e-03,7.8636e+05,8.7185e-02,7.6049e+00,1.5965e+05,9.5956e+00,-5.8290e-02,-1.7157e+00,3.8890e+00,3.7592e-01,2.2312e+01
5.0000e+00,1.0000e+00,4.9751e-01,7.8639e+05,7.8638e+05,-4.9975e-03,7.8638e+05,8.7190e-02,7.6059e+00,1.5920e+05,1.2142e+01,-4.6416e-01,-1.5017e+00,3.8309e+00,3.4530e+00,2.2203e+01
6.0000e+00,1.0000e+00,5.9642e-01,7.8651e+05,7.8651e+05,-5.9970e-03,7.8651e+05,8.7196e-02,7.6069e+00,1.5918e+05,1.5222e+01,1.2497e-01,-1.6482e+00,3.8859e+00,3.1286e+00,2.2077e+01
7.0000e+00,1.0000e+00,6.9513e-01,7.8652e+05,7.8651e+05,-6.9965e-03,7.8651e+05,8.6247e-02,7.4422e+00,1.5906e+05,1.8122e+01,-3.5562e-01,-1.8992e+00,3.7653e+00,2.9729e-01,2.2178e+01
8.0000e+00,1.0000e+00,7.9365e-01,7.8654e+05,7.8653e+05,-7.9960e-03,7.8653e+05,8.7207e-02,7.6089e+00,1.5906e+05,2.1117e+01,-4.4613e-01,-1.3225e+00,3.9550e+00,7.0732e-01,2.2716e+01
9.0000e+00,1.0000e+00,8.9197e-01,7.8658e+05,7.8657e+05,-8.9955e-03,7.8657e+05,8.7213e-02,7.6099e+00,1.5904e+05,2.3650e+01,4.2498e-01,-1.2063e+00,3.9280e+00,2.7815e+00,2.2039e+01
1.0000e+01,1.0000e+00,9.9010e-01,7.8671e+05,7.8670e+05,-9.9950e-03,7.8670e+05,8.7218e-02,7.6109e+00,1.5900e+05,2.6398e+01,-4.6133e-01,-9.8214e-01,3.7719e+00,2.1765e+00,2.2162e+01
1.1000e+01,1.0000e+00,1.0880e+00,7.8672e+05,7.8672e+05,-1.0995e-02,7.8672e+05,8.7225e-02,7.6120e+00,1.5887e+05,2.9245e+01,3.1429e-01,-1.2337e+00,3.9193e+00,1.0535e+00,2.2261e+01
1.2000e+01,1.0000e+00,1.1858e+00,7.8680e+05,7.8679e+05,-1.1994e-02,7.8679e+05,8.7230e-02,7.6129e+00,1.5885e+05,3.2164e+01,-1.9096e-03,-1.3356e+00,3.7493e+00,1.8067e+00,2.2007e+01
1.3000e+01,1.0000e+00,1.2833e+00,7.8694e+05,7.8693e+05,-1.2994e-02,7.8693e+05,8.7236e-02,7.6139e+00,1.5878e+05,3.4701e+01,-4.9065e-01,-6.4903e-01,3.9431e+00,2.8288e+00,2.2509e+01
1.4000e+01,1.0000e+00,1.3807e+00,7.8700e+05,7.8699e+05,-1.3993e-02,7.8699e+05,8.7241e-02,7.6149e+00,1.5863e+05,3.7240e+01,1.2440e-01,-1.2441e+00,3.9334e+00,2.0008e+00,2.2489e+01
1.5000e+01,1.0000e+00,1.4778e+00,7.8701e+05,7.8700e+05,-1.4993e-02,7.8700e+05,8.7230e-02,7.6128e+00,1.5858e+05,4.0179e+01,4.3557e-01,-1.5639e+00,3.8903e+00,3.6590e+00,2.2039e+01
1.6000e+01,1.0000e+00,1.5748e+00,7.8732e+05,7.8731e+05,-1.5992e-02,7.8731e+05,8.7253e-02,7.6169e+00,1.5857e+05,4.2707e+01,-1.5319e-01,-1.4705e+00,3.7134e+00,1.2890e+00,2.2213e+01
