logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-1.0875e-01,-9.2329e-01,1.1781e+00,1.3069e+00,2.0498e+00,3.5316e+00,5.0077e+00,2.6031e+01,-1.3337e+03
-2.6660e-01,-5.2627e-01,7.0851e-01,2.6015e+00,3.1811e+00,3.4362e+00,5.1486e+00,2.6403e+01,-2.7472e+03
-4.4522e-01,-2.5093e-01,4.1398e-01,1.7538e+00,3.5999e+00,3.4030e+00,5.1453e+00,2.6390e+01,-3.1058e+03
-2.8157e-01,-9.9519e-03,8.0553e-01,2.2873e+00,2.5443e+00,4.0820e+00,4.9653e+00,2.5771e+01,-1.5139e+03
-2.9892e-01,-4.8330e-01,1.0844e+00,2.3931e+00,3.7028e+00,3.6187e+00,5.1717e+00,2.6575e+01,-2.0394e+03
1.1991e-01,-9.7230e-01,9.2719e-01,2.1006e+00,3.4168e+00,3.9733e+00,4.9682e+00,2.5994e+01,-2.7306e+03
-2.9808e-01,-4.8857e-01,1.2451e+00,1.3201e+00,2.8258e+00,3.8920e+00,4.9203e+00,2.5913e+01,-1.6441e+03
-2.5647e-01,-1.8937e-03,1.8769e+00,2.2891e+00,3.5169e+00,3.8931e+00,5.2201e+00,2.6351e+01,-1.6446e+03
-3.4419e-01,-2.0281e-01,7.9971e-01,2.5298e+00,3.1217e+00,3.8301e+00,4.9719e+00,2.5922e+01,-8.7994e+02
-7.2606e-02,-8.8703e-01,1.0351e+00,1.3246e+00,2.7847e+00,3.5678e+00,4.8865e+00,2.5746e+01,-8.9626e+02
4.5020e-02,-9.1190e-01,5.7247e-01,1.8196e+00,2.8243e+00,4.1896e+00,4.8002e+00,2.5749e+01,-1.8385e+03
-1.7744e-01,-3.1315e-01,1.0253e+00,2.5408e+00,1.9012e+00,4.4667e+00,4.7797e+00,2.5890e+01,-1.6719e+03
-3.5555e-01,-8.7651e-02,9.2444e-01,1.8649e+00,2.0549e+00,3.9550e+00,4.8909e+00,2.5634e+01,-2.3358e+03
-1.5319e-01,-5.1721e-01,1.4812e+00,1.3041e+00,3.2371e+00,4.6393e+00,4.9567e+00,2.6442e+01,-2.3985e+03
-4.6877e-01,-2.9361e-01,1.2451e+00,1.4680e+00,2.6089e+00,3.5899e+00,5.1368e+00,2.6295e+01,-1.5094e+03
-1.3208e-01,-6.4375e-01,1.1818e+00,2.3449e+00,2.8357e+00,3.9108e+00,4.9801e+00,2.6017e+01,-2.1411e+03
-3.0137e-01,-2.8697e-01,1.2513e+00,2.9058e+00,3.1223e+00,4.0870e+00,5.1710e+00,2.6467e+01,-2.5923e+03
-3.0222e-01,-4.7524e-01,1.2934e+00,1.2979e+00,3.0782e+00,4.2507e+00,5.0433e+00,2.6326e+01,-1.1378e+03
2.3106e-02,-6.1469e-01,7.2605e-01,1.3378e+00,3.4956e+00,4.5200e+00,4.6571e+00,2.5926e+01,-2.2088e+03
-4.7856e-02,-2.5586e-02,9.0882e-01,2.7877e+00,3.2645e+00,4.4775e+00,4.8857e+00,2.5878e+01,-2.8447e+03
-4.1700e-01,-4.6018e-01,7.8512e-01,1.8713e+00,2.4317e+00,3.1418e+00,4.9505e+00,2.5890e+01,-2.9481e+03
-1.8065e-01,-3.3577e-01,1.2008e+00,1.4817e+00,3.3874e+00,4.7146e+00,4.6940e+00,2.6215e+01,-1.1281e+03
-2.6767e-01,-2.3759e-02,1.2894e+00,2.0396e+00,3.4236e+00,4.1669e+00,4.9686e+00,2.5936e+01,-2.2080e+03
-1.4986e-01,-7.3592e-01,1.3686e+00,1.2848e+00,2.5318e+00,3.7750e+00,4.9304e+00,2.5894e+01,-1.0615e+03
-4.0078e-03,-6.8909e-01,8.1340e-01,2.0713e+00,2.9742e+00,4.4775e+00,4.7850e+00,2.5993e+01,-2.6065e+03
6.4001e-02,-7.2884e-01,1.4337e+00,2.6612e+00,2.2362e+00,4.5134e+00,5.0378e+00,2.6347e+01,-2.9061e+03
-2.4930e-01,-3.8204e-01,1.7651e+00,1.8849e+00,3.8529e+00,4.3038e+00,5.0810e+00,2.6561e+01,-1.7963e+03
-1.0025e-01,-6.9839e-01,1.1072e+00,2.3529e+00,2.7924e+00,3.1852e+00,4.8940e+00,2.5709e+01,-1.3116e+03
1.3398e-01,-6.8924e-01,1.4657e+00,2.2739e+00,2.4420e+00,4.6599e+00,4.6692e+00,2.5984e+01,-2.5303e+03
3.2907e-02,-7.5167e-01,3.0826e-01,2.4369e+00,2.4147e+00,3.9817e+00,4.7982e+00,2.5589e+01,-1.8723e+03
2.3260e-02,-3.5900e-01,9.2892e-01,2.8891e+00,2.4382e+00,4.6481e+00,4.7361e+00,2.6010e+01,-2.9339e+03
2.4160e-02,-7.1546e-01,7.8922e-01,1.5135e+00,3.5899e+00,3.7702e+00,4.7207e+00,2.5568e+01,-2.8284e+03
-1.5818e-01,-4.7743e-02,1.2974e+00,2.9638e+00,3.0714e+00,3.7573e+00,5.0890e+00,2.5988e+01,-1.3486e+03
-6.3252e-02,-3.2538e-01,1.6564e+00,1.5655e+00,3.7410e+00,4.8231e+00,4.6859e+00,2.6396e+01,-7.3380e+02
-3.6393e-01,-1.4637e-01,1.0364e+00,2.0475e+00,2.4424e+00,4.2094e+00,4.9324e+00,2.5911e+01,-2.6716e+03
-7.6627e-04,-8.2230e-01,1.3306e+00,2.0589e+00,2.5623e+00,4.1840e+00,4.9467e+00,2.6014e+01,-1.0911e+03
-4.7345e-02,-3.9345e-01,1.7421e+00,2.7416e+00,3.0431e+00,4.5881e+00,4.9212e+00,2.6236e+01,-2.9514e+03
-2.7605e-01,-3.1555e-01,1.0230e+00,2.8290e+00,3.2676e+00,3.8904e+00,5.1050e+00,2.6284e+01,-2.2268e+03
-6.5480e-03,-9.0830e-01,5.1335e-01,1.3820e+00,2.9635e+00,3.8617e+00,4.7501e+00,2.5521e+01,-1.8891e+03
-4.4880e-02,-6.0263e-01,1.5153e+00,2.4351e+00,2.6823e+00,4.2764e+00,4.9132e+00,2.6006e+01,-2.6047e+03
-6.0363e-02,-8.6937e-01,1.4550e+00,1.3087e+00,3.5169e+00,3.2734e+00,5.1074e+00,2.6324e+01,-1.7334e+03
-2.0514e-01,-6.3337e-01,1.1577e+00,2.1449e+00,2.8074e+00,3.5544e+00,4.9222e+00,2.5856e+01,-4.6355e+02
-1.9247e-01,-5.7447e-01,1.0719e+00,1.6748e+00,3.4755e+00,4.3891e+00,5.0183e+00,2.6425e+01,-2.6922e+03
1.2083e-01,-7.2650e-01,4.6165e-01,1.8461e+00,2.4454e+00,4.4054e+00,4.3374e+00,2.5297e+01,-2.3998e+03
-3.5735e-01,-8.8957e-02,1.5789e+00,2.1160e+00,2.5777e+00,3.9090e+00,5.0170e+00,2.5918e+01,-2.0549e+03
-9.0245e-02,-7.1465e-01,4.7360e-01,2.3047e+00,3.4996e+00,3.6880e+00,5.0173e+00,2.6164e+01,-2.9284e+03
-2.2533e-01,-1.8636e-01,1.7233e+00,2.5513e+00,3.7984e+00,4.2488e+00,4.9739e+00,2.6241e+01,-2.2844e+03
-1.9865e-01,-3.9324e-02,1.0093e+00,1.7940e+00,3.2973e+00,4.5675e+00,4.9182e+00,2.6063e+01,-2.6224e+03
1.7592e-01,-9.0176e-01,1.1394e+00,1.5905e+00,2.6495e+00,4.5077e+00,4.5834e+00,2.5703e+01,-3.1629e+03
-1.7858e-01,-5.5645e-01,1.0232e+00,2.2765e+00,2.2500e+00,4.4659e+00,5.0468e+00,2.6399e+01,-3.0461e+03
1.0825e-01,-9.3659e-01,4.4036e-01,2.5450e+00,3.2166e+00,3.2522e+00,4.9317e+00,2.5788e+01,-3.0050e+03
-2.9392e-01,-1.6590e-01,1.1817e+00,2.9014e+00,3.2173e+00,3.8476e+00,5.1546e+00,2.6311e+01,-1.7788e+03
-2.7698e-01,-6.7579e-02,9.1031e-01,2.5527e+00,2.4720e+00,3.7886e+00,4.9643e+00,2.5715e+01,-1.7906e+03
-1.9823e-01,-2.2166e-01,1.2064e+00,1.3333e+00,2.3231e+00,4.8618e+00,4.8674e+00,2.6448e+01,-3.0462e+03
-2.9005e-02,-3.9414e-01,5.5640e-01,2.1703e+00,2.2860e+00,4.5542e+00,4.3701e+00,2.5536e+01,-1.7413e+03
-1.3691e-01,-6.8692e-01,3.0426e-01,1.9522e+00,2.6252e+00,3.9062e+00,4.8458e+00,2.5728e+01,-3.0572e+03
-1.4569e-01,-6.8506e-01,1.2332e+00,2.2520e+00,2.6785e+00,3.6401e+00,4.9652e+00,2.5940e+01,-3.8036e+02
-2.4986e-01,-1.9536e-01,1.3972e+00,1.9036e+00,2.3763e+00,4.6154e+00,4.8954e+00,2.6164e+01,-4.3780e+02
-2.6701e-01,-4.0356e-01,8.1137e-01,2.7509e+00,2.3550e+00,3.3348e+00,4.9938e+00,2.5943e+01,-1.5149e+03
2.3387e-01,-7.2184e-01,1.3263e+00,1.2975e+00,3.6997e+00,4.4917e+00,4.6313e+00,2.5832e+01,-2.8159e+03
-2.3343e-01,-2.1065e-01,1.6214e+00,2.9176e+00,2.5384e+00,4.4287e+00,5.2020e+00,2.6553e+01,-2.6955e+03
-3.9288e-01,-1.9424e-01,1.0280e+00,1.9896e+00,3.7027e+00,3.6215e+00,5.0712e+00,2.6246e+01,-3.0572e+03
-5.6782e-02,-4.7733e-01,1.3602e+00,1.8465e+00,3.0555e+00,4.7078e+00,4.7015e+00,2.6150e+01,-1.2759e+03
-3.0388e-01,-4.1889e-01,1.0170e+00,1.5316e+00,3.5507e+00,4.2697e+00,5.0696e+00,2.6441e+01,-2.9656e+03
