nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,3.3223e-01,-7.3444e+05,-7.3445e+05,-3.3278e-03,-7.3445e+05,1.4594e-01,6.4003e+00,inf,2.3958e+03,-1.4668e+00,-9.2897e-01,2.2285e+00,3.1642e+00,3.1843e+01
2.0000e+03,2.0000e+00,1.0000e+00,6.6225e-01,-7.3188e+05,-7.3188e+05,-6.6556e-03,-7.3188e+05,1.4598e-01,6.4036e+00,1.7991e+05,2.4053e+03,4.8896e-01,-1.6425e+00,2.0610e+00,9.1943e+00,3.1932e+01
2.0000e+03,3.0000e+00,1.0000e+00,9.9010e-01,-7.2541e+05,-7.2542e+05,-9.9834e-03,-7.2542e+05,1.4602e-01,6.4069e+00,1.7734e+05,2.4139e+03,-1.1924e+00,-4.4556e-01,2.2948e+00,1.6745e+00,3.1664e+01
2.0000e+03,4.0000e+00,1.0000e+00,1.3158e+00,-7.2116e+05,-7.2117e+05,-1.3311e-02,-7.2117e+05,1.4605e-01,6.4102e+00,1.7088e+05,2.4218e+03,-7.0012e-02,-5.5182e-01,2.0934e+00,5.7877e+00,3.1580e+01
2.0000e+03,5.0000e+00,1.0000e+00,1.6393e+00,-7.2040e+05,-7.2040e+05,-1.6639e-02,-7.2040e+05,1.4609e-01,6.4136e+00,1.6663e+05,2.4293e+03,-3.7761e-01,-9.9383e-01,2.0688e+00,1.5479e+01,3.1883e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.9608e+00,-7.2034e+05,-7.2034e+05,-1.9967e-02,-7.2034e+05,1.4613e-01,6.4169e+00,1.6586e+05,2.4378e+03,-1.3159e+00,-2.2442e-01,2.0822e+00,1.7292e+01,3.1899e+01
2.0000e+03,7.0000e+00,1.0000e+00,2.2801e+00,-7.2020e+05,-7.2021e+05,-2.3295e-02,-7.2021e+05,1.4617e-01,6.4202e+00,1.6580e+05,2.4459e+03,3.6158e-02,-1.3942e+00,2.0759e+00,9.3210e+00,3.1703e+01
2.0000e+03,8.0000e+00,1.0000e+00,2.5974e+00,-7.1779e+05,-7.1780e+05,-2.6622e-02,-7.1780e+05,1.4621e-01,6.4235e+00,1.6567e+05,2.4538e+03,-7.7023e-01,-7.6921e-01,2.3769e+00,7.4396e+00,3.1933e+01
2.0000e+03,9.0000e+00,1.0000e+00,2.9126e+00,-7.1767e+05,-7.1767e+05,-2.9950e-02,-7.1767e+05,1.4624e-01,6.4269e+00,1.6326e+05,2.4622e+03,-1.1861e+00,-4.4852e-01,2.1683e+00,3.1807e-01,3.1320e+01
2.0000e+03,1.0000e+01,1.0000e+00,3.2258e+00,-7.1765e+05,-7.1765e+05,-3.3278e-02,-7.1765e+05,1.4628e-01,6.4302e+00,1.6313e+05,2.4701e+03,3.0747e-01,-1.7230e+00,2.0077e+00,1.2295e+01,3.1542e+01
2.0000e+03,1.1000e+01,1.0000e+00,3.5370e+00,-7.1634e+05,-7.1635e+05,-3.6606e-02,-7.1635e+05,1.4632e-01,6.4336e+00,1.6311e+05,2.4778e+03,-5.9115e-02,-1.5376e+00,2.1227e+00,5.2216e+00,3.1410e+01
2.0000e+03,1.2000e+01,1.0000e+00,3.8462e+00,-7.1469e+05,-7.1470e+05,-3.9933e-02,-7.1470e+05,1.4636e-01,6.4368e+00,1.6181e+05,2.4876e+03,-1.1196e+00,-1.9828e+00,2.6376e+00,2.3460e+00,3.1730e+01
2.0000e+03,1.3000e+01,1.0000e+00,4.1534e+00,-7.1387e+05,-7.1387e+05,-4.3261e-02,-7.1387e+05,1.4640e-01,6.4402e+00,1.6016e+05,2.4959e+03,-6.1281e-01,-3.7997e-01,2.5193e+00,4.6767e+00,3.1792e+01
2.0000e+03,1.4000e+01,2.0000e+00,4.4444e+00,-7.1387e+05,-7.1387e+05,-4.6589e-02,-7.1387e+05,1.3508e-01,5.4832e+00,1.5933e+05,2.5096e+03,-4.6590e-02,-5.8709e-01,2.1587e+00,4.8648e+00,3.1371e+01
2.0000e+03,1.5000e+01,1.0000e+00,4.7468e+00,-7.1117e+05,-7.1117e+05,-4.9917e-02,-7.1117e+05,1.4647e-01,6.4469e+00,1.5933e+05,2.5171e+03,1.3663e-01,-9.8489e-01,2.1060e+00,8.7271e+00,3.1446e+01
2.0000e+03,1.6000e+01,1.0000e+00,5.0473e+00,-7.1015e+05,-7.1015e+05,-5.3245e-02,-7.1015e+05,1.4651e-01,6.4501e+00,1.5663e+05,2.5248e+03,-1.4148e+00,-1.5044e+00,2.2251e+00,1.4139e+01,3.1835e+01
2.0000e+03,1.7000e+01,1.0000e+00,5.3459e+00,-7.0946e+05,-7.0947e+05,-5.6572e-02,-7.0947e+05,1.4655e-01,6.4535e+00,1.5561e+05,2.5326e+03,2.3948e-02,-1.1496e+00,2.6945e+00,4.4021e+00,3.1765e+01
2.0000e+03,1.8000e+01,1.0000e+00,5.6426e+00,-7.0883e+05,-7.0884e+05,-5.9900e-02,-7.0884e+05,1.4658e-01,6.4568e+00,1.5493e+05,2.5415e+03,1.4582e-01,-1.4505e+00,2.2586e+00,3.0441e+00,3.1016e+01
2.0000e+03,1.9000e+01,1.0000e+00,5.9375e+00,-7.0829e+05,-7.0829e+05,-6.3228e-02,-7.0829e+05,1.4662e-01,6.4602e+00,1.5430e+05,2.5480e+03,-5.4445e-01,-1.3866e+00,2.2830e+00,1.8743e+01,3.1904e+01
2.0000e+03,2.0000e+01,1.0000e+00,6.2305e+00,-7.0765e+05,-7.0766e+05,-6.6556e-02,-7.0766e+05,1.4666e-01,6.4635e+00,1.5375e+05,2.5567e+03,2.3541e-01,-9.8540e-01,2.6415e+00,2.3510e+00,3.1223e+01
2.0000e+03,2.1000e+01,1.0000e+00,6.5217e+00,-7.0694e+05,-7.0694e+05,-6.9884e-02,-7.0694e+05,1.4670e-01,6.4668e+00,1.5312e+05,2.5645e+03,-1.1908e+00,-5.6288e-01,2.6770e+00,1.9047e-01,3.1538e+01
2.0000e+03,2.2000e+01,1.0000e+00,6.8111e+00,-7.0585e+05,-7.0586e+05,-7.3211e-02,-7.0586e+05,1.4674e-01,6.4701e+00,1.5240e+05,2.5714e+03,-5.3488e-01,-7.4057e-01,2.2978e+00,4.0181e+00,3.1279e+01
2.0000e+03,2.3000e+01,1.0000e+00,7.0988e+00,-7.0572e+05,-7.0573e+05,-7.6539e-02,-7.0573e+05,1.4677e-01,6.4735e+00,1.5132e+05,2.5805e+03,1.6442e-01,-4.4707e-01,2.3058e+00,6.5161e+00,3.1377e+01
2.0000e+03,2.4000e+01,1.0000e+00,7.3846e+00,-7.0565e+05,-7.0565e+05,-7.9867e-02,-7.0565e+05,1.4681e-01,6.4768e+00,1.5119e+05,2.5883e+03,-7.1973e-02,-1.6482e+00,2.3535e+00,3.2367e+00,3.1162e+01
2.0000e+03,2.5000e+01,1.0000e+00,7.6687e+00,-7.0478e+05,-7.0479e+05,-8.3195e-02,-7.0479e+05,1.4685e-01,6.4801e+00,1.5111e+05,2.5968e+03,-1.1434e+00,-4.9568e-01,2.2524e+00,1.7451e+00,3.1039e+01
2.0000e+03,2.6000e+01,2.0000e+00,7.9268e+00,-7.0399e+05,-7.0400e+05,-8.6523e-02,-7.0400e+05,1.4689e-01,6.4834e+00,1.5025e+05,2.6112e+03,3.8874e-01,-1.3535e+00,2.4872e+00,1.8953e+01,3.1857e+01
2.0000e+03,2.7000e+01,1.0000e+00,8.2067e+00,-7.0271e+05,-7.0271e+05,-8.9850e-02,-7.0271e+05,1.4692e-01,6.4868e+00,1.4946e+05,2.6192e+03,-1.2742e+00,-1.1239e+00,2.3554e+00,1.6343e+01,3.1866e+01
2.0000e+03,2.8000e+01,1.0000e+00,8.4848e+00,-7.0245e+05,-7.0246e+05,-9.3178e-02,-7.0246e+05,1.4696e-01,6.4901e+00,1.4817e+05,2.6282e+03,-7.2656e-01,-4.2957e-01,2.5067e+00,8.1185e+00,3.1742e+01
2.0000e+03,2.9000e+01,2.0000e+00,8.7349e+00,-7.0178e+05,-7.0178e+05,-9.6506e-02,-7.0178e+05,1.4700e-01,6.4934e+00,1.4792e+05,2.6431e+03,2.9380e-02,-1.2814e+00,2.4400e+00,1.4618e+01,3.1881e+01
2.0000e+03,3.0000e+01,1.0000e+00,9.0090e+00,-7.0141e+05,-7.0142e+05,-9.9834e-02,-7.0142e+05,1.4704e-01,6.4968e+00,1.4724e+05,2.6508e+03,-7.7633e-01,-1.8175e+00,2.2263e+00,6.9148e+00,3.1355e+01
2.0000e+03,3.1000e+01,1.0000e+00,9.2814e+00,-7.0047e+05,-7.0048e+05,-1.0316e-01,-7.0048e+05,1.4707e-01,6.5001e+00,1.4688e+05,2.6610e+03,2.9865e-01,-1.8304e+00,2.9057e+00,1.1082e+00,3.1301e+01
2.0000e+03,3.2000e+01,1.0000e+00,9.5522e+00,-6.9953e+05,-6.9954e+05,-1.0649e-01,-6.9954e+05,1.4711e-01,6.5034e+00,1.4594e+05,2.6703e+03,4.4899e-01,-6.6443e-01,3.2783e+00,2.2554e+00,3.1776e+01
