logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
9.7217e-02,-1.9563e-01,3.4761e+00,3.9693e+00,5.0608e+00,4.8843e+00,4.8196e+00,2.7021e+01,-3.8202e+03
-1.9553e-01,-4.9598e-01,2.4819e+00,3.7312e+00,4.0962e+00,4.5816e+00,3.9887e+00,2.5693e+01,-2.0676e+03
-3.4234e-02,-8.3343e-01,2.6085e+00,3.2655e+00,4.0332e+00,4.3389e+00,4.4409e+00,2.5391e+01,-2.6382e+03
-3.4180e-01,-3.7326e-01,2.8736e+00,3.7051e+00,4.4534e+00,3.8967e+00,3.9486e+00,2.5915e+01,-2.4318e+03
-3.8128e-01,-9.2083e-01,2.4837e+00,2.8595e+00,3.4980e+00,4.5262e+00,4.3853e+00,2.5274e+01,-3.7693e+03
-1.6620e-01,-6.5996e-01,3.1706e+00,3.8336e+00,4.2033e+00,5.0219e+00,5.0328e+00,2.6722e+01,-2.0451e+03
-2.4149e-01,-3.4884e-01,3.4352e+00,4.1789e+00,4.8556e+00,4.3962e+00,5.0296e+00,2.7169e+01,-4.0363e+03
-1.7395e-01,-7.6972e-01,2.6805e+00,3.0653e+00,3.2104e+00,4.7894e+00,3.7988e+00,2.5423e+01,-3.8725e+03
1.1569e-01,-7.7777e-01,2.3251e+00,3.3641e+00,4.0868e+00,4.2099e+00,4.3892e+00,2.5175e+01,-2.6341e+03
-2.9852e-02,-8.1506e-01,3.0025e+00,3.4500e+00,4.7565e+00,4.2378e+00,3.9834e+00,2.6445e+01,-1.6684e+03
-8.8895e-02,-1.6706e-01,3.1258e+00,3.9200e+00,4.0616e+00,5.1416e+00,4.0785e+00,2.6306e+01,-3.4733e+03
-3.6948e-02,-7.0891e-01,3.0206e+00,3.6815e+00,4.7511e+00,4.4150e+00,3.7270e+00,2.6482e+01,-1.9257e+03
-8.3794e-02,-1.4723e-01,3.0483e+00,3.9718e+00,4.1278e+00,3.9072e+00,5.1802e+00,2.6080e+01,-2.1390e+03
-3.8409e-01,-7.6578e-01,3.0009e+00,3.6129e+00,3.9569e+00,4.4938e+00,5.1756e+00,2.6386e+01,-3.9313e+03
4.2297e-02,-9.8483e-01,2.8798e+00,3.5045e+00,3.6870e+00,4.9823e+00,4.7310e+00,2.6145e+01,-4.0826e+03
-3.1924e-01,-7.2900e-01,2.7617e+00,3.5442e+00,4.2499e+00,3.8306e+00,4.8277e+00,2.5966e+01,-1.9741e+03
