logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
3.6580e-01,-1.7830e+00,-3.0231e+00,-9.3022e-02,7.0444e-01,2.3689e+00,2.9350e+00,2.3887e+01,-1.9976e+03
2.2500e-01,-1.6934e+00,-2.7788e+00,2.7770e-01,7.9372e-01,1.1490e+00,3.1244e+00,2.4039e+01,-2.1845e+03
1.5672e-01,-1.3376e+00,-1.7392e+00,-5.6159e-03,1.0624e+00,1.9274e+00,3.0660e+00,2.4018e+01,-2.1839e+03
2.0061e-01,-1.6732e+00,-2.4094e+00,-1.5629e-01,1.0556e+00,6.7397e-01,3.1105e+00,2.4023e+01,-2.1361e+03
4.7288e-01,-1.5183e+00,-1.1332e+00,-3.5744e-01,1.0068e+00,2.4871e+00,2.7490e+00,2.3668e+01,-2.1149e+03
3.7378e-01,-1.9737e+00,-1.0714e+00,-1.8537e-02,7.3540e-01,2.2728e+00,2.9676e+00,2.3881e+01,-2.1232e+03
3.8094e-01,-1.6150e+00,-2.6264e+00,2.6310e-01,1.0195e+00,2.3130e+00,2.9527e+00,2.3863e+01,-2.1517e+03
1.5254e-01,-1.5934e+00,-2.9108e+00,7.3131e-02,1.0650e+00,4.2040e-01,3.1665e+00,2.4193e+01,-1.9840e+03
3.2940e-01,-1.6535e+00,-3.1174e+00,1.2475e-01,8.8276e-01,2.3198e+00,2.9833e+00,2.3946e+01,-1.9945e+03
2.6214e-01,-1.6947e+00,-2.7305e+00,5.7685e-02,9.5989e-01,1.8341e+00,3.0875e+00,2.4005e+01,-2.1244e+03
4.3577e-01,-1.8518e+00,-2.7787e+00,-1.3162e-01,9.8529e-01,2.4338e+00,2.8892e+00,2.3861e+01,-2.1710e+03
1.7563e-01,-1.7118e+00,-1.8220e+00,1.8124e-01,6.8958e-01,6.0236e-01,3.1541e+00,2.4134e+01,-2.1628e+03
4.0466e-01,-1.7836e+00,-2.0580e+00,2.0980e-01,7.2618e-01,2.3475e+00,2.9354e+00,2.3855e+01,-1.9960e+03
2.8853e-01,-1.5396e+00,-3.1811e+00,1.6868e-01,8.9663e-01,2.2945e+00,3.0374e+00,2.4062e+01,-2.1401e+03
1.3950e-01,-1.5591e+00,-2.5208e+00,2.5902e-01,-1.0294e+00,9.9264e-01,3.1471e+00,2.4116e+01,-2.1584e+03
2.0345e-01,-1.7561e+00,-2.6326e+00,-8.2121e-02,7.8105e-01,1.3920e+00,3.0983e+00,2.4004e+01,-2.0935e+03
2.1864e-01,-1.9126e+00,-1.7029e+00,1.4763e-01,9.3919e-01,2.5745e-01,3.1535e+00,2.4123e+01,-2.1454e+03
2.5208e-01,-1.8357e+00,-1.5787e+00,2.0474e-02,8.8326e-01,1.1742e+00,3.0496e+00,2.3850e+01,-2.1314e+03
2.9819e-01,-1.7232e+00,-2.6030e+00,7.8716e-02,1.0073e+00,2.0675e+00,3.0517e+00,2.3988e+01,-1.8403e+03
3.0982e-01,-1.7218e+00,-8.4409e-01,-4.4228e-01,1.0270e+00,2.1951e+00,2.9932e+00,2.3924e+01,-2.1599e+03
1.7668e-01,-1.5635e+00,-1.9506e+00,3.0082e-01,8.7119e-01,8.2904e-01,3.1384e+00,2.4099e+01,-2.1603e+03
2.6590e-01,-1.7925e+00,-1.5199e+00,-1.2798e-01,7.7007e-01,1.9043e+00,3.0260e+00,2.3883e+01,-2.1106e+03
1.8148e-01,-1.7614e+00,-2.0332e+00,1.4769e-01,6.2458e-01,1.1687e+00,3.1561e+00,2.4160e+01,-2.1464e+03
1.5168e-01,-1.4248e+00,-1.8822e+00,1.1800e-01,7.2726e-01,1.8195e+00,3.0916e+00,2.4047e+01,-2.1551e+03
2.1963e-01,-1.3281e+00,-2.2111e+00,8.1076e-02,1.0013e+00,2.3082e+00,2.9966e+00,2.3990e+01,-2.0491e+03
2.3877e-01,-1.7606e+00,-2.6684e+00,7.8972e-02,9.2645e-01,1.3696e+00,3.0732e+00,2.3924e+01,-2.1335e+03
1.7080e-01,-1.6215e+00,-1.2785e+00,2.0825e-01,9.4540e-01,1.0558e+00,3.1655e+00,2.4186e+01,-2.1798e+03
3.5871e-01,-1.8677e+00,-2.7469e+00,6.6734e-02,9.3053e-01,2.0743e+00,2.9985e+00,2.3835e+01,-2.0938e+03
2.1923e-01,-1.9188e+00,-2.9841e+00,1.0040e-01,7.7771e-01,1.1391e+00,3.1339e+00,2.4086e+01,-2.0734e+03
3.6454e-01,-1.7826e+00,-1.3093e+00,-1.6855e-01,9.5706e-01,2.2818e+00,2.9454e+00,2.3844e+01,-1.9970e+03
1.7167e-01,-1.5590e+00,-1.3408e+00,-3.6407e-02,7.3894e-01,1.6046e+00,3.0919e+00,2.4021e+01,-2.1597e+03
2.4177e-01,-1.7970e+00,-2.5934e+00,3.2264e-01,7.2820e-01,1.5422e+00,3.1323e+00,2.4088e+01,-2.1329e+03
2.9890e-01,-1.7484e+00,-2.3937e+00,-2.1624e-01,9.9819e-01,2.0163e+00,3.0101e+00,2.3868e+01,-2.0082e+03
2.3412e-01,-1.7804e+00,-2.4432e+00,2.0742e-01,7.4232e-01,1.0673e+00,3.1057e+00,2.3989e+01,-2.0291e+03
1.6699e-01,-1.6154e+00,-2.4062e+00,7.8239e-02,7.1067e-01,4.4658e-01,3.1382e+00,2.4077e+01,-2.1539e+03
1.8878e-01,-1.6649e+00,-1.8594e+00,3.7349e-03,8.0333e-01,1.4395e+00,3.1246e+00,2.4083e+01,-2.0416e+03
2.3149e-01,-1.9573e+00,-1.6624e+00,1.7420e-01,7.3080e-01,1.0786e+00,3.1536e+00,2.4120e+01,-2.1219e+03
2.9872e-01,-1.6851e+00,-1.9775e+00,1.4742e-01,2.4695e-01,2.1672e+00,2.9952e+00,2.3890e+01,-2.1502e+03
3.4956e-01,-1.9295e+00,-1.0762e+00,-1.9459e-01,1.0569e+00,2.0458e+00,3.0129e+00,2.3885e+01,-2.1098e+03
2.6164e-01,-1.8357e+00,-1.4707e+00,7.8988e-02,1.0586e+00,1.3938e+00,3.1057e+00,2.4019e+01,-1.9395e+03
