nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,logzh,logdust,logNpix,logage
2.0000e+03,1.1600e+02,2.0600e+02,3.8235e+01,-3.0706e+09,-3.0706e+09,-1.1642e+00,-3.0706e+09,,-6.6257e+02,inf,-1.1818e+00,-1.1212e+00,6.2587e+00,9.8501e+00
2.0000e+03,1.1700e+02,2.1100e+02,3.7942e+01,-2.9510e+09,-2.9510e+09,-1.1741e+00,-2.9510e+09,,-1.3520e+02,inf,-1.0965e+00,-6.0341e-01,6.9044e+00,9.7799e+00
2.0000e+03,1.1800e+02,2.1500e+02,3.7778e+01,-2.9303e+09,-2.9303e+09,-1.1841e+00,-2.9303e+09,1.9021e+00,3.6359e+02,inf,4.7309e-01,-4.2159e-01,6.2287e+00,8.3166e+00
2.0000e+03,1.1900e+02,2.2200e+02,3.7267e+01,-2.8712e+09,-2.8712e+09,-1.1940e+00,-2.8712e+09,,-5.2497e+02,inf,-7.0012e-02,-5.5182e-01,5.0374e+00,8.5716e+00
2.0000e+03,1.2000e+02,2.2300e+02,3.7461e+01,-2.8710e+09,-2.8710e+09,-1.2040e+00,-2.8710e+09,,-3.7215e+01,inf,3.6827e-01,-1.0584e+00,6.0247e+00,8.5260e+00
2.0000e+03,1.2100e+02,2.2700e+02,3.7309e+01,-2.8185e+09,-2.8185e+09,-1.2139e+00,-2.8185e+09,2.0980e+00,4.4238e+02,inf,-1.2719e+00,-9.8380e-02,5.6514e+00,8.3872e+00
2.0000e+03,1.2200e+02,2.3000e+02,3.7273e+01,-2.8012e+09,-2.8012e+09,-1.2239e+00,-2.8012e+09,,-4.2016e+02,inf,-9.8869e-01,-1.7834e+00,6.5524e+00,9.5650e+00
2.0000e+03,1.2300e+02,2.3200e+02,3.7349e+01,-2.7754e+09,-2.7754e+09,-1.2338e+00,-2.7754e+09,7.4148e-01,5.5253e+01,inf,-4.4552e-01,-1.6047e+00,5.3314e+00,9.0020e+00
2.0000e+03,1.2400e+02,2.3300e+02,3.7538e+01,-2.7569e+09,-2.7569e+09,-1.2438e+00,-2.7569e+09,2.2818e+00,5.2326e+02,inf,3.9477e-01,-2.8593e-01,5.0521e+00,8.2358e+00
2.0000e+03,1.2500e+02,2.3800e+02,3.7278e+01,-2.7378e+09,-2.7378e+09,-1.2537e+00,-2.7378e+09,,-3.2072e+02,inf,-6.7705e-01,-1.5737e+00,5.5889e+00,9.2459e+00
2.0000e+03,1.2600e+02,2.4500e+02,3.6812e+01,-2.6728e+09,-2.6728e+09,-1.2637e+00,-2.6728e+09,1.1849e+00,1.4110e+02,inf,-7.1062e-01,-1.9379e+00,6.1537e+00,9.7005e+00
2.0000e+03,1.2700e+02,2.5100e+02,3.6467e+01,-2.6635e+09,-2.6635e+09,-1.2736e+00,-2.6635e+09,2.4293e+00,5.9311e+02,inf,-1.4105e+00,-1.7742e+00,5.8761e+00,8.1421e+00
2.0000e+03,1.2800e+02,2.5400e+02,3.6441e+01,-2.6342e+09,-2.6342e+09,-1.2836e+00,-2.6342e+09,,-2.2194e+02,inf,-1.2746e+00,-1.1900e+00,5.0841e+00,9.8531e+00
2.0000e+03,1.2900e+02,2.5600e+02,3.6517e+01,-2.5968e+09,-2.5968e+09,-1.2935e+00,-2.5968e+09,1.4877e+00,2.2243e+02,inf,-3.0474e-01,-1.1543e+00,6.8670e+00,9.9879e+00
2.0000e+03,1.3000e+02,2.6100e+02,3.6288e+01,-2.5870e+09,-2.5870e+09,-1.3035e+00,-2.5870e+09,,-5.7248e+02,inf,-2.9133e-01,-1.7938e+00,6.6047e+00,9.8911e+00
2.0000e+03,1.3100e+02,2.6300e+02,3.6364e+01,-2.5066e+09,-2.5066e+09,-1.3134e+00,-2.5066e+09,,-1.2868e+02,inf,-6.1281e-01,-3.7997e-01,5.2077e+00,8.4600e+00
2.0000e+03,1.3200e+02,2.6700e+02,3.6240e+01,-2.4911e+09,-2.4911e+09,-1.3234e+00,-2.4911e+09,1.7143e+00,2.9534e+02,inf,-1.1956e+00,-6.9153e-01,5.2609e+00,8.9083e+00
2.0000e+03,1.3300e+02,2.7000e+02,3.6216e+01,-2.4738e+09,-2.4738e+09,-1.3333e+00,-2.4738e+09,,-4.6602e+02,inf,-3.5468e-01,-1.7587e+00,6.9999e+00,9.9948e+00
2.0000e+03,1.3400e+02,2.7100e+02,3.6388e+01,-2.4412e+09,-2.4412e+09,-1.3433e+00,-2.4412e+09,,-4.5091e+01,inf,1.9539e-01,-9.4060e-01,5.8192e+00,8.0366e+00
2.0000e+03,1.3500e+02,2.7300e+02,3.6461e+01,-2.4338e+09,-2.4338e+09,-1.3532e+00,-2.4338e+09,1.9149e+00,3.6852e+02,inf,-7.7023e-01,-7.6921e-01,5.1508e+00,8.7376e+00
2.0000e+03,1.3600e+02,2.7400e+02,3.6631e+01,-2.3738e+09,-2.3738e+09,-1.3632e+00,-2.3738e+09,,-3.6907e+02,inf,-7.5079e-01,-1.8739e+00,5.8579e+00,9.4394e+00
2.0000e+03,1.3700e+02,2.7500e+02,3.6800e+01,-2.3062e+09,-2.3062e+09,-1.3731e+00,-2.3062e+09,5.7649e-01,3.3400e+01,inf,-1.3805e+00,-1.6614e+00,5.1381e+00,9.8120e+00
2.0000e+03,1.3800e+02,2.7600e+02,3.6968e+01,-2.2622e+09,-2.2622e+09,-1.3831e+00,-2.2622e+09,2.0374e+00,4.1718e+02,inf,-1.2871e+00,-1.4057e+00,5.1168e+00,9.2426e+00
2.0000e+03,1.3900e+02,2.8700e+02,3.6176e+01,-2.2551e+09,-2.2551e+09,-1.3930e+00,-2.2551e+09,,-2.7633e+02,inf,-8.8005e-02,-1.7003e+00,6.4921e+00,9.6620e+00
2.0000e+03,1.4000e+02,2.8800e+02,3.6340e+01,-2.2417e+09,-2.2417e+09,-1.4030e+00,-2.2417e+09,1.0278e+00,1.0617e+02,inf,-1.2236e+00,-6.5515e-01,5.0786e+00,8.8636e+00
2.0000e+03,1.4100e+02,2.9100e+02,3.6317e+01,-2.2394e+09,-2.2394e+09,-1.4129e+00,-2.2394e+09,2.2002e+00,4.8648e+02,inf,-1.4429e+00,-1.7193e+00,5.8000e+00,9.6542e+00
2.0000e+03,1.4200e+02,2.9200e+02,3.6480e+01,-2.2001e+09,-2.2001e+09,-1.4229e+00,-2.2001e+09,,-1.9727e+02,inf,-1.3804e+00,-1.6314e+00,5.0947e+00,9.3498e+00
2.0000e+03,1.4300e+02,2.9600e+02,3.6364e+01,-2.1616e+09,-2.1616e+09,-1.4328e+00,-2.1616e+09,1.3139e+00,1.7351e+02,inf,-1.1571e+00,-5.2583e-01,5.2541e+00,8.7393e+00
2.0000e+03,1.4400e+02,2.9800e+02,3.6432e+01,-2.1616e+09,-2.1616e+09,-1.4428e+00,-2.1616e+09,,-4.9001e+02,inf,3.4529e-01,-1.6986e+00,5.2620e+00,8.7638e+00
2.0000e+03,1.4500e+02,3.0000e+02,3.6500e+01,-2.0188e+09,-2.0188e+09,-1.4527e+00,-2.0188e+09,,-1.1425e+02,inf,-8.2453e-01,-9.9074e-01,5.9848e+00,8.7006e+00
2.0000e+03,1.4600e+02,3.0400e+02,3.6386e+01,-1.9626e+09,-1.9626e+09,-1.4627e+00,-1.9626e+09,1.4880e+00,2.2252e+02,inf,-9.1775e-01,-1.6972e+00,5.6703e+00,9.3151e+00
2.0000e+03,1.4700e+02,3.0500e+02,3.6543e+01,-1.9171e+09,-1.9171e+09,-1.4726e+00,-1.9171e+09,9.2569e-01,8.6118e+01,inf,-7.4297e-01,-1.0778e+00,6.5571e+00,9.4409e+00
2.0000e+03,1.4800e+02,3.0600e+02,3.6700e+01,-1.8804e+09,-1.8804e+09,-1.4826e+00,-1.8804e+09,,-4.4284e+01,inf,-1.0954e+00,-5.4725e-01,6.1426e+00,9.1679e+00
2.0000e+03,1.4900e+02,3.1600e+02,3.6058e+01,-1.8067e+09,-1.8067e+09,-1.4925e+00,-1.8067e+09,,-1.6612e+02,inf,-4.5834e-01,-8.1798e-01,5.8891e+00,8.2860e+00
2.0000e+03,1.5000e+02,3.1700e+02,3.6211e+01,-1.6645e+09,-1.6645e+09,-1.5025e+00,-1.6645e+09,1.1385e+00,1.3026e+02,inf,-1.4576e+00,-1.1330e+00,5.8926e+00,8.4776e+00
2.0000e+03,1.5100e+02,3.2100e+02,3.6105e+01,-1.6502e+09,-1.6502e+09,-1.5125e+00,-1.6502e+09,4.0017e-01,1.6094e+01,inf,-9.2950e-01,-7.5017e-01,5.9562e+00,8.3914e+00
2.0000e+03,1.5200e+02,3.2300e+02,3.6170e+01,-1.6462e+09,-1.6462e+09,-1.5224e+00,-1.6462e+09,,-9.6760e+01,inf,-1.0517e+00,-1.7227e+00,6.4505e+00,9.9476e+00
2.0000e+03,1.5300e+02,3.2600e+02,3.6150e+01,-1.5779e+09,-1.5779e+09,-1.5324e+00,-1.5779e+09,1.3218e+00,1.7559e+02,inf,-1.3080e+00,-9.7656e-01,6.6872e+00,9.9871e+00
2.0000e+03,1.5400e+02,3.2900e+02,3.6131e+01,-1.5754e+09,-1.5754e+09,-1.5423e+00,-1.5754e+09,8.1862e-01,6.7348e+01,inf,-7.5912e-01,-1.7781e+00,5.8104e+00,9.3026e+00
2.0000e+03,1.5500e+02,3.3400e+02,3.5945e+01,-1.5689e+09,-1.5689e+09,-1.5523e+00,-1.5689e+09,,-4.0433e+01,inf,-1.1477e+00,-2.3088e-01,5.1861e+00,8.4044e+00
2.0000e+03,1.5600e+02,3.3500e+02,3.6092e+01,-1.5567e+09,-1.5567e+09,-1.5622e+00,-1.5567e+09,,-1.4676e+02,inf,-1.4956e+00,-1.9161e+00,5.2836e+00,9.1965e+00
2.0000e+03,1.5700e+02,3.4000e+02,3.5909e+01,-1.5381e+09,-1.5381e+09,-1.5722e+00,-1.5381e+09,1.0760e+00,1.1636e+02,inf,-9.6600e-01,-1.3836e+00,5.3546e+00,8.9651e+00
2.0000e+03,1.5800e+02,3.4300e+02,3.5892e+01,-1.4945e+09,-1.4945e+09,-1.5821e+00,-1.4945e+09,3.2828e-01,1.0831e+01,inf,-1.0453e+00,-4.9628e-01,5.8015e+00,8.8062e+00
2.0000e+03,1.5900e+02,3.4400e+02,3.6036e+01,-1.4699e+09,-1.4699e+09,-1.5921e+00,-1.4699e+09,,-8.9981e+01,inf,-1.0103e+00,-6.7197e-01,5.9624e+00,8.0699e+00
2.0000e+03,1.6000e+02,3.5000e+02,3.5778e+01,-1.4429e+09,-1.4429e+09,-1.6020e+00,-1.4429e+09,1.2496e+00,1.5692e+02,inf,-5.2529e-01,-1.4665e+00,6.2100e+00,9.5071e+00
2.0000e+03,1.6100e+02,3.5900e+02,3.5294e+01,-1.4299e+09,-1.4299e+09,-1.6120e+00,-1.4299e+09,7.5683e-01,5.7565e+01,inf,1.3523e-01,-1.7259e+00,5.3060e+00,8.7185e+00
2.0000e+03,1.6200e+02,3.6400e+02,3.5129e+01,-1.4244e+09,-1.4244e+09,-1.6219e+00,-1.4244e+09,,-4.0257e+01,inf,3.0426e-01,-1.5269e+00,5.2572e+00,8.6358e+00
2.0000e+03,1.6300e+02,3.7200e+02,3.4746e+01,-1.4121e+09,-1.4121e+09,-1.6319e+00,-1.4121e+09,,-1.3663e+02,inf,-1.4364e+00,-1.0529e+00,5.1349e+00,8.9985e+00
2.0000e+03,1.6400e+02,3.7400e+02,3.4810e+01,-1.3635e+09,-1.3635e+09,-1.6418e+00,-1.3635e+09,9.9720e-01,9.9936e+01,inf,-1.2906e+00,-1.2525e+00,5.0435e+00,8.8967e+00
2.0000e+03,1.6500e+02,3.7500e+02,3.4947e+01,-1.3532e+09,-1.3532e+09,-1.6518e+00,-1.3532e+09,2.5414e-01,6.4910e+00,inf,-1.3826e+00,-1.8820e+00,5.1039e+00,9.0320e+00
2.0000e+03,1.6600e+02,3.7600e+02,3.5084e+01,-1.3472e+09,-1.3472e+09,-1.6617e+00,-1.3472e+09,,-8.5841e+01,inf,2.6790e-01,-5.1728e-01,6.0314e+00,8.2705e+00
2.0000e+03,1.6700e+02,3.8300e+02,3.4783e+01,-1.3318e+09,-1.3318e+09,-1.6717e+00,-1.3318e+09,1.1864e+00,1.4147e+02,inf,-6.6649e-01,-9.2830e-01,5.0124e+00,8.6013e+00
2.0000e+03,1.6800e+02,3.8400e+02,3.4917e+01,-1.3266e+09,-1.3266e+09,-1.6816e+00,-1.3266e+09,7.0546e-01,5.0016e+01,inf,-2.5408e-01,-1.1741e+00,5.7261e+00,8.0732e+00
2.0000e+03,1.6900e+02,3.8500e+02,3.5052e+01,-1.3032e+09,-1.3032e+09,-1.6916e+00,-1.3032e+09,,-4.0061e+01,inf,-8.8624e-02,-4.7194e-01,5.6892e+00,8.5037e+00
2.0000e+03,1.7000e+02,3.9300e+02,3.4686e+01,-1.2939e+09,-1.2939e+09,-1.7015e+00,-1.2939e+09,,-1.2841e+02,inf,-1.2835e+00,-5.1673e-01,5.3670e+00,8.6973e+00
2.0000e+03,1.7100e+02,3.9400e+02,3.4818e+01,-1.2715e+09,-1.2715e+09,-1.7115e+00,-1.2715e+09,9.4601e-01,8.9940e+01,inf,-7.5519e-01,-1.6527e+00,5.6905e+00,9.1355e+00
2.0000e+03,1.7200e+02,4.0500e+02,3.4257e+01,-1.2414e+09,-1.2414e+09,-1.7214e+00,-1.2414e+09,1.6977e-01,2.8965e+00,inf,1.0430e-01,-1.7125e+00,6.4085e+00,9.4092e+00
2.0000e+03,1.7300e+02,4.1000e+02,3.4118e+01,-1.2040e+09,-1.2040e+09,-1.7314e+00,-1.2040e+09,,-7.9498e+01,inf,-1.4175e+00,-1.6503e+00,5.8402e+00,8.6812e+00
2.0000e+03,1.7400e+02,4.1400e+02,3.4047e+01,-1.1837e+09,-1.1837e+09,-1.7413e+00,-1.1837e+09,1.1065e+00,1.2305e+02,inf,-1.3627e+00,-1.3588e+00,6.1846e+00,9.2201e+00
2.0000e+03,1.7500e+02,4.1900e+02,3.3911e+01,-1.1561e+09,-1.1561e+09,-1.7513e+00,-1.1561e+09,6.3956e-01,4.1107e+01,inf,-6.1209e-01,-1.5047e-01,6.3429e+00,8.1630e+00
2.0000e+03,1.7600e+02,4.2600e+02,3.3650e+01,-1.1309e+09,-1.1309e+09,-1.7612e+00,-1.1309e+09,,-3.7140e+01,inf,-1.3139e+00,-9.7219e-01,5.3948e+00,8.9605e+00
2.0000e+03,1.7700e+02,4.2900e+02,3.3648e+01,-1.1290e+09,-1.1290e+09,-1.7712e+00,-1.1290e+09,,-1.1445e+02,inf,1.9422e-02,-1.5887e+00,6.6812e+00,9.5497e+00
2.0000e+03,1.7800e+02,4.4300e+02,3.2965e+01,-1.1259e+09,-1.1259e+09,-1.7811e+00,-1.1259e+09,8.7620e-01,7.7156e+01,inf,-1.3723e+00,-1.1465e+00,6.4121e+00,9.4363e+00
2.0000e+03,1.7900e+02,4.4400e+02,3.3088e+01,-1.0784e+09,-1.0784e+09,-1.7911e+00,-1.0784e+09,5.3835e-02,2.9127e-01,inf,-2.8165e-01,-7.5996e-01,5.8830e+00,8.3975e+00
2.0000e+03,1.8000e+02,4.4600e+02,3.3150e+01,-1.0735e+09,-1.0735e+09,-1.8010e+00,-1.0735e+09,7.3788e-01,5.4719e+01,inf,-1.2718e+00,-5.8930e-01,5.7195e+00,8.8459e+00
2.0000e+03,1.8100e+02,4.5100e+02,3.3031e+01,-9.9749e+08,-9.9749e+08,-1.8110e+00,-9.9749e+08,,-1.7016e+01,inf,1.5875e-01,-1.7231e+00,6.1389e+00,8.9556e+00
2.0000e+03,1.8200e+02,4.5300e+02,3.3092e+01,-9.9747e+08,-9.9747e+08,-1.8209e+00,-9.9747e+08,5.7761e-01,3.3530e+01,inf,3.5436e-01,-3.4441e-01,5.7855e+00,8.2811e+00
2.0000e+03,1.8300e+02,4.5500e+02,3.3153e+01,-9.8570e+08,-9.8570e+08,-1.8309e+00,-9.8570e+08,,-3.4337e+01,inf,-6.0719e-01,-1.3863e+00,5.0346e+00,8.5871e+00
2.0000e+03,1.8400e+02,4.6300e+02,3.2860e+01,-9.8248e+08,-9.8248e+08,-1.8408e+00,-9.8248e+08,3.9379e-01,1.5584e+01,inf,-7.5336e-01,-3.4263e-01,5.1805e+00,8.1280e+00
2.0000e+03,1.8500e+02,4.7500e+02,3.2348e+01,-9.7239e+08,-9.7239e+08,-1.8508e+00,-9.7239e+08,8.0281e-01,6.4772e+01,inf,-1.3217e-01,-1.8776e+00,6.4811e+00,9.3452e+00
2.0000e+03,1.8600e+02,4.7600e+02,3.2465e+01,-9.5716e+08,-9.5716e+08,-1.8607e+00,-9.5716e+08,,-1.7292e+00,inf,-1.4469e+00,-1.2399e+00,5.7237e+00,8.1825e+00
2.0000e+03,1.8700e+02,4.7900e+02,3.2470e+01,-9.5111e+08,-9.5111e+08,-1.8707e+00,-9.5111e+08,6.8039e-01,4.6524e+01,inf,1.4548e-01,-1.5196e+00,5.0194e+00,8.4501e+00
2.0000e+03,1.8800e+02,4.8300e+02,3.2419e+01,-9.3047e+08,-9.3047e+08,-1.8806e+00,-9.3047e+08,,-1.8100e+01,inf,-2.9478e-01,-1.2214e+00,5.8246e+00,9.0657e+00
2.0000e+03,1.8900e+02,4.8400e+02,3.2534e+01,-9.1576e+08,-9.1576e+08,-1.8906e+00,-9.1576e+08,5.3444e-01,2.8705e+01,inf,-1.2027e+00,-3.9133e-01,5.8396e+00,8.6784e+00
2.0000e+03,1.9000e+02,4.8700e+02,3.2538e+01,-9.0276e+08,-9.0276e+08,-1.9005e+00,-9.0276e+08,,-3.3471e+01,inf,-6.3991e-01,-1.9539e+00,6.0147e+00,9.3731e+00
2.0000e+03,1.9100e+02,4.9400e+02,3.2323e+01,-8.8072e+08,-8.8072e+08,-1.9105e+00,-8.8072e+08,3.4774e-01,1.2153e+01,inf,-8.7085e-02,-1.9365e+00,5.4789e+00,8.7421e+00
2.0000e+03,1.9200e+02,5.0300e+02,3.2007e+01,-8.7853e+08,-8.7853e+08,-1.9204e+00,-8.7853e+08,7.5085e-01,5.6660e+01,inf,-2.9809e-01,-1.9310e+00,5.5860e+00,8.0846e+00
2.0000e+03,1.9300e+02,5.0500e+02,3.2066e+01,-8.5924e+08,-8.5924e+08,-1.9304e+00,-8.5924e+08,,-3.3129e+00,inf,-7.4309e-01,-9.1542e-01,6.0316e+00,8.8276e+00
2.0000e+03,1.9400e+02,5.1800e+02,3.1553e+01,-8.1055e+08,-8.1055e+08,-1.9403e+00,-8.1055e+08,6.1781e-01,3.8360e+01,inf,-1.3182e+00,-9.5270e-01,6.7892e+00,9.9274e+00
2.0000e+03,1.9500e+02,5.1900e+02,3.1664e+01,-7.9609e+08,-7.9609e+08,-1.9503e+00,-7.9609e+08,,-1.6754e+01,inf,2.9120e-01,-1.7985e-01,6.2578e+00,8.3151e+00
2.0000e+03,1.9600e+02,5.2100e+02,3.1723e+01,-7.9596e+08,-7.9596e+08,-1.9602e+00,-7.9596e+08,4.8445e-01,2.3586e+01,inf,-9.1350e-01,-9.3977e-01,6.7327e+00,9.7376e+00
2.0000e+03,1.9700e+02,5.2500e+02,3.1680e+01,-7.9458e+08,-7.9458e+08,-1.9702e+00,-7.9458e+08,,-3.0897e+01,inf,-1.4237e+00,-1.4019e+00,5.7435e+00,9.2433e+00
2.0000e+03,1.9800e+02,5.3700e+02,3.1240e+01,-7.9071e+08,-7.9071e+08,-1.9801e+00,-7.9071e+08,3.0516e-01,9.3590e+00,inf,-7.6154e-01,-1.8463e+00,6.5353e+00,9.8546e+00
2.0000e+03,1.9900e+02,5.3800e+02,3.1348e+01,-7.8976e+08,-7.8976e+08,-1.9901e+00,-7.8976e+08,7.0095e-01,4.9378e+01,inf,-1.5625e-01,-8.5732e-01,5.7142e+00,8.1285e+00
2.0000e+03,2.0000e+02,5.4900e+02,3.0971e+01,-7.7480e+08,-7.7480e+08,-2.0000e+00,-7.7480e+08,,-4.5178e+00,inf,-1.2245e+00,-9.9828e-01,5.0298e+00,8.6946e+00
2.0000e+03,2.0100e+02,5.6000e+02,3.0606e+01,-7.7341e+08,-7.7341e+08,-2.0100e+00,-7.7341e+08,5.8758e-01,3.4697e+01,inf,-1.3630e+00,-1.0625e+00,5.7089e+00,8.1654e+00
2.0000e+03,2.0200e+02,5.6300e+02,3.0618e+01,-7.7322e+08,-7.7322e+08,-2.0199e+00,-7.7322e+08,,-1.8301e+01,inf,2.0520e-01,-8.0409e-01,6.3877e+00,9.0744e+00
2.0000e+03,2.0300e+02,5.7200e+02,3.0357e+01,-7.7154e+08,-7.7154e+08,-2.0299e+00,-7.7154e+08,4.5553e-01,2.0854e+01,inf,-1.3533e+00,-1.8900e+00,5.6464e+00,9.1810e+00
2.0000e+03,2.0400e+02,5.9500e+02,2.9496e+01,-7.6915e+08,-7.6915e+08,-2.0398e+00,-7.6915e+08,,-3.1900e+01,inf,9.5859e-02,-1.3928e+00,5.7970e+00,8.8986e+00
2.0000e+03,2.0500e+02,5.9800e+02,2.9513e+01,-7.6781e+08,-7.6781e+08,-2.0498e+00,-7.6781e+08,2.6539e-01,7.0786e+00,inf,-2.8949e-01,-1.9869e+00,5.9970e+00,9.1973e+00
2.0000e+03,2.0600e+02,6.0100e+02,2.9529e+01,-7.5917e+08,-7.5917e+08,-2.0597e+00,-7.5917e+08,6.7326e-01,4.5554e+01,inf,-1.0899e+00,-1.5305e+00,6.1939e+00,9.2569e+00
2.0000e+03,2.0700e+02,6.0200e+02,2.9630e+01,-7.0978e+08,-7.0978e+08,-2.0697e+00,-7.0978e+08,,-5.5734e+00,inf,6.9178e-02,-8.7904e-01,6.3210e+00,9.0436e+00
2.0000e+03,2.0800e+02,6.0500e+02,2.9645e+01,-6.8876e+08,-6.8876e+08,-2.0796e+00,-6.8876e+08,5.4376e-01,2.9715e+01,inf,-1.4799e+00,-1.4403e+00,5.2458e+00,8.9153e+00
2.0000e+03,2.0900e+02,6.0700e+02,2.9703e+01,-6.7813e+08,-6.7813e+08,-2.0896e+00,-6.7813e+08,,-1.7103e+01,inf,-1.4484e+00,-7.3712e-01,6.6509e+00,9.6816e+00
2.0000e+03,2.1000e+02,6.0800e+02,2.9802e+01,-6.5545e+08,-6.5545e+08,-2.0995e+00,-6.5545e+08,4.1048e-01,1.6934e+01,inf,2.3948e-02,-1.1496e+00,5.2778e+00,8.4324e+00
2.0000e+03,2.1100e+02,6.1000e+02,2.9859e+01,-6.4327e+08,-6.4327e+08,-2.1095e+00,-6.4327e+08,,-2.7327e+01,inf,-1.0623e+00,-5.0761e-01,5.9082e+00,8.8165e+00
2.0000e+03,2.1200e+02,6.1900e+02,2.9624e+01,-6.4269e+08,-6.4269e+08,-2.1194e+00,-6.4269e+08,2.2911e-01,5.2755e+00,inf,-1.3574e+00,-4.2959e-01,5.7770e+00,8.7135e+00
2.0000e+03,2.1300e+02,6.2200e+02,2.9640e+01,-6.1362e+08,-6.1362e+08,-2.1294e+00,-6.1362e+08,6.0241e-01,3.6470e+01,inf,-1.1232e+00,-1.9848e+00,6.7927e+00,9.9951e+00
2.0000e+03,2.1400e+02,6.2600e+02,2.9614e+01,-6.0494e+08,-6.0494e+08,-2.1393e+00,-6.0494e+08,,-5.3964e+00,inf,-4.9383e-01,-1.9725e+00,6.5457e+00,9.7653e+00
2.0000e+03,2.1500e+02,6.3400e+02,2.9428e+01,-6.0136e+08,-6.0136e+08,-2.1493e+00,-6.0136e+08,5.0032e-01,2.5157e+01,inf,4.4412e-01,-1.4511e+00,5.3749e+00,8.4298e+00
2.0000e+03,2.1600e+02,6.3600e+02,2.9484e+01,-5.9483e+08,-5.9483e+08,-2.1592e+00,-5.9483e+08,,-1.5799e+01,inf,-1.2892e+00,-1.2212e+00,6.5093e+00,9.5797e+00
2.0000e+03,2.1700e+02,6.3900e+02,2.9499e+01,-5.9300e+08,-5.9300e+08,-2.1692e+00,-5.9300e+08,3.7756e-01,1.4326e+01,inf,-1.1686e+00,-9.0568e-01,6.0776e+00,9.0153e+00
2.0000e+03,2.1800e+02,6.4100e+02,2.9555e+01,-5.7100e+08,-5.7100e+08,-2.1791e+00,-5.7100e+08,,-2.5058e+01,inf,7.8516e-02,-1.8030e+00,5.8847e+00,8.7613e+00
2.0000e+03,2.1900e+02,6.4600e+02,2.9491e+01,-5.4544e+08,-5.4544e+08,-2.1891e+00,-5.4544e+08,2.0056e-01,4.0426e+00,inf,-7.8137e-01,-1.8240e+00,6.4591e+00,9.7621e+00
2.0000e+03,2.2000e+02,6.5300e+02,2.9349e+01,-5.3581e+08,-5.3581e+08,-2.1990e+00,-5.3581e+08,,-6.7729e-01,inf,-1.2380e+00,-1.9654e+00,5.3539e+00,8.8412e+00
2.0000e+03,2.2100e+02,6.5800e+02,2.9288e+01,-5.2416e+08,-5.2416e+08,-2.2090e+00,-5.2416e+08,,-5.1760e+00,inf,-1.2653e+00,-4.7746e-01,6.3211e+00,9.0755e+00
2.0000e+03,2.2200e+02,6.6000e+02,2.9342e+01,-5.0980e+08,-5.0980e+08,-2.2189e+00,-5.0980e+08,4.5722e-01,2.1010e+01,inf,2.1295e-01,-5.4441e-01,6.3847e+00,8.9447e+00
2.0000e+03,2.2300e+02,6.9200e+02,2.8283e+01,-5.0954e+08,-5.0954e+08,-2.2289e+00,-5.0954e+08,4.0466e-01,1.6457e+01,inf,-3.7345e-01,-1.9237e+00,6.1310e+00,9.3177e+00
2.0000e+03,2.2400e+02,6.9400e+02,2.8338e+01,-5.0462e+08,-5.0462e+08,-2.2388e+00,-5.0462e+08,3.4366e-01,1.1869e+01,inf,-2.0829e-01,-1.1346e+00,6.4612e+00,9.3979e+00
2.0000e+03,2.2500e+02,6.9900e+02,2.8285e+01,-4.9346e+08,-4.9346e+08,-2.2488e+00,-4.9346e+08,2.7082e-01,7.3710e+00,inf,2.3527e-01,-1.1097e+00,5.0584e+00,8.2144e+00
2.0000e+03,2.2600e+02,7.1200e+02,2.7956e+01,-4.9239e+08,-4.9239e+08,-2.2587e+00,-4.9239e+08,1.7216e-01,2.9788e+00,inf,-2.3201e-01,-7.1353e-01,6.1050e+00,8.7800e+00
2.0000e+03,2.2700e+02,7.2100e+02,2.7771e+01,-4.8246e+08,-4.8246e+08,-2.2687e+00,-4.8246e+08,,-1.2325e+00,inf,-1.1075e+00,-1.5235e+00,6.6490e+00,9.7930e+00
2.0000e+03,2.2800e+02,7.2900e+02,2.7624e+01,-4.7604e+08,-4.7604e+08,-2.2786e+00,-4.7604e+08,,-5.3617e+00,inf,-1.0314e+00,-1.7023e+00,5.5721e+00,8.1806e+00
2.0000e+03,2.2900e+02,7.3600e+02,2.7512e+01,-4.7549e+08,-4.7549e+08,-2.2886e+00,-4.7549e+08,4.3197e-01,1.8753e+01,inf,-1.2641e+00,-7.2152e-01,6.0107e+00,8.8094e+00
2.0000e+03,2.3000e+02,7.4200e+02,2.7435e+01,-4.6259e+08,-4.6259e+08,-2.2985e+00,-4.6259e+08,3.7753e-01,1.4324e+01,inf,3.6398e-01,-1.0041e+00,5.7200e+00,8.3217e+00
2.0000e+03,2.3100e+02,7.4400e+02,2.7488e+01,-4.5861e+08,-4.5861e+08,-2.3085e+00,-4.5861e+08,3.1820e-01,1.0176e+01,inf,-7.7985e-02,-1.0139e+00,5.6529e+00,8.2317e+00
2.0000e+03,2.3200e+02,7.4900e+02,2.7444e+01,-4.4259e+08,-4.4259e+08,-2.3184e+00,-4.4259e+08,2.4715e-01,6.1389e+00,inf,-1.2289e+00,-1.7459e+00,5.8280e+00,9.2349e+00
